iteration,total number of tokens sent,total number of tokens recv,latency (ms),comp latency (ms),expert distribution
0,5100,2220,28.013568878173828,1.7950719594955444,"[66, 67, 78, 804, 178, 923, 463, 82, 503, 139, 515, 160, 75, 178, 845, 24]"
1,5100,2224,22.92019271850586,1.7479679584503174,"[64, 47, 76, 828, 202, 824, 423, 77, 471, 176, 571, 157, 94, 180, 872, 38]"
