,policy,seconds,avg_gpu_util,avg_gpu_mem_used,cpu_util,cpu_mem_used
106,deepspeed_policy,107.860347032547,0.0,21019033600.0,11.3,76522483712
107,deepspeed_policy,108.8649251461029,78.125,21019033600.0,11.1,76523163648
108,deepspeed_policy,109.94627475738525,93.75,21019033600.0,11.9,76523163648
109,deepspeed_policy,110.96976590156555,99.5,21019033600.0,11.7,76522905600
110,deepspeed_policy,111.97777104377747,66.25,21019033600.0,11.8,76523134976
111,deepspeed_policy,112.98741054534912,0.0,21019033600.0,11.0,76534550528
112,deepspeed_policy,113.99118542671204,91.625,21019033600.0,11.8,76525371392
113,deepspeed_policy,115.01626253128052,84.25,21019033600.0,12.3,76526534656
114,deepspeed_policy,116.03052568435669,90.5,21019033600.0,11.8,76526784512
115,deepspeed_policy,117.04083013534546,58.375,21019033600.0,12.1,76526772224
116,deepspeed_policy,118.04926252365112,2.125,21019033600.0,10.8,76534710272
117,deepspeed_policy,119.0531108379364,82.5,21019033600.0,12.1,76535668736
118,deepspeed_policy,120.07870626449585,90.875,21019033600.0,12.1,76535668736
119,deepspeed_policy,121.17931365966797,77.0,21019033600.0,11.8,76535668736
120,deepspeed_policy,122.18285417556763,12.625,21019033600.0,11.7,76535152640
121,deepspeed_policy,123.18574929237366,92.125,21019033600.0,10.8,76534358016
122,deepspeed_policy,124.20291256904602,80.625,21019033600.0,12.7,76527599616
123,deepspeed_policy,125.23622751235962,79.375,21019033600.0,12.1,76527595520
124,deepspeed_policy,126.2764413356781,69.25,21019033600.0,11.8,76530094080
125,deepspeed_policy,127.28354024887085,0.0,21019033600.0,11.4,76529799168
126,deepspeed_policy,128.28732872009277,88.0,21019033600.0,11.3,76529737728
127,deepspeed_policy,129.3157331943512,90.625,21019033600.0,12.2,76529672192
128,deepspeed_policy,130.3862760066986,100.0,21019033600.0,11.8,76529414144
129,deepspeed_policy,131.39368963241577,64.5,21019033600.0,12.1,76529127424
130,deepspeed_policy,132.40448451042175,0.0,21019033600.0,10.5,76529127424
131,deepspeed_policy,133.40816068649292,85.0,21019033600.0,11.9,76529627136
132,deepspeed_policy,134.41583466529846,75.625,21019033600.0,12.5,76532465664
133,deepspeed_policy,135.44444704055786,92.875,21019033600.0,11.7,76532047872
134,deepspeed_policy,136.47232389450073,57.0,21019033600.0,12.3,76535508992
135,deepspeed_policy,137.5167875289917,65.875,21019033600.0,10.4,76535312384
136,deepspeed_policy,138.5207827091217,92.25,21019033600.0,12.4,76535312384
137,deepspeed_policy,139.56845593452454,89.375,21019295744.0,12.0,76535771136
138,deepspeed_policy,140.5823769569397,89.5,21019295744.0,11.7,76536029184
139,deepspeed_policy,141.58757209777832,3.125,21019295744.0,11.7,76536012800
140,deepspeed_policy,142.59101033210754,89.625,21019295744.0,10.8,76535980032
141,deepspeed_policy,143.59477710723877,71.25,21019295744.0,12.2,76535721984
142,deepspeed_policy,144.60861897468567,71.75,18620416000.0,12.3,76544483328
143,deepspeed_policy,145.6591453552246,92.625,19820249088.0,10.4,76518350848
144,deepspeed_policy,146.74565434455872,57.875,19821297664.0,11.9,76518608896
145,deepspeed_policy,147.75402760505676,35.75,19821297664.0,10.4,76518850560
146,deepspeed_policy,148.76042795181274,75.625,19822084096.0,12.1,76522053632
147,deepspeed_policy,149.76430916786194,74.5,19822346240.0,12.3,76522868736
148,deepspeed_policy,150.79422521591187,96.375,19822346240.0,11.9,76522819584
149,deepspeed_policy,151.80280685424805,67.25,19822346240.0,12.5,76521766912
150,deepspeed_policy,152.81803369522095,24.75,19822346240.0,10.6,76521762816
151,deepspeed_policy,153.84871697425842,87.75,19822346240.0,12.5,76521488384
152,deepspeed_policy,154.87434244155884,89.25,19822608384.0,12.2,76524318720
153,deepspeed_policy,155.8780038356781,74.5,19822608384.0,12.1,76522340352
154,deepspeed_policy,156.9053831100464,11.875,19822608384.0,11.5,76521824256
155,deepspeed_policy,157.90902638435364,92.875,19822608384.0,10.9,76524085248
156,deepspeed_policy,158.91982531547546,77.0,19822608384.0,12.4,76525060096
157,deepspeed_policy,159.99576783180237,72.75,19822608384.0,12.5,76525228032
158,deepspeed_policy,161.02905869483948,70.0,19822608384.0,11.8,76524969984
159,deepspeed_policy,162.03259801864624,0.0,19822608384.0,10.9,76524646400
160,deepspeed_policy,163.03631925582886,76.5,19822608384.0,11.0,76527566848
161,deepspeed_policy,164.15463852882385,91.25,19822608384.0,12.4,76528050176
162,deepspeed_policy,165.15851187705994,89.25,19822608384.0,12.4,76527017984
163,deepspeed_policy,166.1624481678009,59.75,19822608384.0,12.9,76524556288
164,deepspeed_policy,167.17263555526733,0.0,19822608384.0,10.9,76524019712
165,deepspeed_policy,168.17650628089905,90.75,19822608384.0,11.6,76524019712
166,deepspeed_policy,169.18430304527283,88.875,19822608384.0,12.2,76524179456
167,deepspeed_policy,170.25133895874023,93.875,19822608384.0,11.7,76524269568
168,deepspeed_policy,171.25545382499695,59.125,19822608384.0,11.9,76523753472
169,deepspeed_policy,172.25912880897522,4.0,19822608384.0,10.5,76523728896
170,deepspeed_policy,173.26289010047913,77.25,19822608384.0,12.1,76523728896
171,deepspeed_policy,174.31425714492798,86.5,19822608384.0,12.0,76523728896
172,deepspeed_policy,175.33532857894897,75.5,19822608384.0,11.8,76523163648
173,deepspeed_policy,176.35062837600708,34.875,19822608384.0,12.3,76517994496
174,deepspeed_policy,177.35431146621704,79.25,19822608384.0,10.6,76517834752
175,deepspeed_policy,178.3618152141571,90.0,19822608384.0,12.1,76517834752
176,deepspeed_policy,179.42415571212769,86.25,19822608384.0,12.1,76517318656
177,deepspeed_policy,180.47142004966736,75.75,19822608384.0,11.7,76517318656
178,deepspeed_policy,181.4749677181244,0.0,19822608384.0,11.4,76517564416
179,deepspeed_policy,182.4786217212677,92.75,19822608384.0,10.8,76518080512
180,deepspeed_policy,183.48243880271912,88.375,19822608384.0,12.4,76521287680
181,deepspeed_policy,184.4982249736786,89.125,19822608384.0,12.0,76520169472
182,deepspeed_policy,185.5163905620575,84.625,19822608384.0,11.9,76520644608
183,deepspeed_policy,186.52030515670776,0.0,19822608384.0,11.5,76532477952
184,deepspeed_policy,187.52343678474426,77.0,19822608384.0,11.5,76515115008
185,deepspeed_policy,188.57962226867676,94.5,19822608384.0,12.3,76515368960
