iteration,total number of tokens sent,total number of tokens recv,latency (ms),comp latency (ms),expert distribution
0,5100,4782,1541.25830078125,4.107264041900635,"[71, 84, 54, 65, 82, 258, 92, 287, 138, 236, 147, 69, 590, 74, 138, 114, 358, 144, 165, 176, 270, 17, 120, 82, 178, 119, 28, 348, 294, 117, 123, 62]"
1,5100,4639,36.0263671875,3.732480049133301,"[81, 86, 63, 78, 84, 228, 87, 293, 131, 238, 144, 68, 602, 69, 135, 114, 372, 159, 145, 168, 261, 28, 125, 87, 176, 138, 20, 341, 285, 111, 123, 60]"
