iteration,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),total number of tokens sent,total number of tokens recv,expert distribution
0,43.79443359375,0.10649599879980087,0.2178879976272583,1.5976320505142212,6.555776119232178,28.505599975585938,8192,12547,"[2, 80, 269, 28, 31, 1, 33, 0, 634, 59, 0, 1, 51, 29, 327, 70, 28, 2, 0, 530, 149, 3042, 75, 9, 0, 35, 0, 0, 174, 0, 3, 10, 1, 0, 72, 17, 0, 1287, 69, 8, 7, 2, 0, 1, 17, 0, 2, 0, 1, 33, 0, 0, 0, 78, 583, 6, 1, 3, 330, 2]"
1,43.49235153198242,0.10751999914646149,0.23071999847888947,1.6478079557418823,5.008959770202637,29.69318389892578,8192,13126,"[1, 20, 168, 16, 17, 8, 42, 0, 686, 81, 0, 1, 62, 9, 257, 16, 18, 1, 0, 622, 140, 3188, 80, 11, 0, 31, 0, 0, 176, 0, 0, 9, 1, 0, 122, 19, 0, 1017, 69, 1, 10, 3, 0, 0, 23, 0, 0, 0, 1, 22, 0, 0, 0, 60, 735, 4, 0, 1, 442, 2]"
