iteration,deepspeed,fastmoe,fastermoe,exflow,harmony,harmony number expert swaps
71,25.519373483337922,282.11113875519175,281.75391392242415,263.1528127547461,394.0478102995542,84
72,25.513240345103302,348.9614987916607,349.7457314350927,320.48623575471635,384.35564157264656,83
73,25.5102377194503,331.79587599865766,332.20873171994344,306.8852627900565,395.2887856877304,84
74,25.513285351070575,310.8960346802591,310.7697320957484,287.9061677881197,391.0609170569751,84
75,25.49202298516088,296.03378069495704,295.01445529360285,274.32947525242173,395.6240996053818,84
76,25.490120529023265,304.73252214290915,304.3853863803145,282.4078771678065,391.5699183771262,84
77,25.5241690397839,323.7906419861487,322.92105191030066,299.8008834550284,392.7199750355314,84
78,25.51791405381517,305.9975402324041,306.1704495393724,285.22644957842044,390.91654094991094,84
79,25.51525800997237,413.3129956822072,412.70398536492826,374.4267062407784,405.16953444854494,42
80,25.512751497412108,284.298974896539,283.9278304246492,265.37116211680484,394.4599343336704,84
81,25.527644148765592,382.6967545123511,382.9461268363694,348.82750391175784,382.01631778189676,67
82,25.51838291616377,372.5623208328518,373.13325683202936,340.2180449798277,381.22106965387565,75
83,25.50080305899907,307.5321737898636,307.7971911762688,286.11127311993874,390.4282495713513,84
84,25.498641964403337,320.020387040953,320.1179145272322,296.6510006117895,392.9964083443825,84
85,25.514416760138733,314.0663287865406,313.56724472044937,291.11817298759365,393.02451354419486,84
86,25.50512169451676,339.6308947783308,338.8258346556062,312.1315334407879,397.2115911161969,84
87,25.494232545496672,304.03584492425244,305.24357202829543,281.63455455209714,391.2550881862736,84
88,25.52636553418721,304.5721358479167,304.5224919373458,283.5546248943592,393.8829768152529,84
89,25.498576858198735,397.9619071601479,397.53704129337086,362.00797153860367,403.21674811362266,42
90,25.5007720507476,310.26804802133756,310.2928607557029,287.8592987530982,392.44055218540234,84
91,25.513646956501532,297.43390021326604,297.9398110016495,271.5704654531916,391.4517611644609,84
92,25.519381246707255,293.2420438342009,292.7678869330564,268.6954328033998,392.37140094090466,84
93,25.5010294215194,355.901003221884,355.70170815187345,318.40605064293396,400.7326168312698,79
94,25.521889062186627,291.17571062481056,290.3951261465587,265.8243211117724,394.2360661092544,84
95,25.52608745635882,312.6950195036278,312.5243513261241,284.1874238088708,374.42155883411044,84
96,25.50656570106927,385.8149598520285,385.84424079976753,318.95564123117686,398.1241340431035,66
97,25.50767169420452,345.9246897192184,345.2320278351751,311.343375272814,398.47711829770446,83
98,25.505886330681072,286.42128274109746,287.1311976720099,263.6568962276664,379.6484236101539,84
99,25.524305727131967,403.5321609813068,403.23328508151707,357.746527406396,404.5707431632307,42
100,25.49941706380721,304.8470732913648,304.36855504208677,276.8688181832464,391.4905932954339,84
101,25.50512169451676,302.2641431385788,300.31731516017805,258.9030995442364,391.4548300400935,84
102,25.510600790102263,281.8112931083253,281.68617182994564,244.13758652970418,395.4227953071901,84
103,25.521333107629303,313.88248609539255,313.9724767750941,286.1325871230703,392.34595812488465,84
104,25.506537781025163,322.963795025409,323.41728439080316,294.4332836843696,393.85110952981114,84
105,25.519833082939897,407.4823254964896,408.18494556809355,360.6760543420478,402.8816340017444,42
106,25.50288388498121,421.7514246150842,420.92738615612564,371.2790032952385,389.56361709069483,43
107,25.494799717425767,421.1727495476035,422.12401555566225,372.2376624672119,403.89171633256694,42
108,25.475503713632847,347.97905938470245,347.4425023921182,314.6717642698629,399.36304592323114,80
109,25.502638881871203,309.0304470920604,308.1851692705961,282.5069985126687,392.4197851611553,84
110,25.512427161186647,334.80360051422235,334.1712504325228,303.90536461327076,393.77941959355445,84
111,25.49243201933443,349.3790599668939,347.82366402768855,315.7573716737685,387.0733015339764,83
112,25.502790845271115,302.4126221369318,302.00686803414834,277.3268109172888,374.7533276112392,84
113,25.5079152427452,280.4026461298983,280.4823759963541,258.5885528543142,380.04790539917775,84
114,25.520241457286353,288.67412650058026,287.51457347829853,264.19163376950775,383.25546824064025,84
115,25.51048907495477,323.435889420087,323.34435636163585,294.26218403748265,392.2883899694733,84
116,25.52155517595788,348.25883204745406,347.7131682050381,314.28959364716457,398.20509672416597,84
117,25.516099315282457,334.2015250086373,333.9732563663318,303.59966083846786,394.7839733766594,83
118,25.499572089342706,404.7707372546991,404.88209556571366,359.30467847774474,403.94265685861484,42
119,25.498908593281456,337.2302012219488,338.3466149358152,306.6340072237268,395.94636197356783,83
120,25.492157779063433,300.05692369799294,301.77250074718177,276.5270170191559,390.82825917732237,84
121,25.4724867586375,369.66531584968385,369.64788611369505,332.1246056405146,401.112230182638,74
122,25.508273593321277,370.59210476906156,371.1780349326313,332.97460843785734,399.52997191109705,75
123,25.49978447738654,375.7865500743634,376.1269089702546,337.4439675642825,400.52390918143584,71
124,25.517865926535897,398.37107104851947,398.798973770837,354.7627850192691,406.2789552060807,42
125,25.50845820209299,307.85414496222273,307.18443828834353,281.36384087338024,390.5180668831312,84
126,25.495934136994787,295.7851832800819,294.5014649578488,271.04363298802656,364.4980379364726,84
127,25.507859396808996,332.7944791540873,333.1830120119101,302.70811749622095,380.20614417909417,84
128,25.503404919903282,288.72785977847076,288.3121078871774,264.88307308278877,382.7283299942692,84
129,25.521371930484918,378.7454843247396,378.0566376850261,337.81043346216825,381.63527287419174,69
130,25.50386704607152,279.7343050183458,280.4072764224925,258.137528094424,392.2466702223797,84
131,25.515200579713955,334.8811481646665,334.003973833633,303.8253650873746,394.1222496273212,84
132,25.514987934791726,391.3685691299576,391.3025914687477,350.06975013975904,401.4174195106347,56
133,25.52053648871023,415.58943928424713,417.8596238878432,368.55347271447727,404.15101811116705,42
134,25.52211735221809,394.91792347357966,393.8280703569707,351.5507342971976,401.80730825514496,48
135,25.514786158215863,304.2128540705901,302.9363046385186,278.61589351931536,391.8990379790852,84
136,25.514973965541344,362.2468698447366,361.28594347240914,325.4735941630689,399.59408603984235,81
137,25.510939044709517,311.0507413506129,311.6765302587441,283.4357464148889,389.90012847365705,84
138,25.50716134323844,310.80321543155793,310.9721468038028,283.78329188304645,391.32719083119486,84
139,25.507515018939205,292.04082120048764,294.44161342028536,268.8635556096007,393.3339362641146,84
140,25.505870820364176,289.0757016056254,289.5213766081888,265.4543484523753,393.8425296191498,84
141,25.512154042340168,358.0423248084348,357.28968479605766,322.77863169479514,402.40482875356145,82
142,25.499040359611328,390.3005524483489,389.8846670143831,348.60362534791346,386.71510636863474,56
143,25.511348686151287,311.7365043819439,311.69177062575204,284.091064567986,377.0543342122,84
144,25.516937571320113,283.68139274898255,283.2526992822624,261.72770572606106,381.5948577332972,84
145,25.496757119289246,312.99535816901584,312.64106122691766,285.2929751254664,380.4179047643372,84
146,25.496273552633614,305.70098298992815,305.933103829627,279.0907385054756,390.9786491165959,84
147,25.499649602817335,304.38344250864606,304.04931128108643,278.50694443983326,391.21840459452994,84
148,25.497752208383602,305.1888901541514,303.59368356655176,279.3931386711363,389.8285941766171,84
149,25.505827391577228,325.85559055491274,325.31059519690524,296.91770227556697,393.0154098475065,84
150,25.51395269956256,291.41287133081056,290.50760064901647,267.2721337252786,393.36263575654414,84
151,25.5165324073584,296.60581384461807,298.7256648639255,272.177306055279,392.3762461673588,84
152,25.511950758812997,309.41884891104485,309.8822975907474,282.9446398289449,391.98415549275035,84
153,25.499781376805707,362.7864791304342,363.21694751012217,306.5368819945583,400.81541007305896,77
154,25.50037670215141,423.15778535227554,420.88451390709764,371.0243386355716,404.0072767668075,40
155,25.504558715855236,326.3504279595909,326.4920535616775,296.69332586725756,392.5405260762412,84
156,25.50565833092221,291.37833429120894,289.2921918013058,266.7857213960316,397.2148713439087,84
157,25.50203259694509,301.63864066194026,301.1621330355151,250.41760108728525,388.50252228605365,84
158,25.523425051367195,352.7536465178531,352.26114012300366,318.83719972068417,383.03967017067464,83
159,25.49512360561234,276.65263232324406,276.18665888606336,255.2667779640037,381.99058589866564,84
160,25.508551283159242,340.0658904905042,341.091948601478,308.8971242392284,381.2812579791456,82
161,25.50178140805596,312.2831710184101,313.3674555846528,286.76307607066525,390.1911020103302,84
162,25.508234810305527,284.46956240303876,285.093859704156,261.8555987898828,394.76778776231754,84
163,25.52050232682774,308.9531431457224,308.64374592469306,281.8807056292013,392.1595466911856,84
164,25.51619866126927,364.0872454395171,364.1464189654963,327.29369116514664,400.4639775056764,74
165,25.508524910121505,279.2730185953452,279.4695394284016,240.94806940134202,392.6300536315872,84
166,25.505904943086243,357.71095229160625,357.9994487856769,321.8738484097868,399.53581760936316,81
167,25.51416998334947,361.28964681285345,361.356351058183,324.79445501287853,401.2612274205989,79
168,25.501065081734897,322.93967448284695,323.27639461803085,295.1928921802708,393.53749061452027,84
169,25.49409772965196,371.9903250502159,372.73001302416577,335.5021004156837,400.0013122601644,73
170,25.507663937957982,329.75837947375356,329.8380427001571,299.9896649106551,378.14672991519234,84
171,25.502079113949065,348.42848047679246,348.1280922245159,315.8835984773315,399.46540659354724,80
172,25.510118249743474,297.2491633474832,298.0765506585742,273.28734263741745,392.9857152831655,84
173,25.50805640995202,291.50966318548456,290.80771709191725,268.0479744257054,398.9566166791424,84
174,25.49122509642539,423.29311902838157,422.77130798421445,372.48681759548504,385.88387831079825,41
175,25.50318471802326,280.22641508425494,280.0285856817354,257.67466514243756,391.43653440754,84
176,25.501567436238542,296.2771036992891,296.3999625463533,271.7014376978179,392.40899128896467,84
177,25.510163244696503,398.74373454908715,399.41020321021017,354.44008820642574,403.50455925180245,42
178,25.513972875758327,361.24272270110737,362.57636005770024,327.1720908892141,400.65013333785726,82
179,25.524184572363364,312.34426272846525,311.94832415790285,284.406409407596,391.1170896940115,84
180,25.51234181091895,296.0739027088657,297.64579524177356,271.8157479433192,392.9071847754461,84
181,25.50815724462782,328.4443258698974,328.1132376429221,298.826652493497,391.35076355826675,84
182,25.50847992094769,305.30265135479334,305.55032662521467,278.9858342804573,391.47911969615507,84
183,25.49325167655821,319.34538484192404,319.616938591893,292.1266771167167,393.2085929331306,84
184,25.49899230349796,283.5831329892269,283.31627862332317,261.56983785778726,380.35969952129295,84
185,25.498431145516978,294.42321835444795,293.4590726679758,270.70627013288436,391.0678301903294,84
186,25.51022375540084,278.6922030510265,278.7880842352245,256.6249594654952,391.3423068443962,84
187,25.514410551859086,254.69314311794196,255.71458419182642,242.23622465071045,368.1757936044793,84
188,25.5186670365003,296.79991644350497,296.34637200545114,270.26086272948197,380.51213620541535,84
189,25.511179552294834,319.5147749637106,319.4102441925275,292.43214796970307,396.6182508485162,84
190,25.50761274684915,282.6206808629804,283.02635679168816,260.8088704902969,392.76244284053826,84
191,25.521912356900692,358.32198885899294,361.10848999748595,326.6703334584155,382.0803772530678,81
192,25.495520341111902,424.8016343448193,424.3051141651087,373.0541707617527,406.86079381265654,35
193,25.518940294814264,287.7125859439609,289.0769966318837,264.91683483834646,394.5495528292157,84
194,25.523016575127585,290.5614752414745,291.4054814164309,267.8349229637688,393.9962258010009,84
195,25.519567568988343,362.15850858842333,363.1471336269873,326.7990977134058,400.7894119150318,78
196,25.510814913536528,279.994058735078,280.032605343615,257.5855408812177,392.4046739063481,84
197,25.519095557827132,338.2898261022739,338.45891153241377,307.937139563824,395.1578898417339,84
198,25.499066713040722,303.8363476679027,303.9976563291037,263.34326522985674,390.3464946075037,84
199,25.512777879190242,381.34033503693615,382.2573274803777,341.6738671753985,379.864104364382,70
200,25.504692091473363,319.04451192694245,319.3475974565815,291.65419078920746,391.6647676255327,84
201,25.509638830616847,353.9837289001871,354.3218173009545,319.45602881567856,399.3333881734288,79
202,25.511950758812997,295.1391349278464,297.0503073546705,272.0148405313464,367.0880749378131,84
203,25.52438183776713,331.8668372035797,331.9615519193688,301.60172416818176,395.0036730607168,84
204,25.521780354083255,321.12380592175526,320.4612106535162,292.70973882329724,382.09917322064103,84
205,25.511688512330515,339.3996007933639,339.05936196789565,307.69711564031974,364.1178286704801,84
206,25.50592045344464,297.6337349418109,295.52944412643626,271.78182516584684,391.03415649287064,84
207,25.503553790934294,324.84348194271445,324.83500367794375,295.3453385257956,392.17172024119526,84
208,25.518895268893928,365.2681469549957,364.0929027602995,328.1212718416783,398.8224313731874,76
209,25.514790814562403,315.04021729439427,315.31931058482684,288.19786118266484,390.88164018674325,84
210,25.510395979745947,359.5038726149131,358.0741752298586,301.9424926908073,398.3967109900434,79
211,25.51074043541257,366.87173199277123,366.35801886825413,329.62533023997327,399.2702242460432,76
212,25.5265271017417,308.83844222400575,308.36500388810236,265.7952795923754,391.2006564680816,84
213,25.51917784798998,294.1404512126909,293.04079259763023,269.9071712754126,393.2792638855868,84
214,25.49815212588049,397.4262216156716,398.5342527905589,352.08806499574905,401.1168487086198,45
215,25.50484097753201,312.299400896206,312.41799063499235,285.77716420312447,390.8829807272685,84
216,25.50660603012979,294.74103178025297,295.32088329889933,270.93002360163024,379.3262807031697,84
217,25.525226851639133,286.8592359824808,286.0344948692786,263.2153522876488,392.8293773268349,84
218,25.516845981406295,285.79134001893965,285.7146555068462,262.7719428271247,368.0387626763229,84
219,25.508444239991636,421.04358639692106,421.0852228171491,371.53326084501305,403.2149185089997,43
220,25.5258233657065,347.09184349427466,345.99605820759643,313.06243030499354,399.01368378845945,82
221,25.49876597714141,353.79105100042057,354.91552412713315,320.7150954180598,384.37115370326404,80
222,25.512157145930583,395.63706392169405,395.9535236743032,352.4544056716677,385.8585457149439,46
223,25.51230922278557,317.61829894030404,317.8433685317709,289.842950229819,391.07852123434157,84
224,25.521020976162454,295.04141253957516,293.58831807575694,270.26526862317496,391.8106193869537,84
225,25.51077146791137,367.71142093418575,365.3870278015505,329.6172222182055,398.5074365371123,80
226,25.507769423315025,321.29132285216156,321.6892168984581,293.82510421138403,390.46304033412423,84
227,25.49739260336197,288.0619608372641,288.6168184799914,264.76706384949847,393.6296752664794,84
228,25.502079113949065,347.21027985818887,346.02934122735655,314.4154507876533,396.86874520485026,84
229,25.498727223031185,339.84259476375684,339.81819990750876,307.95728470672645,394.0190847733465,84
230,25.508043999585475,337.79636784888436,337.23600371013123,306.2443993426664,382.36674974077704,84
231,25.496978760136656,343.80583673439276,342.7749239334274,311.2467780241863,397.2689276683493,82
232,25.509396800621232,280.83358006598377,281.01424720707894,258.7543024655573,365.58408973422587,84
233,25.514477291023653,380.12649845218886,379.7889417532555,339.68246769444073,398.1988060066281,70
234,25.497108956556904,313.1326169830254,313.0184832450604,285.6807942630954,388.2884113548854,84
235,25.515407019416035,307.2197187656405,307.27589624615047,280.5709720531029,389.83643485193704,84
236,25.498485400044306,286.6820678189758,286.74253057032195,263.2534652760644,378.26781122655007,84
237,25.515135388923095,416.9734672389877,416.3410246944597,367.67451329830715,407.8907624398152,44
238,25.505050351492983,342.62033442352873,342.47063796577714,310.3345532479292,396.79054716269724,83
239,25.519330008556935,420.55800010989464,422.5376148583841,371.91521834336635,402.8651955154998,41
240,25.508968604956387,369.5186641414824,368.60879424182343,331.67481586027714,400.11418358640327,75
241,25.508745204229108,356.326659050177,357.0429925559293,322.1467767610912,397.83906900947113,83
242,25.494525426210643,289.71794127565295,290.34663934624825,266.09317191855956,391.63685655338753,84
243,25.509703993323438,312.9547690767884,312.61997244910077,285.2951485450832,391.06638628785294,84
244,25.5000046205529,390.63985224936914,389.4531041081075,324.14669967766974,397.56261166775533,67
245,25.509351808371875,311.70423270207766,311.07124980689247,285.2315315088634,390.9305904484441,84
246,25.52527189990534,296.9994046280398,296.6697170836128,271.8997811410782,389.8657423496578,84
247,25.506705302206704,300.6328601301272,300.62079356703794,276.13878253349304,379.20434265813066,84
248,25.508393045750797,292.7987070320768,292.1595602181913,268.1979999276161,377.1475847237417,84
249,25.513384675146423,331.4606714934927,331.42740827696156,301.83391472090017,382.74784640093446,83
