iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,1.35,1.0075,2.1825,2.7841666666666667,7.034999999999999,2.7891666666666666,4.695,1.1016666666666666,1.5483333333333333,7.074999999999999,1.9591666666666667,1.7833333333333332,2.5708333333333333,0.745,7.160833333333333,6.775,1.1900000000000002,6.014166666666667,2.296666666666667,1.3074999999999999,1.9075000000000002,5.210833333333333,3.353333333333333,0.9641666666666666,1.47,14.832500000000001,1.0075,0.35500000000000004,0.7575000000000001,0.24916666666666668,4.784166666666667,1.7375000000000003
1,1.315,0.8666666666666666,1.9849999999999999,2.720833333333333,6.7675,2.8033333333333332,4.9158333333333335,1.1708333333333332,1.633333333333333,7.001666666666667,1.8708333333333333,1.7566666666666668,2.5591666666666666,0.7474999999999999,7.2725,6.723333333333334,1.2766666666666668,6.055833333333333,2.3791666666666664,1.2741666666666667,1.8891666666666667,5.244999999999999,3.2966666666666664,0.9116666666666667,1.5041666666666667,14.974166666666665,1.075,0.35333333333333333,0.7799999999999999,0.24083333333333334,4.843333333333334,1.790833333333333
2,1.385,0.9533333333333333,2.154166666666667,2.774166666666667,6.884166666666666,2.86,4.745,1.1525,1.7258333333333333,6.9975,1.8316666666666666,1.7016666666666667,2.569166666666667,0.7825000000000001,7.047499999999999,6.680833333333333,1.2075,6.16,2.275,1.2716666666666665,1.8566666666666665,5.4158333333333335,3.3775,0.8758333333333334,1.4116666666666666,14.981666666666666,1.0683333333333334,0.3175,0.69,0.2608333333333333,4.863333333333333,1.721666666666667
3,1.3425,0.9683333333333334,2.1491666666666664,2.6908333333333334,6.950000000000001,2.7,4.680833333333333,1.1741666666666666,1.5841666666666667,7.129166666666667,1.9033333333333333,1.7466666666666666,2.4558333333333335,0.6958333333333334,7.1325,6.69,1.2216666666666667,6.1875,2.3041666666666667,1.3466666666666667,1.8849999999999998,5.34,3.3508333333333336,0.9583333333333333,1.4741666666666666,14.973333333333333,1.0083333333333333,0.3516666666666667,0.7583333333333333,0.25916666666666666,4.775,1.8124999999999998
4,1.3366666666666667,0.9400000000000001,1.9283333333333332,2.7558333333333334,6.69,2.8383333333333334,4.933333333333334,1.1533333333333333,1.6308333333333334,6.99,1.8883333333333332,1.71,2.603333333333333,0.745,7.399166666666666,6.663333333333334,1.2541666666666667,6.219166666666666,2.3491666666666666,1.2466666666666666,1.863333333333333,5.269166666666666,3.3183333333333334,0.9375,1.4983333333333333,14.659166666666668,1.0841666666666665,0.35500000000000004,0.7933333333333334,0.2733333333333333,4.900833333333334,1.7725000000000002
5,1.4024999999999999,0.9908333333333333,2.1333333333333333,2.7616666666666667,6.885,2.856666666666667,4.781666666666666,1.1558333333333333,1.7566666666666668,6.940833333333334,1.866666666666667,1.67,2.6575,0.7616666666666666,6.994166666666667,6.8583333333333325,1.2066666666666666,6.161666666666667,2.245,1.2216666666666667,1.9300000000000002,5.324166666666667,3.435833333333333,0.8658333333333333,1.4075,14.714166666666667,1.0308333333333333,0.35000000000000003,0.6883333333333334,0.2725,4.9158333333333335,1.7566666666666668
6,1.3766666666666667,0.9041666666666667,2.1883333333333335,2.6683333333333334,6.84,2.7775000000000003,4.797499999999999,1.1199999999999999,1.6875,7.0233333333333325,1.7000000000000002,1.6616666666666664,2.6025,0.7308333333333333,7.049166666666666,6.895833333333333,1.1691666666666667,6.140833333333333,2.3725,1.2866666666666666,1.9483333333333333,5.425,3.1574999999999998,1.0258333333333334,1.5783333333333334,14.875833333333333,0.9883333333333333,0.32833333333333337,0.7441666666666666,0.2658333333333333,4.939166666666667,1.7308333333333332
7,1.3116666666666668,0.9108333333333333,2.1125000000000003,2.618333333333333,6.869166666666667,2.944166666666667,4.6925,1.0891666666666666,1.6691666666666667,7.049166666666666,1.8991666666666667,1.73,2.4941666666666666,0.7758333333333334,7.341666666666667,6.6875,1.1475000000000002,6.23,2.275,1.2916666666666667,1.7816666666666667,5.33,3.2775,1.0383333333333333,1.5566666666666666,14.895833333333334,1.0791666666666666,0.3375,0.7708333333333334,0.25,4.8566666666666665,1.6866666666666665
8,1.2708333333333333,0.8741666666666666,2.075833333333333,2.675,6.8375,2.7725,4.559166666666667,1.1741666666666666,1.72,7.1016666666666675,1.8858333333333335,1.6400000000000001,2.7775000000000003,0.7483333333333333,7.39,6.723333333333334,1.1116666666666668,6.244166666666667,2.2708333333333335,1.4366666666666665,1.863333333333333,5.305,3.3241666666666667,0.9633333333333334,1.5783333333333334,14.836666666666668,1.005,0.31,0.695,0.2425,4.855833333333334,1.7316666666666667
9,1.3466666666666667,0.9416666666666667,2.1991666666666667,2.720833333333333,7.064166666666667,2.8158333333333334,4.745,1.1608333333333334,1.7000000000000002,7.031666666666666,1.8233333333333335,1.6591666666666667,2.6175,0.8058333333333334,7.185,6.864166666666667,1.1333333333333333,6.260833333333333,2.2783333333333333,1.3583333333333332,1.913333333333333,5.358333333333333,3.211666666666667,0.885,1.5225,14.586666666666668,1.0325000000000002,0.3075,0.715,0.24916666666666668,4.914166666666667,1.5925000000000002
