iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,3.2675,6.3875,0.1825,0.31,0.8816666666666667,2.2191666666666663,7.571666666666667,0.4766666666666666,8.393333333333333,5.398333333333333,0.6649999999999999,4.0075,0.3475,0.96,2.85,0.7741666666666667,1.4991666666666668,0.6233333333333333,10.254166666666666,11.073333333333334,4.520833333333334,0.2816666666666667,4.99,1.8491666666666666,0.715,0.18083333333333332,0.6891666666666667,5.5325,3.8600000000000003,1.545,7.047499999999999,0.6458333333333334
1,3.2474999999999996,5.909166666666667,0.18083333333333332,0.2683333333333333,0.9808333333333333,2.2233333333333336,7.3741666666666665,0.4458333333333333,8.320833333333333,5.418333333333333,0.6891666666666667,3.9058333333333333,0.3308333333333333,1.125,2.879166666666667,0.815,1.4991666666666668,0.6708333333333334,10.718333333333334,11.061666666666667,4.5025,0.17666666666666667,4.8116666666666665,1.8741666666666668,0.7308333333333333,0.18166666666666667,0.6533333333333333,5.595,4.025,1.6441666666666668,7.120833333333334,0.62
2,3.263333333333333,6.244166666666667,0.1625,0.2991666666666667,0.8441666666666667,2.1616666666666666,7.539999999999999,0.46583333333333327,8.426666666666668,5.336666666666667,0.7191666666666666,3.8375,0.3983333333333334,1.03,2.8183333333333334,0.7799999999999999,1.48,0.6825,10.184999999999999,10.959166666666667,4.608333333333333,0.20416666666666664,4.987500000000001,1.8808333333333334,0.6766666666666666,0.1925,0.6533333333333333,5.568333333333333,4.0375000000000005,1.6633333333333333,7.2058333333333335,0.6875
3,3.3558333333333334,6.193333333333333,0.18916666666666668,0.335,0.8683333333333333,2.2266666666666666,7.480833333333334,0.47250000000000003,8.612499999999999,5.348333333333334,0.6825,3.9516666666666667,0.3725,0.9724999999999999,2.743333333333333,0.8041666666666667,1.4141666666666668,0.6158333333333333,10.3925,10.9525,4.41,0.23249999999999998,4.943333333333333,1.875,0.7266666666666667,0.22499999999999998,0.6766666666666666,5.598333333333334,3.8233333333333333,1.6208333333333336,7.2683333333333335,0.6158333333333333
4,3.2125,6.011666666666667,0.17500000000000002,0.2891666666666666,0.9616666666666668,2.2466666666666666,7.2283333333333335,0.415,8.459166666666667,5.489166666666667,0.6775,3.8575,0.3475,1.0841666666666665,2.8216666666666668,0.7525,1.4991666666666668,0.6791666666666666,10.399166666666666,10.965833333333332,4.389166666666667,0.22083333333333335,4.885,1.8758333333333332,0.7100000000000001,0.20166666666666666,0.72,5.846666666666667,4.041666666666666,1.7000000000000002,7.1866666666666665,0.65
5,3.2583333333333333,6.136666666666667,0.16666666666666669,0.3375,0.8633333333333333,2.203333333333333,7.626666666666666,0.475,8.494166666666667,5.474166666666667,0.6958333333333334,3.8858333333333337,0.3933333333333333,1.0341666666666667,2.76,0.685,1.52,0.6558333333333334,10.104166666666666,10.89,4.5441666666666665,0.20666666666666667,4.916666666666666,1.9308333333333334,0.6816666666666668,0.2275,0.715,5.6525,3.9974999999999996,1.645,7.189166666666667,0.6333333333333333
6,3.1075,6.145,0.1625,0.27999999999999997,0.8708333333333333,2.4175,7.41,0.4608333333333333,8.514166666666668,5.33,0.6975,3.958333333333333,0.30916666666666665,0.975,2.689166666666667,0.7558333333333334,1.5225,0.6475,10.635,10.803333333333333,4.536666666666667,0.22416666666666665,5.098333333333334,1.8158333333333332,0.69,0.2275,0.6883333333333334,5.413333333333333,4.060833333333334,1.6458333333333333,7.310833333333333,0.5966666666666667
7,3.064166666666667,6.093333333333333,0.19166666666666665,0.3225,0.8458333333333333,2.2391666666666667,7.545833333333333,0.49750000000000005,8.584166666666667,5.5825,0.6325,3.9225000000000003,0.36,1.0075,2.685,0.775,1.5483333333333333,0.6375,10.216666666666667,11.297500000000001,4.511666666666667,0.22416666666666665,4.715833333333333,1.913333333333333,0.7041666666666666,0.22499999999999998,0.6816666666666668,5.576666666666666,3.8633333333333333,1.6575,7.251666666666666,0.6258333333333334
8,3.04,6.194166666666667,0.1975,0.305,0.8733333333333333,2.1716666666666664,7.6258333333333335,0.5266666666666667,8.620833333333334,5.4350000000000005,0.6683333333333333,4.0183333333333335,0.3566666666666667,0.9683333333333334,2.81,0.795,1.485,0.6416666666666667,10.401666666666666,11.011666666666667,4.445,0.22166666666666668,4.821666666666666,1.8475,0.6883333333333334,0.22499999999999998,0.6791666666666666,5.540833333333333,3.924166666666667,1.6400000000000001,7.180000000000001,0.64
9,3.339166666666667,6.240833333333334,0.1875,0.3383333333333333,0.9233333333333333,2.174166666666667,7.496666666666667,0.4691666666666667,8.441666666666666,5.460833333333333,0.6908333333333333,3.8608333333333333,0.3675,1.0116666666666667,2.8516666666666666,0.8008333333333333,1.4683333333333333,0.635,10.305,10.81,4.555833333333333,0.20666666666666667,4.846666666666667,1.9725,0.6675,0.19333333333333333,0.7083333333333333,5.5675,4.02,1.575,7.2058333333333335,0.6074999999999999
