iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,1.735,5.143333333333333,4.5225,0.5316666666666666,0.06583333333333334,7.7700000000000005,1.1075,0.0025,0.13,1.7950000000000002,1.2291666666666665,0.7158333333333333,1.3966666666666667,0.9016666666666666,8.025833333333333,6.569999999999999,0.7783333333333333,0.16166666666666665,5.111666666666666,27.810833333333335,0.8033333333333333,1.055,0.6008333333333333,1.0316666666666667,5.863333333333333,1.68,0.7041666666666666,0.5791666666666666,0.10083333333333333,6.3183333333333325,1.4358333333333335,4.3225
1,1.8358333333333334,5.3100000000000005,4.5375,0.475,0.09166666666666666,7.886666666666667,1.0966666666666667,0.01,0.13083333333333336,1.6983333333333333,1.2449999999999999,0.7208333333333333,1.4458333333333333,0.8458333333333333,8.133333333333333,6.559166666666667,0.7825000000000001,0.13666666666666666,4.965,27.5875,0.8108333333333334,1.0975000000000001,0.6308333333333334,0.9558333333333333,5.900833333333334,1.6141666666666665,0.7208333333333333,0.5491666666666667,0.08750000000000001,6.488333333333333,1.4024999999999999,4.2475
2,1.7283333333333335,5.216666666666667,4.484166666666667,0.5158333333333334,0.06416666666666666,7.885000000000001,1.0525,0.005833333333333334,0.12083333333333333,1.7266666666666666,1.1716666666666666,0.7058333333333333,1.405,0.8391666666666667,7.815833333333333,6.314166666666667,0.7608333333333334,0.14166666666666666,4.824166666666667,28.081666666666667,0.8733333333333333,1.105,0.5633333333333334,1.15,6.213333333333333,1.5816666666666666,0.6108333333333333,0.6166666666666667,0.09916666666666668,6.4383333333333335,1.3841666666666668,4.504166666666666
3,1.8075,5.138333333333334,4.495,0.45999999999999996,0.08,7.648333333333333,1.1025,0.008333333333333333,0.12166666666666667,1.7166666666666668,1.2325,0.6725,1.5824999999999998,0.8808333333333332,8.1275,6.551666666666667,0.7683333333333333,0.15333333333333335,5.133333333333334,28.128333333333334,0.8141666666666667,1.0658333333333334,0.5858333333333333,0.9875,5.616666666666666,1.7049999999999998,0.7183333333333333,0.5591666666666667,0.09083333333333334,6.328333333333333,1.4008333333333334,4.318333333333333
4,1.8900000000000001,5.2716666666666665,4.350833333333334,0.47250000000000003,0.07666666666666667,7.633333333333334,1.0391666666666668,0.017499999999999998,0.11499999999999999,1.7125000000000001,1.2275,0.6966666666666667,1.4224999999999999,0.8741666666666666,8.309166666666666,6.32,0.7625,0.15583333333333332,5.157500000000001,27.7175,0.8141666666666667,1.0408333333333333,0.6466666666666666,1.1025,6.0216666666666665,1.6566666666666667,0.7283333333333334,0.5733333333333334,0.095,6.365833333333333,1.4433333333333334,4.289166666666667
5,1.7258333333333333,5.375,4.496666666666667,0.515,0.09583333333333333,7.6850000000000005,1.0433333333333332,0.0075,0.13916666666666666,1.6316666666666666,1.2283333333333333,0.7258333333333333,1.4258333333333333,0.8366666666666667,8.068333333333333,6.2,0.79,0.15333333333333335,4.973333333333333,28.0025,0.8883333333333333,1.0708333333333333,0.6116666666666667,1.055,6.02,1.5824999999999998,0.6608333333333333,0.6091666666666666,0.09749999999999999,6.515,1.4491666666666667,4.320833333333334
6,1.8450000000000002,5.443333333333333,4.586666666666667,0.5091666666666667,0.07833333333333334,7.945,1.0525,0.005,0.1325,1.6891666666666665,1.2191666666666667,0.72,1.4575,0.8750000000000001,7.888333333333334,6.260000000000001,0.7583333333333333,0.14166666666666666,5.0025,27.223333333333333,0.86,1.0983333333333334,0.5416666666666667,1.0908333333333333,6.2325,1.68,0.6891666666666667,0.5725,0.10083333333333333,6.6033333333333335,1.3291666666666666,4.369166666666667
7,1.8350000000000002,5.453333333333334,4.5575,0.4966666666666667,0.06833333333333333,7.8475,1.0608333333333335,0.005833333333333334,0.1275,1.8133333333333335,1.1683333333333334,0.7025,1.4208333333333334,0.9116666666666667,8.108333333333333,6.469166666666666,0.8058333333333334,0.13,4.8533333333333335,27.648333333333337,0.8708333333333333,1.1108333333333333,0.6133333333333334,1.0291666666666666,5.8025,1.7241666666666666,0.6275000000000001,0.5508333333333333,0.08499999999999999,6.390833333333333,1.44,4.270833333333333
8,1.8108333333333333,5.218333333333333,4.675,0.49166666666666664,0.07583333333333334,7.933333333333334,1.0816666666666668,0.009166666666666667,0.13833333333333334,1.7558333333333331,1.1816666666666666,0.74,1.4466666666666665,0.8616666666666667,8.019166666666667,6.389166666666666,0.7433333333333334,0.12916666666666665,5.093333333333333,27.9775,0.8099999999999999,1.0983333333333334,0.5516666666666666,1.0633333333333332,5.795,1.595,0.6941666666666666,0.5975,0.10166666666666666,6.294166666666667,1.3983333333333334,4.229166666666666
9,1.7333333333333332,5.310833333333333,4.623333333333333,0.5091666666666667,0.09333333333333334,7.893333333333333,1.1041666666666667,0.005,0.14250000000000002,1.7049999999999998,1.1766666666666667,0.7208333333333333,1.4816666666666667,0.9658333333333333,8.056666666666667,6.4225,0.7491666666666666,0.13999999999999999,5.019166666666667,27.6125,0.8541666666666666,1.0875,0.5958333333333333,1.03,5.886666666666667,1.586666666666667,0.6941666666666666,0.5875,0.11166666666666666,6.510000000000001,1.38,4.210833333333333
