iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,1.95,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0
1,0.05,0.0,0.0,0.75,0.05,0.0,0.0,1.7000000000000002,0.0,0.0,11.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.5,0.0
2,0.25,0.0,0.0,0.6,0.0,0.0,0.0,1.5,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8500000000000005,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,81.10000000000001,0.0
3,0.0,0.0,0.0,0.7000000000000001,0.05,0.0,0.0,1.6,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0
4,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,1.3,0.05,0.0,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.6,0.0
5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.5,0.0,0.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.65,0.0
6,0.15,0.0,0.0,0.6,0.0,0.0,0.0,1.7500000000000002,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.35,0.0
7,0.05,0.0,0.0,0.6,0.0,0.0,0.0,1.7500000000000002,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.9,0.0
8,0.05,0.0,0.0,0.65,0.0,0.0,0.0,2.0500000000000003,0.05,0.0,11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.60000000000001,0.0
9,0.05,0.0,0.0,0.5499999999999999,0.05,0.0,0.0,1.3,0.0,0.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0
10,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.6,0.0,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.39999999999999,0.0
11,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.4000000000000001,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0
12,0.05,0.0,0.0,0.8,0.0,0.0,0.0,1.2,0.0,0.0,11.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.30000000000001,0.0
