iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,1.405,1.5266666666666666,1.0125,1.2691666666666668,1.7441666666666669,4.480833333333333,1.9183333333333334,3.7175,2.6508333333333334,6.0441666666666665,2.6066666666666665,1.2241666666666666,11.477500000000001,0.9058333333333333,2.2683333333333335,2.4875000000000003,7.698333333333333,2.5716666666666663,3.9325,3.170833333333333,5.291666666666667,0.7425,2.48,1.7591666666666665,3.4891666666666667,1.4791666666666667,0.5166666666666666,8.143333333333333,6.428333333333333,2.4125,1.6783333333333335,1.4666666666666666
1,1.4175,1.5316666666666665,0.9933333333333334,1.2158333333333333,1.6933333333333336,4.3075,1.9124999999999999,3.6341666666666668,2.7933333333333334,6.001666666666667,2.6,1.2941666666666667,11.413333333333334,0.8658333333333333,2.205833333333333,2.5091666666666668,7.8725000000000005,2.5700000000000003,3.9016666666666664,3.1591666666666662,5.174166666666666,0.8016666666666666,2.723333333333333,1.7375000000000003,3.4225,1.4391666666666667,0.47583333333333333,8.284166666666666,6.404166666666667,2.4983333333333335,1.8058333333333332,1.3408333333333333
2,1.4091666666666667,1.4266666666666667,1.095,1.3033333333333332,1.735,4.3125,1.7991666666666666,3.925,2.819166666666667,5.846666666666667,2.5508333333333333,1.2191666666666667,11.470833333333333,0.89,2.17,2.470833333333333,7.799166666666666,2.6166666666666667,3.961666666666667,3.2649999999999997,5.236666666666666,0.8066666666666666,2.3458333333333337,1.7341666666666664,3.5116666666666663,1.4183333333333332,0.5208333333333333,8.361666666666668,6.435833333333334,2.4016666666666664,1.7475,1.3933333333333333
3,1.4500000000000002,1.5541666666666667,1.0283333333333333,1.175,1.6966666666666668,4.3999999999999995,1.95,3.6591666666666667,2.7391666666666667,6.026666666666667,2.6508333333333334,1.195,11.602500000000001,0.9216666666666666,2.305,2.4608333333333334,7.7975,2.495833333333333,3.995833333333333,3.1308333333333334,5.269166666666666,0.7224999999999999,2.4616666666666664,1.69,3.4508333333333336,1.4825,0.5208333333333333,8.140833333333333,6.4816666666666665,2.4191666666666665,1.7291666666666667,1.3966666666666667
4,1.4500000000000002,1.4925000000000002,1.005,1.1575,1.6775000000000002,4.276666666666666,1.9574999999999998,3.6624999999999996,2.74,5.9875,2.6133333333333333,1.2616666666666667,11.453333333333333,0.9066666666666667,2.225,2.5250000000000004,7.940833333333333,2.565,3.950833333333333,3.154166666666667,5.225,0.7841666666666667,2.6133333333333333,1.6708333333333332,3.310833333333333,1.5233333333333332,0.4675,8.42,6.309166666666667,2.4741666666666666,1.815,1.3841666666666668
5,1.4083333333333332,1.44,1.0541666666666667,1.3216666666666665,1.7441666666666669,4.366666666666666,1.8116666666666665,3.965,2.7358333333333333,5.7525,2.473333333333333,1.2275,11.639166666666668,0.8616666666666667,2.2241666666666666,2.4716666666666667,7.7775,2.5908333333333333,3.995833333333333,3.26,5.2683333333333335,0.8108333333333334,2.3858333333333333,1.69,3.3891666666666667,1.48,0.5283333333333333,8.368333333333332,6.418333333333333,2.390833333333333,1.7225000000000001,1.4258333333333333
6,1.4008333333333334,1.4583333333333333,1.0425,1.2266666666666668,1.6741666666666666,4.343333333333333,1.8724999999999998,3.6483333333333334,2.743333333333333,5.956666666666666,2.5866666666666664,1.2541666666666667,11.595833333333333,0.9641666666666666,2.3725,2.3316666666666666,7.814166666666667,2.6591666666666667,4.003333333333333,3.2125,5.144166666666666,0.73,2.4299999999999997,1.68,3.2691666666666666,1.4116666666666666,0.5666666666666667,8.636666666666667,6.294166666666667,2.5083333333333333,1.6891666666666665,1.4791666666666667
7,1.5091666666666665,1.55,1.0691666666666666,1.1025,1.6958333333333333,4.175833333333333,1.865,3.58,2.689166666666667,6.2425,2.7166666666666663,1.3041666666666667,11.53,0.9299999999999999,2.3583333333333334,2.3541666666666665,7.904999999999999,2.6833333333333336,3.913333333333333,3.154166666666667,5.1674999999999995,0.7833333333333333,2.4258333333333333,1.8075,3.328333333333333,1.3916666666666668,0.6216666666666666,8.388333333333334,6.401666666666666,2.3875,1.685,1.2833333333333334
8,1.3233333333333333,1.4666666666666666,1.0716666666666665,1.1941666666666666,1.7591666666666665,4.293333333333333,1.9425000000000001,3.623333333333333,2.7925,6.1466666666666665,2.5025,1.2675,11.593333333333334,0.8691666666666666,2.2708333333333335,2.4608333333333334,7.986666666666667,2.555,4.076666666666666,3.0375,5.168333333333333,0.7075,2.373333333333333,1.7741666666666667,3.2825,1.3408333333333333,0.5725,8.651666666666667,6.384166666666667,2.4016666666666664,1.7575,1.3525
9,1.4516666666666667,1.53,1.0375,1.2,1.6283333333333334,4.46,1.9716666666666667,3.6991666666666667,2.705,5.935,2.5566666666666666,1.2408333333333335,11.804166666666667,0.8466666666666668,2.3575,2.3933333333333335,7.779999999999999,2.5575,4.045833333333333,3.205,5.1499999999999995,0.75,2.365,1.7541666666666667,3.2966666666666664,1.4583333333333333,0.5441666666666667,8.350833333333334,6.430833333333333,2.404166666666667,1.6725,1.4175
