iteration,total number of tokens sent,total number of tokens recv,latency (ms),comp latency (ms),expert distribution
0,5100,5839,27.298816680908203,4.839424133300781,"[73, 46, 91, 833, 190, 918, 436, 97, 449, 176, 619, 136, 76, 144, 772, 44]"
1,5100,5782,22.641664505004883,4.134912014007568,"[76, 65, 62, 790, 194, 1002, 440, 92, 452, 142, 565, 138, 82, 164, 787, 49]"
