iteration,policy,imbalance
0,deepspeed_policy,296.4
1,deepspeed_policy,292.0
2,deepspeed_policy,301.6
3,deepspeed_policy,304.4
4,deepspeed_policy,314.0
5,deepspeed_policy,305.2
6,deepspeed_policy,311.2
7,deepspeed_policy,310.40000000000003
8,deepspeed_policy,309.2
9,deepspeed_policy,318.0
10,deepspeed_policy,305.6
11,deepspeed_policy,309.2
12,deepspeed_policy,317.6
13,deepspeed_policy,299.2
14,deepspeed_policy,299.6
15,deepspeed_policy,304.0
16,deepspeed_policy,318.40000000000003
17,deepspeed_policy,308.0
18,deepspeed_policy,298.4
19,deepspeed_policy,297.6
20,deepspeed_policy,317.2
21,deepspeed_policy,302.8
22,deepspeed_policy,317.6
23,deepspeed_policy,300.8
24,deepspeed_policy,321.20000000000005
25,deepspeed_policy,300.4
26,deepspeed_policy,302.8
27,deepspeed_policy,309.6
28,deepspeed_policy,312.8
29,deepspeed_policy,302.0
30,deepspeed_policy,293.2
31,deepspeed_policy,306.0
32,deepspeed_policy,310.0
33,deepspeed_policy,307.2
34,deepspeed_policy,299.2
35,deepspeed_policy,312.0
36,deepspeed_policy,313.2
37,deepspeed_policy,314.40000000000003
38,deepspeed_policy,302.0
39,deepspeed_policy,308.40000000000003
40,deepspeed_policy,308.40000000000003
41,deepspeed_policy,306.0
42,deepspeed_policy,285.2
43,deepspeed_policy,313.6
44,deepspeed_policy,320.40000000000003
45,deepspeed_policy,307.6
46,deepspeed_policy,309.6
47,deepspeed_policy,311.2
48,deepspeed_policy,288.4
49,deepspeed_policy,302.8
50,deepspeed_policy,300.8
51,deepspeed_policy,310.40000000000003
52,deepspeed_policy,288.0
53,deepspeed_policy,314.0
54,deepspeed_policy,341.2
55,deepspeed_policy,311.2
56,deepspeed_policy,298.0
57,deepspeed_policy,320.8
58,deepspeed_policy,294.4
59,deepspeed_policy,290.0
60,deepspeed_policy,297.6
61,deepspeed_policy,299.2
62,deepspeed_policy,300.0
63,deepspeed_policy,287.2
64,deepspeed_policy,316.0
65,deepspeed_policy,318.40000000000003
66,deepspeed_policy,297.6
67,deepspeed_policy,308.8
0,harmony,295.42857142857144
1,harmony,307.7714285714286
2,harmony,302.8952380952381
3,harmony,311.12380952380954
4,harmony,312.3428571428571
5,harmony,298.93333333333334
6,harmony,311.8857142857143
7,harmony,305.18095238095236
8,harmony,307.7714285714286
9,harmony,306.85714285714283
10,harmony,310.3619047619047
11,harmony,300.45714285714286
12,harmony,308.0761904761905
13,harmony,308.38095238095235
14,harmony,307.7714285714286
15,harmony,307.4666666666667
16,harmony,304.7238095238095
17,harmony,310.5142857142857
18,harmony,299.23809523809524
19,harmony,299.23809523809524
20,harmony,321.6380952380952
21,harmony,310.0571428571429
22,harmony,298.93333333333334
23,harmony,295.42857142857144
24,harmony,307.7714285714286
25,harmony,304.7238095238095
26,harmony,310.9714285714286
27,harmony,308.8
0,drop,247.10743801652893
1,drop,245.7359236088245
2,drop,252.23079503522308
3,drop,246.87809712586719
4,drop,250.58430717863106
5,drop,246.4203233256351
6,drop,243.24942791762015
7,drop,243.02515517804636
8,drop,250.58430717863106
9,drop,251.28805620608898
10,drop,248.4898771988052
11,drop,249.41763727121463
12,drop,248.72135503155098
13,drop,250.11670556852286
14,drop,247.3370823685081
15,drop,244.14945919370697
16,drop,245.054222806441
17,drop,248.9531405782652
18,drop,247.10743801652893
19,drop,249.41763727121463
20,drop,250.11670556852286
21,drop,246.19188921859546
22,drop,245.28115751397567
23,drop,248.9531405782652
24,drop,240.13605442176868
25,drop,243.02515517804636
26,drop,252.7040644944575
27,drop,247.82608695652172
0,even_split,0.26666666666666666
1,even_split,0.26666666666666666
2,even_split,0.41904761904761906
3,even_split,0.26666666666666666
4,even_split,0.26666666666666666
5,even_split,0.26666666666666666
6,even_split,0.26666666666666666
7,even_split,0.26666666666666666
8,even_split,0.26666666666666666
9,even_split,0.26666666666666666
10,even_split,0.26666666666666666
11,even_split,0.1142857142857143
12,even_split,0.26666666666666666
13,even_split,0.26666666666666666
14,even_split,0.1142857142857143
15,even_split,0.41904761904761906
16,even_split,0.26666666666666666
17,even_split,0.26666666666666666
18,even_split,0.1142857142857143
19,even_split,0.26666666666666666
20,even_split,0.41904761904761906
21,even_split,0.41904761904761906
22,even_split,0.26666666666666666
23,even_split,0.26666666666666666
24,even_split,0.26666666666666666
25,even_split,0.26666666666666666
26,even_split,0.26666666666666666
27,even_split,0.4
