iteration,policy,imbalance
0,deepspeed_policy,354.65
1,deepspeed_policy,354.5
2,deepspeed_policy,355.85
3,deepspeed_policy,355.7
4,deepspeed_policy,355.55
5,deepspeed_policy,360.45
6,deepspeed_policy,358.1
7,deepspeed_policy,354.95
8,deepspeed_policy,364.9
9,deepspeed_policy,360.84999999999997
10,deepspeed_policy,358.9
11,deepspeed_policy,357.75
12,deepspeed_policy,359.15
13,deepspeed_policy,360.04999999999995
14,deepspeed_policy,356.70000000000005
15,deepspeed_policy,354.4
16,deepspeed_policy,356.25
17,deepspeed_policy,358.1
18,deepspeed_policy,360.34999999999997
19,deepspeed_policy,355.05
20,deepspeed_policy,358.1
21,deepspeed_policy,361.0
22,deepspeed_policy,358.45
23,deepspeed_policy,362.15000000000003
24,deepspeed_policy,357.3
25,deepspeed_policy,357.4
26,deepspeed_policy,361.5
27,deepspeed_policy,358.0
28,deepspeed_policy,358.25
29,deepspeed_policy,358.65
30,deepspeed_policy,359.15
31,deepspeed_policy,357.3
32,deepspeed_policy,361.7
33,deepspeed_policy,361.6
34,deepspeed_policy,359.85
35,deepspeed_policy,353.85
36,deepspeed_policy,360.65
37,deepspeed_policy,355.79999999999995
38,deepspeed_policy,358.9
39,deepspeed_policy,361.6
40,deepspeed_policy,363.9
41,deepspeed_policy,354.15000000000003
42,deepspeed_policy,365.5
43,deepspeed_policy,359.2
44,deepspeed_policy,361.95
45,deepspeed_policy,365.3
46,deepspeed_policy,359.5
47,deepspeed_policy,362.9
48,deepspeed_policy,365.09999999999997
49,deepspeed_policy,357.5
50,deepspeed_policy,359.6
51,deepspeed_policy,362.59999999999997
52,deepspeed_policy,359.95
53,deepspeed_policy,362.9
54,deepspeed_policy,361.55
55,deepspeed_policy,363.25
56,deepspeed_policy,355.95
57,deepspeed_policy,358.95
58,deepspeed_policy,357.1
59,deepspeed_policy,351.3
60,deepspeed_policy,358.34999999999997
61,deepspeed_policy,361.25
62,deepspeed_policy,365.35
63,deepspeed_policy,354.9
64,deepspeed_policy,358.15000000000003
65,deepspeed_policy,355.2
66,deepspeed_policy,357.7
67,deepspeed_policy,367.25
0,harmony,1.1238095238095238
1,harmony,1.0857142857142856
2,harmony,0.0
3,harmony,0.0
4,harmony,1.6952380952380952
5,harmony,0.0
6,harmony,2.1142857142857143
7,harmony,2.0
8,harmony,0.0
9,harmony,2.4761904761904763
10,harmony,2.2285714285714286
11,harmony,0.0
12,harmony,0.0
13,harmony,0.0
14,harmony,0.0
15,harmony,0.0
16,harmony,0.0
17,harmony,2.8380952380952382
18,harmony,2.723809523809524
19,harmony,0.0
20,harmony,2.5904761904761906
21,harmony,1.542857142857143
22,harmony,1.7523809523809524
23,harmony,2.457142857142857
24,harmony,0.5523809523809524
25,harmony,0.0
26,harmony,0.0
27,harmony,6.3
0,drop,203.3367037411527
1,drop,203.27099429561702
2,drop,208.23425803610743
3,drop,207.30957781517523
4,drop,204.25963488843814
5,drop,208.3021360933715
6,drop,204.0173724212812
7,drop,204.72320975114272
8,drop,205.81039755351682
9,drop,204.74531998258598
10,drop,204.78955007256894
11,drop,205.83266584140395
12,drop,205.61012879284
13,drop,205.7213568204979
14,drop,205.3879153639206
15,drop,206.43513789581206
16,drop,205.92177143273364
17,drop,205.07735890172148
18,drop,204.74531998258598
19,drop,205.54343081623747
20,drop,205.09952055789626
21,drop,204.21555845284658
22,drop,204.28167789610953
23,drop,204.94445654541497
24,drop,203.13966077228434
25,drop,205.7436121423892
26,drop,205.52120462646397
27,drop,205.2270125906143
0,even_split,0.41904761904761906
1,even_split,0.4380952380952381
2,even_split,0.4380952380952381
3,even_split,0.41904761904761906
4,even_split,0.4571428571428572
5,even_split,0.4571428571428572
6,even_split,0.4
7,even_split,0.34285714285714286
8,even_split,0.4
9,even_split,0.41904761904761906
10,even_split,0.4380952380952381
11,even_split,0.4571428571428572
12,even_split,0.4571428571428572
13,even_split,0.3238095238095238
14,even_split,0.41904761904761906
15,even_split,0.41904761904761906
16,even_split,0.4380952380952381
17,even_split,0.4952380952380952
18,even_split,0.4571428571428572
19,even_split,0.4
20,even_split,0.4952380952380952
21,even_split,0.4380952380952381
22,even_split,0.4571428571428572
23,even_split,0.4571428571428572
24,even_split,0.4380952380952381
25,even_split,0.3619047619047619
26,even_split,0.4571428571428572
27,even_split,0.575
