iteration,policy,imbalance
0,deepspeed_policy,300.0
1,deepspeed_policy,299.0
2,deepspeed_policy,292.7
3,deepspeed_policy,299.75
4,deepspeed_policy,299.45
5,deepspeed_policy,292.2
6,deepspeed_policy,304.0
7,deepspeed_policy,291.45
8,deepspeed_policy,300.9
9,deepspeed_policy,300.55
10,deepspeed_policy,299.45
11,deepspeed_policy,294.15
12,deepspeed_policy,297.1
13,deepspeed_policy,297.90000000000003
14,deepspeed_policy,298.75
15,deepspeed_policy,294.4
16,deepspeed_policy,305.75
17,deepspeed_policy,290.15
18,deepspeed_policy,304.3
19,deepspeed_policy,301.1
20,deepspeed_policy,295.84999999999997
21,deepspeed_policy,296.5
22,deepspeed_policy,293.2
23,deepspeed_policy,296.05
24,deepspeed_policy,302.5
25,deepspeed_policy,301.6
26,deepspeed_policy,302.75
27,deepspeed_policy,298.25
28,deepspeed_policy,294.45
29,deepspeed_policy,294.6
30,deepspeed_policy,300.15
31,deepspeed_policy,299.90000000000003
32,deepspeed_policy,296.05
33,deepspeed_policy,296.95
34,deepspeed_policy,295.05
35,deepspeed_policy,300.0
36,deepspeed_policy,299.05
37,deepspeed_policy,293.55
38,deepspeed_policy,299.54999999999995
39,deepspeed_policy,300.65
40,deepspeed_policy,299.45
41,deepspeed_policy,303.6
42,deepspeed_policy,299.54999999999995
43,deepspeed_policy,294.55
44,deepspeed_policy,303.15
45,deepspeed_policy,301.2
46,deepspeed_policy,296.9
47,deepspeed_policy,290.45
48,deepspeed_policy,300.15
49,deepspeed_policy,298.45
50,deepspeed_policy,298.0
51,deepspeed_policy,297.40000000000003
52,deepspeed_policy,296.4
53,deepspeed_policy,299.25
54,deepspeed_policy,302.15000000000003
55,deepspeed_policy,297.40000000000003
56,deepspeed_policy,301.45
57,deepspeed_policy,299.54999999999995
58,deepspeed_policy,300.8
59,deepspeed_policy,300.95
60,deepspeed_policy,298.45
61,deepspeed_policy,292.2
62,deepspeed_policy,295.3
63,deepspeed_policy,298.95
64,deepspeed_policy,296.95
65,deepspeed_policy,295.05
66,deepspeed_policy,300.85
67,deepspeed_policy,294.20000000000005
0,harmony,279.3142857142857
1,harmony,284.6666666666667
2,harmony,279.02857142857147
3,harmony,280.55238095238093
4,harmony,284.9904761904762
5,harmony,280.9523809523809
6,harmony,284.45714285714286
7,harmony,279.06666666666666
8,harmony,278.8952380952381
9,harmony,280.81904761904764
10,harmony,282.0190476190476
11,harmony,278.9142857142857
12,harmony,285.12380952380954
13,harmony,281.54285714285714
14,harmony,280.45714285714286
15,harmony,278.3809523809524
16,harmony,282.32380952380953
17,harmony,279.8095238095238
18,harmony,278.87619047619046
19,harmony,281.1238095238095
20,harmony,280.64761904761906
21,harmony,279.447619047619
22,harmony,279.6952380952381
23,harmony,280.22857142857146
24,harmony,281.0857142857143
25,harmony,287.6190476190476
26,harmony,278.1142857142857
27,harmony,282.875
0,drop,260.63884595569294
1,drop,263.03915636615096
2,drop,262.3500992149081
3,drop,260.51502145922746
4,drop,262.44390749050746
5,drop,262.381363244176
6,drop,262.6629824712892
7,drop,262.00655059472507
8,drop,261.3524907510969
9,drop,260.05143591941703
10,drop,260.2058319039451
11,drop,261.69479848432655
12,drop,263.66785003030566
13,drop,261.81943487250174
14,drop,261.2592465164287
15,drop,262.19385995170745
16,drop,261.2592465164287
17,drop,262.50647332988086
18,drop,262.6943005181347
19,drop,261.632512484932
20,drop,261.5702479338843
21,drop,260.17494211474144
22,drop,262.0689655172414
23,drop,262.4126326689102
24,drop,262.1314019658562
25,drop,261.1039463502708
26,drop,259.71223021582733
27,drop,263.05877013841615
0,even_split,0.2857142857142857
1,even_split,0.2857142857142857
2,even_split,0.3047619047619048
3,even_split,0.2857142857142857
4,even_split,0.2476190476190476
5,even_split,0.2285714285714286
6,even_split,0.2857142857142857
7,even_split,0.20952380952380953
8,even_split,0.3047619047619048
9,even_split,0.19047619047619047
10,even_split,0.2857142857142857
11,even_split,0.3238095238095238
12,even_split,0.2476190476190476
13,even_split,0.20952380952380953
14,even_split,0.2476190476190476
15,even_split,0.3238095238095238
16,even_split,0.34285714285714286
17,even_split,0.20952380952380953
18,even_split,0.26666666666666666
19,even_split,0.19047619047619047
20,even_split,0.2857142857142857
21,even_split,0.3047619047619048
22,even_split,0.2857142857142857
23,even_split,0.2476190476190476
24,even_split,0.3047619047619048
25,even_split,0.26666666666666666
26,even_split,0.2285714285714286
27,even_split,0.375
