Expert,Node
0,1
1,1
2,1
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,1
13,2
14,2
15,2
16,2
17,2
18,3
19,3
20,3
21,3
22,3
23,3
24,3
25,3
26,2
27,2
28,2
29,6
30,7
31,6
32,6
33,6
34,6
35,7
36,7
37,7
38,6
39,1
40,6
41,6
42,4
43,1
44,5
45,5
46,5
47,1
48,5
49,5
50,5
51,5
52,4
53,4
54,4
55,4
56,4
57,4
58,4
59,5
60,7
61,7
62,7
63,7
64,1
65,1
66,1
67,7
68,1
69,1
70,1
71,0
72,0
73,0
74,1
75,2
76,0
77,0
78,7
79,1
80,0
81,0
82,0
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,3
91,3
92,3
93,3
94,6
95,3
96,3
97,3
98,3
99,6
100,6
101,6
102,6
103,6
104,6
105,6
106,4
107,4
108,4
109,4
110,5
111,4
112,5
113,5
114,5
115,5
116,5
117,5
118,5
119,4
120,4
121,4
122,7
123,7
124,7
125,7
126,7
127,7
128,1
129,1
130,1
131,1
132,0
133,0
134,0
135,0
136,1
137,0
138,0
139,0
140,0
141,1
142,2
143,2
144,2
145,1
146,1
147,2
148,2
149,2
150,2
151,2
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,3
160,6
161,6
162,6
163,6
164,6
165,6
166,6
167,6
168,5
169,7
170,5
171,7
172,4
173,5
174,5
175,5
176,5
177,5
178,5
179,4
180,7
181,4
182,4
183,4
184,4
185,4
186,4
187,7
188,7
189,7
190,7
191,7
192,1
193,4
194,1
195,1
196,4
197,1
198,5
199,4
200,1
201,1
202,0
203,0
204,0
205,0
206,0
207,0
208,4
209,0
210,0
211,2
212,2
213,2
214,2
215,1
216,5
217,2
218,2
219,2
220,1
221,2
222,3
223,3
224,3
225,3
226,3
227,3
228,3
229,3
230,5
231,7
232,7
233,7
234,6
235,6
236,4
237,6
238,6
239,4
240,4
241,6
242,7
243,5
244,6
245,6
246,6
247,5
248,5
249,5
250,5
251,7
252,7
253,7
254,4
255,7
256,1
257,1
258,1
259,1
260,1
261,4
262,4
263,0
264,0
265,0
266,0
267,4
268,0
269,0
270,2
271,2
272,0
273,2
274,2
275,2
276,2
277,3
278,1
279,1
280,2
281,2
282,3
283,3
284,3
285,3
286,3
287,1
288,0
289,3
290,3
291,7
292,7
293,7
294,6
295,6
296,6
297,4
298,7
299,6
300,6
301,6
302,6
303,6
304,5
305,5
306,5
307,5
308,5
309,5
310,5
311,4
312,5
313,7
314,4
315,7
316,7
317,4
318,7
319,4
320,1
321,1
322,1
323,1
324,1
325,1
326,1
327,0
328,0
329,0
330,0
331,2
332,0
333,0
334,2
335,3
336,3
337,3
338,2
339,3
340,3
341,3
342,3
343,3
344,7
345,6
346,2
347,6
348,6
349,6
350,6
351,1
352,2
353,6
354,6
355,6
356,7
357,5
358,5
359,2
360,5
361,4
362,4
363,0
364,2
365,4
366,5
367,4
368,4
369,5
370,5
371,7
372,2
373,7
374,4
375,4
376,0
377,4
378,5
379,7
380,5
381,7
382,7
383,7
