Expert,Node
0,3
1,2
2,2
3,3
4,0
5,0
6,1
7,1
8,5
9,4
10,4
11,5
12,6
13,6
14,7
15,7
16,2
17,3
18,3
19,0
20,1
21,0
22,1
23,5
24,4
25,4
26,5
27,2
28,6
29,6
30,7
31,7
32,2
33,7
34,2
35,3
36,3
37,0
38,0
39,1
40,6
41,1
42,5
43,4
44,4
45,5
46,6
47,7
48,2
49,3
50,3
51,1
52,1
53,5
54,0
55,2
56,4
57,0
58,4
59,6
60,6
61,5
62,7
63,7
64,7
65,2
66,2
67,3
68,3
69,5
70,0
71,1
72,0
73,1
74,5
75,4
76,4
77,6
78,6
79,7
80,3
81,2
82,2
83,3
84,0
85,1
86,1
87,5
88,4
89,4
90,6
91,7
92,5
93,6
94,7
95,0
