iteration,total number of tokens sent,total number of tokens recv,latency (ms),comp latency (ms),expert distribution
0,85,0,9.613311767578125,0.05939200147986412,"[0, 0, 0, 0, 0, 0, 85, 0]"
1,85,0,9.590784072875977,0.060416001826524734,"[0, 0, 0, 0, 0, 0, 85, 0]"
