iteration,total number of tokens sent,total number of tokens recv,latency (ms),comp latency (ms),expert distribution
0,5100,4398,39.05945587158203,4.134912014007568,"[80, 57, 174, 122, 376, 112, 222, 63, 66, 341, 121, 88, 121, 26, 352, 328, 51, 330, 115, 72, 107, 291, 177, 65, 76, 675, 44, 18, 36, 17, 285, 92]"
1,5100,4465,39.50796890258789,3.5143680572509766,"[85, 59, 159, 126, 335, 124, 240, 59, 81, 344, 127, 85, 128, 28, 337, 349, 36, 329, 102, 80, 96, 282, 205, 66, 76, 661, 51, 25, 41, 15, 277, 92]"
