,layer,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),rank,wait latency (ms),other latency (ms)
0,0,120.0170997619629,3.9930880188941957,22.33066883087158,11.129219055175781,3.503392028808598,35.33093070983887,0,28.25754241943359,15.47225869894028
1,0,121.31123199462891,4.551987218856811,22.42996120452881,11.790537643432618,3.8512640476226805,63.58847312927246,1,0.0,15.099008750915544
2,0,121.32464599609375,4.744191992282867,22.202518272399903,11.629308795928955,4.185491800308232,61.4502368927002,2,2.1382362365722614,14.974662005901337
3,0,121.41926498413086,4.786790370941162,22.268812561035155,11.833529663085937,3.481763696670537,55.78608627319336,3,7.802386856079096,15.459895563125599
4,0,121.7351676940918,5.008895969390869,22.667305564880373,11.284716796875,3.8375819444656374,62.18594627380371,4,1.40252685546875,15.34819428920747
5,0,120.23418807983398,3.4846720099449158,21.99145565032959,11.602467060089111,4.421018028259278,53.54613761901855,5,10.042335510253906,15.146102201938618
6,0,119.21776657104492,0.17326080203056332,30.2755615234375,2.5255648374557493,2.2910180091857963,52.53489608764649,6,11.05357704162597,20.363888269662866
7,0,122.87231903076172,5.170073628425598,21.885680198669434,11.528982543945313,5.409027147293093,62.80488586425781,7,0.7835872650146456,15.29008238315582
0,1,124.41518173217773,3.543961536884308,22.42046413421631,11.136771202087402,8.942277026176455,42.62569236755371,0,20.18030204772949,15.565713417530048
1,1,123.42988662719726,2.062950412929058,22.564739418029784,11.62067527770996,9.260184884071352,61.49073600769043,1,1.315258407592772,15.115342219173911
2,1,124.34575424194335,3.2972799599170686,22.753917121887206,11.242076873779297,9.073011064529418,62.51351432800293,2,0.29248008728027486,15.173474806547176
3,1,124.7552505493164,3.087974452972412,22.408802795410157,11.51335687637329,9.368440723419194,54.99548454284668,3,7.810509872436519,15.570681285858143
4,1,125.01585998535157,3.4360319852828978,22.943849563598633,11.060323238372803,9.324182152748106,62.38700561523437,4,0.41898880004882955,15.445478630065935
5,1,122.96212387084961,1.0753023952245713,21.967753601074218,11.90186882019043,9.932658195495605,53.89590072631836,5,8.910093688964842,15.278546443581575
6,1,125.39760665893554,0.9273344114422798,30.37987518310547,2.4122464179992678,8.52610473632813,53.09531517028809,6,9.710679244995113,20.3460514947772
7,1,123.2545783996582,1.8713600099086762,21.948454475402833,11.895894432067871,9.33344657421112,62.8059944152832,7,0.0,15.399428492784494
0,2,119.55865631103515,3.509247973561287,22.52542381286621,10.53034553527832,3.4080091476440444,35.33109474182129,0,28.593356704711915,15.661178395152092
1,2,131.70728759765626,15.225548759102821,22.554390525817873,11.471657466888427,3.446268701553346,61.811526489257815,1,2.112924957275389,15.084970697760582
2,2,133.0704376220703,16.778650069236754,22.459577560424805,11.744768047332764,3.065890765190124,62.03393898010254,2,1.890512466430664,15.09709973335265
3,2,133.05999450683595,16.17612828016281,22.484755325317384,11.71416015625,3.2775136470794646,54.39659538269043,3,9.527856063842776,15.482985651493095
4,2,133.45546188354493,16.407040405273438,22.714368057250976,11.107801532745361,4.001087999343872,63.924451446533205,4,0.0,15.30071244239808
5,2,130.89525604248047,14.009958001971246,22.068153381347656,12.007910442352294,3.6190595626831072,53.82590789794922,5,10.098543548583983,15.26572320759297
6,2,133.12430114746093,13.230489167571069,30.32671699523926,2.483734369277954,2.737560558319089,53.392063522338866,6,10.532387924194339,20.42134861052034
7,2,132.33049545288085,16.142950224876405,21.979561614990235,11.801241588592529,3.2277276039123537,61.70915184020996,7,2.215299606323242,15.254562973976135
0,3,119.2255485534668,3.4884607553482057,22.484694290161134,10.641942501068115,3.562192535400392,35.23730278015137,0,28.040821838378903,15.77013385295868
1,3,118.47270431518555,2.1675008103251456,22.533567810058592,11.825539112091064,3.5121153116226207,61.13574066162109,1,2.1423839569091783,15.155856652557844
2,3,119.62378158569337,3.6073471546173095,22.704409408569337,10.950188875198364,3.991222381591797,63.27812461853027,2,0.0,15.092489147186285
3,3,119.38017272949219,2.8597248196601868,22.448950576782227,11.955545616149902,3.182182502746583,55.60195198059082,3,7.676172637939452,15.655644595623016
4,3,119.36593933105469,2.8817407846450807,22.694543838500977,11.566438484191895,3.613161444664004,61.76442527770996,4,1.5136993408203097,15.331930160522475
5,3,117.21932754516601,1.1921408012509347,22.032745552062988,11.787558460235596,3.653440189361575,52.65247344970703,5,10.62565116882324,15.275317923724643
6,3,118.78051834106445,0.3124223962426186,30.341948890686034,2.454876756668091,2.0686308860778873,54.125165176391604,6,9.152959442138666,20.32451479285956
7,3,119.62982406616212,3.4409471988677978,21.952646446228027,11.193027210235595,4.525253844261174,61.78999290466309,7,1.4881317138671832,15.23982474803924
0,4,118.14297637939453,2.736742402613163,22.53476791381836,11.101599788665771,3.056230926513667,35.03348808288574,0,28.036444473266606,15.643702791631227
1,4,117.1684356689453,1.1164672046899795,22.653993797302245,11.456950378417968,3.548044776916504,63.069932556152345,1,0.0,15.323046955466268
2,4,118.57090530395507,2.532352018356323,22.46525478363037,11.673033618927002,3.718985557556148,62.477286148071286,2,0.592646408081059,15.111346769332869
3,4,118.53496398925782,2.1557247400283814,22.445894241333008,11.842963123321534,3.50999374389648,54.75536613464355,3,8.314566421508793,15.510455584526056
4,4,118.3078399658203,2.216345602273941,22.753737449645996,11.016457653045654,3.858508706092832,62.15177574157715,4,0.9181568145751982,15.392857998609529
5,4,117.0002944946289,0.8126463994383812,21.98911018371582,11.896476745605469,4.090108871459957,53.211260604858396,5,9.85867195129395,15.142019738256934
6,4,118.98275909423828,0.302080000936985,30.396240043640137,2.426368010044098,2.5009568214416475,53.18108787536621,6,9.888844680786136,20.28718166202306
7,4,118.42211837768555,2.158284793794155,22.02008628845215,11.606403255462647,4.275209856033321,62.8549087524414,7,0.21502380371094176,15.29220162779093
0,5,119.23404693603516,3.388825607299805,22.38000602722168,11.184502506256104,3.3773090362548785,35.00031356811523,0,28.30550041198731,15.597589778900158
1,5,118.42324447631836,2.1607423961162566,22.550243377685547,11.401180839538574,3.8832607507705688,63.30581398010254,1,0.0,15.122003132104865
2,5,118.99740142822266,2.8802048206329345,22.42734088897705,11.628620719909668,3.6912684440612766,61.614688873291016,2,1.6911251068115263,15.064152574539179
3,5,119.3754638671875,2.522316801548004,22.58255672454834,11.445596885681152,4.106224536895747,54.51650886535644,3,8.7893051147461,15.412954938411715
4,5,119.71184616088867,2.9475840091705323,22.889577865600586,11.149484729766845,4.088992166519165,63.145625305175784,4,0.1601886749267578,15.330393409729012
5,5,117.74545974731446,0.8424447938799858,22.01421127319336,12.319296073913574,4.093930435180662,53.445926666259766,5,9.859887313842776,15.16976319104431
6,5,119.46895446777344,0.29061119854450224,30.415526390075684,2.348191976547241,2.691056537628169,53.55388488769531,6,9.75192909240723,20.41775438487531
7,5,118.85055923461914,2.4419328019022943,21.99696636199951,11.903222370147706,3.8641350030899044,61.82858581542969,7,1.4772281646728516,15.338488717377189
0,6,15.646925067901611,3.7964799880981444,0.7749471962451935,0.5940575957298279,0.12244160026311872,1.307142400741577,0,0.0,9.05185628682375
1,6,14.69439992904663,3.320627212524414,0.783459198474884,0.3745280012488365,0.12100160792469983,0.21893760040402407,1,1.088204800337553,8.78764150813222
2,6,14.874112129211426,3.449958348274231,0.7689312040805817,0.33968000411987304,0.11865919828414939,0.233475199341774,2,1.073667201399803,8.889740973711014
3,6,14.315724849700928,2.834636789560318,0.7641375899314881,0.37549119964241984,0.14055039137601866,0.32183360308408737,3,0.9853087976574897,8.893766478449106
4,6,14.322380828857423,2.9459456324577333,0.7682624101638794,0.42588159292936323,0.14253439232707021,0.3238175980746746,4,0.9833248026669025,8.7326144002378
5,6,13.990809535980224,2.5588736176490783,0.7797312021255494,0.410230403393507,0.13229439854621894,0.3314336001873016,5,0.9757088005542754,8.802537513524292
6,6,14.435225486755371,0.1837055996060371,0.9823520123958588,0.15369920134544368,-0.8139648005366324,0.16447039991617202,6,1.142672000825405,12.622291073203087
7,6,14.554316806793214,3.328921675682068,0.7568575918674469,0.48346559703350067,0.12891199886798865,0.33139840662479403,7,0.975743994116783,8.549017542600632
0,7,14.436556720733643,2.7332607984542845,0.7234719932079315,0.5795360028743743,0.12229439839720721,1.3764640092849731,0,0.0,8.901529518514872
1,7,14.309376049041749,3.065446400642395,0.7409535884857178,0.2987263955175876,0.11505920290946947,0.1732991993427276,1,1.2031648099422456,8.712726452201606
2,7,14.397951984405518,2.9714431881904604,0.7315167903900146,0.4320383980870247,0.11447037309408192,0.309324799478054,2,1.067139209806919,8.772019225358964
3,7,14.41331205368042,3.0865407943725587,0.7425663948059082,0.25729279965162277,0.10879997909069061,0.17254079878330225,3,1.2039232105016708,8.841648076474666
4,7,14.433689594268799,3.194470429420471,0.732889598608017,0.21751040294766427,0.12620797678828244,0.12474560067057608,4,1.251718408614397,8.78614717721939
5,7,14.344704055786133,3.220172810554504,0.7341631948947906,0.29980160519480703,0.11497599929571156,0.3418848022818565,5,1.0345792070031166,8.599126436561347
6,7,14.048665618896484,0.14080000221729275,0.9437152087688446,0.14697919934988019,-0.5779776059091091,0.3024352006614208,6,1.0740288086235523,12.018684805184602
7,7,14.408191967010499,3.324620795249939,0.7270271956920624,0.25091519951820374,0.11843519434332839,0.32646400555968286,7,1.0500000037252903,8.610729572921993
0,8,14.162943935394287,2.5867263793945314,0.6598976016044616,0.5855391979217529,0.11580800041556354,1.3054336071014405,0,0.0,8.909539148956537
1,8,14.11532802581787,2.9859839916229247,0.6804063975811004,0.308387204259634,0.08093438595533353,0.19007679671049113,1,1.1153568103909495,8.754182439297438
2,8,14.146047878265382,3.097907209396362,0.6662239968776703,0.30145919844508173,0.09592319130897509,0.19832959771156308,2,1.1071040093898774,8.679100675135851
3,8,14.18854398727417,2.9775872230529785,0.671561598777771,0.34332159757614134,0.09778559207916238,0.2943711966276169,3,1.0110624104738237,8.792854368686676
4,8,14.133759784698487,3.0567424297332764,0.6770016074180603,0.3495359972119331,0.1077759861946106,0.28960320353507996,4,1.0158304035663606,8.637270157039167
5,8,14.063718318939209,3.1203328132629395,0.665776002407074,0.34105599746108056,0.09907199144363399,0.2580128014087677,5,1.0474208056926728,8.53204790726304
6,8,13.959577560424805,0.13895679861307145,0.8704799950122833,0.14641919881105422,-0.5762944035232069,0.2329056017100811,6,1.0725280053913595,12.074582364410162
7,8,14.165811157226562,3.1516672372817993,0.665286409854889,0.3033503986895084,0.09626240134239183,0.18813759684562678,7,1.1172960102558138,8.643811102956533
0,9,14.222540855407715,2.699571204185486,0.6600896000862122,0.5920448005199432,0.11598400101065631,1.2778784155845642,0,0.0,8.876972834020853
1,9,14.063820743560791,3.005747175216675,0.6755039989948273,0.2204576015472412,0.0901695914566516,0.15866879895329472,1,1.1192096166312695,8.794063960760834
2,9,14.159155178070069,3.129241609573364,0.669190400838852,0.3521375976502895,0.10594236552715297,0.25078400075435636,2,1.027094414830208,8.624764788895845
3,9,14.148300838470458,2.9965312004089357,0.664137601852417,0.353951995074749,0.11053758263587965,0.2537344038486481,3,1.024144011735916,8.745264042913913
4,9,14.178508853912353,3.1288320064544677,0.6620480000972748,0.2626592002809048,0.11324158683419228,0.15143359676003454,4,1.1264448188245297,8.73384964466095
5,9,14.108876800537109,3.1944703578948976,0.6655935943126678,0.43559039682149886,0.12012158110737814,0.32062720134854317,5,0.957251214236021,8.415222454816103
6,9,13.843865585327148,0.15011840164661408,0.8607391953468323,0.14856960028409955,-0.39907520413398745,0.30979200154542924,6,0.968086414039135,11.805635176599026
7,9,14.170828723907471,3.282739210128784,0.6599711954593659,0.3569279946386814,0.0990751922130586,0.26761600375175476,7,1.0102624118328094,8.494236715883016
0,10,14.068428707122802,2.559180808067322,0.666351991891861,0.5807840049266815,0.12445440068840977,1.3041152119636537,0,0.0,8.833542289584875
1,10,14.11133451461792,3.0411776304244995,0.6670976042747497,0.39653760120272635,0.11783038228750198,0.2723583981394767,1,1.031756813824177,8.58457608446479
2,10,14.067814350128174,3.0278656005859377,0.6708959996700287,0.2614016011357307,0.1097728073596953,0.17358400225639342,2,1.1305312097072602,8.693763129413128
3,10,14.107340908050537,2.925056004524231,0.6688511967658997,0.25549119561910627,0.12329599484801279,0.19868480190634724,3,1.1054304100573065,8.830531304329632
4,10,14.095974540710449,3.0352384090423583,0.6669344007968903,0.3813567988574505,0.1360863707959652,0.29256319627165794,4,1.0115520156919957,8.572243349254132
5,10,14.0170241355896,3.0978047847747803,0.6680095970630646,0.25646719709038734,0.11677760705351803,0.16566080078482623,5,1.1384544111788275,8.573849737644196
6,10,13.95916805267334,0.1394688010215759,0.8766399979591369,0.14942400008440015,-0.45636160820722593,0.3837247997522354,6,0.9203904122114183,11.945881649851799
7,10,14.104063987731934,3.165491223335266,0.6673504054546356,0.2687264010310173,0.08984638154506674,0.16380479633808134,7,1.1403104156255723,8.608534364402294
0,11,14.095667171478272,2.609561562538147,0.6655679941177368,0.5807840049266815,0.11641919985413547,1.1834239959716797,0,0.0,8.939910414069892
1,11,14.093107223510742,3.1311871290206907,0.6622816026210785,0.36652479991316794,0.10274879485368726,0.21994879990816116,1,0.9634751960635185,8.646940901130439
2,11,14.088396739959716,3.0782464027404783,0.6755615949630738,0.3927199997007847,0.09432963058352473,0.39931520596146586,2,0.7841087900102138,8.664115116000175
3,11,14.066687774658202,3.0124032258987428,0.6610592067241668,0.3515199974179268,0.11855679973959932,0.24522560462355614,3,0.9381983913481236,8.739724548906088
4,11,14.083379173278809,3.1294464111328124,0.6600831985473633,0.35425919815897944,0.1357375912368297,0.22385279461741447,4,0.9595712013542652,8.620428778231144
5,11,14.000742340087891,3.181567978858948,0.6637152016162873,0.36529279947280885,0.09415360316634169,0.24262719973921776,5,0.9407967962324619,8.512588761001826
6,11,13.85113592147827,0.13823999762535094,0.8658720016479492,0.14952319711446757,-0.4424735963344574,0.3113759994506836,6,0.8720479965209961,11.95655032545328
7,11,14.025932788848877,3.2260096073150635,0.6577247977256775,0.27365120127797127,0.08476800099015247,0.18922880068421363,7,0.994195195287466,8.600355185568333
