iteration,total number of tokens sent,total number of tokens recv,latency (ms),comp latency (ms),expert distribution
0,5100,8744,20.379648208618164,6.268928050994873,"[141, 213, 1279, 1126, 604, 278, 290, 1169]"
1,5100,8857,19.0699520111084,6.350848197937012,"[155, 231, 1266, 1138, 579, 249, 284, 1198]"
