iteration,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),total number of tokens sent,total number of tokens recv,expert distribution
0,62.96473693847656,4.378623962402344,0.15744000673294067,5.474239826202393,35.42972946166992,9.204447746276855,16384,6062,"[2097, 11, 32, 58, 0, 15, 37, 556, 65, 228, 35, 1836, 32, 488, 0, 6, 9, 14, 3246, 0, 0, 289, 0, 13, 0, 0, 1210, 1, 1, 27, 0, 0, 8, 3, 99, 2, 17, 151, 1, 8, 121, 2, 4389, 0, 0, 3, 0, 0, 0, 2, 5, 429, 0, 503, 181, 3, 12, 7, 123, 9]"
1,66.47398376464844,4.033535957336426,0.14688000082969666,6.743840217590332,39.070526123046875,8.922656059265137,16384,5763,"[1414, 5, 2, 7, 60, 15, 74, 873, 91, 237, 254, 619, 61, 210, 0, 18, 50, 4, 894, 0, 15, 116, 0, 15, 0, 0, 1443, 0, 0, 40, 0, 0, 7, 0, 36, 121, 37, 1045, 11, 63, 802, 0, 7138, 46, 21, 5, 5, 0, 0, 0, 7, 97, 2, 180, 98, 10, 17, 32, 32, 55]"
2,65.06598663330078,3.2092161178588867,0.14486399292945862,6.244351863861084,40.06313705444336,8.03212833404541,16384,5082,"[2690, 24, 0, 0, 12, 10, 12, 515, 29, 92, 340, 2293, 74, 121, 0, 15, 100, 25, 3541, 0, 5, 23, 0, 6, 0, 0, 369, 0, 0, 114, 0, 0, 3, 0, 115, 9, 27, 227, 8, 1, 95, 0, 4902, 0, 3, 0, 0, 0, 0, 0, 4, 26, 0, 70, 367, 34, 38, 9, 17, 19]"
3,74.19904327392578,2.514944076538086,0.1555200070142746,7.39027214050293,47.85091018676758,8.358719825744629,16384,5427,"[871, 23, 6, 38, 0, 17, 16, 656, 46, 99, 277, 967, 173, 349, 0, 5, 32, 9, 2915, 0, 0, 145, 0, 2, 0, 0, 1050, 0, 7, 90, 0, 0, 2, 0, 3, 60, 11, 163, 0, 29, 255, 2, 7051, 0, 7, 12, 6, 0, 0, 0, 5, 14, 0, 664, 60, 10, 213, 2, 5, 17]"
4,64.81305694580078,1.8718719482421875,0.1318719983100891,6.170015811920166,42.33011245727539,6.613056182861328,16384,4373,"[3444, 82, 59, 16, 7, 20, 47, 1742, 31, 123, 47, 2091, 149, 249, 0, 15, 4, 1, 1003, 0, 1, 52, 0, 4, 0, 0, 689, 4, 4, 277, 0, 0, 16, 0, 245, 12, 37, 349, 1, 29, 802, 1, 3338, 0, 6, 1, 3, 0, 0, 0, 4, 117, 0, 418, 7, 0, 278, 1, 492, 66]"
5,69.77228546142578,0.8386560082435608,0.138047993183136,4.597087860107422,44.66454315185547,11.73196792602539,16384,7740,"[2862, 33, 10, 1, 10, 12, 8, 1202, 8, 121, 70, 1035, 101, 63, 0, 19, 6, 1, 3207, 0, 0, 161, 1, 3, 0, 0, 1262, 1, 0, 193, 0, 0, 7, 0, 126, 20, 7, 410, 0, 8, 97, 0, 3836, 1, 0, 24, 22, 0, 0, 0, 13, 88, 0, 914, 118, 88, 55, 4, 149, 7]"
6,76.73446655273438,4.986879825592041,0.14243200421333313,17.009632110595703,39.535072326660156,7.4937920570373535,16384,4694,"[2038, 38, 0, 1, 31, 6, 1, 426, 26, 159, 160, 1226, 550, 77, 0, 24, 16, 54, 4595, 0, 3, 50, 0, 2, 0, 0, 974, 0, 0, 70, 0, 0, 10, 0, 78, 11, 47, 21, 0, 1, 147, 1, 4282, 0, 0, 2, 0, 3, 1, 0, 0, 19, 0, 689, 391, 2, 11, 5, 114, 22]"
7,69.1036148071289,3.6024320125579834,0.16355200111865997,6.604896068572998,42.3612174987793,8.8056001663208,16384,5997,"[1588, 1, 27, 0, 2, 8, 8, 793, 14, 256, 20, 936, 108, 151, 0, 10, 5, 0, 2247, 0, 0, 216, 0, 7, 0, 0, 985, 1, 0, 273, 0, 0, 2, 0, 16, 73, 0, 291, 6, 0, 264, 1, 6280, 9, 4, 5, 3, 0, 0, 0, 5, 136, 0, 687, 442, 16, 4, 1, 406, 77]"
8,67.97209930419922,2.2968320846557617,0.14956800639629364,6.9701762199401855,43.12480163574219,7.624800205230713,16384,5095,"[1239, 34, 4, 0, 1, 10, 61, 1131, 48, 165, 96, 932, 39, 110, 0, 23, 22, 6, 2936, 0, 0, 256, 0, 9, 0, 0, 515, 0, 1, 190, 0, 0, 8, 0, 123, 75, 55, 243, 2, 4, 512, 2, 6751, 0, 0, 117, 1, 0, 0, 0, 3, 30, 0, 490, 39, 5, 33, 1, 1, 61]"
9,67.92601776123047,2.411520004272461,0.13788799941539764,5.272640228271484,44.2347526550293,8.307007789611816,16384,5343,"[2016, 72, 0, 47, 8, 12, 65, 723, 67, 49, 104, 1216, 85, 115, 0, 22, 83, 76, 3000, 1, 0, 67, 1, 9, 0, 0, 1214, 0, 0, 44, 0, 0, 9, 0, 17, 36, 35, 487, 2, 12, 58, 0, 5297, 0, 3, 3, 1, 0, 0, 0, 27, 233, 0, 496, 346, 0, 88, 46, 65, 27]"
