iteration,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),total number of tokens sent,total number of tokens recv,expert distribution
0,57.09721755981445,5.567488193511963,0.14086399972438812,1.2922559976577759,2.42576003074646,40.28828811645508,8192,9114,"[235, 546, 4, 78, 27, 250, 431, 1, 0, 166, 0, 63, 13, 26, 59, 161, 7, 39, 124, 26, 61, 155, 73, 637, 2, 86, 32, 317, 0, 0, 187, 52, 91, 74, 1, 15, 0, 63, 19, 23, 0, 626, 20, 35, 32, 764, 28, 19, 0, 448, 87, 65, 0, 82, 0, 393, 398, 525, 136, 390]"
1,34.37260818481445,2.8979198932647705,0.1324159950017929,1.3108799457550049,3.149631977081299,19.46601676940918,8192,8906,"[261, 521, 1, 88, 37, 203, 435, 0, 2, 189, 0, 52, 7, 26, 50, 171, 7, 47, 131, 29, 84, 163, 64, 707, 3, 62, 18, 364, 1, 0, 190, 32, 100, 82, 1, 25, 0, 49, 17, 28, 0, 626, 18, 11, 32, 813, 25, 10, 1, 421, 101, 69, 0, 78, 1, 350, 393, 514, 115, 367]"
