iteration,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),total number of tokens sent,total number of tokens recv,expert distribution
0,54.67443084716797,2.0981760025024414,0.14502400159835815,4.540448188781738,16.1265926361084,23.441823959350586,16384,17230,"[285, 141, 29, 889, 759, 791, 245, 39, 3, 11, 146, 248, 0, 0, 38, 50, 702, 1660, 132, 937, 40, 73, 2, 0, 1, 52, 3433, 5, 344, 11, 15, 20, 2, 0, 154, 497, 17, 784, 7, 36, 826, 250, 0, 1243, 83, 0, 13, 41, 5, 580, 6, 0, 429, 0, 0, 56, 26, 2, 66, 160]"
1,53.2039680480957,0.9830399751663208,0.14441600441932678,5.223264217376709,7.339392185211182,31.672672271728516,16384,19102,"[145, 265, 113, 246, 624, 923, 341, 7, 47, 17, 362, 255, 0, 0, 57, 56, 530, 2018, 725, 683, 11, 202, 0, 0, 11, 20, 1753, 5, 233, 0, 2, 119, 30, 0, 198, 591, 0, 2404, 16, 1, 326, 424, 0, 1682, 341, 0, 5, 3, 3, 38, 31, 0, 395, 0, 0, 15, 11, 0, 4, 96]"
2,55.30316925048828,2.786303997039795,0.15212799608707428,5.094848155975342,14.785759925842285,24.430688858032227,16384,17882,"[165, 540, 85, 205, 976, 334, 177, 27, 0, 4, 654, 3, 1, 0, 105, 76, 838, 1692, 187, 995, 8, 142, 1, 1, 1, 9, 1675, 3, 576, 0, 0, 52, 65, 1, 368, 518, 18, 2214, 28, 50, 1221, 202, 0, 543, 226, 0, 0, 222, 0, 204, 5, 0, 747, 1, 0, 87, 17, 0, 6, 109]"
3,52.42572784423828,0.8652799725532532,0.1268479973077774,5.528063774108887,5.862400054931641,30.75881576538086,16384,20513,"[155, 401, 56, 485, 649, 653, 146, 33, 7, 12, 368, 3, 1, 0, 51, 71, 816, 1427, 331, 435, 13, 167, 2, 0, 2, 5, 2410, 23, 270, 0, 2, 163, 8, 0, 144, 903, 71, 2777, 0, 31, 602, 267, 0, 753, 81, 0, 9, 360, 1, 56, 0, 0, 805, 0, 1, 33, 17, 0, 34, 274]"
4,53.45075225830078,0.8089600205421448,0.1340160071849823,5.007264137268066,12.05951976776123,25.7010555267334,16384,18814,"[467, 275, 189, 421, 888, 878, 301, 40, 1, 47, 408, 208, 8, 0, 50, 37, 814, 1709, 227, 676, 31, 168, 0, 0, 1, 16, 2216, 21, 203, 3, 1, 216, 83, 0, 486, 600, 2, 1318, 14, 10, 474, 207, 0, 1201, 386, 23, 73, 70, 2, 80, 1, 0, 512, 1, 0, 38, 9, 3, 24, 247]"
5,53.48454284667969,0.7024639844894409,0.14025600254535675,4.701632022857666,13.727328300476074,25.313119888305664,16384,18557,"[167, 376, 186, 414, 569, 948, 241, 64, 0, 11, 80, 24, 6, 0, 81, 232, 663, 1560, 517, 673, 18, 109, 0, 2, 3, 20, 2160, 34, 255, 3, 0, 157, 73, 0, 522, 1065, 4, 2027, 30, 71, 769, 397, 0, 1001, 198, 0, 3, 31, 0, 157, 4, 0, 242, 0, 0, 5, 8, 2, 11, 191]"
6,59.1646728515625,3.5543038845062256,0.1417279988527298,4.794784069061279,20.471200942993164,22.08844757080078,16384,16240,"[130, 371, 37, 74, 308, 305, 210, 14, 0, 8, 224, 7, 44, 0, 8, 10, 607, 1667, 248, 803, 51, 53, 0, 0, 1, 21, 2143, 2, 157, 0, 1, 186, 92, 0, 202, 1183, 2, 3357, 114, 0, 1302, 253, 0, 789, 281, 0, 0, 43, 0, 122, 0, 0, 496, 0, 2, 30, 2, 4, 14, 406]"
7,54.393856048583984,0.11366400122642517,0.22329600155353546,4.5141119956970215,19.001535415649414,20.011743545532227,16384,14169,"[301, 520, 104, 428, 690, 877, 78, 95, 1, 3, 149, 12, 6, 0, 71, 12, 712, 1309, 903, 738, 0, 79, 3, 0, 2, 25, 1040, 13, 192, 7, 0, 253, 16, 0, 320, 900, 0, 2695, 4, 4, 725, 179, 2, 1633, 133, 0, 0, 54, 0, 210, 15, 0, 666, 0, 2, 2, 9, 0, 85, 107]"
8,54.811649322509766,2.988032102584839,0.18060800433158875,4.341856002807617,13.999808311462402,25.097087860107422,16384,18207,"[317, 170, 204, 788, 1036, 681, 135, 14, 2, 33, 102, 18, 85, 0, 113, 40, 839, 1847, 229, 642, 17, 98, 1, 1, 4, 28, 2101, 60, 148, 1, 0, 154, 33, 0, 898, 414, 9, 1682, 10, 12, 998, 204, 0, 820, 73, 0, 28, 187, 10, 303, 1, 0, 354, 0, 3, 49, 44, 9, 53, 282]"
9,52.980735778808594,1.7295360565185547,0.31750398874282837,4.571392059326172,10.985695838928223,26.345632553100586,16384,18792,"[175, 496, 247, 435, 955, 396, 480, 95, 4, 61, 322, 45, 0, 0, 73, 133, 822, 1090, 304, 1066, 18, 30, 0, 0, 4, 55, 3467, 31, 136, 17, 6, 158, 56, 0, 391, 381, 0, 1454, 2, 8, 414, 113, 0, 463, 217, 0, 20, 124, 1, 192, 15, 0, 952, 0, 0, 66, 1, 4, 15, 374]"
10,54.48089599609375,0.8908799886703491,0.14086399972438812,4.540927886962891,15.631936073303223,25.02911949157715,16384,16809,"[199, 413, 70, 294, 458, 598, 242, 36, 2, 28, 452, 78, 0, 0, 119, 18, 633, 1397, 906, 1024, 18, 41, 1, 3, 4, 25, 3478, 3, 298, 0, 5, 43, 85, 10, 351, 980, 11, 1798, 7, 5, 186, 224, 1, 504, 253, 0, 6, 138, 0, 141, 7, 0, 604, 0, 0, 11, 12, 8, 20, 136]"
