iteration,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),total number of tokens sent,total number of tokens recv,expert distribution
0,127.75526428222656,1.772544026374817,0.14099200069904327,11.699487686157227,85.63823699951172,21.181215286254883,16384,15355,"[1, 0, 0, 178, 18, 0, 0, 15, 454, 48, 75, 261, 0, 513, 4, 0, 9992, 0, 1794, 0, 0, 575, 178, 294, 0, 858, 0, 0, 0, 175, 0, 0, 23, 0, 1, 149, 0, 0, 0, 0, 0, 1, 597, 0, 0, 0, 3, 0, 0, 170, 0, 0, 1, 0, 2, 4, 0, 0, 0, 0]"
1,135.19564819335938,4.6233601570129395,0.15574400126934052,13.016639709472656,87.4024658203125,22.69865608215332,16384,16304,"[12, 0, 0, 73, 0, 0, 0, 11, 342, 14, 1, 324, 0, 834, 6, 0, 10767, 1, 872, 1, 0, 2267, 43, 27, 0, 187, 0, 0, 1, 54, 0, 0, 405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 1, 0, 0, 0, 0, 0, 72, 0, 17, 0, 0, 0, 0, 0]"
2,137.670654296875,0.8130559921264648,0.131071999669075,12.107680320739746,95.59648132324219,21.556928634643555,16384,15718,"[4, 0, 0, 256, 0, 0, 0, 11, 333, 94, 0, 1792, 0, 342, 0, 0, 9225, 0, 1253, 1, 0, 934, 251, 0, 0, 1251, 0, 0, 0, 54, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 456, 0, 0, 0, 0, 0, 0, 5, 0, 0, 120, 0, 1, 0, 0, 0, 0, 0]"
3,130.87539672851562,1.2922879457473755,0.1326719969511032,11.233887672424316,91.32937622070312,18.251264572143555,16384,12637,"[1, 0, 0, 442, 0, 0, 0, 9, 367, 57, 6, 1751, 0, 841, 10, 0, 6213, 0, 2930, 0, 0, 2463, 17, 59, 0, 271, 0, 0, 0, 256, 0, 0, 312, 0, 0, 1, 0, 0, 0, 2, 0, 3, 174, 0, 0, 0, 52, 0, 0, 134, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0]"
4,191.4009552001953,2.249727964401245,0.1650560051202774,15.220800399780273,148.25283813476562,17.148191452026367,16384,12445,"[8, 0, 0, 922, 0, 0, 1, 44, 289, 1, 27, 538, 1, 3183, 1, 0, 8426, 7, 148, 0, 0, 1442, 95, 0, 0, 957, 0, 3, 0, 38, 0, 0, 32, 1, 0, 6, 0, 0, 0, 0, 0, 0, 205, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]"
5,126.54182434082031,0.851967990398407,0.1462080031633377,12.06339168548584,80.29878234863281,24.9182071685791,16384,18004,"[8, 0, 0, 97, 0, 0, 5, 8, 146, 223, 5, 944, 0, 2738, 0, 0, 10059, 0, 238, 0, 0, 1247, 18, 12, 0, 233, 0, 0, 4, 105, 0, 0, 172, 1, 0, 34, 0, 0, 0, 0, 1, 0, 66, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 14, 0, 0, 0, 0, 0]"
6,135.60012817382812,2.8928000926971436,0.9795839786529541,10.65334415435791,94.2580795288086,19.197887420654297,16384,13750,"[1, 0, 0, 1019, 0, 0, 35, 65, 89, 747, 52, 1261, 0, 758, 0, 0, 9020, 0, 63, 2, 0, 2176, 33, 0, 0, 441, 0, 0, 0, 303, 0, 0, 96, 5, 11, 5, 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 5, 0, 0, 0, 0, 0, 4, 0, 9, 0, 0, 0, 0, 0]"
7,131.03616333007812,3.571712017059326,0.14771200716495514,12.982239723205566,83.26227569580078,23.035295486450195,16384,16401,"[1, 0, 0, 141, 0, 0, 0, 31, 490, 314, 48, 1052, 0, 592, 4, 0, 9152, 2, 2253, 0, 0, 279, 91, 218, 0, 1151, 0, 0, 0, 70, 0, 0, 201, 92, 3, 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 0, 67, 0, 0, 0, 0, 0]"
8,132.7493133544922,1.6906239986419678,0.15839999914169312,11.010623931884766,90.2146224975586,20.21161651611328,16384,13541,"[3, 0, 0, 252, 0, 0, 10, 8, 92, 27, 28, 1364, 3, 2406, 136, 0, 6994, 0, 748, 0, 0, 1395, 44, 1, 0, 1392, 0, 0, 0, 804, 0, 0, 479, 5, 0, 5, 0, 0, 0, 0, 0, 0, 67, 1, 0, 0, 13, 0, 0, 82, 0, 0, 14, 0, 11, 0, 0, 0, 0, 0]"
9,131.02386474609375,0.12697599828243256,0.2295680046081543,11.779264450073242,89.39491271972656,22.0097599029541,16384,12985,"[0, 0, 0, 19, 0, 0, 0, 10, 154, 38, 35, 2685, 0, 1515, 19, 0, 4394, 13, 3710, 0, 0, 2171, 39, 1, 0, 1201, 0, 1, 0, 98, 0, 0, 47, 1, 0, 7, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 124, 0, 0, 10, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0]"
