iteration,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),total number of tokens sent,total number of tokens recv,expert distribution
0,88.86067199707031,1.5226880311965942,0.1470080018043518,9.231840133666992,39.10579299926758,30.704511642456055,16384,22683,"[4, 186, 1, 2, 3, 24, 162, 173, 57, 0, 0, 169, 0, 124, 7874, 0, 1913, 0, 0, 29, 0, 0, 340, 1031, 0, 0, 63, 449, 0, 1516, 300, 0, 0, 6, 32, 690, 1118, 0, 0, 2, 0, 0, 16, 0, 6, 0, 0, 16, 0, 0, 1, 0, 0, 74, 2, 1, 0, 0, 0, 0]"
1,102.83519744873047,3.9331839084625244,0.1664319932460785,8.927424430847168,55.734046936035156,26.295167922973633,16384,19149,"[5, 1, 0, 0, 0, 11, 97, 1133, 10, 0, 0, 265, 0, 0, 5971, 1, 1888, 175, 0, 22, 0, 0, 454, 286, 0, 0, 393, 41, 0, 1106, 5, 0, 0, 224, 336, 1031, 2019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 574, 17, 2, 0, 230, 0, 0, 4, 0, 83, 0, 0, 0, 0]"
2,103.13113403320312,6.9468159675598145,0.16547200083732605,10.33414363861084,46.646366119384766,30.57161521911621,16384,22572,"[0, 36, 10, 0, 0, 2, 4, 681, 56, 0, 0, 430, 10, 0, 9372, 0, 959, 285, 0, 177, 0, 0, 105, 200, 0, 0, 770, 15, 0, 1896, 0, 0, 0, 189, 656, 273, 211, 0, 4, 2, 0, 0, 0, 0, 0, 1, 17, 16, 4, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
3,90.5533447265625,4.2782721519470215,0.1576319932937622,8.511167526245117,32.96976089477539,36.75027084350586,16384,26825,"[2, 7, 1, 0, 0, 103, 42, 614, 69, 0, 0, 18, 14, 430, 6326, 4, 1790, 116, 0, 63, 0, 1, 366, 152, 0, 3, 1414, 386, 0, 1401, 194, 2, 0, 27, 78, 1038, 1152, 0, 0, 3, 0, 0, 1, 49, 0, 0, 477, 19, 0, 0, 0, 0, 0, 0, 5, 17, 0, 0, 0, 0]"
4,93.59564971923828,3.6956160068511963,0.19094400107860565,8.241408348083496,45.5013427734375,28.227008819580078,16384,20498,"[2, 208, 0, 0, 0, 19, 201, 1151, 3, 1, 0, 1316, 0, 1, 6895, 4, 216, 174, 0, 5, 0, 0, 461, 3, 0, 0, 405, 8, 0, 2365, 3, 0, 0, 35, 30, 777, 2077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 1, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0]"
5,92.54605102539062,0.5457919836044312,0.1613759994506836,7.210207939147949,48.54108810424805,27.151103973388672,16384,19756,"[5, 192, 0, 0, 1, 10, 6, 504, 27, 3, 0, 672, 229, 29, 5495, 0, 1757, 30, 0, 7, 0, 0, 192, 688, 0, 0, 345, 72, 0, 2496, 97, 0, 0, 27, 287, 985, 2033, 4, 0, 7, 0, 0, 1, 0, 0, 0, 21, 21, 137, 0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0]"
6,99.46931457519531,6.341631889343262,0.1831360012292862,8.428511619567871,46.228031158447266,30.32089614868164,16384,21882,"[3, 18, 5, 0, 0, 0, 121, 498, 1, 0, 0, 345, 0, 72, 7126, 3, 1895, 70, 0, 11, 0, 0, 274, 510, 0, 0, 436, 926, 0, 1323, 116, 0, 0, 915, 11, 256, 517, 0, 0, 1, 0, 0, 0, 2, 0, 0, 653, 19, 40, 0, 0, 0, 1, 1, 24, 187, 4, 0, 0, 0]"
7,94.81932830810547,4.974592208862305,0.19219200313091278,10.536959648132324,39.9029426574707,31.702911376953125,16384,23556,"[0, 9, 0, 0, 0, 2, 0, 1034, 24, 0, 0, 128, 4, 27, 6996, 0, 2023, 261, 0, 24, 0, 1, 531, 34, 0, 0, 66, 336, 0, 2591, 8, 0, 0, 120, 23, 1674, 291, 0, 0, 1, 0, 0, 7, 0, 1, 0, 6, 18, 110, 0, 0, 0, 0, 26, 2, 6, 0, 0, 0, 0]"
8,87.01030731201172,3.5327999591827393,0.17497600615024567,7.558176040649414,38.910335540771484,29.442272186279297,16384,21675,"[6, 14, 0, 0, 3, 10, 0, 1524, 15, 0, 0, 455, 387, 0, 6290, 0, 633, 62, 0, 3, 0, 2, 99, 25, 0, 0, 498, 105, 0, 2600, 173, 0, 0, 23, 378, 691, 2268, 0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 16, 20, 0, 0, 0, 8, 0, 0, 71, 0, 0, 0, 0]"
9,89.03167724609375,3.743743896484375,0.1459839940071106,8.406047821044922,26.84111976623535,40.62044906616211,16384,24956,"[0, 15, 1, 0, 1, 0, 10, 555, 271, 0, 0, 86, 74, 1, 7552, 2, 1022, 272, 0, 8, 0, 0, 985, 48, 0, 0, 741, 628, 0, 1957, 174, 0, 0, 203, 203, 471, 901, 0, 1, 0, 0, 0, 1, 0, 0, 0, 144, 17, 0, 0, 0, 0, 0, 2, 32, 6, 0, 0, 0, 0]"
