iteration,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),total number of tokens sent,total number of tokens recv,expert distribution
0,84.52505493164062,1.977344036102295,0.13868799805641174,8.339103698730469,63.80361557006836,2.447968006134033,16384,859,"[0, 401, 246, 5, 26, 0, 57, 0, 555, 292, 0, 98, 50, 129, 1213, 20, 69, 0, 0, 752, 59, 1756, 39, 10, 5, 2, 0, 0, 337, 0, 0, 16, 11, 1, 0, 243, 18, 8551, 61, 0, 28, 4, 0, 5, 78, 0, 4, 0, 0, 40, 0, 0, 0, 249, 765, 8, 0, 0, 181, 0]"
1,69.46611022949219,3.5921919345855713,0.17334400117397308,6.108992099761963,48.75062561035156,2.7914559841156006,16384,1106,"[4, 86, 424, 27, 0, 5, 200, 0, 691, 1104, 0, 48, 129, 25, 1474, 103, 245, 0, 2, 497, 89, 3261, 41, 40, 4, 54, 8, 0, 143, 0, 0, 44, 0, 0, 21, 70, 11, 5638, 352, 19, 15, 32, 0, 15, 92, 28, 8, 0, 1, 34, 1, 0, 3, 243, 726, 15, 1, 46, 197, 68]"
2,62.30732727050781,3.7304320335388184,0.14480000734329224,5.052832126617432,43.203617095947266,2.1992640495300293,16384,785,"[0, 427, 222, 32, 39, 24, 518, 2, 406, 730, 0, 37, 122, 115, 2145, 14, 173, 0, 48, 1085, 120, 3643, 31, 8, 5, 41, 2, 0, 143, 0, 1, 45, 1, 0, 1, 45, 0, 3054, 50, 1, 8, 3, 0, 4, 138, 0, 2, 0, 0, 10, 0, 0, 7, 725, 1736, 0, 9, 34, 377, 1]"
3,60.928001403808594,0.834559977054596,0.13286399841308594,5.413631916046143,44.20671844482422,2.6383678913116455,16384,1120,"[0, 883, 7, 0, 0, 0, 148, 0, 380, 2056, 0, 11, 27, 173, 678, 52, 133, 0, 0, 718, 37, 3501, 174, 22, 28, 2, 2, 0, 153, 0, 1, 3, 0, 1, 15, 27, 0, 5413, 21, 0, 112, 2, 0, 5, 25, 1, 2, 0, 0, 57, 0, 0, 4, 286, 338, 0, 0, 10, 876, 0]"
4,73.28562927246094,3.9045119285583496,0.14054399728775024,5.365536212921143,53.361087799072266,2.4135680198669434,16384,767,"[0, 446, 532, 28, 10, 7, 165, 1, 558, 682, 0, 42, 14, 49, 1816, 11, 68, 1, 32, 587, 60, 2445, 26, 46, 2, 6, 4, 0, 267, 0, 6, 23, 0, 4, 18, 32, 0, 5596, 81, 3, 9, 3, 0, 7, 20, 2, 2, 0, 1, 60, 0, 0, 3, 247, 1434, 0, 0, 3, 923, 2]"
5,69.7702407836914,6.096896171569824,0.14428800344467163,3.8089599609375,48.65449523925781,2.8092479705810547,16384,1065,"[0, 826, 92, 9, 19, 10, 133, 12, 1031, 872, 0, 43, 68, 984, 1561, 26, 111, 2, 37, 722, 129, 2406, 192, 34, 8, 10, 33, 0, 319, 0, 0, 21, 28, 43, 29, 232, 9, 3487, 223, 4, 13, 141, 0, 25, 100, 3, 4, 0, 10, 24, 0, 0, 1, 472, 843, 3, 2, 1, 852, 125]"
6,69.88697814941406,5.459968090057373,0.1435839980840683,7.568096160888672,46.113792419433594,2.4148800373077393,16384,877,"[0, 11, 14, 49, 14, 13, 160, 4, 561, 179, 0, 21, 96, 11, 137, 15, 127, 0, 6, 744, 48, 4549, 53, 35, 6, 1, 10, 0, 115, 0, 0, 56, 3, 0, 8, 31, 0, 6851, 80, 0, 63, 2, 0, 2, 83, 3, 0, 0, 1, 13, 0, 0, 0, 198, 1703, 1, 0, 1, 305, 1]"
7,69.78559875488281,2.160640001296997,0.152319997549057,5.438240051269531,51.025760650634766,2.8302080631256104,16384,1127,"[2, 568, 91, 13, 1, 2, 225, 1, 708, 132, 0, 115, 88, 29, 827, 43, 138, 0, 82, 830, 33, 3640, 12, 24, 0, 40, 40, 0, 347, 0, 2, 34, 10, 0, 36, 34, 2, 5517, 314, 0, 12, 8, 0, 3, 79, 0, 0, 1, 5, 56, 0, 0, 3, 444, 1451, 0, 4, 4, 333, 1]"
8,77.18399810791016,3.9587841033935547,0.1379839926958084,7.404831886291504,55.1627197265625,2.5608959197998047,16384,902,"[0, 189, 24, 10, 13, 1, 206, 2, 684, 1513, 0, 7, 44, 17, 482, 22, 94, 0, 0, 443, 74, 2454, 375, 42, 60, 20, 7, 0, 233, 0, 1, 11, 4, 0, 17, 19, 0, 7427, 335, 8, 15, 4, 0, 0, 48, 77, 0, 0, 0, 21, 0, 0, 0, 314, 662, 4, 0, 0, 398, 3]"
9,68.51891326904297,2.4330239295959473,0.14051200449466705,6.693439960479736,48.35414505004883,2.833120107650757,16384,1200,"[75, 209, 451, 11, 5, 0, 281, 0, 780, 1555, 0, 130, 28, 374, 837, 23, 150, 0, 0, 861, 127, 1615, 140, 29, 71, 21, 7, 0, 89, 0, 2, 101, 5, 0, 1, 13, 0, 6687, 124, 0, 18, 14, 0, 1, 76, 7, 89, 1, 1, 87, 0, 0, 5, 161, 479, 0, 0, 5, 634, 4]"
