iteration,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),total number of tokens sent,total number of tokens recv,expert distribution
0,67.38534545898438,0.21503999829292297,0.3245440125465393,5.844672203063965,21.644287109375,30.087072372436523,16384,21571,"[7, 727, 166, 16, 3, 97, 799, 235, 625, 216, 1076, 346, 130, 0, 94, 2235, 215, 1262, 8, 581, 418, 26, 285, 0, 1097, 539, 69, 1, 1, 0, 266, 159, 0, 69, 2, 80, 63, 7, 14, 186, 0, 1118, 32, 230, 42, 245, 62, 419, 136, 610, 35, 70, 19, 594, 25, 66, 50, 218, 215, 78]"
1,70.0211181640625,2.008064031600952,0.14575999975204468,6.177311897277832,23.694400787353516,29.43222427368164,16384,21077,"[3, 488, 241, 52, 9, 184, 365, 115, 422, 284, 1480, 735, 376, 0, 149, 1276, 591, 707, 60, 868, 335, 23, 163, 0, 881, 331, 310, 28, 115, 84, 232, 216, 0, 62, 1, 97, 27, 41, 62, 166, 0, 635, 225, 64, 14, 154, 211, 570, 202, 1108, 80, 199, 10, 679, 14, 9, 239, 237, 56, 99]"
2,70.03852844238281,3.167232036590576,0.14246399700641632,6.677855968475342,23.349119186401367,28.240928649902344,16384,20185,"[5, 733, 192, 55, 15, 3, 342, 542, 432, 311, 1649, 347, 165, 0, 72, 790, 424, 1167, 46, 830, 335, 22, 198, 0, 937, 415, 268, 9, 52, 29, 271, 320, 0, 56, 3, 47, 62, 12, 38, 115, 0, 1281, 36, 187, 39, 243, 90, 857, 117, 764, 94, 131, 12, 846, 13, 29, 60, 154, 61, 61]"
3,70.93555450439453,3.6956160068511963,0.15004800260066986,6.326943874359131,22.35887908935547,29.91539192199707,16384,20931,"[0, 825, 38, 14, 1, 123, 532, 562, 1138, 213, 1121, 276, 77, 0, 96, 974, 240, 884, 0, 548, 281, 154, 233, 0, 906, 442, 362, 3, 0, 116, 501, 292, 9, 52, 0, 91, 39, 29, 49, 204, 0, 1984, 24, 249, 20, 264, 98, 374, 66, 571, 110, 34, 15, 513, 21, 31, 264, 150, 148, 23]"
4,70.24742126464844,3.640320062637329,0.13820800185203552,6.314720153808594,21.87820816040039,29.712223052978516,16384,20527,"[11, 262, 271, 30, 5, 59, 323, 353, 746, 120, 1484, 553, 128, 0, 117, 1414, 212, 942, 4, 1249, 295, 30, 294, 0, 998, 447, 272, 11, 114, 117, 266, 435, 5, 38, 3, 58, 86, 54, 61, 87, 0, 1028, 27, 335, 19, 220, 137, 406, 86, 862, 106, 112, 24, 664, 10, 8, 47, 104, 143, 92]"
5,70.1665267944336,2.3787519931793213,0.13574400544166565,6.531551837921143,21.31283187866211,31.44588851928711,16384,22593,"[26, 436, 105, 66, 0, 46, 331, 114, 518, 250, 1845, 670, 81, 0, 150, 1710, 504, 638, 40, 948, 332, 41, 222, 0, 850, 427, 250, 24, 50, 49, 338, 107, 0, 126, 3, 43, 51, 17, 41, 158, 0, 688, 19, 387, 7, 431, 152, 704, 88, 752, 55, 83, 9, 656, 18, 16, 382, 99, 170, 61]"
6,68.05811309814453,0.26214399933815,0.1351040005683899,5.538080215454102,25.182207107543945,28.514591217041016,16384,20408,"[1, 387, 187, 17, 21, 127, 177, 97, 413, 700, 2112, 263, 176, 0, 207, 376, 449, 991, 12, 982, 419, 12, 141, 4, 753, 530, 99, 1, 22, 94, 174, 395, 0, 108, 3, 56, 67, 11, 76, 251, 0, 483, 5, 359, 50, 254, 118, 598, 235, 965, 110, 119, 36, 1330, 14, 63, 134, 249, 245, 106]"
7,76.54911804199219,2.0654079914093018,0.14105600118637085,7.484767913818359,31.695232391357422,26.47260856628418,16384,18736,"[3, 184, 378, 79, 4, 17, 506, 75, 236, 272, 1448, 810, 457, 4, 221, 2409, 418, 667, 81, 1085, 344, 28, 301, 37, 729, 314, 114, 31, 48, 66, 729, 240, 1, 30, 1, 71, 9, 44, 14, 242, 0, 284, 65, 105, 20, 145, 27, 506, 103, 605, 60, 132, 8, 1041, 24, 27, 93, 106, 145, 141]"
8,69.13024139404297,0.11264000087976456,0.2558079957962036,4.996607780456543,27.221343994140625,28.121023178100586,16384,19843,"[10, 380, 41, 44, 10, 193, 176, 565, 628, 238, 1349, 579, 89, 0, 39, 1014, 250, 1052, 22, 611, 402, 40, 358, 0, 606, 578, 211, 8, 15, 66, 285, 323, 0, 143, 17, 17, 17, 23, 56, 142, 0, 1730, 28, 319, 65, 348, 140, 656, 44, 654, 184, 112, 24, 462, 9, 120, 202, 244, 262, 184]"
9,71.64313507080078,1.106943964958191,0.19280000030994415,6.984288215637207,26.396575927734375,28.274303436279297,16384,20385,"[1, 729, 171, 80, 0, 18, 230, 445, 660, 201, 1285, 595, 205, 1, 16, 1477, 490, 399, 5, 688, 256, 64, 267, 1, 770, 419, 159, 14, 30, 84, 293, 386, 0, 52, 1, 185, 123, 28, 10, 155, 0, 2602, 13, 259, 12, 173, 142, 351, 41, 657, 64, 115, 11, 482, 11, 33, 144, 79, 71, 131]"
