iteration,total number of tokens sent,total number of tokens recv,latency (ms),comp latency (ms),expert distribution
0,5100,5442,67.38944244384766,5.346303939819336,"[63, 3, 29, 96, 0, 0, 0, 417, 39, 109, 6, 0, 8, 0, 55, 36, 22, 9, 169, 13, 279, 11, 3, 0, 44, 37, 361, 29, 199, 3, 29, 0, 0, 114, 89, 23, 47, 8, 113, 52, 49, 0, 16, 84, 286, 9, 11, 124, 324, 296, 329, 89, 43, 711, 1, 0, 8, 84, 4, 63, 11, 2, 41, 0]"
1,5100,5497,66.68390655517578,4.525055885314941,"[53, 3, 21, 116, 0, 0, 0, 423, 35, 110, 10, 0, 6, 0, 53, 31, 10, 13, 165, 17, 234, 12, 4, 0, 52, 39, 381, 28, 188, 8, 19, 1, 0, 138, 81, 25, 42, 11, 118, 54, 43, 0, 4, 84, 303, 12, 10, 124, 322, 258, 312, 82, 39, 747, 0, 0, 11, 96, 8, 68, 16, 5, 54, 1]"
