,router_skew,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5,6,7
859,0.0,even_split,9,10,392,80,40,0,0,0,0,0
860,0.0,even_split,10,10,376,112,24,0,0,0,0,0
861,0.0,even_split,11,10,416,80,8,8,0,0,0,0
862,0.0,even_split,12,10,408,96,8,0,0,0,0,0
863,0.0,even_split,13,10,376,112,24,0,0,0,0,0
864,0.0,even_split,14,10,432,72,8,0,0,0,0,0
865,0.0,even_split,15,10,400,104,8,0,0,0,0,0
866,0.0,even_split,16,10,456,56,0,0,0,0,0,0
867,0.0,even_split,17,10,392,104,8,8,0,0,0,0
868,0.0,even_split,18,10,448,64,0,0,0,0,0,0
869,0.0,even_split,19,10,392,112,8,0,0,0,0,0
870,0.0,even_split,20,10,408,88,16,0,0,0,0,0
871,0.0,even_split,21,10,400,80,24,8,0,0,0,0
872,0.0,even_split,22,10,408,96,8,0,0,0,0,0
873,0.0,even_split,23,10,408,64,40,0,0,0,0,0
874,0.0,even_split,24,10,384,128,0,0,0,0,0,0
875,0.0,even_split,0,11,384,96,32,0,0,0,0,0
876,0.0,even_split,1,11,384,104,16,8,0,0,0,0
877,0.0,even_split,2,11,400,112,0,0,0,0,0,0
878,0.0,even_split,3,11,424,72,8,8,0,0,0,0
879,0.0,even_split,4,11,432,72,8,0,0,0,0,0
880,0.0,even_split,5,11,400,88,24,0,0,0,0,0
881,0.0,even_split,6,11,392,112,8,0,0,0,0,0
882,0.0,even_split,7,11,400,96,8,8,0,0,0,0
883,0.0,even_split,8,11,424,88,0,0,0,0,0,0
884,0.0,even_split,9,11,432,72,8,0,0,0,0,0
885,0.0,even_split,10,11,376,88,48,0,0,0,0,0
886,0.0,even_split,11,11,408,88,16,0,0,0,0,0
887,0.0,even_split,12,11,408,88,16,0,0,0,0,0
888,0.0,even_split,13,11,376,112,16,8,0,0,0,0
889,0.0,even_split,14,11,416,88,8,0,0,0,0,0
890,0.0,even_split,15,11,360,104,32,8,8,0,0,0
891,0.0,even_split,16,11,384,96,32,0,0,0,0,0
892,0.0,even_split,17,11,400,88,16,8,0,0,0,0
893,0.0,even_split,18,11,392,88,32,0,0,0,0,0
894,0.0,even_split,19,11,408,96,8,0,0,0,0,0
895,0.0,even_split,20,11,376,120,16,0,0,0,0,0
896,0.0,even_split,21,11,408,80,24,0,0,0,0,0
897,0.0,even_split,22,11,384,96,16,16,0,0,0,0
898,0.0,even_split,23,11,432,72,8,0,0,0,0,0
899,0.0,even_split,24,11,368,112,24,8,0,0,0,0
900,0.0,exflow,0,0,65280,65288,66576,66968,61216,66480,66528,65952
901,0.0,exflow,1,0,65944,66120,66544,65632,62032,66064,65832,66120
902,0.0,exflow,2,0,65432,65360,67776,65680,62536,65848,65856,65800
903,0.0,exflow,3,0,65952,67048,66400,64072,62008,66832,66008,65968
904,0.0,exflow,4,0,66568,66080,67240,65056,61488,65456,66032,66368
905,0.0,exflow,5,0,66984,65528,66000,65472,62368,65104,67056,65776
906,0.0,exflow,6,0,65768,66480,65808,65000,62624,66520,66648,65440
907,0.0,exflow,7,0,65920,65432,66832,66072,62160,64856,67088,65928
908,0.0,exflow,8,0,65176,65520,65312,65840,63416,66352,66256,66416
909,0.0,exflow,9,0,65944,64752,65944,65992,60968,66648,68568,65472
910,0.0,exflow,10,0,65064,66856,65224,65464,62168,65856,66448,67208
911,0.0,exflow,11,0,65472,65656,65832,65128,62744,66720,66696,66040
912,0.0,exflow,12,0,66048,66040,66352,67008,62232,65984,64864,65760
913,0.0,exflow,13,0,65296,67288,66616,65744,61840,66032,66496,64976
914,0.0,exflow,14,0,66800,66080,66168,66448,60128,65760,66192,66712
915,0.0,exflow,15,0,66688,65872,65016,66392,62400,66440,65120,66360
916,0.0,exflow,16,0,65976,66504,66880,65808,62552,65760,65432,65376
917,0.0,exflow,17,0,65424,65312,67232,65872,60520,66648,66760,66520
918,0.0,exflow,18,0,65864,65696,66432,66336,61600,66272,66144,65944
919,0.0,exflow,19,0,66576,66040,66024,64192,62176,66960,66528,65792
920,0.0,exflow,20,0,65528,65520,65808,66856,62168,67336,65008,66064
921,0.0,exflow,21,0,65616,66888,66480,66416,61456,66384,65352,65696
922,0.0,exflow,22,0,66696,65952,64992,65000,61928,66872,66712,66136
923,0.0,exflow,23,0,65704,65560,64776,67312,61640,65968,66464,66864
924,0.0,exflow,24,0,65896,65640,66608,65016,62920,66072,65880,66256
925,0.0,exflow,0,1,64456,66280,64688,67224,65960,66728,62608,66344
926,0.0,exflow,1,1,65528,66280,66552,64920,65656,65984,62784,66584
927,0.0,exflow,2,1,65464,66072,65504,66040,66840,65984,61960,66424
928,0.0,exflow,3,1,65696,65856,65880,66784,66648,65912,61632,65880
929,0.0,exflow,4,1,66720,65432,66224,67080,65680,66648,61448,65056
930,0.0,exflow,5,1,65848,66480,66200,65856,66208,66280,62552,64864
931,0.0,exflow,6,1,65856,65280,66416,65888,66040,66016,62384,66408
932,0.0,exflow,7,1,66240,66272,65896,64904,66608,66400,61096,66872
933,0.0,exflow,8,1,66040,65976,66176,66656,65968,65872,62256,65344
934,0.0,exflow,9,1,66528,67104,65936,66216,65096,65472,60536,67400
935,0.0,exflow,10,1,66296,66240,65864,66896,65528,65216,61976,66272
936,0.0,exflow,11,1,65480,65136,66584,66680,65320,66904,62144,66040
937,0.0,exflow,12,1,65856,66640,66376,66760,65272,64968,63104,65312
938,0.0,exflow,13,1,64944,65440,67056,64960,66440,65904,62456,67088
939,0.0,exflow,14,1,66152,67192,66504,65456,65544,65896,62440,65104
940,0.0,exflow,15,1,65008,66664,66496,65352,66512,66776,62248,65232
941,0.0,exflow,16,1,66600,64824,66576,65512,65640,66896,61904,66336
942,0.0,exflow,17,1,64928,66000,65712,66392,65840,66480,62640,66296
943,0.0,exflow,18,1,65872,66624,65936,66032,66560,66280,60560,66424
944,0.0,exflow,19,1,68208,66056,65424,65064,66336,65600,62160,65440
945,0.0,exflow,20,1,66120,65400,65168,66608,67744,65968,61328,65952
946,0.0,exflow,21,1,64120,65432,67024,66640,66208,66872,62312,65680
947,0.0,exflow,22,1,66496,65112,66432,66728,66800,65880,61152,65688
948,0.0,exflow,23,1,65224,65640,66512,67176,65872,65680,62408,65776
949,0.0,exflow,24,1,65584,65608,67320,66952,65160,65968,61712,65984
950,0.0,exflow,0,2,65872,65384,65616,66816,65768,66088,62272,66472
951,0.0,exflow,1,2,65928,67616,66544,65760,66008,65840,61632,64960
952,0.0,exflow,2,2,65600,66496,66048,65272,66336,65992,61936,66608
953,0.0,exflow,3,2,65872,65184,67584,65656,66312,65800,61576,66304
954,0.0,exflow,4,2,65920,65976,67056,65784,65992,64640,62584,66336
955,0.0,exflow,5,2,67184,65656,65456,66536,66640,64680,62248,65888
956,0.0,exflow,6,2,66704,66024,66152,65496,65368,66824,62000,65720
957,0.0,exflow,7,2,65664,66472,65792,66112,64968,66080,62328,66872
958,0.0,exflow,8,2,65672,66080,66464,66424,66328,65504,63136,64680
959,0.0,exflow,9,2,67176,66968,63792,64600,66792,66840,61864,66256
960,0.0,exflow,10,2,66360,66728,67056,65624,64928,64912,61888,66792
961,0.0,exflow,11,2,66200,66576,65976,65928,65736,65752,61288,66832
962,0.0,exflow,12,2,65048,66360,66528,64896,67000,66272,62400,65784
963,0.0,exflow,13,2,63904,65992,66824,67656,66856,65312,61456,66288
964,0.0,exflow,14,2,65248,66280,65784,66320,65824,65752,62728,66352
965,0.0,exflow,15,2,65800,64248,65400,67520,65584,67248,62088,66400
966,0.0,exflow,16,2,65016,66736,66600,65744,65896,66720,61208,66368
967,0.0,exflow,17,2,65536,66176,66760,65064,66560,66464,62216,65512
968,0.0,exflow,18,2,66264,66496,66648,66856,65288,65672,61080,65984
969,0.0,exflow,19,2,66904,66432,64776,65608,66560,65888,61960,66160
970,0.0,exflow,20,2,66736,65648,66192,65848,66088,65544,61984,66248
971,0.0,exflow,21,2,66048,66216,66144,66048,67024,65920,62040,64848
972,0.0,exflow,22,2,67032,64712,65928,65008,66944,66008,62472,66184
973,0.0,exflow,23,2,66928,66040,65032,66280,66208,66312,61808,65680
974,0.0,exflow,24,2,66976,65440,66328,66280,66264,66368,61616,65016
975,0.0,exflow,0,3,65688,65512,66496,66936,65880,65744,61904,66128
976,0.0,exflow,1,3,66736,65832,67120,65504,65992,65960,61672,65472
977,0.0,exflow,2,3,65408,67272,65240,64600,67120,66352,62488,65808
978,0.0,exflow,3,3,65320,65160,66056,66656,65480,65888,63312,66416
979,0.0,exflow,4,3,66456,66760,65096,66672,65704,65376,63200,65024
980,0.0,exflow,5,3,65528,64472,66600,66704,66072,65744,62976,66192
981,0.0,exflow,6,3,66296,66272,65648,65288,66544,66904,61600,65736
982,0.0,exflow,7,3,66000,65680,66160,65672,65904,66168,62472,66232
983,0.0,exflow,8,3,66504,66712,66672,65344,65120,66128,61784,66024
984,0.0,exflow,9,3,65912,66536,66416,65760,66128,66704,60968,65864
985,0.0,exflow,10,3,66256,66584,66024,65192,65992,66080,61464,66696
986,0.0,exflow,11,3,66064,66184,65752,66360,65288,66296,62528,65816
987,0.0,exflow,12,3,65464,64968,66992,66864,66400,65576,61888,66136
988,0.0,exflow,13,3,67200,64992,66264,65568,66576,65976,61416,66296
989,0.0,exflow,14,3,66056,65800,65760,66320,67480,66296,60568,66008
990,0.0,exflow,15,3,66232,66920,67120,65776,66024,65408,61280,65528
991,0.0,exflow,16,3,66624,66128,66664,66352,66648,65368,62000,64504
992,0.0,exflow,17,3,65776,65592,66088,65904,66936,65536,62256,66200
993,0.0,exflow,18,3,66392,65376,65728,66576,66904,64928,61824,66560
994,0.0,exflow,19,3,65744,65968,65440,66608,66864,65848,61992,65824
995,0.0,exflow,20,3,65624,65672,66928,65184,66272,66320,62208,66080
996,0.0,exflow,21,3,67176,65528,66168,64344,65960,65912,62832,66368
997,0.0,exflow,22,3,65640,66416,67496,66120,66312,65240,61328,65736
998,0.0,exflow,23,3,65656,66000,65240,65800,67168,65632,61624,67168
999,0.0,exflow,24,3,65984,66424,65768,65168,66128,66960,62480,65376
1000,0.0,exflow,0,4,65816,64792,65352,65872,68336,66072,61984,66064
1001,0.0,exflow,1,4,66248,66008,65784,66440,67008,65624,61304,65872
1002,0.0,exflow,2,4,65896,66544,65832,66736,66664,66104,60576,65936
1003,0.0,exflow,3,4,66912,65576,66736,65656,66064,65400,61968,65976
1004,0.0,exflow,4,4,66336,66136,65680,65392,66272,65984,62248,66240
1005,0.0,exflow,5,4,66864,66104,65824,65120,66416,66792,62024,65144
1006,0.0,exflow,6,4,66432,65400,66736,65128,66768,65936,61280,66608
1007,0.0,exflow,7,4,67184,66624,65680,65384,66288,65408,62368,65352
1008,0.0,exflow,8,4,65184,66432,65944,65456,65848,66192,62800,66432
1009,0.0,exflow,9,4,65696,65784,65552,67256,64848,67592,61728,65832
1010,0.0,exflow,10,4,66360,66960,66600,65664,65720,65808,61960,65216
1011,0.0,exflow,11,4,66336,66320,66008,67336,65280,65600,62400,65008
1012,0.0,exflow,12,4,65880,65944,65328,66464,66672,66360,61560,66080
1013,0.0,exflow,13,4,66256,65368,66064,66128,66008,65744,62696,66024
1014,0.0,exflow,14,4,65424,65672,67152,65912,66704,66128,61864,65432
1015,0.0,exflow,15,4,65616,66592,65792,65544,66352,64240,62336,67816
1016,0.0,exflow,16,4,65680,64632,65128,67104,66856,66600,62336,65952
1017,0.0,exflow,17,4,65720,66696,65688,66496,66832,65232,61280,66344
1018,0.0,exflow,18,4,66672,66304,65360,66680,66648,64432,62008,66184
1019,0.0,exflow,19,4,66184,66152,64800,67000,65752,66216,61856,66328
1020,0.0,exflow,20,4,64992,66176,66640,66376,66424,66496,62048,65136
1021,0.0,exflow,21,4,65624,67024,65680,66584,65904,65496,62360,65616
1022,0.0,exflow,22,4,65984,65552,65176,65720,65416,67176,62392,66872
1023,0.0,exflow,23,4,66104,66880,65920,65632,65880,66096,61528,66248
1024,0.0,exflow,24,4,65136,67352,65624,66224,66040,66088,61768,66056
1025,0.0,exflow,0,5,66824,65784,65784,66304,66176,66200,61696,65520
1026,0.0,exflow,1,5,65488,66864,66256,66168,65560,66048,61680,66224
1027,0.0,exflow,2,5,65872,66520,65392,66184,66408,66720,61624,65568
1028,0.0,exflow,3,5,65632,65456,66664,66432,65072,67064,62352,65616
1029,0.0,exflow,4,5,65264,65072,67392,66088,65360,65304,63472,66336
1030,0.0,exflow,5,5,66192,66392,66504,64328,65864,66720,62064,66224
1031,0.0,exflow,6,5,66576,66016,67096,64648,66488,65344,61824,66296
1032,0.0,exflow,7,5,65600,66040,66592,66496,65080,65944,61952,66584
1033,0.0,exflow,8,5,66360,66280,65712,66584,66232,65408,61608,66104
1034,0.0,exflow,9,5,66024,65904,64912,66664,65400,66520,62952,65912
1035,0.0,exflow,10,5,64864,66256,66408,65760,64984,66104,62344,67568
1036,0.0,exflow,11,5,65328,66560,65808,67216,65928,66296,61096,66056
1037,0.0,exflow,12,5,66656,66016,66256,65784,65304,66536,60760,66976
1038,0.0,exflow,13,5,65536,66744,65840,66768,66648,66096,61800,64856
1039,0.0,exflow,14,5,66096,65064,66208,66544,66744,66488,60328,66816
1040,0.0,exflow,15,5,64736,66528,64616,66768,65960,65768,63136,66776
1041,0.0,exflow,16,5,66248,65840,66512,66264,65896,66480,61184,65864
1042,0.0,exflow,17,5,66280,65720,64896,66592,66856,65976,60968,67000
1043,0.0,exflow,18,5,65888,66288,65936,66944,65992,66080,61472,65688
1044,0.0,exflow,19,5,66464,67344,65888,65224,65784,66368,61576,65640
1045,0.0,exflow,20,5,65872,64776,65520,66792,66688,67152,61624,65864
1046,0.0,exflow,21,5,66104,65136,65408,65712,66488,66544,62352,66544
1047,0.0,exflow,22,5,66032,66280,65336,67728,65808,65160,61560,66384
1048,0.0,exflow,23,5,66032,66672,64944,66384,65584,65832,61952,66888
1049,0.0,exflow,24,5,66384,66920,66504,65448,66128,66600,61744,64560
1050,0.0,exflow,0,6,112,48,56,48,72,56,32,88
1051,0.0,exflow,1,6,56,48,112,72,32,80,40,72
1052,0.0,exflow,2,6,80,96,64,64,64,56,72,16
1053,0.0,exflow,3,6,72,40,64,48,64,48,96,80
1054,0.0,exflow,4,6,48,40,56,96,56,56,64,96
1055,0.0,exflow,5,6,64,56,48,56,88,32,96,72
1056,0.0,exflow,6,6,96,24,72,72,80,56,72,40
1057,0.0,exflow,7,6,64,80,56,80,48,80,48,56
1058,0.0,exflow,8,6,56,56,72,96,48,24,48,112
1059,0.0,exflow,9,6,56,72,96,72,56,80,40,40
1060,0.0,exflow,10,6,64,40,48,72,80,96,56,56
1061,0.0,exflow,11,6,40,56,40,80,64,56,88,88
1062,0.0,exflow,12,6,64,72,56,56,56,80,80,48
1063,0.0,exflow,13,6,48,104,72,56,88,48,32,64
1064,0.0,exflow,14,6,72,48,80,40,64,48,96,64
1065,0.0,exflow,15,6,80,40,64,40,64,152,24,48
1066,0.0,exflow,16,6,64,24,64,80,80,56,80,64
1067,0.0,exflow,17,6,48,32,80,40,72,64,96,80
1068,0.0,exflow,18,6,56,72,72,96,96,56,40,24
1069,0.0,exflow,19,6,112,40,56,56,72,64,56,56
1070,0.0,exflow,20,6,80,72,80,32,72,72,56,48
1071,0.0,exflow,21,6,80,120,40,56,40,104,48,24
1072,0.0,exflow,22,6,40,80,64,64,48,48,56,112
1073,0.0,exflow,23,6,56,80,16,88,80,72,80,40
1074,0.0,exflow,24,6,104,48,80,72,48,48,48,64
1075,0.0,exflow,0,7,32,88,80,48,40,72,88,64
1076,0.0,exflow,1,7,72,136,40,80,40,96,32,16
1077,0.0,exflow,2,7,32,48,80,72,96,48,64,72
1078,0.0,exflow,3,7,24,64,32,104,56,128,32,72
1079,0.0,exflow,4,7,40,88,40,56,48,80,104,56
1080,0.0,exflow,5,7,32,40,40,64,64,96,72,104
1081,0.0,exflow,6,7,48,80,80,56,48,64,80,56
1082,0.0,exflow,7,7,64,80,32,80,72,48,56,80
1083,0.0,exflow,8,7,56,56,40,72,64,104,56,64
1084,0.0,exflow,9,7,48,80,72,88,88,24,64,48
1085,0.0,exflow,10,7,104,56,72,40,56,56,56,72
1086,0.0,exflow,11,7,40,80,40,48,64,80,104,56
1087,0.0,exflow,12,7,56,80,56,80,56,64,64,56
1088,0.0,exflow,13,7,96,64,64,80,40,48,80,40
1089,0.0,exflow,14,7,72,64,80,72,64,80,24,56
1090,0.0,exflow,15,7,32,72,48,48,48,80,120,64
1091,0.0,exflow,16,7,112,56,40,16,104,56,64,64
1092,0.0,exflow,17,7,40,56,128,32,80,40,48,88
1093,0.0,exflow,18,7,64,40,56,104,40,64,64,80
1094,0.0,exflow,19,7,16,72,72,88,72,72,72,48
1095,0.0,exflow,20,7,80,32,88,88,48,88,48,40
1096,0.0,exflow,21,7,72,56,112,48,72,80,40,32
1097,0.0,exflow,22,7,48,80,72,64,56,80,80,32
1098,0.0,exflow,23,7,32,88,96,64,48,48,64,72
1099,0.0,exflow,24,7,40,72,48,88,80,80,40,64
1100,0.0,exflow,0,8,64,56,96,72,56,80,40,48
1101,0.0,exflow,1,8,32,48,96,64,80,120,48,24
1102,0.0,exflow,2,8,56,48,56,72,88,64,104,24
1103,0.0,exflow,3,8,72,32,80,96,48,80,40,64
1104,0.0,exflow,4,8,56,56,32,120,56,80,48,64
1105,0.0,exflow,5,8,80,48,104,40,48,72,64,56
1106,0.0,exflow,6,8,8,32,96,32,56,88,104,96
1107,0.0,exflow,7,8,64,32,56,56,88,80,88,48
1108,0.0,exflow,8,8,64,80,48,32,64,64,72,88
1109,0.0,exflow,9,8,24,64,64,104,88,32,40,96
1110,0.0,exflow,10,8,72,64,72,48,72,24,80,80
1111,0.0,exflow,11,8,96,56,56,48,56,48,56,96
1112,0.0,exflow,12,8,88,80,40,40,64,56,56,88
1113,0.0,exflow,13,8,48,88,80,40,40,48,80,88
1114,0.0,exflow,14,8,72,72,64,48,80,56,56,64
1115,0.0,exflow,15,8,80,88,64,56,80,32,56,56
1116,0.0,exflow,16,8,72,64,32,96,88,40,80,40
1117,0.0,exflow,17,8,64,72,40,104,40,80,40,72
1118,0.0,exflow,18,8,80,48,72,56,72,72,64,48
1119,0.0,exflow,19,8,64,48,80,48,96,32,72,72
1120,0.0,exflow,20,8,72,88,48,40,72,56,96,40
1121,0.0,exflow,21,8,56,80,16,32,128,56,48,96
1122,0.0,exflow,22,8,56,72,64,32,104,64,72,48
1123,0.0,exflow,23,8,88,48,88,48,40,56,48,96
1124,0.0,exflow,24,8,56,32,24,56,96,72,80,96
1125,0.0,exflow,0,9,56,64,72,72,56,72,64,56
1126,0.0,exflow,1,9,56,56,64,80,80,88,16,72
1127,0.0,exflow,2,9,40,72,80,56,24,72,112,56
1128,0.0,exflow,3,9,56,72,112,32,64,48,80,48
1129,0.0,exflow,4,9,24,40,104,96,48,72,56,72
1130,0.0,exflow,5,9,40,40,72,64,96,72,40,88
1131,0.0,exflow,6,9,88,72,80,64,72,24,56,56
1132,0.0,exflow,7,9,56,64,56,48,48,96,72,72
1133,0.0,exflow,8,9,64,80,72,40,80,64,80,32
1134,0.0,exflow,9,9,64,104,24,56,96,40,40,88
1135,0.0,exflow,10,9,48,56,80,88,72,56,48,64
1136,0.0,exflow,11,9,96,80,40,40,64,64,88,40
1137,0.0,exflow,12,9,56,88,48,96,56,56,72,40
1138,0.0,exflow,13,9,48,48,64,80,88,80,56,48
1139,0.0,exflow,14,9,48,80,40,72,72,48,48,104
1140,0.0,exflow,15,9,80,48,80,64,80,56,64,40
1141,0.0,exflow,16,9,40,32,40,48,104,120,64,64
1142,0.0,exflow,17,9,48,32,96,88,56,96,56,40
1143,0.0,exflow,18,9,80,56,88,80,32,40,80,56
1144,0.0,exflow,19,9,40,72,56,112,40,72,40,80
1145,0.0,exflow,20,9,72,56,56,56,64,104,56,48
1146,0.0,exflow,21,9,40,72,56,88,72,64,56,64
1147,0.0,exflow,22,9,56,88,64,56,96,64,64,24
1148,0.0,exflow,23,9,64,48,64,56,112,40,88,40
1149,0.0,exflow,24,9,48,64,48,56,56,80,88,72
1150,0.0,exflow,0,10,88,64,64,88,72,16,80,40
1151,0.0,exflow,1,10,72,40,80,24,56,120,40,80
1152,0.0,exflow,2,10,96,64,48,64,64,64,72,40
1153,0.0,exflow,3,10,32,72,96,80,40,80,32,80
1154,0.0,exflow,4,10,24,104,56,96,64,48,88,32
1155,0.0,exflow,5,10,56,48,56,72,80,64,56,80
1156,0.0,exflow,6,10,72,88,64,16,88,32,56,96
1157,0.0,exflow,7,10,72,88,56,80,32,64,72,48
1158,0.0,exflow,8,10,80,64,64,88,56,40,72,48
1159,0.0,exflow,9,10,32,64,40,56,72,80,64,104
1160,0.0,exflow,10,10,48,64,88,64,40,32,104,72
1161,0.0,exflow,11,10,88,104,88,72,40,24,56,40
1162,0.0,exflow,12,10,72,40,80,64,40,88,64,64
1163,0.0,exflow,13,10,80,48,48,64,24,104,88,56
1164,0.0,exflow,14,10,80,64,48,56,56,104,72,32
1165,0.0,exflow,15,10,80,64,72,32,72,56,96,40
1166,0.0,exflow,16,10,72,64,72,64,48,72,56,64
1167,0.0,exflow,17,10,56,56,64,56,80,56,96,48
1168,0.0,exflow,18,10,40,72,48,64,48,64,104,72
1169,0.0,exflow,19,10,40,40,80,64,72,104,80,32
1170,0.0,exflow,20,10,56,56,72,64,64,64,72,64
1171,0.0,exflow,21,10,80,72,48,40,120,16,64,72
1172,0.0,exflow,22,10,16,96,96,64,104,56,40,40
1173,0.0,exflow,23,10,48,120,96,48,64,56,48,32
1174,0.0,exflow,24,10,16,48,96,64,88,96,32,72
1175,0.0,exflow,0,11,120,48,80,56,40,64,64,40
1176,0.0,exflow,1,11,24,56,64,112,56,80,80,40
1177,0.0,exflow,2,11,16,48,72,40,112,112,48,64
1178,0.0,exflow,3,11,40,64,72,40,112,88,48,48
1179,0.0,exflow,4,11,40,48,80,56,48,48,64,128
1180,0.0,exflow,5,11,96,32,80,64,88,40,88,24
1181,0.0,exflow,6,11,64,32,80,56,72,64,96,48
1182,0.0,exflow,7,11,80,80,48,80,48,48,56,72
1183,0.0,exflow,8,11,16,48,112,64,64,88,64,56
1184,0.0,exflow,9,11,104,56,56,80,72,24,40,80
1185,0.0,exflow,10,11,64,64,40,32,112,56,72,72
1186,0.0,exflow,11,11,40,48,64,56,104,56,40,104
1187,0.0,exflow,12,11,64,48,24,80,56,64,96,80
1188,0.0,exflow,13,11,40,72,40,24,112,80,64,80
1189,0.0,exflow,14,11,72,32,40,96,104,56,40,72
1190,0.0,exflow,15,11,88,80,48,48,88,72,40,48
1191,0.0,exflow,16,11,56,104,56,80,40,32,80,64
1192,0.0,exflow,17,11,64,48,48,96,56,64,80,56
1193,0.0,exflow,18,11,88,72,72,72,56,64,16,72
1194,0.0,exflow,19,11,64,64,72,64,64,72,56,56
1195,0.0,exflow,20,11,64,32,88,64,56,112,48,48
1196,0.0,exflow,21,11,24,120,56,56,40,88,56,72
1197,0.0,exflow,22,11,56,72,40,56,40,72,88,88
1198,0.0,exflow,23,11,32,24,88,104,80,40,64,80
1199,0.0,exflow,24,11,56,48,80,96,64,80,48,40
1200,0.0,harmony,0,0,65536,65536,65536,65458,65528,65566,65592,65536
1201,0.0,harmony,1,0,65536,65536,65496,65536,65536,65536,65568,65544
1202,0.0,harmony,2,0,65536,65536,65488,65536,65536,65528,65648,65480
1203,0.0,harmony,3,0,65536,65536,65494,65480,65424,65728,65462,65628
1204,0.0,harmony,4,0,65506,65536,65536,65603,65451,65536,65584,65536
1205,0.0,harmony,5,0,65536,65536,65536,65536,65589,65459,65432,65664
1206,0.0,harmony,6,0,65498,65680,65518,65536,65536,65424,65560,65536
1207,0.0,harmony,7,0,65536,65536,65536,65520,65536,65616,65536,65472
1208,0.0,harmony,8,0,65536,65522,65536,65536,65537,65504,65581,65536
1209,0.0,harmony,9,0,65536,65536,65536,65472,65536,65670,65528,65474
1210,0.0,harmony,10,0,65466,65536,65536,65536,65588,65480,65736,65410
1211,0.0,harmony,11,0,65536,65522,65568,65536,65518,65536,65536,65536
1212,0.0,harmony,12,0,65536,65656,65536,65468,65508,65536,65512,65536
1213,0.0,harmony,13,0,65536,65587,65536,65536,65536,65504,65536,65517
1214,0.0,harmony,14,0,65536,65536,65556,65592,65412,65584,65536,65536
1215,0.0,harmony,15,0,65536,65578,65496,65536,65536,65536,65536,65534
1216,0.0,harmony,16,0,65536,65536,65536,65536,65664,65568,65428,65484
1217,0.0,harmony,17,0,65533,65619,65480,65536,65536,65536,65512,65536
1218,0.0,harmony,18,0,65536,65669,65416,65536,65536,65529,65530,65536
1219,0.0,harmony,19,0,65536,65536,65540,65428,65553,65536,65623,65536
1220,0.0,harmony,20,0,65536,65536,65600,65521,65528,65470,65536,65561
1221,0.0,harmony,21,0,65536,65456,65536,65536,65604,65568,65516,65536
1222,0.0,harmony,22,0,65536,65552,65432,65536,65536,65497,65535,65664
1223,0.0,harmony,23,0,65536,65536,65512,65536,65536,65530,65536,65566
1224,0.0,harmony,24,0,65536,65536,65536,65536,65448,65600,65536,65560
1225,0.0,harmony,0,1,65536,65517,65555,65536,65536,65536,65536,65536
1226,0.0,harmony,1,1,65536,65536,65482,65568,65536,65536,65536,65558
1227,0.0,harmony,2,1,65536,65536,65600,65576,65536,65494,65536,65474
1228,0.0,harmony,3,1,65536,65440,65732,65488,65536,65536,65584,65436
1229,0.0,harmony,4,1,65536,65568,65536,65569,65536,65471,65536,65536
1230,0.0,harmony,5,1,65536,65536,65432,65464,65624,65536,65624,65536
1231,0.0,harmony,6,1,65477,65504,65452,65567,65536,65440,65688,65624
1232,0.0,harmony,7,1,65536,65536,65602,65536,65496,65544,65502,65536
1233,0.0,harmony,8,1,65536,65661,65536,65536,65446,65501,65536,65536
1234,0.0,harmony,9,1,65536,65536,65508,65475,65643,65536,65577,65477
1235,0.0,harmony,10,1,65536,65496,65433,65536,65536,65503,65536,65712
1236,0.0,harmony,11,1,65536,65536,65536,65588,65512,65508,65536,65536
1237,0.0,harmony,12,1,65536,65536,65536,65536,65445,65648,65536,65515
1238,0.0,harmony,13,1,65536,65576,65536,65536,65536,65536,65608,65424
1239,0.0,harmony,14,1,65429,65536,65536,65632,65536,65536,65505,65578
1240,0.0,harmony,15,1,65536,65496,65592,65452,65536,65536,65648,65492
1241,0.0,harmony,16,1,65536,65536,65536,65536,65509,65496,65536,65603
1242,0.0,harmony,17,1,65536,65628,65536,65490,65610,65416,65536,65536
1243,0.0,harmony,18,1,65536,65535,65458,65648,65536,65536,65503,65536
1244,0.0,harmony,19,1,65536,65440,65536,65536,65624,65536,65488,65592
1245,0.0,harmony,20,1,65536,65536,65568,65536,65584,65472,65520,65536
1246,0.0,harmony,21,1,65536,65488,65536,65434,65474,65536,65748,65536
1247,0.0,harmony,22,1,65536,65640,65448,65536,65536,65536,65453,65603
1248,0.0,harmony,23,1,65536,65483,65589,65512,65536,65568,65536,65528
1249,0.0,harmony,24,1,65536,65584,65536,65536,65560,65536,65464,65536
1250,0.0,harmony,0,2,65536,65536,65464,65536,65536,65648,65496,65536
1251,0.0,harmony,1,2,65536,65536,65687,65445,65646,65422,65536,65480
1252,0.0,harmony,2,2,65536,65530,65672,65534,65536,65440,65504,65536
1253,0.0,harmony,3,2,65536,65608,65536,65536,65536,65520,65520,65496
1254,0.0,harmony,4,2,65536,65536,65545,65536,65470,65536,65536,65593
1255,0.0,harmony,5,2,65536,65549,65511,65704,65536,65413,65576,65463
1256,0.0,harmony,6,2,65536,65538,65536,65448,65622,65536,65536,65536
1257,0.0,harmony,7,2,65536,65536,65488,65536,65536,65536,65616,65504
1258,0.0,harmony,8,2,65536,65600,65440,65536,65484,65620,65536,65536
