,dataset,iteration,layer_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
81,bookcorpus,1,4,2562,649,3289,125,8,320,638,621,222,6615,64,2678,58,782,2035,579,4692,173,4585,1108,3470,2161,4539,83,96,24,12,1200,2451,4544,36,214,2083,4932,126,1483,316,37,301,1566,1845,408,2600,199,5384,682,719,627,158,1794,1650,760,1211,1143,3052,1045,0,269,1332,11949
82,bookcorpus,2,4,3009,430,3446,180,18,137,612,468,239,7936,75,2937,38,852,1542,700,4183,81,4451,649,4523,1800,4232,48,260,21,15,1191,1718,5768,110,215,1852,5385,108,1644,153,37,169,1443,1934,569,2407,208,4932,610,579,512,135,1330,1332,881,855,700,3367,894,9,206,1480,12689
83,bookcorpus,3,4,2665,439,2858,145,7,278,563,414,182,7183,13,2709,85,598,1260,589,4561,127,4890,1019,4168,1934,5059,98,202,25,35,1098,2337,5556,36,92,2043,5049,82,1625,302,24,224,1288,1506,398,2523,164,5571,759,861,549,82,1789,1773,669,1368,743,2874,962,1,179,1334,12337
84,bookcorpus,4,4,2857,406,3153,334,12,223,506,546,90,6286,154,2382,56,909,1701,505,5062,113,5089,1078,3754,1784,3856,41,220,33,31,1049,2090,4744,10,252,2032,5889,44,1533,442,57,236,1783,1617,449,2559,222,6026,854,612,788,90,1663,1857,915,910,847,2663,966,4,248,1275,12397
85,bookcorpus,5,4,2978,420,2976,54,12,154,889,307,116,7379,104,2944,47,678,1106,442,4206,140,5465,769,4259,2203,4327,56,157,55,13,1264,2114,5668,76,233,1797,5133,120,1557,296,31,143,1495,2211,732,2264,143,5167,819,621,590,33,1636,1468,491,1044,722,3121,969,0,168,1376,12546
86,bookcorpus,6,4,2756,391,3055,63,10,244,678,283,78,8532,60,2438,37,836,1786,561,4014,162,5419,879,4054,1923,4195,46,159,31,13,1270,1839,4227,68,119,1865,5740,28,2009,336,70,297,1766,2169,474,2475,183,5276,632,552,728,93,2056,1539,502,1008,575,2750,829,0,194,1152,12780
87,bookcorpus,7,4,3003,558,3257,209,10,214,938,512,238,6617,34,3061,92,1014,1426,783,4796,167,4583,1026,3772,2537,5238,63,304,22,49,1349,1763,4399,34,173,2356,4333,69,1728,425,29,325,1447,2266,271,3418,254,4881,865,386,488,284,2240,1514,646,809,785,2870,783,4,227,1778,10582
88,bookcorpus,8,4,2687,316,2868,97,21,170,552,528,223,6112,99,2882,48,700,2120,669,4378,251,4808,951,3931,2158,4923,49,80,56,38,1387,1706,5244,37,216,1913,4340,248,1405,215,60,357,1627,1908,575,2255,171,5224,787,806,537,87,1509,1712,807,1107,795,3231,993,0,226,1511,13593
89,bookcorpus,9,4,2935,469,3495,39,7,221,763,573,142,6319,53,2669,54,694,1773,610,4143,163,4859,723,4681,2280,4604,29,188,19,17,1108,1646,5052,16,145,1823,5321,124,1679,279,34,196,1771,2181,486,2502,253,5281,905,590,600,97,2031,1181,619,1241,1060,2629,699,0,175,1631,12427
90,bookcorpus,10,4,3082,579,2821,117,0,218,648,270,107,6635,96,2871,64,592,2091,765,4360,167,4682,988,3747,2052,4505,33,183,24,51,1067,1636,4768,114,210,2297,4552,60,1888,400,65,301,1849,1699,305,3392,168,5444,812,1045,534,127,1577,1667,1071,1036,830,2953,942,0,260,1662,11825
91,bookcorpus,11,4,3567,516,3146,81,4,192,454,615,271,7920,43,3362,64,793,1627,603,3996,156,4767,1001,4979,2538,4618,110,121,33,35,1237,1903,5027,96,182,1950,4352,233,1730,328,71,414,1493,1864,351,2829,253,5169,809,462,579,159,1722,1402,847,1057,732,2872,911,0,273,1590,9795
92,bookcorpus,12,4,3133,378,3446,67,9,186,845,408,99,6987,40,2773,31,958,1839,718,4071,153,5098,980,3415,1832,3700,71,166,26,14,1114,1858,4768,52,275,1997,4772,24,1648,405,51,225,1102,2284,537,2203,339,6047,700,759,649,94,2086,1548,918,924,919,3298,864,1,166,1397,12837
93,bookcorpus,13,4,2533,445,3061,253,2,184,638,346,87,7649,96,2908,47,647,2017,738,4383,181,4942,825,4900,1861,4462,91,76,43,10,1252,1946,4864,76,142,2085,4540,110,2023,196,30,157,1801,2184,516,2134,269,4751,717,675,507,174,1478,2163,786,1156,920,2523,753,0,284,1193,12474
94,bookcorpus,14,4,2887,218,3178,90,2,142,509,659,160,7205,30,2637,39,790,2057,675,4465,144,5268,739,4736,2455,4065,38,141,12,21,1076,1526,5478,90,231,1803,5418,107,2037,243,53,285,1606,1880,486,2490,267,5569,743,401,556,106,1740,1536,729,1149,866,2830,693,0,217,1352,11379
95,bookcorpus,15,4,3311,460,2905,34,9,166,689,480,164,7319,40,3520,36,626,1371,679,4238,84,4772,561,4971,2030,4229,50,192,12,27,1324,1563,5138,7,116,1629,4327,91,1678,181,50,168,1823,2162,484,2495,283,4919,710,701,575,135,1115,1396,619,1113,742,3236,988,0,147,1819,13595
96,bookcorpus,16,4,2761,635,2870,141,8,197,819,488,189,6123,44,2645,30,561,1641,750,4116,96,4674,814,4029,1907,4656,69,64,22,24,989,1874,5800,97,286,1871,4364,219,1811,230,88,255,1187,2054,421,2245,235,4650,816,1192,532,199,1928,1537,715,1230,1003,2844,854,0,307,1494,14604
97,bookcorpus,17,4,3250,229,2857,63,6,51,610,371,62,6028,74,2360,46,658,1564,525,3561,210,4997,1142,3114,1971,4680,62,76,17,25,1177,2535,5013,18,219,2043,4995,89,1400,322,64,238,1853,2458,446,1825,256,6870,721,652,664,104,1232,1967,604,1039,1018,3393,989,0,212,1696,13583
98,bookcorpus,18,4,2814,298,2487,205,5,134,646,396,102,6556,58,2674,48,729,1986,566,4396,190,4410,1037,3657,2495,3985,59,232,18,77,1294,2182,4292,44,262,2302,4971,35,1904,310,62,274,1776,2229,458,2151,146,5455,825,654,550,91,1794,1563,619,1326,1316,2777,861,0,277,1748,13496
99,bookcorpus,19,4,2823,358,3092,89,0,279,590,496,108,7526,177,2555,58,887,1590,747,4163,120,4500,947,3763,2254,5254,69,245,21,13,1504,2045,4607,10,169,1967,5306,107,1760,299,29,259,1662,2299,541,2708,212,5244,529,546,528,126,1212,1555,740,1302,834,3515,818,0,138,1544,11465
100,bookcorpus,0,5,53,522,436,7,14105,456,302,8467,512,7,52,2795,1201,7862,389,12026,2205,27,1545,1038,3105,1186,3081,635,3220,438,149,157,38,837,1354,207,65,3121,3434,330,172,255,6440,1241,445,362,124,407,2517,648,289,390,1572,134,454,413,2718,484,37,2004,192,617,90,935
101,bookcorpus,1,5,56,684,355,7,14145,1120,643,9281,696,8,49,3636,1214,7043,334,11888,1560,52,1023,831,2576,1251,3901,329,2310,573,103,138,80,722,1193,227,65,3225,2260,378,180,563,5355,2708,293,533,257,558,2774,608,281,432,1296,148,508,336,2460,308,46,3005,177,825,42,655
102,bookcorpus,2,5,42,716,304,1,14125,1019,655,9013,794,2,67,2944,1012,6917,448,13652,1244,37,1173,792,2728,1624,3776,242,3485,389,241,152,136,748,1542,295,144,3131,2510,428,324,297,5743,1322,386,617,204,512,2440,537,248,388,973,84,324,380,2132,377,32,2745,85,857,42,727
103,bookcorpus,3,5,28,241,245,1,15739,803,597,7627,592,0,46,3394,882,8781,393,12205,1893,46,876,919,2807,1069,2964,369,2706,568,122,178,151,739,1611,303,48,2865,2947,324,196,446,7316,2568,240,406,149,518,2301,612,236,481,1001,107,275,180,2051,208,27,2253,115,697,62,780
104,bookcorpus,4,5,28,333,172,0,13260,459,427,8603,793,5,56,3224,770,6557,383,14205,1513,80,1239,472,2858,1255,4035,544,2519,608,119,173,41,740,971,154,58,3202,3397,267,287,385,6920,1884,570,670,273,695,2990,532,212,463,1259,97,167,402,2090,360,25,2503,172,912,53,863
105,bookcorpus,5,5,100,623,268,2,15161,991,369,8717,635,10,24,3381,1098,8998,503,11139,1454,138,869,777,2888,1306,2870,458,3670,622,173,344,116,652,1163,257,44,3068,2527,414,268,293,6423,1323,357,594,228,371,2166,621,271,384,1541,88,505,260,2231,165,37,2551,81,832,75,810
106,bookcorpus,6,5,29,565,175,2,15247,1140,452,8190,688,5,41,3328,939,6512,363,13830,1548,52,1145,732,2259,1365,3064,382,2498,637,202,215,39,904,1092,183,70,3282,2554,290,324,648,5408,2186,311,834,266,757,2729,530,278,418,1472,134,70,419,2284,164,20,2945,128,892,77,991
107,bookcorpus,7,5,16,319,131,4,17095,1385,291,8146,492,9,81,3172,984,6176,388,12808,1939,16,1302,589,2589,1324,3292,538,2626,587,112,314,106,1067,755,209,47,3505,2472,340,207,446,6024,1682,349,380,398,622,1902,568,268,500,1153,219,369,198,2482,267,40,3064,150,1076,54,660
108,bookcorpus,8,5,14,325,253,3,14411,696,454,7538,572,2,33,2337,843,8691,460,12683,1656,18,1216,712,3119,1383,3642,585,2880,573,134,172,147,980,1358,549,76,3720,2722,286,184,458,6379,1718,291,627,159,653,3092,578,197,433,1329,149,394,170,1821,334,57,2857,145,711,48,277
109,bookcorpus,9,5,22,389,160,0,14104,933,443,7215,543,3,32,3593,881,7616,389,13402,1530,90,1005,779,2337,1398,3232,453,2720,592,301,208,53,947,1228,262,43,3312,2386,472,166,514,6687,1801,273,507,234,622,2868,549,218,473,1368,122,506,212,2341,394,25,3073,101,1123,52,1002
110,bookcorpus,10,5,15,461,351,13,15809,815,531,7527,563,5,48,3656,656,6877,447,14171,1741,84,986,775,2285,1435,3560,591,2155,354,303,190,60,567,1472,261,93,3285,3018,339,228,139,6440,1841,316,556,206,763,2477,549,248,356,1051,179,263,267,2154,218,19,2644,121,836,64,870
111,bookcorpus,11,5,79,385,106,4,16619,667,425,8224,454,8,56,3570,1209,7650,317,13954,1469,92,1156,786,1378,1440,2958,411,3035,755,97,236,96,953,1019,216,57,3239,2263,351,311,544,6132,1731,246,557,207,689,2154,550,230,526,797,229,310,221,1710,292,33,2832,109,1459,71,630
112,bookcorpus,12,5,23,404,267,8,13727,670,403,8052,433,5,43,3027,1284,8179,416,13010,1717,38,953,485,3198,1312,3456,338,3201,811,159,223,48,970,1212,243,89,3100,3537,400,150,195,6397,1589,332,638,198,530,2331,537,228,373,1532,126,299,184,2111,122,37,2799,130,1087,98,840
113,bookcorpus,13,5,29,565,137,5,14631,591,501,7921,575,2,37,3525,1004,6300,432,12948,1285,48,1223,600,2750,1428,3601,492,2943,485,182,159,78,957,1412,305,59,3687,2312,370,299,403,5714,1238,300,763,262,547,3669,494,192,440,1305,77,284,361,2700,356,73,3196,142,965,69,876
114,bookcorpus,14,5,17,362,171,0,14429,1178,315,7462,518,9,43,3226,992,7773,351,13595,1477,51,979,721,2411,1359,3137,543,3188,589,104,116,65,676,1622,178,66,3390,2936,359,254,307,5811,1906,152,808,249,588,2796,574,202,312,1220,180,427,463,2561,266,26,2880,114,851,51,898
115,bookcorpus,15,5,38,356,355,1,12542,910,561,7465,645,6,31,3994,990,6288,417,15617,1268,49,877,879,2607,1633,3433,391,2848,350,96,182,95,925,1270,168,65,3478,2438,271,233,436,7009,2065,520,527,263,625,2427,552,258,381,1092,58,378,268,2531,219,25,2461,161,1239,51,986
116,bookcorpus,16,5,9,691,499,2,12446,746,566,7431,459,2,42,2795,1022,7344,475,13754,1363,93,725,721,2089,1152,3298,492,3370,603,141,149,49,1177,1587,127,76,3166,3348,372,169,523,7662,1795,386,542,251,831,3498,620,224,389,1220,129,405,168,1982,332,65,2993,116,991,66,566
117,bookcorpus,17,5,59,405,196,2,15889,639,285,9084,419,9,33,2870,1059,7715,274,9436,1562,72,1267,430,2575,1135,3042,468,3134,655,217,133,176,859,1155,185,50,3496,3595,495,350,218,6292,1922,198,287,207,554,3275,619,246,381,1582,137,474,285,2626,282,103,3069,148,711,88,1175
118,bookcorpus,18,5,25,603,229,1,15244,743,432,7767,403,9,36,3013,1001,7001,321,12764,1801,68,1015,929,2484,1003,3046,355,3169,554,118,172,96,688,1267,204,49,3046,2850,358,284,425,7752,1949,271,692,238,744,2436,628,302,439,1431,140,303,285,2163,354,58,2782,215,928,69,552
119,bookcorpus,19,5,4,332,215,1,16305,922,571,8136,495,4,39,3442,936,6315,338,13340,1658,106,1086,802,2386,1148,3287,268,2779,518,123,202,56,773,1182,196,57,2988,3164,240,216,523,7605,1625,289,520,186,437,2164,593,225,483,1202,119,466,373,2091,201,103,2557,154,732,42,984
120,bookcorpus,0,6,51,2875,1153,75,14,327,2311,3728,5226,1107,6736,2719,1005,8,1024,10688,1973,4098,60,3547,2314,370,1617,1,5099,3721,998,62,287,427,997,1381,3,572,22,539,264,128,364,991,0,8961,398,1988,255,1556,576,2706,988,4143,479,394,110,2991,89,332,859,863,1167,567
121,bookcorpus,1,6,15,3474,1572,335,52,546,2636,2136,3876,1851,6815,3867,1176,3,672,8553,2490,4610,221,4326,1912,316,1423,3,5279,2848,1187,121,490,237,1976,1823,2,438,30,468,155,191,230,586,0,7042,500,1295,190,1725,666,3356,835,5468,485,658,116,3621,108,176,1086,616,854,566
122,bookcorpus,2,6,47,5013,1591,205,32,265,1555,2434,4163,1338,7793,2221,834,10,817,9040,2212,4694,87,4722,1603,96,1334,5,4747,2849,1067,90,295,440,2148,1413,3,614,64,483,266,96,336,714,0,7372,291,2183,174,1766,532,2424,635,4808,681,571,91,4687,75,353,1057,954,1606,308
123,bookcorpus,3,6,34,3138,913,160,27,593,2405,2621,4122,1442,7475,2632,905,17,556,11224,2177,4369,58,4568,1831,445,1222,4,4689,2855,1203,106,461,626,1664,1765,9,259,7,453,232,104,349,887,1,8011,313,1426,231,1664,483,3373,780,4649,411,371,102,3386,84,357,1321,979,1014,741
124,bookcorpus,4,6,22,3504,1654,175,46,420,1511,2490,5131,1444,7950,3411,962,10,809,7924,1779,4538,22,5005,1863,266,1184,17,5325,3049,1352,69,484,744,2341,1851,12,266,14,394,211,259,388,649,0,9619,319,1029,127,1537,577,2519,537,4263,350,690,86,3826,81,487,737,927,584,464
125,bookcorpus,5,6,86,4231,876,295,18,531,1800,1557,2993,1374,7897,2128,808,1,841,9170,2335,5509,98,4284,1828,221,1460,6,4988,2964,1299,121,233,223,1858,2061,6,432,47,365,234,252,283,1041,0,9436,374,1750,26,2303,526,3254,537,4387,491,478,105,3740,118,392,1271,821,1147,394
126,bookcorpus,6,6,26,3497,1160,141,50,516,1844,1665,3827,1690,10061,2098,1088,2,816,5805,2384,5121,75,5283,1916,353,1328,4,5362,2601,918,39,180,421,2715,1812,1,410,10,501,213,77,351,919,0,7454,298,1232,130,2317,605,3195,583,4594,513,641,88,5202,81,752,945,839,968,587
127,bookcorpus,7,6,35,3465,1445,273,92,400,2077,1596,3967,1460,8099,2056,1756,17,501,11417,2077,5346,168,4641,1921,407,1200,44,4760,2652,1216,112,253,414,2017,1365,10,628,28,392,132,93,258,1198,0,6901,193,1354,60,1865,526,2936,630,4271,573,517,84,4258,143,437,805,877,1322,564
128,bookcorpus,8,6,72,2705,1124,258,25,472,2106,2344,4570,1347,7546,2648,1486,1,649,12326,2208,4160,54,4018,2029,254,1441,5,4243,2979,1530,94,354,508,1387,2193,0,262,52,265,177,183,394,1060,0,8887,285,1128,116,1618,493,2933,565,3818,774,623,119,3094,99,316,1417,937,1032,521
129,bookcorpus,9,6,96,3618,1190,261,46,883,1739,2145,3744,1368,7484,3380,1301,3,524,10417,2391,4843,88,4542,1717,270,1433,12,4973,2702,962,74,135,422,2034,1372,12,411,16,534,456,118,302,1247,0,8911,396,1085,148,1605,483,3260,485,4012,428,503,62,3609,128,434,975,775,1110,630
130,bookcorpus,10,6,27,2752,1272,153,51,467,2214,2626,4191,1108,7689,3179,1656,1,758,10386,2314,4093,69,5428,1920,223,1240,10,5334,2776,1262,31,301,387,1665,1814,1,250,38,402,272,156,132,1314,0,8461,637,1240,175,1695,441,2625,568,3971,622,427,86,3932,91,425,917,805,786,438
131,bookcorpus,11,6,68,3178,1412,326,51,362,3206,2462,4457,1797,8012,2975,2002,1,464,8222,2470,4316,84,4307,1777,269,1309,15,5035,2756,1217,96,214,814,1594,1569,7,343,25,307,382,140,458,1126,0,6945,344,1013,112,1683,554,2714,778,4944,580,518,89,4878,84,202,737,1011,940,553
132,bookcorpus,12,6,40,4483,1604,136,89,773,1535,2540,3796,1480,7273,2231,1273,1,417,8266,2196,4893,81,4049,1930,172,1404,6,5016,2700,1260,81,260,848,1667,1666,1,537,24,323,261,110,159,1394,0,10062,290,1179,154,1683,645,2719,893,4688,276,473,93,4142,76,455,964,887,997,653
133,bookcorpus,13,6,34,4240,1083,244,40,1006,2470,1788,4665,1590,8037,3194,906,2,635,8703,1966,5736,94,4377,1773,248,1304,4,5126,2788,1409,76,336,530,2427,1416,2,356,34,514,258,145,281,943,0,7402,201,1162,193,1704,522,2801,691,4282,562,613,130,3847,80,567,763,614,753,637
134,bookcorpus,14,6,80,4528,1224,330,29,626,1902,3086,4383,1567,7216,2386,1273,3,295,8001,2424,4112,46,5331,1705,139,1377,9,4864,2442,1533,79,105,683,3152,1814,1,289,24,614,420,52,462,754,0,8175,372,981,123,1384,782,3186,526,3786,688,535,104,4309,134,381,1024,963,824,667
135,bookcorpus,15,6,41,3850,1191,274,77,753,1072,2687,4325,1115,8158,2270,752,2,922,11600,1729,5054,89,4570,1520,105,994,8,4898,2733,865,85,365,576,1805,1302,1,393,20,442,195,100,325,809,0,7856,446,1247,109,2188,592,2798,770,5396,547,442,81,4151,117,386,818,588,1130,570
136,bookcorpus,16,6,21,2641,1281,228,20,431,1715,2087,4484,1282,7412,2452,1383,5,863,11659,2185,4864,208,4416,1990,147,1542,2,3819,2885,1713,117,358,510,2648,1676,1,539,8,847,213,149,328,1359,0,6330,499,1340,103,1576,597,3168,772,4647,381,647,109,2719,139,691,1414,964,974,746
137,bookcorpus,17,6,39,3995,1444,219,46,359,1889,2700,3937,1742,7357,2379,1099,1,390,9667,2102,5582,110,4288,1951,336,1805,1,5622,2828,1202,51,275,689,1571,1661,1,238,28,264,294,170,444,1051,0,9963,567,1001,188,1954,360,1970,636,4050,1122,629,98,2654,76,119,1057,834,896,303
138,bookcorpus,18,6,43,3174,761,260,11,563,2288,2418,4047,1857,8520,2864,1249,1,413,8751,2503,6097,120,4508,2019,330,1412,5,5092,2662,1070,150,261,727,1345,1452,8,603,34,537,389,238,365,859,0,7693,350,1073,219,1544,570,2929,595,4064,961,629,132,3277,103,582,1033,822,978,744
139,bookcorpus,19,6,61,3358,1589,166,63,604,1963,2851,3857,1491,9076,2035,1076,0,715,11731,2086,4986,58,4246,1944,367,1124,8,4443,2611,981,58,260,630,2506,1737,0,332,36,232,221,82,231,756,0,8047,525,1022,125,1894,522,2580,713,3788,469,584,93,3574,116,262,1058,798,1195,368
140,bookcorpus,0,7,130,538,605,281,489,385,5915,4064,1344,1519,3,8001,24,230,4627,305,328,2164,279,1155,496,843,3420,83,750,6132,187,1677,269,4845,256,1340,0,1653,1415,569,1267,5,131,63,1434,134,118,6897,11071,3754,1901,40,160,9,2347,6073,417,1344,18,255,1310,1480,1266,489
141,bookcorpus,1,7,191,782,418,312,330,254,10011,4445,1645,1374,7,6254,39,182,6490,350,119,2814,193,1451,666,1037,3416,153,947,4982,82,1672,328,3413,386,934,1,1264,839,660,1277,8,226,34,1150,128,111,7295,9807,3342,1258,60,101,9,3280,5984,354,988,16,102,732,1790,1156,655
142,bookcorpus,2,7,165,752,692,649,704,397,7472,2843,1844,1298,8,7664,102,198,6749,328,269,2434,287,1249,473,1165,3762,138,628,4381,59,1552,234,4096,421,1048,9,840,949,814,1378,3,348,42,1221,33,230,6521,13380,3667,944,69,96,1,1569,6500,377,1759,31,166,635,1096,1214,351
143,bookcorpus,3,7,128,653,515,628,205,469,8648,3382,1651,1345,31,6773,7,214,4872,192,285,2679,210,1358,704,617,2445,323,734,5293,224,1451,296,4466,282,941,0,1390,1177,1015,1135,2,187,39,923,70,130,8469,11852,3460,881,29,81,13,2813,6256,313,1376,62,206,1033,1712,1187,472
144,bookcorpus,4,7,175,827,677,387,325,383,10135,3527,1487,1461,0,7030,7,311,5503,612,177,3559,261,1355,705,658,2747,150,591,4235,149,1505,301,3849,435,533,2,700,1321,826,1331,0,203,43,1669,25,97,6600,11943,3220,749,30,252,11,2656,6798,195,1522,56,146,757,1438,919,738
145,bookcorpus,5,7,83,993,507,318,373,399,8767,3222,1883,1769,7,6639,8,110,6361,240,203,1521,384,1642,674,856,3713,279,657,5202,96,1753,281,4022,472,1189,0,960,753,659,1268,8,373,34,809,22,180,6849,10820,3844,1650,92,51,1,2331,6496,318,1767,34,114,1138,1671,923,516
146,bookcorpus,6,7,238,796,337,336,398,312,7460,3461,1401,1790,0,6968,37,189,7346,104,197,2268,207,1421,716,465,3882,139,751,3930,405,1753,364,3770,299,1064,23,1127,1071,1078,1224,2,140,28,1032,96,75,6379,12876,3465,1355,51,143,13,2918,6777,307,1327,37,77,946,1551,1023,359
147,bookcorpus,7,7,126,917,311,363,303,313,8291,3545,1893,1566,6,6598,63,695,7268,364,242,2343,205,1499,848,1006,2660,306,446,5187,186,1400,523,3526,172,1165,0,932,898,979,1124,7,163,53,1636,54,141,6504,11487,3454,883,119,95,5,2540,6206,205,1576,44,113,1173,1688,1211,678
148,bookcorpus,8,7,163,718,408,596,277,242,7748,3352,1736,2092,12,6854,95,166,5302,308,381,1484,263,1694,656,566,3828,284,637,5551,165,1401,335,3185,359,1428,0,1045,696,665,2116,7,254,7,1447,104,97,7829,11011,4097,940,87,137,6,2624,6036,341,1752,34,95,1296,1707,1174,414
149,bookcorpus,9,7,63,685,558,367,420,395,9070,4083,1789,1426,7,6995,35,300,5618,227,442,2317,159,1375,668,881,3368,196,697,4622,202,1669,293,4685,168,1140,0,1259,830,841,1442,6,377,17,746,201,145,6411,12185,3182,1295,52,65,5,2576,5993,195,1567,47,107,758,1623,1130,329
150,bookcorpus,10,7,209,723,729,456,286,281,8656,3294,1663,1366,8,6914,59,539,5623,206,263,2220,174,1550,595,628,4946,279,574,4612,160,1182,410,4016,315,1321,0,1167,1021,731,1203,1,213,40,1109,130,178,7632,11762,3721,919,92,190,13,2432,6232,370,1548,58,106,688,1232,751,508
151,bookcorpus,11,7,212,816,383,269,336,272,8038,3458,2068,1684,3,5607,3,391,7180,387,209,2415,320,1504,537,510,2563,248,787,4919,167,1527,480,4017,372,1146,2,1056,1293,1085,1765,4,261,37,1066,119,217,6530,10018,4486,1069,73,90,4,3591,6026,229,1493,34,168,884,1834,1463,579
152,bookcorpus,12,7,141,981,441,622,360,304,6258,3209,1680,1546,18,7450,26,568,5474,246,276,2211,195,1457,823,1533,2698,470,560,4796,316,1728,375,4791,230,1109,0,672,699,1348,1290,1,334,8,1020,93,250,8962,11589,3310,940,49,114,6,1999,6231,267,1314,127,249,958,1531,1518,533
153,bookcorpus,13,7,157,601,583,604,263,370,7871,4012,1779,1458,6,7162,12,257,5449,133,280,3106,207,1193,549,784,3335,110,894,3959,115,1794,214,2952,368,1021,0,1312,812,780,1676,4,270,10,1757,117,257,6737,13195,3365,978,33,126,6,3208,6251,267,1437,58,237,757,1655,1103,298
154,bookcorpus,14,7,247,710,287,462,465,274,6540,3431,1363,1489,3,6934,6,315,5470,309,204,1893,254,1514,688,1385,3261,347,507,4610,256,1826,396,4935,118,1001,2,1206,727,993,1125,1,159,9,1200,44,176,7048,13827,3485,1108,58,96,9,3024,6178,345,1751,57,178,775,1537,1216,470
155,bookcorpus,15,7,268,571,450,490,390,201,7397,3322,1939,1392,16,8175,32,289,7058,501,236,2467,179,1601,522,602,3746,332,560,4542,243,1378,207,3708,235,781,1,1234,1025,919,1210,20,201,111,738,279,331,6604,13768,2949,1004,45,50,2,2751,6201,315,1208,44,38,689,1244,1166,327
156,bookcorpus,16,7,167,619,678,361,507,292,9892,2339,1899,1275,22,7794,44,480,5880,433,683,2205,165,1276,622,803,2438,262,684,4650,239,1474,400,4157,147,1698,2,1402,826,678,1185,11,165,62,1113,108,233,6498,11837,2563,974,77,148,7,2177,6036,425,2069,39,158,1086,1719,1524,597
157,bookcorpus,17,7,102,962,564,368,335,232,7648,4199,1418,1705,8,7192,15,161,4374,485,184,2511,141,1812,402,992,4104,307,439,5460,155,1717,348,5315,375,1039,1,873,937,941,1627,13,204,54,1268,72,181,6436,10972,2626,1579,34,139,2,3125,6432,299,1367,100,99,1077,1145,1039,593
158,bookcorpus,18,7,156,797,397,400,323,380,10250,3821,1715,1785,5,6813,21,229,6088,311,513,3261,226,1233,629,460,2345,262,594,5627,157,1838,353,3304,366,958,1,1374,651,613,1119,2,381,21,1251,111,222,7547,9871,3876,1096,42,302,35,2918,5788,172,1345,38,91,900,1416,1028,476
159,bookcorpus,19,7,160,575,424,525,313,407,8265,3640,1480,1731,6,6636,18,537,5361,239,388,3136,238,1092,503,698,3832,134,708,4645,226,1545,356,4083,172,1177,2,1306,1142,848,1506,11,196,54,1125,34,160,6532,11483,3731,1241,60,134,8,3379,5995,298,1435,82,170,916,1176,1306,724
160,bookcorpus,0,8,1553,839,36,341,744,2479,6,1102,1600,765,250,690,43,469,1555,263,21629,4241,105,3274,9,611,11,1396,55,298,597,4170,1094,7063,142,3,245,24,224,5225,440,77,539,335,230,399,685,750,0,3843,10789,4,449,0,586,31,2548,1778,40,951,331,7149,2275,924
161,bookcorpus,1,8,879,975,16,990,297,2017,18,909,1606,618,285,975,52,169,967,376,18177,4571,167,6117,0,637,103,1778,147,512,894,4090,1457,9481,329,4,379,29,164,4178,712,253,715,303,285,1004,735,573,0,3451,8673,3,347,0,284,38,2347,1401,17,539,266,7169,3388,1438
