iteration,gini index
0,0.1340421548724014
1,0.0287751330824318
2,0.1542098620431028
3,0.6379797349833973
4,0.2516113864563769
5,0.6681888742438421
6,0.713128834160069
7,0.5548830278254614
8,0.0664713067986083
9,0.1122477876362514
10,0.2909361851262764
11,0.371892922542255
12,0.9106687294993928
13,0.7169399011466675
14,0.4411585324201416
15,0.1655553279169787
16,0.3994725832349768
17,0.9181062754692658
18,0.840442310798316
19,0.3245076350379077
20,0.3205480167785893
21,0.3480822996299222
22,0.6784129314713838
23,0.8427090291251179
24,0.1973607459102218
25,0.5659368324154384
26,0.0025665919579727
27,0.5627964001099449
28,0.0662563076282246
29,0.5750472579876257
30,0.2661053795024601
31,0.7637966834098562
32,0.3776778006532004
33,0.7370558142939724
34,0.5676250787325742
35,0.3410610410529491
36,0.801153680947327
37,0.4027054066816469
38,0.1410797197594939
39,0.0074390801261956
40,0.448355514784335
41,0.2738927973200175
42,0.316872056465328
43,0.807243819501413
44,0.7668520792128948
45,0.9360143732502074
46,0.4125027077175384
47,0.8209446089381656
48,0.4225521100016244
49,0.6735093222641444
50,0.4939940198141058
51,0.7740811863020053
52,0.9133281675500616
53,0.2579742152049726
54,0.6551527626207014
55,0.9189423626111042
56,0.5465947597351934
57,0.1872348625433643
58,0.7904862900824778
59,0.6071037566215864
60,0.6518323982024581
61,0.1539457273210253
62,0.1124433690631263
63,0.0695645252043577
64,0.5510446360345904
65,0.8921686651558385
66,0.754238431460446
67,0.2880749731430924
68,0.3507868513273535
69,0.0661780077507921
70,0.0306788292415579
71,0.8821492402100928
72,0.5965968184729228
73,0.2159159806718732
74,0.1773006469370606
75,0.6504775320527254
76,0.8915598449714157
77,0.6494905242591191
78,0.5339490449770466
79,0.5986419055719419
80,0.9158186829156272
81,0.7148219343448123
82,0.2588686041340302
83,0.0478260148241892
84,0.95597366609128
85,0.0945923535439482
86,0.5544681923264523
87,0.5996644057919948
88,0.8726477299726443
89,0.7888663050878276
90,0.3916175845274333
91,0.8551490369659066
92,0.0894986449954257
93,0.7048244094432331
94,0.99617606881774
95,0.8732049455580997
96,0.7151582648051448
97,0.4760688352130788
98,0.7034903847215995
99,0.700421760951642
100,0.8023186283149232
101,0.874492949311141
102,0.6845034906175084
103,0.1827725114475399
104,0.5369112658273303
105,0.589307822498454
106,0.0624275144380662
107,0.9554704499321937
108,0.3466321042017473
109,0.7628474002730019
110,0.2384174425550631
111,0.7076217859916074
112,0.155447284966975
113,0.173943981950948
114,0.2261343566123053
115,0.3516981722695644
116,0.2227185314195923
117,0.1368542263088096
118,0.9568016307267871
119,0.4759375821564259
120,0.3620055147744466
121,0.1635147782935092
122,0.1664637017509345
123,0.2230939134420219
124,0.7475663199745173
125,0.671335010489109
126,0.8479429392111643
127,0.5483507175598153
128,0.5156567252767538
129,0.2733538692350603
130,0.6851262704172564
131,0.351119197063893
132,0.7236339750013419
133,0.4018839210729804
134,0.677490300225502
135,0.2697726316245945
136,0.8860279382231755
137,0.6145123775372425
138,0.7185135541175923
139,0.0322736658090613
140,0.1807135434175019
141,0.7169112180889808
142,0.6016143272068409
143,0.018927984533956
144,0.2983690870546702
145,0.9225010708338536
146,0.734984726937917
147,0.8013015387196029
148,0.5396386765281869
149,0.9984013001917944
150,0.47535632095084
151,0.3375502380700481
152,0.27287637520441
153,0.3480151056900301
154,0.473522151260086
155,0.5108830664886653
156,0.2657833657681309
157,0.4277907033455317
158,0.3301477994227498
159,0.4469160739389998
160,0.6283032161892486
161,0.3285643024580689
162,0.244509225740284
163,0.8044899934814191
164,0.724258694130179
165,0.1520540326945014
166,0.370540893451036
167,0.3756817749826013
168,0.1637435778312141
169,0.1944658508727482
170,0.4813040468373252
171,0.9603145700474808
172,0.6941919743745337
173,0.749865934838278
174,0.712177961106434
175,0.8999575678352467
176,0.822443218873364
177,0.4386039546399106
178,0.8123372788510521
179,0.6174093891667398
