,dataset,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5,6,7
962,bookcorpus,even_split,2,8,64,64,64,64,64,64,64,64
963,bookcorpus,even_split,3,8,64,64,64,64,64,64,64,64
964,bookcorpus,even_split,4,8,64,64,64,64,64,64,64,64
965,bookcorpus,even_split,5,8,64,64,64,64,64,64,64,64
966,bookcorpus,even_split,6,8,64,64,64,64,64,64,64,64
967,bookcorpus,even_split,7,8,64,64,64,64,64,64,64,64
968,bookcorpus,even_split,8,8,64,64,64,64,64,64,64,64
969,bookcorpus,even_split,9,8,64,64,64,64,64,64,64,64
970,bookcorpus,even_split,10,8,64,64,64,64,64,64,64,64
971,bookcorpus,even_split,11,8,64,64,64,64,64,64,64,64
972,bookcorpus,even_split,12,8,64,64,64,64,64,64,64,64
973,bookcorpus,even_split,13,8,64,64,64,64,64,64,64,64
974,bookcorpus,even_split,14,8,64,64,64,64,64,64,64,64
975,bookcorpus,even_split,15,8,64,64,64,64,64,64,64,64
976,bookcorpus,even_split,16,8,64,64,64,64,64,64,64,64
977,bookcorpus,even_split,17,8,64,64,64,64,64,64,64,64
978,bookcorpus,even_split,18,8,64,64,64,64,64,64,64,64
979,bookcorpus,even_split,19,8,64,64,64,64,64,64,64,64
980,bookcorpus,even_split,20,8,64,64,64,64,64,64,64,64
981,bookcorpus,even_split,21,8,64,64,64,64,64,64,64,64
982,bookcorpus,even_split,22,8,64,64,64,64,64,64,64,64
983,bookcorpus,even_split,23,8,64,64,64,64,64,64,64,64
984,bookcorpus,even_split,24,8,64,64,64,64,64,64,64,64
985,bookcorpus,even_split,25,8,64,64,64,64,64,64,64,64
986,bookcorpus,even_split,26,8,64,64,64,64,64,64,64,64
987,bookcorpus,even_split,27,8,64,64,64,64,64,64,64,64
988,bookcorpus,even_split,28,8,64,64,64,64,64,64,64,64
989,bookcorpus,even_split,29,8,64,64,64,64,64,64,64,64
990,bookcorpus,even_split,0,9,64,64,64,64,64,64,64,64
991,bookcorpus,even_split,1,9,64,64,64,64,64,64,64,64
992,bookcorpus,even_split,2,9,64,64,64,64,64,64,64,64
993,bookcorpus,even_split,3,9,64,64,64,64,64,64,64,64
994,bookcorpus,even_split,4,9,64,64,64,64,64,64,64,64
995,bookcorpus,even_split,5,9,64,64,64,64,64,64,64,64
996,bookcorpus,even_split,6,9,64,64,64,64,64,64,64,64
997,bookcorpus,even_split,7,9,64,64,64,64,64,64,64,64
998,bookcorpus,even_split,8,9,64,64,64,64,64,64,64,64
999,bookcorpus,even_split,9,9,64,64,64,64,64,64,64,64
1000,bookcorpus,even_split,10,9,64,64,64,64,64,64,64,64
1001,bookcorpus,even_split,11,9,64,64,64,64,64,64,64,64
1002,bookcorpus,even_split,12,9,64,64,64,64,64,64,64,64
1003,bookcorpus,even_split,13,9,64,64,64,64,64,64,64,64
1004,bookcorpus,even_split,14,9,64,64,64,64,64,64,64,64
1005,bookcorpus,even_split,15,9,64,64,64,64,64,64,64,64
1006,bookcorpus,even_split,16,9,64,64,64,64,64,64,64,64
1007,bookcorpus,even_split,17,9,64,64,64,64,64,64,64,64
1008,bookcorpus,even_split,18,9,64,64,64,64,64,64,64,64
1009,bookcorpus,even_split,19,9,64,64,64,64,64,64,64,64
1010,bookcorpus,even_split,20,9,64,64,64,64,64,64,64,64
1011,bookcorpus,even_split,21,9,64,64,64,64,64,64,64,64
1012,bookcorpus,even_split,22,9,64,64,64,64,64,64,64,64
1013,bookcorpus,even_split,23,9,64,64,64,64,64,64,64,64
1014,bookcorpus,even_split,24,9,64,64,64,64,64,64,64,64
1015,bookcorpus,even_split,25,9,64,64,64,64,64,64,64,64
1016,bookcorpus,even_split,26,9,64,64,64,64,64,64,64,64
1017,bookcorpus,even_split,27,9,64,64,64,64,64,64,64,64
1018,bookcorpus,even_split,28,9,64,64,64,64,64,64,64,64
1019,bookcorpus,even_split,29,9,64,64,64,64,64,64,64,64
1020,bookcorpus,even_split,0,10,76,73,68,64,60,60,57,54
1021,bookcorpus,even_split,1,10,76,72,69,67,62,59,55,52
1022,bookcorpus,even_split,2,10,74,73,72,67,63,58,54,51
1023,bookcorpus,even_split,3,10,74,73,71,69,65,57,52,51
1024,bookcorpus,even_split,4,10,76,72,69,67,63,58,54,53
1025,bookcorpus,even_split,5,10,76,74,67,65,62,59,56,53
1026,bookcorpus,even_split,6,10,75,72,70,66,61,59,56,53
1027,bookcorpus,even_split,7,10,75,74,70,65,62,58,55,53
1028,bookcorpus,even_split,8,10,75,74,70,66,62,58,54,53
1029,bookcorpus,even_split,9,10,74,71,69,66,62,60,57,53
1030,bookcorpus,even_split,10,10,73,71,68,66,63,61,58,52
1031,bookcorpus,even_split,11,10,75,73,70,66,62,59,55,52
1032,bookcorpus,even_split,12,10,74,74,71,65,62,59,56,51
1033,bookcorpus,even_split,13,10,73,71,71,69,64,58,55,51
1034,bookcorpus,even_split,14,10,77,73,69,65,61,58,56,53
1035,bookcorpus,even_split,15,10,73,70,68,66,66,60,57,52
1036,bookcorpus,even_split,16,10,75,73,71,69,64,56,53,51
1037,bookcorpus,even_split,17,10,74,73,69,64,62,59,57,54
1038,bookcorpus,even_split,18,10,76,72,69,65,62,58,56,54
1039,bookcorpus,even_split,19,10,74,71,70,67,63,59,55,53
1040,bookcorpus,even_split,20,10,76,72,67,65,63,59,56,54
1041,bookcorpus,even_split,21,10,73,73,70,68,65,58,54,51
1042,bookcorpus,even_split,22,10,74,71,69,66,64,59,56,53
1043,bookcorpus,even_split,23,10,73,72,69,67,65,59,55,52
1044,bookcorpus,even_split,24,10,75,71,66,65,64,62,57,52
1045,bookcorpus,even_split,25,10,77,72,67,64,61,59,57,55
1046,bookcorpus,even_split,26,10,76,71,69,66,63,60,55,52
1047,bookcorpus,even_split,27,10,77,72,67,65,61,58,57,55
1048,bookcorpus,even_split,28,10,73,70,69,67,64,60,56,53
1049,bookcorpus,even_split,29,10,73,72,69,66,64,62,55,51
1050,bookcorpus,even_split,0,11,82,73,65,64,59,57,56,56
1051,bookcorpus,even_split,1,11,80,71,66,63,61,59,57,55
1052,bookcorpus,even_split,2,11,78,70,66,63,63,60,56,56
1053,bookcorpus,even_split,3,11,77,70,67,64,63,60,58,53
1054,bookcorpus,even_split,4,11,79,73,69,63,59,58,56,55
1055,bookcorpus,even_split,5,11,80,73,64,63,62,62,56,52
1056,bookcorpus,even_split,6,11,79,70,67,63,61,59,57,56
1057,bookcorpus,even_split,7,11,80,72,68,65,62,59,54,52
1058,bookcorpus,even_split,8,11,78,69,63,63,63,61,61,54
1059,bookcorpus,even_split,9,11,76,70,66,66,64,62,55,53
1060,bookcorpus,even_split,10,11,80,70,67,64,62,58,57,54
1061,bookcorpus,even_split,11,11,79,70,67,65,61,60,56,54
1062,bookcorpus,even_split,12,11,80,73,65,61,60,60,57,56
1063,bookcorpus,even_split,13,11,78,71,67,64,63,60,56,53
1064,bookcorpus,even_split,14,11,80,73,67,63,60,58,57,54
1065,bookcorpus,even_split,15,11,83,74,68,61,59,58,56,53
1066,bookcorpus,even_split,16,11,79,75,66,64,59,59,56,54
1067,bookcorpus,even_split,17,11,80,73,66,64,61,57,56,55
1068,bookcorpus,even_split,18,11,80,72,68,63,62,60,54,53
1069,bookcorpus,even_split,19,11,83,73,68,61,58,57,56,56
1070,bookcorpus,even_split,20,11,83,72,66,63,60,58,56,54
1071,bookcorpus,even_split,21,11,76,70,66,64,62,60,58,56
1072,bookcorpus,even_split,22,11,81,69,65,63,63,60,56,55
1073,bookcorpus,even_split,23,11,81,71,65,64,60,58,57,56
1074,bookcorpus,even_split,24,11,86,73,64,60,59,58,57,55
1075,bookcorpus,even_split,25,11,81,71,65,63,63,59,56,54
1076,bookcorpus,even_split,26,11,80,71,68,65,60,59,56,53
1077,bookcorpus,even_split,27,11,81,71,66,61,61,59,57,56
1078,bookcorpus,even_split,28,11,82,73,66,63,59,57,56,56
1079,bookcorpus,even_split,29,11,77,70,67,65,63,59,57,54
1080,bookcorpus,exflow,0,0,51510,60270,52348,143305,31016,76081,31925,77833
1081,bookcorpus,exflow,1,0,48788,61829,53514,141631,31266,75969,32041,79250
1082,bookcorpus,exflow,2,0,50359,61721,53390,138640,32345,75181,32186,80466
1083,bookcorpus,exflow,3,0,52464,60348,54274,139522,32351,72860,32345,80124
1084,bookcorpus,exflow,4,0,50851,60522,52365,140833,31565,76452,31734,79966
1085,bookcorpus,exflow,5,0,51447,60733,51676,139963,31737,77090,31220,80422
1086,bookcorpus,exflow,6,0,50812,60918,52734,139715,31470,75106,32247,81286
1087,bookcorpus,exflow,7,0,49911,60294,53622,141464,31450,75261,30849,81437
1088,bookcorpus,exflow,8,0,51684,58887,55555,138002,33179,75356,31751,79874
1089,bookcorpus,exflow,9,0,52253,60642,53517,137560,33605,75274,31196,80241
1090,bookcorpus,exflow,10,0,49492,60841,52238,142232,32324,76918,31568,78675
1091,bookcorpus,exflow,11,0,50162,59193,53065,143645,31446,75460,32243,79074
1092,bookcorpus,exflow,12,0,51798,59123,53553,141350,32173,74525,32309,79457
1093,bookcorpus,exflow,13,0,51666,60138,50931,143163,32147,75351,32160,78732
1094,bookcorpus,exflow,14,0,50432,60086,53850,141000,33072,77101,31683,77064
1095,bookcorpus,exflow,15,0,50086,61011,54435,144875,29684,76682,31094,76421
1096,bookcorpus,exflow,16,0,51621,59283,53929,138718,32134,75674,32047,80882
1097,bookcorpus,exflow,17,0,50515,59487,53110,143210,32893,76666,30920,77487
1098,bookcorpus,exflow,18,0,51731,58678,51651,142160,31658,76464,30748,81198
1099,bookcorpus,exflow,19,0,51447,61014,51779,142247,34523,73568,30552,79158
1100,bookcorpus,exflow,20,0,52672,59720,53515,136743,32969,74637,31927,82105
1101,bookcorpus,exflow,21,0,50230,60660,52221,140253,32145,77487,32412,78880
1102,bookcorpus,exflow,22,0,52500,59339,53916,141239,33898,74940,30288,78168
1103,bookcorpus,exflow,23,0,49358,60985,53556,137291,33189,75781,33064,81064
1104,bookcorpus,exflow,24,0,51322,60357,52704,143538,31658,75221,30335,79153
1105,bookcorpus,exflow,25,0,50691,59888,53370,140052,32618,77628,30770,79271
1106,bookcorpus,exflow,26,0,49497,60313,53438,141324,32733,76081,29718,81184
1107,bookcorpus,exflow,27,0,50897,59764,52650,146313,29531,76154,32168,76811
1108,bookcorpus,exflow,28,0,50484,60258,56320,137685,34581,74541,31177,79242
1109,bookcorpus,exflow,29,0,49853,59965,51689,148201,31132,75155,31807,76486
1110,bookcorpus,exflow,0,1,62940,47505,63135,114540,16235,113472,27009,79452
1111,bookcorpus,exflow,1,1,61861,48210,64898,116143,15406,114299,25752,77719
1112,bookcorpus,exflow,2,1,61351,47539,64236,115593,16088,110821,30880,77780
1113,bookcorpus,exflow,3,1,62179,49010,64490,114702,16510,110632,29101,77664
1114,bookcorpus,exflow,4,1,60977,47794,62733,116035,16987,112604,28859,78299
1115,bookcorpus,exflow,5,1,62193,49198,65517,111957,16618,112608,27109,79088
1116,bookcorpus,exflow,6,1,62746,48759,65379,114255,15623,111750,28515,77261
1117,bookcorpus,exflow,7,1,62988,47267,64659,118533,15998,110569,28309,75965
1118,bookcorpus,exflow,8,1,63057,47688,66042,116535,16282,111806,27194,75684
1119,bookcorpus,exflow,9,1,63028,48739,63910,114858,16941,111940,29959,74913
1120,bookcorpus,exflow,10,1,63090,48085,61953,118730,15918,112620,27046,76846
1121,bookcorpus,exflow,11,1,61888,48585,64783,115025,15085,112548,28728,77646
1122,bookcorpus,exflow,12,1,61870,48515,63005,116960,15696,112772,26779,78691
1123,bookcorpus,exflow,13,1,61382,48229,63379,114307,15547,113728,28222,79494
1124,bookcorpus,exflow,14,1,64110,47791,63057,112260,16595,114013,28245,78217
1125,bookcorpus,exflow,15,1,60477,48573,64011,115149,15696,114918,28864,76600
1126,bookcorpus,exflow,16,1,59219,48329,63870,117971,15883,112620,29248,77148
1127,bookcorpus,exflow,17,1,63518,46258,62002,115734,16201,110571,29222,80782
1128,bookcorpus,exflow,18,1,64335,46197,63728,114499,16516,115289,28090,75634
1129,bookcorpus,exflow,19,1,63724,48246,63325,114448,16346,111334,28673,78192
1130,bookcorpus,exflow,20,1,63083,47640,64341,112427,16523,114105,29702,76467
1131,bookcorpus,exflow,21,1,62558,49010,65460,113505,15853,113679,25588,78635
1132,bookcorpus,exflow,22,1,62225,48610,63129,117166,16351,111196,27625,77986
1133,bookcorpus,exflow,23,1,64165,48018,62719,116162,16235,112950,29664,74375
1134,bookcorpus,exflow,24,1,60946,49845,64377,114212,15332,115110,27183,77283
1135,bookcorpus,exflow,25,1,61631,48018,63826,117326,16667,113127,28056,75637
1136,bookcorpus,exflow,26,1,61155,48663,66308,115845,16064,110804,27382,78067
1137,bookcorpus,exflow,27,1,59944,47955,62333,116654,14903,114703,26474,81322
1138,bookcorpus,exflow,28,1,65524,48644,61885,112734,16567,109915,29186,79833
1139,bookcorpus,exflow,29,1,61988,47197,64089,115089,15101,114009,26230,80585
1140,bookcorpus,exflow,0,2,41891,75269,54206,116917,25361,71418,34092,105134
1141,bookcorpus,exflow,1,2,48058,74038,53813,118551,24513,68145,33080,104090
1142,bookcorpus,exflow,2,2,43638,74236,55298,116209,25223,71983,34343,103358
1143,bookcorpus,exflow,3,2,46650,74322,54652,117247,26580,68234,33590,103013
1144,bookcorpus,exflow,4,2,44715,74004,54595,116695,25712,69637,34578,104352
1145,bookcorpus,exflow,5,2,45764,76303,52834,115391,24798,69958,34479,104761
1146,bookcorpus,exflow,6,2,44730,74054,56347,117310,24938,70052,33315,103542
1147,bookcorpus,exflow,7,2,45291,71820,55965,117014,23626,73471,32548,104553
1148,bookcorpus,exflow,8,2,45441,74063,53754,117655,22450,72101,34793,104031
1149,bookcorpus,exflow,9,2,43787,74454,53435,118673,24024,71273,33529,105113
1150,bookcorpus,exflow,10,2,42550,73454,53395,119216,24627,74310,32933,103803
1151,bookcorpus,exflow,11,2,44302,75284,56501,114865,24862,71865,32479,104130
1152,bookcorpus,exflow,12,2,44277,74547,54697,119663,24595,69922,32442,104145
1153,bookcorpus,exflow,13,2,47149,74797,54798,114227,25744,70861,34851,101861
1154,bookcorpus,exflow,14,2,44553,76248,54007,115362,25151,70920,33132,104915
1155,bookcorpus,exflow,15,2,45744,74224,54653,117812,25037,69279,33524,104015
1156,bookcorpus,exflow,16,2,44237,74864,55018,117283,24297,72284,32307,103998
1157,bookcorpus,exflow,17,2,45013,75406,52823,116928,25640,71164,34371,102943
1158,bookcorpus,exflow,18,2,44495,76580,54276,114581,24971,69680,33753,105952
1159,bookcorpus,exflow,19,2,42117,75096,53291,116453,25830,73378,33715,104408
1160,bookcorpus,exflow,20,2,45015,74948,54141,118896,24691,71161,33521,101915
1161,bookcorpus,exflow,21,2,45508,76544,54610,115617,25775,68959,33203,104072
1162,bookcorpus,exflow,22,2,43883,74963,53498,115958,24702,72368,34089,104827
1163,bookcorpus,exflow,23,2,45143,75254,53790,117147,24578,68340,34120,105916
1164,bookcorpus,exflow,24,2,42448,73702,55384,119172,24956,71864,32798,103964
1165,bookcorpus,exflow,25,2,41541,73613,55000,117008,23580,72803,34883,105860
1166,bookcorpus,exflow,26,2,43751,71950,56170,117243,24825,71405,34266,104678
1167,bookcorpus,exflow,27,2,45551,72610,52880,116907,26288,70370,32075,107607
1168,bookcorpus,exflow,28,2,43662,74800,52521,120524,24063,70837,34044,103837
1169,bookcorpus,exflow,29,2,43324,77548,54815,115015,26075,70095,32683,104733
1170,bookcorpus,exflow,0,3,72214,41251,29247,220647,15305,77070,21459,47095
1171,bookcorpus,exflow,1,3,69425,42951,28883,216741,14761,77737,22784,51006
1172,bookcorpus,exflow,2,3,70861,42654,30025,213465,15560,78131,22328,51264
1173,bookcorpus,exflow,3,3,69438,42090,31353,214464,15944,78724,21800,50475
1174,bookcorpus,exflow,4,3,70683,43039,28165,217400,15063,78547,21857,49534
1175,bookcorpus,exflow,5,3,70122,43523,28788,215388,15212,78849,21524,50882
1176,bookcorpus,exflow,6,3,71603,42217,29563,214542,15947,77549,21688,51179
1177,bookcorpus,exflow,7,3,70613,44719,28983,216894,15980,77038,21819,48242
1178,bookcorpus,exflow,8,3,70458,42736,28536,214896,16068,79225,21635,50734
1179,bookcorpus,exflow,9,3,70501,43519,29276,213873,14936,77986,22057,52140
1180,bookcorpus,exflow,10,3,72083,42262,29708,216893,15060,78564,21813,47905
1181,bookcorpus,exflow,11,3,72768,39545,29180,221099,15840,76113,21426,48317
1182,bookcorpus,exflow,12,3,72712,42180,30583,215281,15236,75971,22564,49761
1183,bookcorpus,exflow,13,3,69164,40803,28806,217819,14839,78114,22129,52614
1184,bookcorpus,exflow,14,3,73795,39979,29089,217796,16030,76839,20230,50530
1185,bookcorpus,exflow,15,3,69838,42724,27513,222206,13975,76777,21721,49534
1186,bookcorpus,exflow,16,3,72636,41280,29684,216244,15260,76483,21478,51223
1187,bookcorpus,exflow,17,3,66952,42738,29851,218779,15215,78143,21793,50817
1188,bookcorpus,exflow,18,3,74066,41714,28823,217186,15412,77318,21936,47833
1189,bookcorpus,exflow,19,3,71684,41645,28512,220364,16100,77454,21291,47238
1190,bookcorpus,exflow,20,3,68595,42413,29791,216790,15011,76684,23887,51117
1191,bookcorpus,exflow,21,3,72123,41229,29138,215555,15260,79119,21572,50292
1192,bookcorpus,exflow,22,3,71699,42357,28537,216983,15949,78823,20639,49301
1193,bookcorpus,exflow,23,3,70521,41457,30757,214745,16783,77963,20822,51240
1194,bookcorpus,exflow,24,3,70430,42814,27775,219229,16499,77330,20480,49731
1195,bookcorpus,exflow,25,3,73600,41373,30382,213826,15689,78809,21715,48894
1196,bookcorpus,exflow,26,3,72024,40742,29256,218854,16767,77443,21049,48153
1197,bookcorpus,exflow,27,3,70448,41348,28118,224502,14370,77403,20737,47362
1198,bookcorpus,exflow,28,3,69329,43573,29547,214817,15928,79298,22033,49763
1199,bookcorpus,exflow,29,3,72350,42515,28689,219225,15796,77340,20540,47833
1200,bookcorpus,exflow,0,4,30665,47351,27,242219,33642,48495,38850,83039
1201,bookcorpus,exflow,1,4,30235,49050,120,247995,31680,48042,38795,78371
1202,bookcorpus,exflow,2,4,29302,45039,19,253382,32305,48085,38332,77824
1203,bookcorpus,exflow,3,4,29409,46270,42,253199,31934,46865,38003,78566
1204,bookcorpus,exflow,4,4,30491,45284,8,249287,31033,47698,39389,81098
1205,bookcorpus,exflow,5,4,29769,47457,29,253986,30520,45804,38509,78214
1206,bookcorpus,exflow,6,4,30418,48146,15,248913,32778,47339,38189,78490
1207,bookcorpus,exflow,7,4,30524,45410,13,244474,32388,50327,38795,82357
1208,bookcorpus,exflow,8,4,28884,42027,11,257196,31037,47663,38479,78991
1209,bookcorpus,exflow,9,4,29585,45300,29,250674,32062,47729,38285,80624
1210,bookcorpus,exflow,10,4,30312,44091,44,246719,32032,47611,39028,84451
1211,bookcorpus,exflow,11,4,29843,46277,12,251432,32431,46199,36742,81352
1212,bookcorpus,exflow,12,4,29488,42596,11,255092,31422,48488,39024,78167
1213,bookcorpus,exflow,13,4,29349,44952,50,254685,31272,47031,37818,79131
1214,bookcorpus,exflow,14,4,29650,45446,16,249894,33262,47667,38521,79832
1215,bookcorpus,exflow,15,4,30753,47509,25,246684,32017,45605,39592,82103
1216,bookcorpus,exflow,16,4,29379,41080,37,256565,30712,48004,38258,80253
1217,bookcorpus,exflow,17,4,29761,43057,14,256825,30386,44761,39206,80278
1218,bookcorpus,exflow,18,4,29029,42791,7,255715,32770,45692,37809,80475
1219,bookcorpus,exflow,19,4,29550,45099,21,253056,31073,46609,38051,80829
1220,bookcorpus,exflow,20,4,28869,42386,40,259207,32088,46719,37168,77811
1221,bookcorpus,exflow,21,4,29806,48359,9,251861,31035,46504,38053,78661
1222,bookcorpus,exflow,22,4,29940,43202,8,253330,31457,46905,38302,81144
1223,bookcorpus,exflow,23,4,28835,44370,41,264477,29492,46191,35801,75081
1224,bookcorpus,exflow,24,4,30955,48049,19,242618,32332,48050,39469,82796
1225,bookcorpus,exflow,25,4,30220,41801,35,247493,32736,48471,40889,82643
1226,bookcorpus,exflow,26,4,30806,45456,23,245224,31215,49181,39598,82785
1227,bookcorpus,exflow,27,4,31407,51420,6,241630,32504,45564,39401,82356
1228,bookcorpus,exflow,28,4,28872,42542,15,259070,29975,48145,38814,76855
1229,bookcorpus,exflow,29,4,30124,47779,55,248396,32618,45673,38919,80724
1230,bookcorpus,exflow,0,5,26274,63785,7093,226835,26529,47104,10070,116598
1231,bookcorpus,exflow,1,5,26998,65370,7177,227202,28005,48165,10687,110684
1232,bookcorpus,exflow,2,5,25272,65930,7075,227576,27367,50043,10538,110487
1233,bookcorpus,exflow,3,5,26612,66180,7500,225327,27711,50038,11159,109761
1234,bookcorpus,exflow,4,5,26145,64498,6969,230715,27627,47387,9961,110986
1235,bookcorpus,exflow,5,5,26217,65637,7186,224440,28004,48519,9749,114536
1236,bookcorpus,exflow,6,5,25852,64370,7432,228118,27416,48488,11117,111495
1237,bookcorpus,exflow,7,5,25845,63841,7554,232280,27487,47558,11086,108637
1238,bookcorpus,exflow,8,5,25509,64017,7330,226590,27802,50512,10453,112075
1239,bookcorpus,exflow,9,5,26274,64801,7532,229006,28106,48644,10123,109802
1240,bookcorpus,exflow,10,5,26698,64807,7680,226247,27860,49176,10156,111664
1241,bookcorpus,exflow,11,5,26502,62951,7757,223965,27381,49590,11258,114884
1242,bookcorpus,exflow,12,5,25848,66618,7191,225209,27916,49707,10498,111301
1243,bookcorpus,exflow,13,5,27127,64462,7248,226277,27309,49641,9771,112453
1244,bookcorpus,exflow,14,5,25709,64865,7357,225376,26814,48651,11037,114479
1245,bookcorpus,exflow,15,5,26739,62621,7464,226548,28018,48353,10632,113913
1246,bookcorpus,exflow,16,5,26334,64955,7482,225324,27117,52020,10616,110440
1247,bookcorpus,exflow,17,5,26967,65153,7436,226389,27492,49322,11064,110465
1248,bookcorpus,exflow,18,5,25295,65385,7161,224352,27519,50633,10455,113488
1249,bookcorpus,exflow,19,5,26856,64230,7214,225145,27606,48974,10499,113764
1250,bookcorpus,exflow,20,5,25814,66234,7654,225626,28167,50294,10777,109722
1251,bookcorpus,exflow,21,5,26634,64992,7078,225085,28077,48809,10288,113325
1252,bookcorpus,exflow,22,5,25158,63962,7289,226182,27753,50411,10735,112798
1253,bookcorpus,exflow,23,5,24873,65663,7425,225826,27101,51947,10886,110567
1254,bookcorpus,exflow,24,5,26832,64522,6974,225122,28018,48268,10685,113867
1255,bookcorpus,exflow,25,5,25289,64346,7092,229105,27423,49058,10021,111954
1256,bookcorpus,exflow,26,5,25589,64200,7025,229802,28748,49611,9832,109481
1257,bookcorpus,exflow,27,5,28552,62660,7259,228795,27602,45104,9365,114951
1258,bookcorpus,exflow,28,5,25742,65008,7637,225401,27471,50474,11039,111516
1259,bookcorpus,exflow,29,5,27586,64139,6921,226122,26869,48812,9873,113966
1260,bookcorpus,exflow,0,6,0,0,512,0,0,0,0,0
1261,bookcorpus,exflow,1,6,0,0,512,0,0,0,0,0
1262,bookcorpus,exflow,2,6,0,0,512,0,0,0,0,0
1263,bookcorpus,exflow,3,6,0,0,511,1,0,0,0,0
1264,bookcorpus,exflow,4,6,0,0,512,0,0,0,0,0
1265,bookcorpus,exflow,5,6,0,0,511,1,0,0,0,0
1266,bookcorpus,exflow,6,6,0,0,512,0,0,0,0,0
1267,bookcorpus,exflow,7,6,0,0,512,0,0,0,0,0
1268,bookcorpus,exflow,8,6,0,0,511,1,0,0,0,0
1269,bookcorpus,exflow,9,6,0,0,512,0,0,0,0,0
1270,bookcorpus,exflow,10,6,0,0,510,2,0,0,0,0
1271,bookcorpus,exflow,11,6,0,0,512,0,0,0,0,0
1272,bookcorpus,exflow,12,6,0,0,512,0,0,0,0,0
1273,bookcorpus,exflow,13,6,0,0,512,0,0,0,0,0
1274,bookcorpus,exflow,14,6,0,0,512,0,0,0,0,0
1275,bookcorpus,exflow,15,6,0,0,511,1,0,0,0,0
1276,bookcorpus,exflow,16,6,0,0,512,0,0,0,0,0
1277,bookcorpus,exflow,17,6,0,0,512,0,0,0,0,0
1278,bookcorpus,exflow,18,6,0,0,511,1,0,0,0,0
1279,bookcorpus,exflow,19,6,0,0,512,0,0,0,0,0
1280,bookcorpus,exflow,20,6,0,0,512,0,0,0,0,0
1281,bookcorpus,exflow,21,6,1,0,511,0,0,0,0,0
1282,bookcorpus,exflow,22,6,0,0,512,0,0,0,0,0
1283,bookcorpus,exflow,23,6,0,0,512,0,0,0,0,0
1284,bookcorpus,exflow,24,6,0,0,511,1,0,0,0,0
1285,bookcorpus,exflow,25,6,0,0,512,0,0,0,0,0
1286,bookcorpus,exflow,26,6,1,0,511,0,0,0,0,0
1287,bookcorpus,exflow,27,6,0,0,512,0,0,0,0,0
1288,bookcorpus,exflow,28,6,0,0,512,0,0,0,0,0
1289,bookcorpus,exflow,29,6,0,0,512,0,0,0,0,0
1290,bookcorpus,exflow,0,7,0,0,0,0,512,0,0,0
1291,bookcorpus,exflow,1,7,0,0,0,0,512,0,0,0
1292,bookcorpus,exflow,2,7,0,0,0,0,512,0,0,0
1293,bookcorpus,exflow,3,7,0,0,0,0,512,0,0,0
1294,bookcorpus,exflow,4,7,0,0,0,0,512,0,0,0
1295,bookcorpus,exflow,5,7,0,0,0,0,512,0,0,0
1296,bookcorpus,exflow,6,7,0,0,0,0,512,0,0,0
1297,bookcorpus,exflow,7,7,0,0,0,0,512,0,0,0
1298,bookcorpus,exflow,8,7,0,0,0,0,512,0,0,0
1299,bookcorpus,exflow,9,7,0,0,0,0,512,0,0,0
1300,bookcorpus,exflow,10,7,0,0,0,0,512,0,0,0
1301,bookcorpus,exflow,11,7,0,0,0,0,512,0,0,0
1302,bookcorpus,exflow,12,7,0,0,0,0,512,0,0,0
1303,bookcorpus,exflow,13,7,0,0,0,0,512,0,0,0
1304,bookcorpus,exflow,14,7,0,0,0,0,512,0,0,0
1305,bookcorpus,exflow,15,7,0,0,0,0,512,0,0,0
1306,bookcorpus,exflow,16,7,0,0,0,0,512,0,0,0
1307,bookcorpus,exflow,17,7,0,0,0,0,512,0,0,0
1308,bookcorpus,exflow,18,7,0,0,0,0,512,0,0,0
1309,bookcorpus,exflow,19,7,0,0,0,0,512,0,0,0
1310,bookcorpus,exflow,20,7,0,0,0,0,512,0,0,0
1311,bookcorpus,exflow,21,7,0,0,0,0,512,0,0,0
1312,bookcorpus,exflow,22,7,0,0,0,0,512,0,0,0
1313,bookcorpus,exflow,23,7,0,0,0,0,512,0,0,0
1314,bookcorpus,exflow,24,7,0,0,0,0,512,0,0,0
1315,bookcorpus,exflow,25,7,0,0,0,0,512,0,0,0
1316,bookcorpus,exflow,26,7,0,0,0,0,512,0,0,0
1317,bookcorpus,exflow,27,7,0,0,0,0,512,0,0,0
1318,bookcorpus,exflow,28,7,0,0,0,0,512,0,0,0
1319,bookcorpus,exflow,29,7,0,0,0,0,512,0,0,0
1320,bookcorpus,exflow,0,8,0,0,0,0,0,512,0,0
1321,bookcorpus,exflow,1,8,0,0,0,0,0,512,0,0
1322,bookcorpus,exflow,2,8,0,0,0,0,0,512,0,0
1323,bookcorpus,exflow,3,8,0,0,0,0,0,512,0,0
1324,bookcorpus,exflow,4,8,0,0,0,0,0,512,0,0
1325,bookcorpus,exflow,5,8,0,0,0,0,0,512,0,0
1326,bookcorpus,exflow,6,8,0,0,0,0,0,512,0,0
1327,bookcorpus,exflow,7,8,0,0,0,0,0,512,0,0
1328,bookcorpus,exflow,8,8,0,0,0,0,0,512,0,0
1329,bookcorpus,exflow,9,8,0,0,0,0,0,512,0,0
1330,bookcorpus,exflow,10,8,0,0,0,0,0,512,0,0
1331,bookcorpus,exflow,11,8,0,0,0,0,0,512,0,0
