,dataset,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5,6,7
5021,wikitext,exflow,11,11,0,217,241,54,0,0,0,0
5022,wikitext,exflow,12,11,0,184,273,55,0,0,0,0
5023,wikitext,exflow,13,11,0,200,252,60,0,0,0,0
5024,wikitext,exflow,14,11,0,211,246,55,0,0,0,0
5025,wikitext,exflow,15,11,0,186,259,67,0,0,0,0
5026,wikitext,exflow,16,11,0,180,263,69,0,0,0,0
5027,wikitext,exflow,17,11,0,207,235,70,0,0,0,0
5028,wikitext,exflow,18,11,0,211,241,60,0,0,0,0
5029,wikitext,exflow,19,11,0,183,272,57,0,0,0,0
5030,wikitext,exflow,20,11,0,188,257,67,0,0,0,0
5031,wikitext,exflow,21,11,0,195,260,57,0,0,0,0
5032,wikitext,exflow,22,11,0,204,235,73,0,0,0,0
5033,wikitext,exflow,23,11,0,196,251,65,0,0,0,0
5034,wikitext,exflow,24,11,0,195,252,65,0,0,0,0
5035,wikitext,exflow,25,11,0,209,241,62,0,0,0,0
5036,wikitext,exflow,26,11,0,175,262,75,0,0,0,0
5037,wikitext,exflow,27,11,0,196,235,81,0,0,0,0
5038,wikitext,exflow,28,11,0,184,258,70,0,0,0,0
5039,wikitext,exflow,29,11,0,204,250,58,0,0,0,0
5040,wikitext,harmony,0,0,65536,65536,65536,65536,65536,65536,65536,65536
5041,wikitext,harmony,1,0,65536,65536,65536,65536,65536,65536,65536,65536
5042,wikitext,harmony,2,0,65536,65536,65536,65536,65536,65536,65536,65536
5043,wikitext,harmony,3,0,65536,65536,65536,65536,65536,65536,65536,65536
5044,wikitext,harmony,4,0,65536,65536,65536,65536,65536,65536,65536,65536
5045,wikitext,harmony,5,0,65536,65536,65536,65536,65536,65536,65536,65536
5046,wikitext,harmony,6,0,65536,65536,65536,65536,65536,65536,65536,65536
5047,wikitext,harmony,7,0,65536,65536,65536,65536,65536,65536,65536,65536
5048,wikitext,harmony,8,0,65536,65536,65536,65536,65536,65536,65536,65536
5049,wikitext,harmony,9,0,65536,65536,65536,65536,65536,65536,65536,65536
5050,wikitext,harmony,10,0,65536,65536,65536,65536,65536,65536,65536,65536
5051,wikitext,harmony,11,0,65536,65536,65536,65536,65536,65536,65536,65536
5052,wikitext,harmony,12,0,65536,65536,65536,65536,65536,65536,65536,65536
5053,wikitext,harmony,13,0,65536,65536,65536,65536,65536,65536,65536,65536
5054,wikitext,harmony,14,0,65536,65536,65536,65536,65536,65536,65536,65536
5055,wikitext,harmony,15,0,65536,65536,65536,65536,65536,65536,65536,65536
5056,wikitext,harmony,16,0,65536,65536,65583,65536,65536,65489,65536,65536
5057,wikitext,harmony,17,0,65536,65536,65536,65536,65536,65536,65536,65536
5058,wikitext,harmony,18,0,65536,65536,65536,65536,65536,65536,65536,65536
5059,wikitext,harmony,19,0,65536,65536,65536,65536,65536,65536,65536,65536
5060,wikitext,harmony,20,0,65536,65536,65536,65536,65536,65536,65536,65536
5061,wikitext,harmony,21,0,65536,65536,65536,65536,65536,65536,65536,65536
5062,wikitext,harmony,22,0,65536,65536,65536,65536,65536,65536,65536,65536
5063,wikitext,harmony,23,0,65536,65536,65536,65536,65536,65536,65536,65536
5064,wikitext,harmony,24,0,65536,65536,65536,65536,65536,65536,65536,65536
5065,wikitext,harmony,25,0,65536,65536,65536,65536,65536,65536,65536,65536
5066,wikitext,harmony,26,0,65536,65536,65536,65536,65536,65536,65536,65536
5067,wikitext,harmony,27,0,65536,65536,65536,65536,65536,65536,65536,65536
5068,wikitext,harmony,28,0,65536,65536,65536,65536,65536,65536,65536,65536
5069,wikitext,harmony,29,0,65536,65536,65536,65536,65536,65536,65536,65536
5070,wikitext,harmony,0,1,65536,65536,65536,65536,65536,65536,65536,65536
5071,wikitext,harmony,1,1,65536,65627,65536,65536,65445,65536,65536,65536
5072,wikitext,harmony,2,1,65536,65536,65536,65536,65536,65536,65536,65536
5073,wikitext,harmony,3,1,65536,65536,65536,65536,65536,65536,65536,65536
5074,wikitext,harmony,4,1,65536,65536,65536,65536,65536,65536,65536,65536
5075,wikitext,harmony,5,1,65536,65536,65536,65582,65536,65490,65536,65536
5076,wikitext,harmony,6,1,65536,65536,65536,65552,65536,65520,65536,65536
5077,wikitext,harmony,7,1,65536,65454,65536,65618,65536,65536,65536,65536
5078,wikitext,harmony,8,1,65536,65536,65536,65536,65536,65536,65536,65536
5079,wikitext,harmony,9,1,65536,65634,65536,65438,65536,65536,65536,65536
5080,wikitext,harmony,10,1,65536,65536,65536,65536,65536,65536,65536,65536
5081,wikitext,harmony,11,1,65536,65536,65536,65536,65536,65536,65536,65536
5082,wikitext,harmony,12,1,65536,65536,65536,65536,65536,65536,65536,65536
5083,wikitext,harmony,13,1,65536,65536,65536,65536,65536,65536,65536,65536
5084,wikitext,harmony,14,1,65536,65536,65536,65536,65536,65536,65536,65536
5085,wikitext,harmony,15,1,65536,65536,65536,65536,65536,65536,65536,65536
5086,wikitext,harmony,16,1,65536,65536,65536,65536,65536,65536,65536,65536
5087,wikitext,harmony,17,1,65536,65544,65536,65536,65528,65536,65536,65536
5088,wikitext,harmony,18,1,65536,65536,65536,65536,65536,65536,65536,65536
5089,wikitext,harmony,19,1,65536,65536,65536,65536,65536,65536,65536,65536
5090,wikitext,harmony,20,1,65536,65536,65536,65536,65536,65536,65536,65536
5091,wikitext,harmony,21,1,65536,65587,65536,65485,65536,65536,65536,65536
5092,wikitext,harmony,22,1,65536,65536,65536,65536,65536,65536,65536,65536
5093,wikitext,harmony,23,1,65536,65590,65536,65482,65536,65536,65536,65536
5094,wikitext,harmony,24,1,65536,65536,65536,65536,65536,65536,65536,65536
5095,wikitext,harmony,25,1,65536,65536,65536,65536,65536,65536,65536,65536
5096,wikitext,harmony,26,1,65536,65583,65536,65536,65489,65536,65536,65536
5097,wikitext,harmony,27,1,65536,65536,65536,65536,65536,65536,65536,65536
5098,wikitext,harmony,28,1,65536,65605,65536,65536,65536,65467,65536,65536
5099,wikitext,harmony,29,1,65536,65516,65536,65536,65536,65556,65536,65536
5100,wikitext,harmony,0,2,65536,65509,65563,65536,65536,65536,65536,65536
5101,wikitext,harmony,1,2,65536,65540,65536,65536,65536,65536,65532,65536
5102,wikitext,harmony,2,2,65506,65475,65536,65536,65536,65536,65627,65536
5103,wikitext,harmony,3,2,65536,65535,65536,65536,65450,65536,65623,65536
5104,wikitext,harmony,4,2,65536,65536,65536,65536,65536,65536,65536,65536
5105,wikitext,harmony,5,2,65536,65517,65536,65536,65536,65536,65555,65536
5106,wikitext,harmony,6,2,65536,65536,65536,65536,65536,65536,65536,65536
5107,wikitext,harmony,7,2,65536,65536,65536,65443,65536,65536,65629,65536
5108,wikitext,harmony,8,2,65536,65536,65536,65536,65536,65536,65536,65536
5109,wikitext,harmony,9,2,65536,65536,65536,65536,65536,65536,65536,65536
5110,wikitext,harmony,10,2,65536,65536,65536,65536,65536,65536,65536,65536
5111,wikitext,harmony,11,2,65536,65536,65536,65536,65536,65536,65536,65536
5112,wikitext,harmony,12,2,65536,65536,65536,65536,65536,65536,65536,65536
5113,wikitext,harmony,13,2,65536,65536,65536,65536,65536,65536,65536,65536
5114,wikitext,harmony,14,2,65536,65536,65536,65536,65536,65536,65536,65536
5115,wikitext,harmony,15,2,65536,65536,65536,65536,65536,65536,65536,65536
5116,wikitext,harmony,16,2,65536,65536,65536,65536,65536,65536,65536,65536
5117,wikitext,harmony,17,2,65536,65536,65536,65524,65536,65536,65548,65536
5118,wikitext,harmony,18,2,65536,65536,65536,65536,65536,65536,65536,65536
5119,wikitext,harmony,19,2,65536,65536,65536,65536,65536,65536,65536,65536
5120,wikitext,harmony,20,2,65536,65536,65536,65536,65536,65536,65536,65536
5121,wikitext,harmony,21,2,65536,65536,65536,65536,65536,65536,65536,65536
5122,wikitext,harmony,22,2,65536,65536,65536,65536,65536,65536,65536,65536
5123,wikitext,harmony,23,2,65536,65536,65536,65536,65536,65536,65536,65536
5124,wikitext,harmony,24,2,65536,65536,65536,65536,65536,65536,65536,65536
5125,wikitext,harmony,25,2,65536,65476,65536,65536,65536,65536,65596,65536
5126,wikitext,harmony,26,2,65536,65609,65463,65536,65536,65536,65536,65536
5127,wikitext,harmony,27,2,65536,65536,65536,65536,65536,65536,65536,65536
5128,wikitext,harmony,28,2,65536,65536,65536,65536,65536,65536,65536,65536
5129,wikitext,harmony,29,2,65536,65536,65536,65536,65536,65536,65536,65536
5130,wikitext,harmony,0,3,65536,65536,65536,65536,65536,65536,65536,65536
5131,wikitext,harmony,1,3,65536,65536,65536,65536,65536,65536,65536,65536
5132,wikitext,harmony,2,3,65536,65536,65536,65536,65536,65536,65536,65536
5133,wikitext,harmony,3,3,65536,65536,65536,65536,65656,65536,65536,65416
5134,wikitext,harmony,4,3,65536,65536,65536,65536,65501,65536,65536,65571
5135,wikitext,harmony,5,3,65536,65536,65536,65536,65536,65536,65536,65536
5136,wikitext,harmony,6,3,65536,65536,65536,65536,65536,65536,65536,65536
5137,wikitext,harmony,7,3,65536,65536,65536,65536,65536,65536,65536,65536
5138,wikitext,harmony,8,3,65536,65536,65536,65536,65536,65536,65536,65536
5139,wikitext,harmony,9,3,65536,65536,65536,65536,65591,65536,65481,65536
5140,wikitext,harmony,10,3,65536,65536,65536,65536,65536,65536,65536,65536
5141,wikitext,harmony,11,3,65536,65536,65536,65536,65536,65536,65536,65536
5142,wikitext,harmony,12,3,65536,65536,65536,65536,65536,65536,65536,65536
5143,wikitext,harmony,13,3,65536,65536,65536,65536,65536,65536,65536,65536
5144,wikitext,harmony,14,3,65536,65536,65536,65536,65536,65536,65536,65536
5145,wikitext,harmony,15,3,65536,65536,65536,65536,65536,65536,65536,65536
5146,wikitext,harmony,16,3,65536,65536,65536,65536,65536,65536,65536,65536
5147,wikitext,harmony,17,3,65536,65536,65536,65536,65536,65536,65536,65536
5148,wikitext,harmony,18,3,65536,65536,65536,65536,65536,65536,65536,65536
5149,wikitext,harmony,19,3,65536,65536,65536,65536,65536,65536,65536,65536
5150,wikitext,harmony,20,3,65536,65536,65536,65536,65536,65536,65536,65536
5151,wikitext,harmony,21,3,65536,65536,65536,65536,65536,65536,65536,65536
5152,wikitext,harmony,22,3,65536,65536,65536,65536,65536,65536,65536,65536
5153,wikitext,harmony,23,3,65536,65536,65536,65536,65536,65536,65536,65536
5154,wikitext,harmony,24,3,65536,65536,65536,65536,65536,65536,65536,65536
5155,wikitext,harmony,25,3,65536,65536,65536,65536,65536,65536,65536,65536
5156,wikitext,harmony,26,3,65536,65536,65536,65536,65536,65536,65536,65536
5157,wikitext,harmony,27,3,65536,65536,65536,65536,65536,65536,65536,65536
5158,wikitext,harmony,28,3,65536,65536,65536,65536,65536,65536,65536,65536
5159,wikitext,harmony,29,3,65536,65536,65536,65536,65536,65536,65536,65536
5160,wikitext,harmony,0,4,65536,65536,65536,65536,65536,65536,65536,65536
5161,wikitext,harmony,1,4,65536,65536,65536,65536,65536,65536,65536,65536
5162,wikitext,harmony,2,4,65536,65536,65536,65536,65536,65536,65536,65536
5163,wikitext,harmony,3,4,65536,65536,65486,65536,65586,65536,65536,65536
5164,wikitext,harmony,4,4,65536,65536,65536,65536,65536,65536,65536,65536
5165,wikitext,harmony,5,4,65536,65536,65536,65536,65536,65536,65536,65536
5166,wikitext,harmony,6,4,65536,65536,65536,65536,65536,65536,65536,65536
5167,wikitext,harmony,7,4,65536,65536,65536,65536,65536,65536,65536,65536
5168,wikitext,harmony,8,4,65536,65536,65536,65536,65536,65536,65536,65536
5169,wikitext,harmony,9,4,65536,65536,65536,65536,65536,65536,65536,65536
5170,wikitext,harmony,10,4,65536,65536,65507,65536,65565,65536,65536,65536
5171,wikitext,harmony,11,4,65536,65536,65536,65536,65536,65536,65536,65536
5172,wikitext,harmony,12,4,65536,65536,65536,65536,65536,65536,65536,65536
5173,wikitext,harmony,13,4,65536,65536,65536,65536,65536,65536,65536,65536
5174,wikitext,harmony,14,4,65536,65536,65536,65536,65536,65536,65536,65536
5175,wikitext,harmony,15,4,65536,65536,65536,65536,65536,65536,65536,65536
5176,wikitext,harmony,16,4,65536,65536,65536,65536,65536,65536,65536,65536
5177,wikitext,harmony,17,4,65536,65536,65430,65536,65642,65536,65536,65536
5178,wikitext,harmony,18,4,65536,65536,65536,65536,65536,65536,65536,65536
5179,wikitext,harmony,19,4,65536,65536,65536,65536,65536,65536,65536,65536
5180,wikitext,harmony,20,4,65536,65536,65536,65536,65536,65536,65536,65536
5181,wikitext,harmony,21,4,65536,65536,65536,65536,65536,65536,65536,65536
5182,wikitext,harmony,22,4,65536,65536,65536,65536,65536,65536,65536,65536
5183,wikitext,harmony,23,4,65536,65536,65536,65536,65536,65536,65536,65536
5184,wikitext,harmony,24,4,65536,65536,65536,65536,65536,65536,65536,65536
5185,wikitext,harmony,25,4,65536,65536,65536,65536,65536,65536,65536,65536
5186,wikitext,harmony,26,4,65536,65536,65536,65536,65536,65536,65536,65536
5187,wikitext,harmony,27,4,65536,65536,65536,65536,65536,65536,65536,65536
5188,wikitext,harmony,28,4,65536,65536,65536,65536,65536,65536,65536,65536
5189,wikitext,harmony,29,4,65536,65536,65536,65536,65536,65536,65536,65536
5190,wikitext,harmony,0,5,65536,65536,65536,65536,65536,65536,65631,65441
5191,wikitext,harmony,1,5,65536,65617,65536,65536,65536,65455,65536,65536
5192,wikitext,harmony,2,5,65536,65536,65536,65536,65536,65536,65536,65536
5193,wikitext,harmony,3,5,65536,65536,65536,65536,65536,65536,65536,65536
5194,wikitext,harmony,4,5,65536,65536,65536,65536,65536,65536,65536,65536
5195,wikitext,harmony,5,5,65536,65536,65536,65536,65536,65536,65435,65637
5196,wikitext,harmony,6,5,65536,65536,65536,65536,65536,65536,65599,65473
5197,wikitext,harmony,7,5,65536,65536,65536,65536,65536,65536,65536,65536
5198,wikitext,harmony,8,5,65536,65513,65536,65536,65536,65536,65559,65536
5199,wikitext,harmony,9,5,65536,65536,65536,65536,65536,65536,65536,65536
5200,wikitext,harmony,10,5,65536,65551,65536,65536,65536,65536,65536,65521
5201,wikitext,harmony,11,5,65536,65499,65536,65536,65536,65573,65536,65536
5202,wikitext,harmony,12,5,65536,65490,65536,65536,65536,65536,65582,65536
5203,wikitext,harmony,13,5,65536,65536,65536,65536,65536,65536,65536,65536
5204,wikitext,harmony,14,5,65536,65480,65536,65536,65536,65527,65601,65536
5205,wikitext,harmony,15,5,65536,65536,65536,65536,65536,65413,65536,65659
5206,wikitext,harmony,16,5,65536,65536,65536,65536,65536,65536,65538,65534
5207,wikitext,harmony,17,5,65536,65536,65536,65536,65536,65536,65432,65640
5208,wikitext,harmony,18,5,65536,65661,65536,65536,65536,65536,65411,65536
5209,wikitext,harmony,19,5,65536,65459,65536,65536,65536,65536,65536,65613
5210,wikitext,harmony,20,5,65536,65536,65536,65536,65536,65536,65536,65536
5211,wikitext,harmony,21,5,65536,65562,65536,65536,65536,65536,65510,65536
5212,wikitext,harmony,22,5,65536,65536,65536,65536,65536,65536,65536,65536
5213,wikitext,harmony,23,5,65536,65608,65536,65536,65536,65536,65464,65536
5214,wikitext,harmony,24,5,65536,65536,65536,65536,65536,65536,65536,65536
5215,wikitext,harmony,25,5,65536,65536,65536,65536,65536,65536,65536,65536
5216,wikitext,harmony,26,5,65536,65536,65536,65536,65536,65536,65536,65536
5217,wikitext,harmony,27,5,65536,65526,65524,65536,65536,65536,65558,65536
5218,wikitext,harmony,28,5,65536,65653,65536,65536,65536,65536,65419,65536
5219,wikitext,harmony,29,5,65536,65518,65536,65536,65536,65536,65612,65478
5220,wikitext,harmony,0,6,0,0,511,1,0,0,0,0
5221,wikitext,harmony,1,6,0,0,512,0,0,0,0,0
5222,wikitext,harmony,2,6,0,0,512,0,0,0,0,0
5223,wikitext,harmony,3,6,0,0,512,0,0,0,0,0
5224,wikitext,harmony,4,6,0,0,510,2,0,0,0,0
5225,wikitext,harmony,5,6,0,0,511,1,0,0,0,0
5226,wikitext,harmony,6,6,0,0,512,0,0,0,0,0
5227,wikitext,harmony,7,6,0,0,511,1,0,0,0,0
5228,wikitext,harmony,8,6,0,0,512,0,0,0,0,0
5229,wikitext,harmony,9,6,0,0,512,0,0,0,0,0
5230,wikitext,harmony,10,6,0,0,511,1,0,0,0,0
5231,wikitext,harmony,11,6,0,0,512,0,0,0,0,0
5232,wikitext,harmony,12,6,0,0,510,2,0,0,0,0
5233,wikitext,harmony,13,6,0,0,512,0,0,0,0,0
5234,wikitext,harmony,14,6,0,0,511,1,0,0,0,0
5235,wikitext,harmony,15,6,0,0,511,1,0,0,0,0
5236,wikitext,harmony,16,6,0,0,512,0,0,0,0,0
5237,wikitext,harmony,17,6,0,0,511,1,0,0,0,0
5238,wikitext,harmony,18,6,0,0,511,1,0,0,0,0
5239,wikitext,harmony,19,6,0,0,512,0,0,0,0,0
5240,wikitext,harmony,20,6,0,0,512,0,0,0,0,0
5241,wikitext,harmony,21,6,0,0,512,0,0,0,0,0
5242,wikitext,harmony,22,6,0,0,512,0,0,0,0,0
5243,wikitext,harmony,23,6,0,0,512,0,0,0,0,0
5244,wikitext,harmony,24,6,0,0,512,0,0,0,0,0
5245,wikitext,harmony,25,6,0,0,512,0,0,0,0,0
5246,wikitext,harmony,26,6,0,0,512,0,0,0,0,0
5247,wikitext,harmony,27,6,0,0,512,0,0,0,0,0
5248,wikitext,harmony,28,6,0,0,511,1,0,0,0,0
5249,wikitext,harmony,29,6,0,0,511,1,0,0,0,0
5250,wikitext,harmony,0,7,0,0,0,0,512,0,0,0
5251,wikitext,harmony,1,7,0,0,0,0,512,0,0,0
5252,wikitext,harmony,2,7,0,0,0,0,512,0,0,0
5253,wikitext,harmony,3,7,0,0,0,0,512,0,0,0
5254,wikitext,harmony,4,7,0,0,0,0,512,0,0,0
5255,wikitext,harmony,5,7,0,0,0,0,512,0,0,0
5256,wikitext,harmony,6,7,0,0,0,0,512,0,0,0
5257,wikitext,harmony,7,7,0,0,0,0,512,0,0,0
5258,wikitext,harmony,8,7,0,0,0,0,512,0,0,0
5259,wikitext,harmony,9,7,0,0,0,0,512,0,0,0
5260,wikitext,harmony,10,7,0,0,0,0,512,0,0,0
5261,wikitext,harmony,11,7,0,0,0,0,512,0,0,0
5262,wikitext,harmony,12,7,0,0,0,0,512,0,0,0
5263,wikitext,harmony,13,7,0,0,0,0,512,0,0,0
5264,wikitext,harmony,14,7,0,0,0,0,512,0,0,0
5265,wikitext,harmony,15,7,0,0,0,0,512,0,0,0
5266,wikitext,harmony,16,7,0,0,0,0,512,0,0,0
5267,wikitext,harmony,17,7,0,0,0,0,512,0,0,0
5268,wikitext,harmony,18,7,0,0,0,0,512,0,0,0
5269,wikitext,harmony,19,7,0,0,0,0,512,0,0,0
5270,wikitext,harmony,20,7,0,0,0,0,512,0,0,0
5271,wikitext,harmony,21,7,0,0,0,0,512,0,0,0
5272,wikitext,harmony,22,7,0,0,0,0,512,0,0,0
5273,wikitext,harmony,23,7,0,0,0,0,512,0,0,0
5274,wikitext,harmony,24,7,0,0,0,0,512,0,0,0
5275,wikitext,harmony,25,7,0,0,0,0,512,0,0,0
5276,wikitext,harmony,26,7,0,0,0,0,512,0,0,0
5277,wikitext,harmony,27,7,0,0,0,0,512,0,0,0
5278,wikitext,harmony,28,7,0,0,0,0,512,0,0,0
5279,wikitext,harmony,29,7,0,0,0,0,512,0,0,0
5280,wikitext,harmony,0,8,0,0,0,0,0,512,0,0
5281,wikitext,harmony,1,8,0,0,0,0,0,512,0,0
5282,wikitext,harmony,2,8,0,0,0,0,0,512,0,0
5283,wikitext,harmony,3,8,0,0,0,0,0,512,0,0
5284,wikitext,harmony,4,8,0,0,0,0,0,512,0,0
5285,wikitext,harmony,5,8,0,0,0,0,0,512,0,0
5286,wikitext,harmony,6,8,0,0,0,0,0,512,0,0
5287,wikitext,harmony,7,8,0,0,0,0,0,512,0,0
5288,wikitext,harmony,8,8,0,0,0,0,0,512,0,0
5289,wikitext,harmony,9,8,0,0,0,0,0,512,0,0
5290,wikitext,harmony,10,8,0,0,0,0,0,512,0,0
5291,wikitext,harmony,11,8,0,0,0,0,0,512,0,0
5292,wikitext,harmony,12,8,0,0,0,0,0,512,0,0
5293,wikitext,harmony,13,8,0,0,0,0,0,512,0,0
5294,wikitext,harmony,14,8,0,0,0,0,0,512,0,0
5295,wikitext,harmony,15,8,0,0,0,0,0,512,0,0
5296,wikitext,harmony,16,8,0,0,0,0,0,512,0,0
5297,wikitext,harmony,17,8,0,0,0,0,0,512,0,0
5298,wikitext,harmony,18,8,0,0,0,0,0,512,0,0
5299,wikitext,harmony,19,8,0,0,0,0,0,512,0,0
5300,wikitext,harmony,20,8,0,0,0,0,0,512,0,0
5301,wikitext,harmony,21,8,0,0,0,0,0,512,0,0
5302,wikitext,harmony,22,8,0,0,0,0,0,512,0,0
5303,wikitext,harmony,23,8,0,0,0,0,0,512,0,0
5304,wikitext,harmony,24,8,0,0,0,0,0,512,0,0
5305,wikitext,harmony,25,8,0,0,0,0,0,512,0,0
5306,wikitext,harmony,26,8,0,0,0,0,0,512,0,0
5307,wikitext,harmony,27,8,0,0,0,0,0,512,0,0
5308,wikitext,harmony,28,8,0,0,0,0,0,512,0,0
5309,wikitext,harmony,29,8,0,0,0,0,0,512,0,0
5310,wikitext,harmony,0,9,0,0,0,512,0,0,0,0
5311,wikitext,harmony,1,9,0,0,0,512,0,0,0,0
5312,wikitext,harmony,2,9,0,0,0,512,0,0,0,0
5313,wikitext,harmony,3,9,0,0,0,512,0,0,0,0
5314,wikitext,harmony,4,9,0,0,0,512,0,0,0,0
5315,wikitext,harmony,5,9,0,0,0,512,0,0,0,0
5316,wikitext,harmony,6,9,0,0,0,512,0,0,0,0
5317,wikitext,harmony,7,9,0,0,0,512,0,0,0,0
5318,wikitext,harmony,8,9,0,0,0,512,0,0,0,0
5319,wikitext,harmony,9,9,0,0,0,512,0,0,0,0
5320,wikitext,harmony,10,9,0,0,0,512,0,0,0,0
5321,wikitext,harmony,11,9,0,0,0,512,0,0,0,0
5322,wikitext,harmony,12,9,0,0,0,512,0,0,0,0
5323,wikitext,harmony,13,9,0,0,0,512,0,0,0,0
5324,wikitext,harmony,14,9,0,0,0,512,0,0,0,0
5325,wikitext,harmony,15,9,0,0,0,512,0,0,0,0
5326,wikitext,harmony,16,9,0,0,0,512,0,0,0,0
5327,wikitext,harmony,17,9,0,0,0,512,0,0,0,0
5328,wikitext,harmony,18,9,0,0,0,512,0,0,0,0
5329,wikitext,harmony,19,9,0,0,0,512,0,0,0,0
5330,wikitext,harmony,20,9,0,0,0,512,0,0,0,0
5331,wikitext,harmony,21,9,0,0,0,512,0,0,0,0
5332,wikitext,harmony,22,9,0,0,0,512,0,0,0,0
5333,wikitext,harmony,23,9,0,0,0,512,0,0,0,0
5334,wikitext,harmony,24,9,0,0,0,512,0,0,0,0
5335,wikitext,harmony,25,9,0,0,0,512,0,0,0,0
5336,wikitext,harmony,26,9,0,0,0,512,0,0,0,0
5337,wikitext,harmony,27,9,0,0,0,512,0,0,0,0
5338,wikitext,harmony,28,9,0,0,0,512,0,0,0,0
5339,wikitext,harmony,29,9,0,0,0,512,0,0,0,0
5340,wikitext,harmony,0,10,291,21,0,0,200,0,0,0
5341,wikitext,harmony,1,10,304,17,0,0,191,0,0,0
5342,wikitext,harmony,2,10,293,14,0,0,205,0,0,0
5343,wikitext,harmony,3,10,301,9,0,0,202,0,0,0
5344,wikitext,harmony,4,10,298,11,0,0,203,0,0,0
5345,wikitext,harmony,5,10,300,8,0,0,204,0,0,0
5346,wikitext,harmony,6,10,301,14,0,0,197,0,0,0
5347,wikitext,harmony,7,10,300,16,0,0,196,0,0,0
5348,wikitext,harmony,8,10,300,16,0,0,196,0,0,0
5349,wikitext,harmony,9,10,295,17,0,0,200,0,0,0
5350,wikitext,harmony,10,10,305,10,0,0,197,0,0,0
5351,wikitext,harmony,11,10,271,23,0,0,218,0,0,0
5352,wikitext,harmony,12,10,298,15,0,0,199,0,0,0
5353,wikitext,harmony,13,10,298,11,0,0,203,0,0,0
5354,wikitext,harmony,14,10,284,10,0,0,218,0,0,0
5355,wikitext,harmony,15,10,314,10,0,0,188,0,0,0
5356,wikitext,harmony,16,10,308,19,0,0,185,0,0,0
5357,wikitext,harmony,17,10,288,16,0,0,208,0,0,0
5358,wikitext,harmony,18,10,289,16,0,0,207,0,0,0
5359,wikitext,harmony,19,10,307,20,0,0,185,0,0,0
5360,wikitext,harmony,20,10,301,12,0,0,199,0,0,0
5361,wikitext,harmony,21,10,295,12,0,0,205,0,0,0
5362,wikitext,harmony,22,10,292,11,0,0,209,0,0,0
5363,wikitext,harmony,23,10,289,21,0,0,202,0,0,0
5364,wikitext,harmony,24,10,296,22,0,0,194,0,0,0
5365,wikitext,harmony,25,10,288,17,0,0,207,0,0,0
5366,wikitext,harmony,26,10,317,17,0,0,178,0,0,0
5367,wikitext,harmony,27,10,293,15,0,0,204,0,0,0
5368,wikitext,harmony,28,10,320,16,0,0,176,0,0,0
5369,wikitext,harmony,29,10,292,14,0,0,206,0,0,0
5370,wikitext,harmony,0,11,0,194,253,65,0,0,0,0
5371,wikitext,harmony,1,11,0,187,257,68,0,0,0,0
5372,wikitext,harmony,2,11,0,195,262,55,0,0,0,0
5373,wikitext,harmony,3,11,0,196,247,69,0,0,0,0
5374,wikitext,harmony,4,11,0,201,252,59,0,0,0,0
5375,wikitext,harmony,5,11,0,196,241,75,0,0,0,0
5376,wikitext,harmony,6,11,0,187,262,63,0,0,0,0
5377,wikitext,harmony,7,11,0,187,251,74,0,0,0,0
5378,wikitext,harmony,8,11,0,194,241,77,0,0,0,0
5379,wikitext,harmony,9,11,0,195,259,58,0,0,0,0
5380,wikitext,harmony,10,11,0,197,241,74,0,0,0,0
5381,wikitext,harmony,11,11,0,217,241,54,0,0,0,0
5382,wikitext,harmony,12,11,0,184,273,55,0,0,0,0
5383,wikitext,harmony,13,11,0,200,252,60,0,0,0,0
5384,wikitext,harmony,14,11,0,211,246,55,0,0,0,0
5385,wikitext,harmony,15,11,0,186,259,67,0,0,0,0
5386,wikitext,harmony,16,11,0,180,263,69,0,0,0,0
5387,wikitext,harmony,17,11,0,207,235,70,0,0,0,0
5388,wikitext,harmony,18,11,0,211,241,60,0,0,0,0
5389,wikitext,harmony,19,11,0,183,272,57,0,0,0,0
5390,wikitext,harmony,20,11,0,188,257,67,0,0,0,0
5391,wikitext,harmony,21,11,0,195,260,57,0,0,0,0
5392,wikitext,harmony,22,11,0,204,235,73,0,0,0,0
5393,wikitext,harmony,23,11,0,196,251,65,0,0,0,0
5394,wikitext,harmony,24,11,0,195,252,65,0,0,0,0
5395,wikitext,harmony,25,11,0,209,241,62,0,0,0,0
5396,wikitext,harmony,26,11,0,175,262,75,0,0,0,0
5397,wikitext,harmony,27,11,0,196,235,81,0,0,0,0
5398,wikitext,harmony,28,11,0,184,258,70,0,0,0,0
5399,wikitext,harmony,29,11,0,204,250,58,0,0,0,0
5400,wmt19,deepspeed,0,0,49032,101529,65872,61258,84532,47285,37696,77084
5401,wmt19,deepspeed,1,0,48074,104363,67549,60974,81309,47872,40421,73726
5402,wmt19,deepspeed,2,0,50201,104914,65240,59673,81554,49601,38497,74608
5403,wmt19,deepspeed,3,0,48001,106637,66728,59302,82048,48608,37986,74978
5404,wmt19,deepspeed,4,0,48277,105023,64537,59473,83431,49473,39099,74975
5405,wmt19,deepspeed,5,0,49750,105184,68982,59997,79848,48004,38057,74466
5406,wmt19,deepspeed,6,0,48865,102807,65072,59592,82113,49990,40718,75131
5407,wmt19,deepspeed,7,0,49815,101197,65798,61984,82069,49013,38480,75932
5408,wmt19,deepspeed,8,0,45101,106187,65407,63668,80416,47574,38708,77227
