,router_skew,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5
2659,0.9,exflow,19,0,44904,894,852,798,912,792
2660,0.9,exflow,20,0,44976,930,744,846,876,780
2661,0.9,exflow,21,0,44796,882,924,870,858,822
2662,0.9,exflow,22,0,45000,876,738,942,798,798
2663,0.9,exflow,23,0,45060,780,852,684,888,888
2664,0.9,exflow,24,0,45018,852,828,852,744,858
2665,0.9,exflow,25,0,44802,846,744,834,930,996
2666,0.9,exflow,26,0,44964,930,882,864,690,822
2667,0.9,exflow,27,0,44802,900,804,876,984,786
2668,0.9,exflow,28,0,44964,888,810,930,762,798
2669,0.9,exflow,29,0,44718,816,918,906,960,834
2670,0.9,exflow,30,0,45096,906,852,792,786,720
2671,0.9,exflow,31,0,45120,870,732,798,774,858
2672,0.9,exflow,32,0,45132,864,810,840,816,690
2673,0.9,exflow,33,0,45186,810,756,954,804,642
2674,0.9,exflow,34,0,45078,774,918,810,840,732
2675,0.9,exflow,35,0,44826,918,858,852,786,912
2676,0.9,exflow,36,0,44874,858,906,756,960,798
2677,0.9,exflow,37,0,45090,738,888,852,756,828
2678,0.9,exflow,38,0,45090,774,822,948,720,798
2679,0.9,exflow,39,0,44838,876,870,894,864,810
2680,0.9,exflow,0,1,44838,864,960,966,774,750
2681,0.9,exflow,1,1,45084,822,900,642,804,900
2682,0.9,exflow,2,1,44928,912,840,780,858,834
2683,0.9,exflow,3,1,45138,756,846,780,744,888
2684,0.9,exflow,4,1,45198,900,798,618,828,810
2685,0.9,exflow,5,1,44820,912,870,798,888,864
2686,0.9,exflow,6,1,45084,894,870,828,726,750
2687,0.9,exflow,7,1,45168,888,756,828,780,732
2688,0.9,exflow,8,1,44712,888,876,894,906,876
2689,0.9,exflow,9,1,44958,786,882,924,792,810
2690,0.9,exflow,10,1,45054,954,756,792,744,852
2691,0.9,exflow,11,1,44844,846,894,906,786,876
2692,0.9,exflow,12,1,44598,942,900,840,930,942
2693,0.9,exflow,13,1,45036,834,846,840,804,792
2694,0.9,exflow,14,1,45000,732,828,822,942,828
2695,0.9,exflow,15,1,44754,930,912,822,948,786
2696,0.9,exflow,16,1,45240,828,882,684,834,684
2697,0.9,exflow,17,1,45006,744,876,960,798,768
2698,0.9,exflow,18,1,45156,786,738,864,720,888
2699,0.9,exflow,19,1,45066,738,972,846,750,780
2700,0.9,exflow,20,1,45084,702,822,816,870,858
2701,0.9,exflow,21,1,45132,822,894,840,738,726
2702,0.9,exflow,22,1,44994,906,846,816,810,780
2703,0.9,exflow,23,1,45276,792,696,816,870,702
2704,0.9,exflow,24,1,45030,840,678,822,912,870
2705,0.9,exflow,25,1,45096,816,804,840,738,858
2706,0.9,exflow,26,1,45072,852,804,852,750,822
2707,0.9,exflow,27,1,44850,876,864,876,834,852
2708,0.9,exflow,28,1,45390,744,744,702,780,792
2709,0.9,exflow,29,1,45318,714,744,750,780,846
2710,0.9,exflow,30,1,45072,732,858,732,912,846
2711,0.9,exflow,31,1,45024,738,888,840,738,924
2712,0.9,exflow,32,1,44808,912,798,798,942,894
2713,0.9,exflow,33,1,44958,840,888,834,858,774
2714,0.9,exflow,34,1,45096,840,696,828,798,894
2715,0.9,exflow,35,1,44970,804,912,726,894,846
2716,0.9,exflow,36,1,45042,816,888,738,816,852
2717,0.9,exflow,37,1,44910,828,954,786,792,882
2718,0.9,exflow,38,1,44898,882,804,828,918,822
2719,0.9,exflow,39,1,45156,750,756,798,750,942
2720,0.9,exflow,0,2,45048,864,834,822,756,828
2721,0.9,exflow,1,2,44790,846,954,972,780,810
2722,0.9,exflow,2,2,45048,906,768,762,822,846
2723,0.9,exflow,3,2,44850,876,888,888,810,840
2724,0.9,exflow,4,2,45024,846,876,726,834,846
2725,0.9,exflow,5,2,45156,660,864,858,882,732
2726,0.9,exflow,6,2,44898,786,888,834,768,978
2727,0.9,exflow,7,2,44934,864,852,888,792,822
2728,0.9,exflow,8,2,45090,798,708,858,900,798
2729,0.9,exflow,9,2,44688,870,882,972,780,960
2730,0.9,exflow,10,2,45012,810,888,822,816,804
2731,0.9,exflow,11,2,44988,768,822,738,888,948
2732,0.9,exflow,12,2,44712,912,828,882,846,972
2733,0.9,exflow,13,2,44970,738,858,966,756,864
2734,0.9,exflow,14,2,45174,786,870,798,726,798
2735,0.9,exflow,15,2,45114,834,666,762,804,972
2736,0.9,exflow,16,2,45042,780,852,786,798,894
2737,0.9,exflow,17,2,45054,810,774,762,888,864
2738,0.9,exflow,18,2,44718,834,930,792,882,996
2739,0.9,exflow,19,2,45096,798,774,906,732,846
2740,0.9,exflow,20,2,45168,768,900,720,756,840
2741,0.9,exflow,21,2,44970,900,786,846,828,822
2742,0.9,exflow,22,2,44958,888,702,822,936,846
2743,0.9,exflow,23,2,45204,780,870,738,792,768
2744,0.9,exflow,24,2,44760,942,732,834,906,978
2745,0.9,exflow,25,2,45078,930,852,624,852,816
2746,0.9,exflow,26,2,45120,840,804,858,780,750
2747,0.9,exflow,27,2,45180,750,798,780,816,828
2748,0.9,exflow,28,2,44892,786,858,876,846,894
2749,0.9,exflow,29,2,44742,918,864,960,888,780
2750,0.9,exflow,30,2,44784,924,822,900,852,870
2751,0.9,exflow,31,2,45030,906,810,714,774,918
2752,0.9,exflow,32,2,44772,840,888,810,954,888
2753,0.9,exflow,33,2,44952,786,858,930,822,804
2754,0.9,exflow,34,2,45144,786,828,840,744,810
2755,0.9,exflow,35,2,45300,678,780,822,810,762
2756,0.9,exflow,36,2,44940,840,924,846,804,798
2757,0.9,exflow,37,2,44796,864,906,882,858,846
2758,0.9,exflow,38,2,44964,906,804,774,924,780
2759,0.9,exflow,39,2,44712,786,900,870,930,954
2760,0.9,exflow,0,3,44850,822,882,708,966,924
2761,0.9,exflow,1,3,44832,882,810,834,900,894
2762,0.9,exflow,2,3,44682,942,786,888,888,966
2763,0.9,exflow,3,3,45018,858,810,804,882,780
2764,0.9,exflow,4,3,44976,804,804,882,762,924
2765,0.9,exflow,5,3,44934,762,870,774,930,882
2766,0.9,exflow,6,3,44904,816,762,888,876,906
2767,0.9,exflow,7,3,45090,786,786,948,870,672
2768,0.9,exflow,8,3,44898,846,828,828,780,972
2769,0.9,exflow,9,3,45114,798,768,894,888,690
2770,0.9,exflow,10,3,44766,852,828,888,924,894
2771,0.9,exflow,11,3,44886,966,888,774,912,726
2772,0.9,exflow,12,3,44976,798,876,828,858,816
2773,0.9,exflow,13,3,45132,774,846,810,840,750
2774,0.9,exflow,14,3,45048,768,888,858,852,738
2775,0.9,exflow,15,3,45144,768,744,720,882,894
2776,0.9,exflow,16,3,45150,864,696,972,816,654
2777,0.9,exflow,17,3,45012,756,864,816,888,816
2778,0.9,exflow,18,3,44982,804,846,864,810,846
2779,0.9,exflow,19,3,44988,798,792,876,864,834
2780,0.9,exflow,20,3,44796,810,888,774,882,1002
2781,0.9,exflow,21,3,45120,834,738,720,804,936
2782,0.9,exflow,22,3,45066,828,750,864,870,774
2783,0.9,exflow,23,3,45222,786,798,780,786,780
2784,0.9,exflow,24,3,44916,996,876,828,726,810
2785,0.9,exflow,25,3,45120,834,858,756,798,786
2786,0.9,exflow,26,3,44928,936,798,732,810,948
2787,0.9,exflow,27,3,45000,840,840,810,828,834
2788,0.9,exflow,28,3,45216,768,798,888,756,726
2789,0.9,exflow,29,3,44730,804,870,960,894,894
2790,0.9,exflow,30,3,45042,834,882,834,804,756
2791,0.9,exflow,31,3,45474,666,786,714,858,654
2792,0.9,exflow,32,3,45018,834,762,924,846,768
2793,0.9,exflow,33,3,45012,900,846,858,732,804
2794,0.9,exflow,34,3,44964,876,888,804,822,798
2795,0.9,exflow,35,3,44790,858,888,858,816,942
2796,0.9,exflow,36,3,44532,1002,882,990,852,894
2797,0.9,exflow,37,3,44994,864,948,804,822,720
2798,0.9,exflow,38,3,45054,816,762,900,768,852
2799,0.9,exflow,39,3,44766,900,936,870,810,870
2800,0.9,exflow,0,4,45048,684,876,942,846,756
2801,0.9,exflow,1,4,44910,678,1104,690,966,804
2802,0.9,exflow,2,4,45174,684,792,834,834,834
2803,0.9,exflow,3,4,45108,882,678,900,876,708
2804,0.9,exflow,4,4,45186,744,672,900,876,774
2805,0.9,exflow,5,4,44844,786,834,882,822,984
2806,0.9,exflow,6,4,45216,648,810,798,774,906
2807,0.9,exflow,7,4,45072,888,816,858,720,798
2808,0.9,exflow,8,4,44832,876,756,888,906,894
2809,0.9,exflow,9,4,45126,816,816,870,840,684
2810,0.9,exflow,10,4,44952,864,876,708,918,834
2811,0.9,exflow,11,4,45018,780,852,858,912,732
2812,0.9,exflow,12,4,44922,888,852,774,804,912
2813,0.9,exflow,13,4,45216,846,744,726,720,900
2814,0.9,exflow,14,4,45234,708,774,810,834,792
2815,0.9,exflow,15,4,45018,930,840,804,744,816
2816,0.9,exflow,16,4,45012,792,816,780,852,900
2817,0.9,exflow,17,4,45360,708,870,702,726,786
2818,0.9,exflow,18,4,45246,756,888,756,624,882
2819,0.9,exflow,19,4,44970,894,768,816,948,756
2820,0.9,exflow,20,4,44724,810,912,918,864,924
2821,0.9,exflow,21,4,44862,810,900,786,948,846
2822,0.9,exflow,22,4,45084,798,852,750,744,924
2823,0.9,exflow,23,4,44832,822,870,774,810,1044
2824,0.9,exflow,24,4,44994,834,846,780,786,912
2825,0.9,exflow,25,4,45144,702,852,744,864,846
2826,0.9,exflow,26,4,44898,906,876,870,804,798
2827,0.9,exflow,27,4,44862,822,846,822,882,918
2828,0.9,exflow,28,4,44886,858,822,924,744,918
2829,0.9,exflow,29,4,44850,762,900,864,882,894
2830,0.9,exflow,30,4,45036,900,798,798,828,792
2831,0.9,exflow,31,4,44952,750,840,798,906,906
2832,0.9,exflow,32,4,45156,906,792,666,876,756
2833,0.9,exflow,33,4,44970,816,744,864,930,828
2834,0.9,exflow,34,4,44940,816,852,810,882,852
2835,0.9,exflow,35,4,45240,780,882,756,798,696
2836,0.9,exflow,36,4,44964,924,858,768,774,864
2837,0.9,exflow,37,4,45246,828,750,768,774,786
2838,0.9,exflow,38,4,44850,858,846,852,846,900
2839,0.9,exflow,39,4,44724,816,948,834,930,900
2840,0.9,exflow,0,5,45048,786,822,882,780,834
2841,0.9,exflow,1,5,45048,882,714,954,774,780
2842,0.9,exflow,2,5,45138,816,810,804,858,726
2843,0.9,exflow,3,5,45030,852,750,786,888,846
2844,0.9,exflow,4,5,44802,918,972,882,756,822
2845,0.9,exflow,5,5,45036,816,702,840,870,888
2846,0.9,exflow,6,5,45054,858,762,858,834,786
2847,0.9,exflow,7,5,45168,900,834,738,720,792
2848,0.9,exflow,8,5,45102,924,708,780,786,852
2849,0.9,exflow,9,5,44886,864,834,816,858,894
2850,0.9,exflow,10,5,45078,750,840,882,732,870
2851,0.9,exflow,11,5,44904,894,792,948,840,774
2852,0.9,exflow,12,5,44856,882,852,858,768,936
2853,0.9,exflow,13,5,45198,834,894,768,756,702
2854,0.9,exflow,14,5,44826,858,870,888,858,852
2855,0.9,exflow,15,5,44880,786,936,840,834,876
2856,0.9,exflow,16,5,44874,798,882,942,942,714
2857,0.9,exflow,17,5,45114,936,762,792,804,744
2858,0.9,exflow,18,5,44940,858,858,852,780,864
2859,0.9,exflow,19,5,44850,918,918,852,870,744
2860,0.9,exflow,20,5,44904,912,768,810,894,864
2861,0.9,exflow,21,5,44922,798,756,864,954,858
2862,0.9,exflow,22,5,45138,702,780,942,810,780
2863,0.9,exflow,23,5,45168,858,744,702,828,852
2864,0.9,exflow,24,5,44844,906,930,828,834,810
2865,0.9,exflow,25,5,44892,906,690,1026,858,780
2866,0.9,exflow,26,5,44934,822,816,876,876,828
2867,0.9,exflow,27,5,44922,846,876,852,894,762
2868,0.9,exflow,28,5,45000,774,870,894,834,780
2869,0.9,exflow,29,5,44880,912,738,816,774,1032
2870,0.9,exflow,30,5,44784,900,804,870,978,816
2871,0.9,exflow,31,5,44958,846,828,726,894,900
2872,0.9,exflow,32,5,44928,894,828,882,840,780
2873,0.9,exflow,33,5,45288,690,828,744,822,780
2874,0.9,exflow,34,5,44916,804,1020,750,756,906
2875,0.9,exflow,35,5,44970,852,738,906,822,864
2876,0.9,exflow,36,5,44874,870,726,882,924,876
2877,0.9,exflow,37,5,44790,852,870,972,912,756
2878,0.9,exflow,38,5,45120,804,900,876,774,678
2879,0.9,exflow,39,5,45042,756,846,900,744,864
2880,0.9,exflow,0,6,45042,804,816,942,774,774
2881,0.9,exflow,1,6,44970,762,852,894,840,834
2882,0.9,exflow,2,6,44784,768,888,912,918,882
2883,0.9,exflow,3,6,45066,858,858,804,726,840
2884,0.9,exflow,4,6,45036,900,786,876,690,864
2885,0.9,exflow,5,6,44808,840,846,918,912,828
2886,0.9,exflow,6,6,44970,864,798,822,870,828
2887,0.9,exflow,7,6,45018,882,870,858,714,810
2888,0.9,exflow,8,6,45090,648,894,762,846,912
2889,0.9,exflow,9,6,45048,792,774,834,852,852
2890,0.9,exflow,10,6,44670,870,960,978,804,870
2891,0.9,exflow,11,6,45138,828,774,894,834,684
2892,0.9,exflow,12,6,45246,738,798,876,744,750
2893,0.9,exflow,13,6,44922,828,900,900,834,768
2894,0.9,exflow,14,6,44868,888,912,858,804,822
2895,0.9,exflow,15,6,45150,732,732,906,780,852
2896,0.9,exflow,16,6,45078,864,942,858,702,708
2897,0.9,exflow,17,6,44886,840,852,888,840,846
2898,0.9,exflow,18,6,45102,810,828,816,798,798
2899,0.9,exflow,19,6,45048,876,852,888,786,702
2900,0.9,exflow,20,6,45048,732,732,828,936,876
2901,0.9,exflow,21,6,44946,840,834,900,822,810
2902,0.9,exflow,22,6,44940,864,768,756,876,948
2903,0.9,exflow,23,6,44700,834,804,906,966,942
2904,0.9,exflow,24,6,44874,738,906,774,942,918
2905,0.9,exflow,25,6,45264,690,846,870,702,780
2906,0.9,exflow,26,6,44664,870,1026,924,840,828
2907,0.9,exflow,27,6,45012,864,858,762,756,900
2908,0.9,exflow,28,6,44814,894,858,894,822,870
2909,0.9,exflow,29,6,45054,762,816,840,924,756
2910,0.9,exflow,30,6,44676,960,864,822,930,900
2911,0.9,exflow,31,6,44640,918,912,852,1026,804
2912,0.9,exflow,32,6,44928,756,984,882,786,816
2913,0.9,exflow,33,6,45054,762,762,846,864,864
2914,0.9,exflow,34,6,44886,912,732,876,858,888
2915,0.9,exflow,35,6,45102,798,822,666,792,972
2916,0.9,exflow,36,6,45030,792,870,828,840,792
2917,0.9,exflow,37,6,44946,816,924,810,828,828
2918,0.9,exflow,38,6,45102,870,852,798,738,792
2919,0.9,exflow,39,6,44982,774,966,804,882,744
2920,0.9,exflow,0,7,780,798,894,44910,906,864
2921,0.9,exflow,1,7,834,756,786,45234,738,804
2922,0.9,exflow,2,7,864,834,720,45084,822,828
2923,0.9,exflow,3,7,864,762,768,45132,870,756
2924,0.9,exflow,4,7,804,774,816,45000,912,846
2925,0.9,exflow,5,7,738,816,792,45198,846,762
2926,0.9,exflow,6,7,828,846,840,44964,852,822
2927,0.9,exflow,7,7,780,750,726,45054,900,942
2928,0.9,exflow,8,7,954,756,864,44940,810,828
2929,0.9,exflow,9,7,882,822,804,45072,714,858
2930,0.9,exflow,10,7,786,792,894,44970,828,882
2931,0.9,exflow,11,7,708,954,804,44934,852,900
2932,0.9,exflow,12,7,852,738,816,45036,882,828
2933,0.9,exflow,13,7,870,930,798,44784,816,954
2934,0.9,exflow,14,7,816,714,768,45258,774,822
2935,0.9,exflow,15,7,822,858,876,44862,936,798
2936,0.9,exflow,16,7,828,846,888,44892,876,822
2937,0.9,exflow,17,7,762,762,900,45228,864,636
2938,0.9,exflow,18,7,774,870,858,44940,882,828
2939,0.9,exflow,19,7,930,798,948,44700,870,906
2940,0.9,exflow,20,7,852,774,876,45072,750,828
2941,0.9,exflow,21,7,912,720,798,45120,798,804
2942,0.9,exflow,22,7,942,936,924,44652,876,822
2943,0.9,exflow,23,7,810,792,780,44850,942,978
2944,0.9,exflow,24,7,840,876,960,44796,822,858
2945,0.9,exflow,25,7,768,912,834,44790,954,894
2946,0.9,exflow,26,7,834,858,750,45204,750,756
2947,0.9,exflow,27,7,816,750,858,45156,768,804
2948,0.9,exflow,28,7,912,924,738,44790,1002,786
2949,0.9,exflow,29,7,786,810,798,45240,774,744
2950,0.9,exflow,30,7,822,792,786,45192,786,774
2951,0.9,exflow,31,7,756,822,786,45192,762,834
2952,0.9,exflow,32,7,762,768,828,45120,786,888
2953,0.9,exflow,33,7,810,750,822,44940,924,906
2954,0.9,exflow,34,7,888,906,822,44934,834,768
2955,0.9,exflow,35,7,846,750,816,45228,768,744
2956,0.9,exflow,36,7,948,912,780,44928,834,750
2957,0.9,exflow,37,7,876,786,720,45174,798,798
2958,0.9,exflow,38,7,924,840,924,44610,924,930
2959,0.9,exflow,39,7,912,786,768,45144,732,810
2960,0.9,exflow,0,8,44988,684,894,768,984,834
2961,0.9,exflow,1,8,44670,852,876,900,852,1002
2962,0.9,exflow,2,8,45072,870,858,804,804,744
2963,0.9,exflow,3,8,44922,924,870,786,756,894
2964,0.9,exflow,4,8,45066,858,756,900,816,756
2965,0.9,exflow,5,8,44844,804,972,840,780,912
2966,0.9,exflow,6,8,44862,888,822,864,882,834
2967,0.9,exflow,7,8,44586,936,960,930,870,870
2968,0.9,exflow,8,8,44904,954,882,798,762,852
2969,0.9,exflow,9,8,44868,762,948,906,852,816
2970,0.9,exflow,10,8,45102,972,780,762,792,744
2971,0.9,exflow,11,8,44964,762,750,1044,822,810
2972,0.9,exflow,12,8,44916,762,870,786,870,948
2973,0.9,exflow,13,8,44988,828,960,804,840,732
2974,0.9,exflow,14,8,44964,846,858,696,942,846
2975,0.9,exflow,15,8,44976,852,834,720,906,864
2976,0.9,exflow,16,8,44862,858,888,786,840,918
2977,0.9,exflow,17,8,45390,738,792,744,678,810
2978,0.9,exflow,18,8,45006,900,786,906,726,828
2979,0.9,exflow,19,8,45042,864,786,804,846,810
2980,0.9,exflow,20,8,45054,798,912,804,846,738
2981,0.9,exflow,21,8,45180,744,810,834,720,864
2982,0.9,exflow,22,8,45240,822,744,756,744,846
2983,0.9,exflow,23,8,45174,804,798,780,840,756
2984,0.9,exflow,24,8,45018,906,870,828,792,738
2985,0.9,exflow,25,8,44760,804,834,882,912,960
2986,0.9,exflow,26,8,45150,780,750,840,840,792
2987,0.9,exflow,27,8,44916,948,768,846,858,816
2988,0.9,exflow,28,8,44784,888,846,990,912,732
2989,0.9,exflow,29,8,44736,846,834,822,1026,888
2990,0.9,exflow,30,8,45006,924,768,918,726,810
2991,0.9,exflow,31,8,44964,828,834,846,822,858
2992,0.9,exflow,32,8,45186,642,942,798,828,756
2993,0.9,exflow,33,8,44850,816,840,840,804,1002
2994,0.9,exflow,34,8,45078,804,780,738,936,816
2995,0.9,exflow,35,8,45030,840,792,756,852,882
2996,0.9,exflow,36,8,45174,900,828,660,678,912
2997,0.9,exflow,37,8,44862,822,912,876,864,816
2998,0.9,exflow,38,8,45030,864,840,822,780,816
2999,0.9,exflow,39,8,45048,876,858,756,726,888
3000,0.9,exflow,0,9,45012,798,852,810,846,834
3001,0.9,exflow,1,9,44832,744,948,876,900,852
3002,0.9,exflow,2,9,45036,816,840,870,804,786
3003,0.9,exflow,3,9,45108,858,816,702,888,780
3004,0.9,exflow,4,9,44832,936,888,858,900,738
3005,0.9,exflow,5,9,44802,870,762,864,942,912
3006,0.9,exflow,6,9,45126,810,780,780,810,846
3007,0.9,exflow,7,9,45072,786,864,942,768,720
3008,0.9,exflow,8,9,44940,750,900,840,918,804
3009,0.9,exflow,9,9,44838,876,864,780,936,858
3010,0.9,exflow,10,9,45156,762,906,714,840,774
3011,0.9,exflow,11,9,44862,936,894,750,906,804
3012,0.9,exflow,12,9,45144,732,840,798,768,870
3013,0.9,exflow,13,9,44994,858,924,798,756,822
3014,0.9,exflow,14,9,44814,906,858,888,804,882
3015,0.9,exflow,15,9,45408,732,810,792,678,732
3016,0.9,exflow,16,9,45216,816,840,792,762,726
3017,0.9,exflow,17,9,44976,912,822,798,816,828
3018,0.9,exflow,18,9,45144,750,822,750,858,828
3019,0.9,exflow,19,9,44970,1026,774,660,864,858
3020,0.9,exflow,20,9,45108,702,888,834,852,768
3021,0.9,exflow,21,9,45024,750,786,948,738,906
3022,0.9,exflow,22,9,45210,768,774,798,792,810
3023,0.9,exflow,23,9,44994,888,870,870,846,684
3024,0.9,exflow,24,9,45198,762,684,738,852,918
3025,0.9,exflow,25,9,44958,840,768,810,852,924
3026,0.9,exflow,26,9,44754,852,870,846,876,954
3027,0.9,exflow,27,9,44856,900,804,786,930,876
3028,0.9,exflow,28,9,44700,912,924,828,876,912
3029,0.9,exflow,29,9,45018,816,804,834,774,906
3030,0.9,exflow,30,9,45018,882,786,846,786,834
3031,0.9,exflow,31,9,45108,738,876,804,942,684
3032,0.9,exflow,32,9,44790,750,966,816,918,912
3033,0.9,exflow,33,9,44844,924,762,900,918,804
3034,0.9,exflow,34,9,45030,780,900,714,798,930
3035,0.9,exflow,35,9,44826,828,822,912,900,864
3036,0.9,exflow,36,9,45150,792,738,864,756,852
3037,0.9,exflow,37,9,44592,888,912,864,960,936
3038,0.9,exflow,38,9,44868,942,954,816,756,816
3039,0.9,exflow,39,9,44934,756,822,1002,792,846
3040,0.9,exflow,0,10,44790,966,816,822,906,852
3041,0.9,exflow,1,10,44970,942,900,714,768,858
3042,0.9,exflow,2,10,44928,714,798,876,858,978
3043,0.9,exflow,3,10,44898,822,918,846,876,792
3044,0.9,exflow,4,10,45216,810,840,810,762,714
3045,0.9,exflow,5,10,44952,750,846,882,900,822
3046,0.9,exflow,6,10,45156,774,912,822,708,780
3047,0.9,exflow,7,10,45072,750,798,834,816,882
3048,0.9,exflow,8,10,44838,852,774,852,912,924
3049,0.9,exflow,9,10,45024,978,834,702,810,804
3050,0.9,exflow,10,10,44874,792,864,840,906,876
3051,0.9,exflow,11,10,45156,810,822,870,666,828
3052,0.9,exflow,12,10,45336,756,876,732,738,714
3053,0.9,exflow,13,10,45078,786,942,828,744,774
3054,0.9,exflow,14,10,44904,900,762,894,834,858
3055,0.9,exflow,15,10,45012,852,882,804,768,834
3056,0.9,exflow,16,10,45246,828,714,702,834,828
3057,0.9,exflow,17,10,44886,774,864,846,840,942
3058,0.9,exflow,18,10,44958,948,858,864,714,810
3059,0.9,exflow,19,10,45102,834,876,648,894,798
3060,0.9,exflow,20,10,45072,840,696,834,888,822
3061,0.9,exflow,21,10,44946,816,888,708,954,840
3062,0.9,exflow,22,10,45060,702,816,798,840,936
3063,0.9,exflow,23,10,44838,882,816,960,804,852
3064,0.9,exflow,24,10,44964,894,702,822,906,864
3065,0.9,exflow,25,10,45078,816,696,792,906,864
3066,0.9,exflow,26,10,45186,816,708,798,840,804
3067,0.9,exflow,27,10,45006,744,810,882,816,894
3068,0.9,exflow,28,10,45066,798,654,912,870,852
3069,0.9,exflow,29,10,44802,792,1008,912,882,756
3070,0.9,exflow,30,10,45108,858,786,726,822,852
3071,0.9,exflow,31,10,45126,882,750,780,900,714
3072,0.9,exflow,32,10,45006,810,816,804,762,954
3073,0.9,exflow,33,10,45084,828,924,804,714,798
3074,0.9,exflow,34,10,44970,816,858,864,798,846
3075,0.9,exflow,35,10,45288,780,714,732,822,816
3076,0.9,exflow,36,10,44754,852,930,816,918,882
3077,0.9,exflow,37,10,44772,882,786,1008,834,870
3078,0.9,exflow,38,10,45072,858,846,822,696,858
3079,0.9,exflow,39,10,45048,714,822,888,804,876
3080,0.9,exflow,0,11,45018,864,720,744,894,912
3081,0.9,exflow,1,11,45066,798,912,786,930,660
3082,0.9,exflow,2,11,44784,846,858,900,936,828
3083,0.9,exflow,3,11,44856,828,834,978,804,852
3084,0.9,exflow,4,11,44790,870,882,828,876,906
3085,0.9,exflow,5,11,45084,804,882,804,720,858
3086,0.9,exflow,6,11,45156,768,804,816,744,864
3087,0.9,exflow,7,11,45006,948,756,852,876,714
3088,0.9,exflow,8,11,45114,870,852,726,798,792
3089,0.9,exflow,9,11,45024,876,756,738,924,834
3090,0.9,exflow,10,11,44910,810,876,948,810,798
3091,0.9,exflow,11,11,45234,792,846,786,780,714
3092,0.9,exflow,12,11,44922,720,768,930,804,1008
3093,0.9,exflow,13,11,45048,834,828,930,738,774
3094,0.9,exflow,14,11,45108,744,846,834,702,918
3095,0.9,exflow,15,11,45324,678,828,738,840,744
3096,0.9,exflow,16,11,45060,786,852,768,888,798
3097,0.9,exflow,17,11,45186,804,786,816,696,864
3098,0.9,exflow,18,11,45264,816,798,720,720,834
3099,0.9,exflow,19,11,45078,888,846,744,774,822
3100,0.9,exflow,20,11,45258,822,756,714,852,750
3101,0.9,exflow,21,11,44610,924,888,900,984,846
3102,0.9,exflow,22,11,45108,882,822,786,840,714
3103,0.9,exflow,23,11,44778,816,846,924,1044,744
3104,0.9,exflow,24,11,44940,822,810,804,894,882
3105,0.9,exflow,25,11,45096,750,792,744,894,876
3106,0.9,exflow,26,11,45354,594,720,852,792,840
3107,0.9,exflow,27,11,45174,942,864,696,834,642
3108,0.9,exflow,28,11,44790,816,864,900,834,948
3109,0.9,exflow,29,11,44970,720,864,924,960,714
3110,0.9,exflow,30,11,44982,858,780,774,834,924
3111,0.9,exflow,31,11,44844,882,774,930,834,888
3112,0.9,exflow,32,11,45144,780,882,672,864,810
3113,0.9,exflow,33,11,45264,738,798,834,816,702
3114,0.9,exflow,34,11,44928,798,900,798,822,906
3115,0.9,exflow,35,11,44958,798,786,810,810,990
3116,0.9,exflow,36,11,44838,768,900,876,882,888
3117,0.9,exflow,37,11,44790,972,894,822,858,816
3118,0.9,exflow,38,11,44862,726,894,972,798,900
3119,0.9,exflow,39,11,45180,852,840,786,714,780
3120,0.9,harmony,0,0,32768,32768,32768,32768,32768,32768
3121,0.9,harmony,1,0,32768,32768,32768,32768,32768,32768
3122,0.9,harmony,2,0,32768,32768,32768,32768,32768,32768
3123,0.9,harmony,3,0,32768,32768,32768,32768,32768,32768
3124,0.9,harmony,4,0,32768,32768,32768,32768,32768,32768
3125,0.9,harmony,5,0,32768,32768,32768,32768,32768,32768
3126,0.9,harmony,6,0,32768,32768,32768,32768,32768,32768
3127,0.9,harmony,7,0,32768,32768,32768,32768,32768,32768
3128,0.9,harmony,8,0,32768,32768,32768,32768,32768,32768
3129,0.9,harmony,9,0,32768,32768,32768,32768,32768,32768
3130,0.9,harmony,0,1,32768,32768,32768,32768,32768,32768
3131,0.9,harmony,1,1,32768,32768,32768,32768,32768,32768
3132,0.9,harmony,2,1,32768,32768,32768,32768,32768,32768
3133,0.9,harmony,3,1,32768,32768,32768,32768,32768,32768
3134,0.9,harmony,4,1,32768,32768,32768,32768,32768,32768
3135,0.9,harmony,5,1,32768,32768,32768,32768,32768,32768
3136,0.9,harmony,6,1,32768,32768,32768,32768,32768,32768
3137,0.9,harmony,7,1,32768,32768,32768,32768,32768,32768
3138,0.9,harmony,8,1,32768,32768,32768,32768,32768,32768
3139,0.9,harmony,9,1,32768,32768,32768,32768,32768,32768
3140,0.9,harmony,0,2,32768,32768,32768,32768,32768,32768
3141,0.9,harmony,1,2,32768,32768,32768,32768,32768,32768
3142,0.9,harmony,2,2,32768,32768,32768,32768,32768,32768
3143,0.9,harmony,3,2,32768,32768,32768,32768,32768,32768
3144,0.9,harmony,4,2,32768,32768,32768,32768,32768,32768
3145,0.9,harmony,5,2,32768,32768,32768,32768,32768,32768
3146,0.9,harmony,6,2,32768,32768,32768,32768,32768,32768
3147,0.9,harmony,7,2,32768,32768,32768,32768,32768,32768
3148,0.9,harmony,8,2,32768,32768,32768,32768,32768,32768
3149,0.9,harmony,9,2,32768,32768,32768,32768,32768,32768
3150,0.9,harmony,0,3,32768,32768,32768,32768,32768,32768
