,router_skew,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5
2213,0.9,deepspeed,13,7,44742,882,972,804,786,966
2214,0.9,deepspeed,14,7,45306,690,780,786,828,762
2215,0.9,deepspeed,15,7,44832,834,894,918,870,804
2216,0.9,deepspeed,16,7,44718,780,936,1008,894,816
2217,0.9,deepspeed,17,7,45132,810,822,852,822,714
2218,0.9,deepspeed,18,7,45024,822,900,720,822,864
2219,0.9,deepspeed,19,7,44796,858,786,858,876,978
2220,0.9,deepspeed,20,7,45024,744,810,870,792,912
2221,0.9,deepspeed,21,7,45090,900,738,822,816,786
2222,0.9,deepspeed,22,7,44874,840,876,816,882,864
2223,0.9,deepspeed,23,7,44934,732,894,834,894,864
2224,0.9,deepspeed,24,7,44772,846,834,882,966,852
2225,0.9,deepspeed,25,7,44724,894,990,816,888,840
2226,0.9,deepspeed,26,7,45204,804,816,822,780,726
2227,0.9,deepspeed,27,7,45072,864,726,828,870,792
2228,0.9,deepspeed,28,7,44826,900,924,978,732,792
2229,0.9,deepspeed,29,7,45162,894,774,780,804,738
2230,0.9,deepspeed,30,7,45234,780,786,792,732,828
2231,0.9,deepspeed,31,7,45174,738,846,774,876,744
2232,0.9,deepspeed,32,7,45114,738,834,750,906,810
2233,0.9,deepspeed,33,7,44952,798,834,840,846,882
2234,0.9,deepspeed,34,7,44940,870,966,786,852,738
2235,0.9,deepspeed,35,7,45192,738,864,798,798,762
2236,0.9,deepspeed,36,7,45060,876,840,846,750,780
2237,0.9,deepspeed,37,7,45246,768,798,822,660,858
2238,0.9,deepspeed,38,7,44760,840,834,864,912,942
2239,0.9,deepspeed,39,7,45312,762,810,690,786,792
2240,0.9,deepspeed,0,8,45054,822,774,822,876,804
2241,0.9,deepspeed,1,8,44694,822,900,882,942,912
2242,0.9,deepspeed,2,8,45078,798,930,804,768,774
2243,0.9,deepspeed,3,8,44928,792,930,738,834,930
2244,0.9,deepspeed,4,8,45150,852,918,804,672,756
2245,0.9,deepspeed,5,8,44898,816,750,852,936,900
2246,0.9,deepspeed,6,8,44874,912,840,834,870,822
2247,0.9,deepspeed,7,8,44610,852,846,936,978,930
2248,0.9,deepspeed,8,8,44952,840,912,786,744,918
2249,0.9,deepspeed,9,8,44832,870,786,840,924,900
2250,0.9,deepspeed,10,8,45096,822,846,906,792,690
2251,0.9,deepspeed,11,8,45024,720,888,894,948,678
2252,0.9,deepspeed,12,8,44904,762,846,882,846,912
2253,0.9,deepspeed,13,8,45030,882,810,774,762,894
2254,0.9,deepspeed,14,8,44958,864,798,864,738,930
2255,0.9,deepspeed,15,8,44958,888,840,774,816,876
2256,0.9,deepspeed,16,8,44790,846,888,822,936,870
2257,0.9,deepspeed,17,8,45330,756,780,786,678,822
2258,0.9,deepspeed,18,8,44988,774,912,750,852,876
2259,0.9,deepspeed,19,8,45078,798,888,822,732,834
2260,0.9,deepspeed,20,8,45054,876,768,846,744,864
2261,0.9,deepspeed,21,8,45234,744,654,816,876,828
2262,0.9,deepspeed,22,8,45222,744,786,768,816,816
2263,0.9,deepspeed,23,8,45120,738,822,882,852,738
2264,0.9,deepspeed,24,8,45036,870,888,780,744,834
2265,0.9,deepspeed,25,8,44736,882,828,834,1038,834
2266,0.9,deepspeed,26,8,45114,816,858,876,780,708
2267,0.9,deepspeed,27,8,44940,840,972,786,894,720
2268,0.9,deepspeed,28,8,44760,852,924,954,846,816
2269,0.9,deepspeed,29,8,44754,918,840,864,1002,774
2270,0.9,deepspeed,30,8,44970,882,966,816,702,816
2271,0.9,deepspeed,31,8,45024,864,828,810,792,834
2272,0.9,deepspeed,32,8,45162,816,666,834,870,804
2273,0.9,deepspeed,33,8,44820,816,810,858,918,930
2274,0.9,deepspeed,34,8,45096,846,798,804,774,834
2275,0.9,deepspeed,35,8,45036,942,846,666,954,708
2276,0.9,deepspeed,36,8,45210,870,834,630,738,870
2277,0.9,deepspeed,37,8,44880,816,894,810,942,810
2278,0.9,deepspeed,38,8,45066,840,834,726,738,948
2279,0.9,deepspeed,39,8,45090,732,828,822,792,888
2280,0.9,deepspeed,0,9,45042,834,840,750,846,840
2281,0.9,deepspeed,1,9,44778,888,858,828,942,858
2282,0.9,deepspeed,2,9,45024,810,906,786,828,798
2283,0.9,deepspeed,3,9,45072,846,834,804,780,816
2284,0.9,deepspeed,4,9,44904,864,810,948,744,882
2285,0.9,deepspeed,5,9,44814,894,816,954,816,858
2286,0.9,deepspeed,6,9,45150,816,762,798,750,876
2287,0.9,deepspeed,7,9,45132,756,876,804,822,762
2288,0.9,deepspeed,8,9,44964,888,840,756,876,828
2289,0.9,deepspeed,9,9,44850,930,870,780,810,912
2290,0.9,deepspeed,10,9,45144,672,888,768,798,882
2291,0.9,deepspeed,11,9,44880,858,780,936,858,840
2292,0.9,deepspeed,12,9,45102,864,756,720,816,894
2293,0.9,deepspeed,13,9,44988,900,696,822,942,804
2294,0.9,deepspeed,14,9,44790,822,930,870,882,858
2295,0.9,deepspeed,15,9,45366,786,726,732,792,750
2296,0.9,deepspeed,16,9,45192,870,786,738,756,810
2297,0.9,deepspeed,17,9,44970,912,852,768,822,828
2298,0.9,deepspeed,18,9,45150,840,690,822,840,810
2299,0.9,deepspeed,19,9,44970,930,882,738,726,906
2300,0.9,deepspeed,20,9,45108,810,744,834,828,828
2301,0.9,deepspeed,21,9,45024,702,810,924,804,888
2302,0.9,deepspeed,22,9,45258,792,744,774,744,840
2303,0.9,deepspeed,23,9,44976,822,864,936,870,684
2304,0.9,deepspeed,24,9,45180,834,744,792,702,900
2305,0.9,deepspeed,25,9,44940,846,828,846,768,924
2306,0.9,deepspeed,26,9,44730,918,876,804,828,996
2307,0.9,deepspeed,27,9,44904,858,948,762,804,876
2308,0.9,deepspeed,28,9,44712,978,858,768,954,882
2309,0.9,deepspeed,29,9,45066,756,792,828,852,858
2310,0.9,deepspeed,30,9,45030,744,930,828,822,798
2311,0.9,deepspeed,31,9,45126,828,786,852,774,786
2312,0.9,deepspeed,32,9,44838,822,732,882,912,966
2313,0.9,deepspeed,33,9,44892,810,942,942,738,828
2314,0.9,deepspeed,34,9,45006,804,714,798,978,852
2315,0.9,deepspeed,35,9,44832,828,876,930,894,792
2316,0.9,deepspeed,36,9,45180,690,870,822,762,828
2317,0.9,deepspeed,37,9,44574,864,894,972,996,852
2318,0.9,deepspeed,38,9,44874,864,888,756,936,834
2319,0.9,deepspeed,39,9,45000,870,744,870,804,864
2320,0.9,deepspeed,0,10,44754,852,882,960,912,792
2321,0.9,deepspeed,1,10,44958,792,864,792,906,840
2322,0.9,deepspeed,2,10,44904,780,858,834,804,972
2323,0.9,deepspeed,3,10,44928,894,780,888,852,810
2324,0.9,deepspeed,4,10,45216,840,786,780,840,690
2325,0.9,deepspeed,5,10,44946,762,894,888,876,786
2326,0.9,deepspeed,6,10,45090,822,738,792,936,774
2327,0.9,deepspeed,7,10,45066,894,696,744,846,906
2328,0.9,deepspeed,8,10,44820,906,834,912,804,876
2329,0.9,deepspeed,9,10,45006,900,822,786,852,786
2330,0.9,deepspeed,10,10,44838,984,690,882,870,888
2331,0.9,deepspeed,11,10,45150,888,756,702,906,750
2332,0.9,deepspeed,12,10,45324,714,732,780,888,714
2333,0.9,deepspeed,13,10,45048,756,852,786,912,798
2334,0.9,deepspeed,14,10,44898,840,900,834,846,834
2335,0.9,deepspeed,15,10,45030,786,810,762,900,864
2336,0.9,deepspeed,16,10,45300,876,648,834,678,816
2337,0.9,deepspeed,17,10,44940,762,864,804,876,906
2338,0.9,deepspeed,18,10,44988,834,912,750,810,858
2339,0.9,deepspeed,19,10,45072,756,822,840,894,768
2340,0.9,deepspeed,20,10,45066,846,864,864,708,804
2341,0.9,deepspeed,21,10,44910,792,666,1068,888,828
2342,0.9,deepspeed,22,10,45060,852,714,810,786,930
2343,0.9,deepspeed,23,10,44880,798,972,780,870,852
2344,0.9,deepspeed,24,10,44982,852,858,858,756,846
2345,0.9,deepspeed,25,10,45048,888,798,870,708,840
2346,0.9,deepspeed,26,10,45186,732,864,834,780,756
2347,0.9,deepspeed,27,10,45024,822,774,822,822,888
2348,0.9,deepspeed,28,10,45036,858,870,906,624,858
2349,0.9,deepspeed,29,10,44862,894,804,876,930,786
2350,0.9,deepspeed,30,10,45126,804,834,804,780,804
2351,0.9,deepspeed,31,10,45102,864,852,906,696,732
2352,0.9,deepspeed,32,10,45012,756,834,822,810,918
2353,0.9,deepspeed,33,10,45054,840,780,756,906,816
2354,0.9,deepspeed,34,10,44982,756,906,768,888,852
2355,0.9,deepspeed,35,10,45282,648,792,882,768,780
2356,0.9,deepspeed,36,10,44784,702,930,930,882,924
2357,0.9,deepspeed,37,10,44802,912,888,780,876,894
2358,0.9,deepspeed,38,10,45102,702,858,792,858,840
2359,0.9,deepspeed,39,10,45018,918,720,762,876,858
2360,0.9,deepspeed,0,11,45102,702,816,888,774,870
2361,0.9,deepspeed,1,11,45102,828,834,852,870,666
2362,0.9,deepspeed,2,11,44796,870,876,816,912,882
2363,0.9,deepspeed,3,11,44958,900,828,840,732,894
2364,0.9,deepspeed,4,11,44856,834,792,816,954,900
2365,0.9,deepspeed,5,11,45012,876,804,852,762,846
2366,0.9,deepspeed,6,11,45330,708,744,834,684,852
2367,0.9,deepspeed,7,11,45012,894,864,870,816,696
2368,0.9,deepspeed,8,11,45144,744,870,852,798,744
2369,0.9,deepspeed,9,11,45060,726,804,936,900,726
2370,0.9,deepspeed,10,11,44868,978,864,846,774,822
2371,0.9,deepspeed,11,11,45168,804,804,696,804,876
2372,0.9,deepspeed,12,11,44880,816,840,762,900,954
2373,0.9,deepspeed,13,11,45096,894,822,780,750,810
2374,0.9,deepspeed,14,11,45150,834,792,714,660,1002
2375,0.9,deepspeed,15,11,45210,876,654,768,852,792
2376,0.9,deepspeed,16,11,45024,798,774,840,852,864
2377,0.9,deepspeed,17,11,45228,708,828,870,720,798
2378,0.9,deepspeed,18,11,45252,816,762,798,684,840
2379,0.9,deepspeed,19,11,45090,696,888,774,864,840
2380,0.9,deepspeed,20,11,45198,870,774,750,798,762
2381,0.9,deepspeed,21,11,44628,906,978,882,894,864
2382,0.9,deepspeed,22,11,45054,798,960,738,816,786
2383,0.9,deepspeed,23,11,44826,906,774,948,912,786
2384,0.9,deepspeed,24,11,44940,744,828,954,786,900
2385,0.9,deepspeed,25,11,45018,816,738,786,846,948
2386,0.9,deepspeed,26,11,45276,846,732,708,756,834
2387,0.9,deepspeed,27,11,45180,792,870,822,774,714
2388,0.9,deepspeed,28,11,44742,966,810,852,864,918
2389,0.9,deepspeed,29,11,45018,918,714,720,954,828
2390,0.9,deepspeed,30,11,45096,762,750,978,780,786
2391,0.9,deepspeed,31,11,44856,882,972,894,726,822
2392,0.9,deepspeed,32,11,45216,684,762,762,882,846
2393,0.9,deepspeed,33,11,45276,828,762,756,846,684
2394,0.9,deepspeed,34,11,44934,804,816,864,870,864
2395,0.9,deepspeed,35,11,44910,828,774,906,858,876
2396,0.9,deepspeed,36,11,44970,780,918,744,828,912
2397,0.9,deepspeed,37,11,44832,810,984,924,762,840
2398,0.9,deepspeed,38,11,44946,900,792,810,804,900
2399,0.9,deepspeed,39,11,45234,774,786,852,762,744
2400,0.9,drop,0,0,32768,3456,3438,3138,3456,3390
2401,0.9,drop,1,0,32768,3024,3450,3336,3072,3354
2402,0.9,drop,2,0,32768,3252,3186,3402,3282,3222
2403,0.9,drop,3,0,32768,3378,3186,3228,3384,3660
2404,0.9,drop,4,0,32768,3276,3234,3420,3552,3180
2405,0.9,drop,5,0,32768,3198,3048,3348,3492,3018
2406,0.9,drop,6,0,32768,3432,3342,3228,3264,3222
2407,0.9,drop,7,0,32768,3468,3486,3300,3324,3360
2408,0.9,drop,8,0,32768,3330,3312,3300,3288,3480
2409,0.9,drop,9,0,32768,3378,3282,3300,3300,3126
2410,0.9,drop,0,1,32768,3384,3108,3750,3396,3558
2411,0.9,drop,1,1,32768,3510,3138,3174,3492,3432
2412,0.9,drop,2,1,32768,3414,3480,3270,3402,3324
2413,0.9,drop,3,1,32768,3216,3060,3204,3522,3306
2414,0.9,drop,4,1,32768,3468,3366,3240,3474,3180
2415,0.9,drop,5,1,32768,3366,3546,3324,3330,3240
2416,0.9,drop,6,1,32768,3498,3132,3516,3204,3456
2417,0.9,drop,7,1,32768,3144,3570,3420,3198,3204
2418,0.9,drop,8,1,32768,3504,3306,3342,3336,3432
2419,0.9,drop,9,1,32768,3312,3270,3282,3288,3138
2420,0.9,drop,0,2,32768,3324,3312,3546,3558,3432
2421,0.9,drop,1,2,32768,3168,3264,3750,3462,3294
2422,0.9,drop,2,2,32768,3408,3282,3324,3438,3210
2423,0.9,drop,3,2,32768,3402,3246,3366,3408,3408
2424,0.9,drop,4,2,32768,3216,3252,3150,3474,3012
2425,0.9,drop,5,2,32768,3270,3174,3276,3390,3402
2426,0.9,drop,6,2,32768,3162,3438,3318,3354,3354
2427,0.9,drop,7,2,32768,3414,3126,3522,3336,3228
2428,0.9,drop,8,2,32768,3228,3192,3174,3372,3240
2429,0.9,drop,9,2,32768,2994,3192,3372,3384,3594
2430,0.9,drop,0,3,32768,3372,3078,3330,3228,3624
2431,0.9,drop,1,3,32768,3498,3246,3288,3342,3312
2432,0.9,drop,2,3,32768,3180,3636,3252,3288,3546
2433,0.9,drop,3,3,32768,3072,3252,3294,3318,3414
2434,0.9,drop,4,3,32768,3228,3552,3240,3618,3282
2435,0.9,drop,5,3,32768,3570,3426,3474,3240,3276
2436,0.9,drop,6,3,32768,3258,3366,3324,3378,3384
2437,0.9,drop,7,3,32768,3570,3282,3426,3276,2994
2438,0.9,drop,8,3,32768,3270,3288,3390,3138,3642
2439,0.9,drop,9,3,32768,3186,3126,3222,3606,3162
2440,0.9,drop,0,4,32768,3300,3342,3180,3108,3324
2441,0.9,drop,1,4,32768,3342,3486,3072,3180,3402
2442,0.9,drop,2,4,32768,3060,3294,3342,3504,3024
2443,0.9,drop,3,4,32768,3318,3546,3492,3108,3096
2444,0.9,drop,4,4,32768,3528,3240,3228,3318,3132
2445,0.9,drop,5,4,32768,3000,3204,3534,3558,3384
2446,0.9,drop,6,4,32768,3468,3150,3144,3306,3414
2447,0.9,drop,7,4,32768,3348,3210,3456,3228,3636
2448,0.9,drop,8,4,32768,3426,3342,3306,3252,3168
2449,0.9,drop,9,4,32768,3048,3366,3306,3090,3216
2450,0.9,drop,0,5,32768,3372,3390,3252,3102,3564
2451,0.9,drop,1,5,32768,3450,3270,3276,3324,3258
2452,0.9,drop,2,5,32768,3306,3162,3318,3300,3228
2453,0.9,drop,3,5,32768,3528,3414,3354,3324,3390
2454,0.9,drop,4,5,32768,3408,3324,3288,3276,3426
2455,0.9,drop,5,5,32768,3252,3684,3666,3228,3318
2456,0.9,drop,6,5,32768,3192,3378,3090,3270,3396
2457,0.9,drop,7,5,32768,3264,3060,3354,3540,3516
2458,0.9,drop,8,5,32768,3408,3552,3222,3162,3606
2459,0.9,drop,9,5,32768,3636,3108,3408,3276,3282
2460,0.9,drop,0,6,32768,3498,3168,3414,3492,3258
2461,0.9,drop,1,6,32768,2922,3408,3510,3216,3552
2462,0.9,drop,2,6,32768,3450,3318,3390,3540,3438
2463,0.9,drop,3,6,32768,3390,3534,3348,3390,3336
2464,0.9,drop,4,6,32768,3414,3186,3078,3210,3294
2465,0.9,drop,5,6,32768,3486,3336,3402,3480,3102
2466,0.9,drop,6,6,32768,3366,3594,3360,3342,3492
2467,0.9,drop,7,6,32768,3570,3342,3330,3090,3438
2468,0.9,drop,8,6,32768,3036,3276,3156,3240,3540
2469,0.9,drop,9,6,32768,3426,3366,3366,3528,3468
2470,0.9,drop,0,7,32768,3468,3342,3402,3216,3402
2471,0.9,drop,1,7,32768,3258,3090,3414,3414,3516
2472,0.9,drop,2,7,32768,3264,3270,3540,3210,3306
2473,0.9,drop,3,7,32768,3336,3204,3204,3288,3612
2474,0.9,drop,4,7,32768,3102,3324,3258,3396,2994
2475,0.9,drop,5,7,32768,3102,3234,3588,3204,3360
2476,0.9,drop,6,7,32768,3312,3408,3330,3252,3390
2477,0.9,drop,7,7,32768,3204,3264,3390,3330,3336
2478,0.9,drop,8,7,32768,3372,3456,3240,3318,3480
2479,0.9,drop,9,7,32768,3180,3390,3582,3468,3246
2480,0.9,drop,0,8,32768,3354,3282,3174,3414,3198
2481,0.9,drop,1,8,32768,3300,3366,3300,3480,3384
2482,0.9,drop,2,8,32768,3174,3564,3174,3174,3210
2483,0.9,drop,3,8,32768,3240,3492,3090,3552,3576
2484,0.9,drop,4,8,32768,3258,3330,3348,3144,3150
2485,0.9,drop,5,8,32768,3294,3204,3450,3264,3432
2486,0.9,drop,6,8,32768,3516,3258,3366,3444,3312
2487,0.9,drop,7,8,32768,3456,3408,3174,3504,3294
2488,0.9,drop,8,8,32768,3348,3420,3372,3222,3402
2489,0.9,drop,9,8,32768,3402,3276,3720,3456,3408
2490,0.9,drop,0,9,32768,3294,3594,3216,3246,3306
2491,0.9,drop,1,9,32768,3546,3348,3366,3390,3498
2492,0.9,drop,2,9,32768,3240,3372,3318,3270,3234
2493,0.9,drop,3,9,32768,3390,3330,3354,3216,3312
2494,0.9,drop,4,9,32768,3372,3306,3486,3222,3456
2495,0.9,drop,5,9,32768,3384,3306,3708,3342,3222
2496,0.9,drop,6,9,32768,3306,3270,3366,3276,3270
2497,0.9,drop,7,9,32768,3384,3366,3486,3282,3510
2498,0.9,drop,8,9,32768,3558,3480,3072,3504,3450
2499,0.9,drop,9,9,32768,3360,3294,3606,3426,3360
2500,0.9,drop,0,10,32768,3420,3486,3432,3408,3498
2501,0.9,drop,1,10,32768,3420,3324,3300,3396,3336
2502,0.9,drop,2,10,32768,3210,3366,3522,3276,3252
2503,0.9,drop,3,10,32768,3576,3390,3456,3294,3480
2504,0.9,drop,4,10,32768,3408,3342,3162,3468,3162
2505,0.9,drop,5,10,32768,3210,3438,3210,3486,3294
2506,0.9,drop,6,10,32768,3444,3252,3306,3258,3324
2507,0.9,drop,7,10,32768,3558,3090,3288,3294,3498
2508,0.9,drop,8,10,32768,3246,3486,3384,3168,3558
2509,0.9,drop,9,10,32768,3246,3390,3336,3342,3204
2510,0.9,drop,0,11,32768,3078,3222,3156,3288,3582
2511,0.9,drop,1,11,32768,3444,3216,3324,3132,3132
2512,0.9,drop,2,11,32768,3360,3372,3330,3306,3516
2513,0.9,drop,3,11,32768,3558,3456,3396,3294,3396
2514,0.9,drop,4,11,32768,3372,3432,3096,3510,3312
2515,0.9,drop,5,11,32768,3528,3270,3318,3528,3330
2516,0.9,drop,6,11,32768,3024,3360,3384,3144,3528
2517,0.9,drop,7,11,32768,3330,3360,3630,3438,3174
2518,0.9,drop,8,11,32768,3444,3258,3288,3438,3240
2519,0.9,drop,9,11,32768,3282,3306,3414,3228,3408
2520,0.9,even_split,0,0,32928,32868,32808,32730,32652,32622
2521,0.9,even_split,1,0,32904,32862,32778,32718,32700,32646
2522,0.9,even_split,2,0,32904,32862,32802,32736,32676,32628
2523,0.9,even_split,3,0,32904,32838,32802,32772,32700,32592
2524,0.9,even_split,4,0,32928,32856,32784,32736,32676,32628
2525,0.9,even_split,5,0,32928,32850,32808,32724,32676,32622
2526,0.9,even_split,6,0,32934,32868,32772,32724,32676,32634
2527,0.9,even_split,7,0,32910,32862,32814,32736,32676,32610
2528,0.9,even_split,8,0,32928,32856,32808,32724,32676,32616
2529,0.9,even_split,9,0,32898,32868,32826,32730,32682,32604
2530,0.9,even_split,0,1,32922,32868,32814,32730,32664,32610
2531,0.9,even_split,1,1,32910,32862,32802,32772,32670,32592
2532,0.9,even_split,2,1,32916,32838,32802,32742,32676,32634
2533,0.9,even_split,3,1,32892,32844,32790,32748,32712,32622
2534,0.9,even_split,4,1,32904,32874,32808,32736,32676,32610
2535,0.9,even_split,5,1,32916,32838,32796,32748,32688,32622
2536,0.9,even_split,6,1,32910,32868,32808,32730,32676,32616
2537,0.9,even_split,7,1,32910,32868,32826,32724,32664,32616
2538,0.9,even_split,8,1,32904,32856,32802,32736,32682,32628
2539,0.9,even_split,9,1,32916,32874,32772,32730,32694,32622
2540,0.9,even_split,0,2,32940,32868,32802,32724,32658,32616
2541,0.9,even_split,1,2,32898,32850,32796,32730,32700,32634
2542,0.9,even_split,2,2,32940,32874,32814,32730,32646,32604
2543,0.9,even_split,3,2,32904,32850,32778,32742,32694,32640
2544,0.9,even_split,4,2,32916,32844,32772,32736,32694,32646
2545,0.9,even_split,5,2,32928,32856,32790,32730,32682,32622
2546,0.9,even_split,6,2,32922,32850,32796,32748,32670,32622
2547,0.9,even_split,7,2,32916,32856,32808,32742,32676,32610
2548,0.9,even_split,8,2,32934,32880,32790,32712,32670,32622
2549,0.9,even_split,9,2,32904,32868,32772,32742,32688,32634
2550,0.9,even_split,0,3,32898,32844,32802,32748,32700,32616
2551,0.9,even_split,1,3,32922,32838,32778,32754,32676,32640
2552,0.9,even_split,2,3,32934,32874,32796,32736,32676,32592
2553,0.9,even_split,3,3,32934,32850,32796,32736,32670,32622
2554,0.9,even_split,4,3,32910,32868,32796,32736,32676,32622
2555,0.9,even_split,5,3,32922,32868,32796,32742,32664,32616
2556,0.9,even_split,6,3,32928,32874,32784,32706,32688,32628
2557,0.9,even_split,7,3,32928,32868,32802,32706,32664,32640
2558,0.9,even_split,8,3,32910,32868,32808,32742,32676,32604
2559,0.9,even_split,9,3,32934,32862,32790,32730,32664,32628
2560,0.9,even_split,0,4,32922,32880,32808,32718,32670,32610
2561,0.9,even_split,1,4,32904,32868,32808,32736,32682,32610
2562,0.9,even_split,2,4,32892,32844,32796,32754,32712,32610
2563,0.9,even_split,3,4,32922,32844,32808,32736,32676,32622
2564,0.9,even_split,4,4,32934,32862,32802,32730,32682,32598
2565,0.9,even_split,5,4,32892,32844,32802,32754,32694,32622
2566,0.9,even_split,6,4,32886,32820,32808,32742,32712,32640
2567,0.9,even_split,7,4,32904,32862,32808,32760,32676,32598
2568,0.9,even_split,8,4,32910,32862,32778,32742,32682,32634
2569,0.9,even_split,9,4,32922,32874,32796,32718,32676,32622
2570,0.9,even_split,0,5,32922,32856,32802,32748,32664,32616
2571,0.9,even_split,1,5,32928,32850,32802,32730,32676,32622
2572,0.9,even_split,2,5,32904,32862,32802,32748,32682,32610
2573,0.9,even_split,3,5,32922,32850,32790,32754,32676,32616
2574,0.9,even_split,4,5,32922,32874,32790,32736,32664,32622
2575,0.9,even_split,5,5,32934,32868,32808,32724,32652,32622
2576,0.9,even_split,6,5,32928,32874,32808,32742,32652,32604
2577,0.9,even_split,7,5,32892,32856,32832,32742,32670,32616
2578,0.9,even_split,8,5,32910,32838,32796,32730,32688,32646
2579,0.9,even_split,9,5,32916,32886,32814,32730,32658,32604
2580,0.9,even_split,0,6,32898,32856,32814,32748,32682,32610
2581,0.9,even_split,1,6,32928,32844,32802,32748,32676,32610
2582,0.9,even_split,2,6,32928,32874,32796,32742,32664,32604
2583,0.9,even_split,3,6,32904,32850,32808,32736,32688,32622
2584,0.9,even_split,4,6,32904,32838,32802,32748,32694,32622
2585,0.9,even_split,5,6,32928,32850,32796,32730,32664,32640
2586,0.9,even_split,6,6,32922,32856,32820,32724,32670,32616
2587,0.9,even_split,7,6,32910,32850,32796,32748,32712,32592
2588,0.9,even_split,8,6,32916,32856,32796,32730,32676,32634
2589,0.9,even_split,9,6,32922,32874,32802,32736,32670,32604
2590,0.9,even_split,0,7,32916,32892,32790,32736,32670,32604
2591,0.9,even_split,1,7,32922,32850,32802,32766,32658,32610
2592,0.9,even_split,2,7,32910,32862,32814,32736,32670,32616
2593,0.9,even_split,3,7,32922,32874,32808,32718,32670,32616
2594,0.9,even_split,4,7,32916,32838,32790,32754,32694,32616
2595,0.9,even_split,5,7,32934,32880,32790,32712,32658,32634
2596,0.9,even_split,6,7,32904,32844,32808,32736,32688,32628
2597,0.9,even_split,7,7,32892,32856,32802,32754,32682,32622
2598,0.9,even_split,8,7,32910,32856,32808,32760,32664,32610
2599,0.9,even_split,9,7,32928,32832,32790,32742,32676,32640
2600,0.9,even_split,0,8,32916,32844,32790,32766,32676,32616
2601,0.9,even_split,1,8,32910,32850,32808,32748,32694,32598
2602,0.9,even_split,2,8,32892,32856,32814,32736,32682,32628
2603,0.9,even_split,3,8,32916,32850,32784,32736,32688,32634
2604,0.9,even_split,4,8,32928,32868,32802,32724,32664,32622
2605,0.9,even_split,5,8,32922,32862,32814,32742,32676,32592
2606,0.9,even_split,6,8,32910,32862,32808,32760,32670,32598
2607,0.9,even_split,7,8,32916,32826,32790,32742,32706,32628
2608,0.9,even_split,8,8,32898,32862,32820,32748,32688,32592
2609,0.9,even_split,9,8,32916,32832,32802,32754,32682,32622
2610,0.9,even_split,0,9,32898,32874,32832,32748,32652,32604
2611,0.9,even_split,1,9,32934,32838,32796,32742,32676,32622
2612,0.9,even_split,2,9,32910,32868,32808,32736,32688,32598
2613,0.9,even_split,3,9,32916,32856,32784,32736,32700,32616
2614,0.9,even_split,4,9,32922,32862,32814,32742,32670,32598
2615,0.9,even_split,5,9,32934,32832,32796,32736,32682,32628
2616,0.9,even_split,6,9,32916,32862,32808,32730,32664,32628
2617,0.9,even_split,7,9,32940,32850,32790,32718,32682,32628
2618,0.9,even_split,8,9,32910,32844,32784,32760,32682,32628
2619,0.9,even_split,9,9,32916,32862,32820,32736,32658,32616
2620,0.9,even_split,0,10,32904,32838,32796,32760,32682,32628
2621,0.9,even_split,1,10,32904,32844,32784,32754,32694,32628
2622,0.9,even_split,2,10,32952,32880,32754,32712,32676,32634
2623,0.9,even_split,3,10,32904,32850,32802,32748,32676,32628
2624,0.9,even_split,4,10,32934,32868,32832,32700,32670,32604
2625,0.9,even_split,5,10,32934,32868,32784,32724,32682,32616
2626,0.9,even_split,6,10,32916,32850,32796,32742,32688,32616
2627,0.9,even_split,7,10,32940,32862,32790,32700,32682,32634
2628,0.9,even_split,8,10,32934,32844,32778,32712,32682,32658
2629,0.9,even_split,9,10,32910,32892,32832,32718,32658,32598
2630,0.9,even_split,0,11,32916,32856,32778,32736,32700,32622
2631,0.9,even_split,1,11,32916,32832,32790,32754,32688,32628
2632,0.9,even_split,2,11,32904,32862,32790,32766,32688,32598
2633,0.9,even_split,3,11,32940,32862,32784,32724,32682,32616
2634,0.9,even_split,4,11,32916,32850,32766,32736,32694,32646
2635,0.9,even_split,5,11,32952,32862,32808,32712,32658,32616
2636,0.9,even_split,6,11,32922,32868,32784,32742,32688,32604
2637,0.9,even_split,7,11,32892,32850,32826,32766,32676,32598
2638,0.9,even_split,8,11,32922,32856,32814,32724,32670,32622
2639,0.9,even_split,9,11,32934,32874,32796,32724,32670,32610
2640,0.9,exflow,0,0,44964,876,894,756,822,840
2641,0.9,exflow,1,0,45012,810,756,966,864,744
2642,0.9,exflow,2,0,45228,846,660,756,816,846
2643,0.9,exflow,3,0,44526,846,978,756,942,1104
2644,0.9,exflow,4,0,44868,756,792,984,852,900
2645,0.9,exflow,5,0,45336,732,774,726,798,786
2646,0.9,exflow,6,0,45162,774,756,852,792,816
2647,0.9,exflow,7,0,44952,852,852,744,954,798
2648,0.9,exflow,8,0,44982,834,810,846,858,822
2649,0.9,exflow,9,0,45078,792,738,900,768,876
2650,0.9,exflow,10,0,45282,726,774,828,696,846
2651,0.9,exflow,11,0,45108,834,864,816,720,810
2652,0.9,exflow,12,0,45222,864,786,864,756,660
2653,0.9,exflow,13,0,44718,912,864,942,804,912
2654,0.9,exflow,14,0,45096,894,846,750,732,834
2655,0.9,exflow,15,0,44952,858,882,756,870,834
2656,0.9,exflow,16,0,44736,900,990,816,894,816
2657,0.9,exflow,17,0,44940,864,804,870,792,882
2658,0.9,exflow,18,0,44844,822,786,990,834,876
