,dataset,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5
822,bookcorpus,harmony,2,10,33296,32768,32317,32691,32768,32768
823,bookcorpus,harmony,3,10,32899,32164,33881,32128,32768,32768
824,bookcorpus,harmony,4,10,33727,32176,32435,32768,32734,32768
825,bookcorpus,harmony,5,10,32857,32768,32585,32862,32768,32768
826,bookcorpus,harmony,6,10,33085,32059,32768,33160,32768,32768
827,bookcorpus,harmony,7,10,32400,32650,33254,32768,32768,32768
828,bookcorpus,harmony,8,10,33266,32768,32768,32270,32768,32768
829,bookcorpus,harmony,9,10,32377,32027,33900,32768,32768,32768
830,bookcorpus,harmony,0,11,32768,32768,32768,32768,32768,32768
831,bookcorpus,harmony,1,11,32768,32768,32768,32768,32768,32768
832,bookcorpus,harmony,2,11,32768,32768,32768,32768,32768,32768
833,bookcorpus,harmony,3,11,32768,32768,33070,32768,32466,32768
834,bookcorpus,harmony,4,11,32768,32768,32768,32015,33521,32768
835,bookcorpus,harmony,5,11,32768,32768,32768,32768,32768,32768
836,bookcorpus,harmony,6,11,32768,32768,31898,32661,33745,32768
837,bookcorpus,harmony,7,11,32768,32768,32768,32987,32549,32768
838,bookcorpus,harmony,8,11,32768,32768,32768,32768,32768,32768
839,bookcorpus,harmony,9,11,32768,32768,32768,32322,33214,32768
840,random,deepspeed,0,0,16578,14262,21648,22176,12246,11394
841,random,deepspeed,1,0,16734,13812,21330,22986,12120,11322
842,random,deepspeed,2,0,17244,13932,22248,20934,12360,11586
843,random,deepspeed,3,0,16470,13938,22332,22266,11964,11334
844,random,deepspeed,4,0,16602,14538,22050,21456,12546,11112
845,random,deepspeed,5,0,16992,14250,22068,21756,12048,11190
846,random,deepspeed,6,0,17178,13992,21948,21882,12228,11076
847,random,deepspeed,7,0,17286,14046,21816,21858,11958,11340
848,random,deepspeed,8,0,16656,14280,22080,21672,11988,11628
849,random,deepspeed,9,0,16830,13692,21558,22962,12402,10860
850,random,deepspeed,10,0,17334,14256,22356,20388,12198,11772
851,random,deepspeed,11,0,16824,14298,21420,22134,12048,11580
852,random,deepspeed,12,0,16842,13296,22038,22890,11814,11424
853,random,deepspeed,13,0,17106,14154,22452,21156,12132,11304
854,random,deepspeed,14,0,17064,14244,22014,21378,12108,11496
855,random,deepspeed,15,0,16494,13842,21630,22878,12066,11394
856,random,deepspeed,16,0,17058,14064,22038,21660,12288,11196
857,random,deepspeed,17,0,16704,14262,22338,21672,12162,11166
858,random,deepspeed,18,0,16506,14226,21870,22374,11886,11442
859,random,deepspeed,19,0,17280,14172,21042,23010,11412,11388
860,random,deepspeed,0,1,14238,16194,15282,24072,14184,14334
861,random,deepspeed,1,1,14148,16470,15318,23994,13926,14448
862,random,deepspeed,2,1,14424,15786,15246,24678,14238,13932
863,random,deepspeed,3,1,14064,16086,15408,24420,13992,14334
864,random,deepspeed,4,1,13818,16302,15786,24090,14010,14298
865,random,deepspeed,5,1,13956,16374,15450,24084,14154,14286
866,random,deepspeed,6,1,13860,15816,15426,24972,14424,13806
867,random,deepspeed,7,1,13902,16140,15912,24150,13734,14466
868,random,deepspeed,8,1,14112,16206,15288,24678,13932,14088
869,random,deepspeed,9,1,13476,15924,15528,24582,14304,14490
870,random,deepspeed,10,1,13998,16056,15654,24294,14346,13956
871,random,deepspeed,11,1,14226,15798,15306,24912,13536,14526
872,random,deepspeed,12,1,14094,15852,15756,23934,14496,14172
873,random,deepspeed,13,1,13554,16386,15492,24804,13698,14370
874,random,deepspeed,14,1,13992,16362,15762,24126,14226,13836
875,random,deepspeed,15,1,13746,15762,15426,24354,14634,14382
876,random,deepspeed,16,1,14208,16578,15420,24306,14214,13578
877,random,deepspeed,17,1,13962,15636,15840,24546,13938,14382
878,random,deepspeed,18,1,13494,16524,15948,23778,14094,14466
879,random,deepspeed,19,1,13962,16554,15426,24042,14472,13848
880,random,deepspeed,0,2,20244,10116,10458,16458,19704,21324
881,random,deepspeed,1,2,19752,9612,10494,16770,20700,20976
882,random,deepspeed,2,2,19776,9840,10302,16044,20586,21756
883,random,deepspeed,3,2,19752,9972,10548,16698,19734,21600
884,random,deepspeed,4,2,20130,10566,9906,16266,19674,21762
885,random,deepspeed,5,2,19890,10272,10242,16314,19920,21666
886,random,deepspeed,6,2,20496,9960,10104,16986,19698,21060
887,random,deepspeed,7,2,19722,9750,10674,15816,20772,21570
888,random,deepspeed,8,2,19668,9504,10128,16944,20226,21834
889,random,deepspeed,9,2,19848,10224,9918,16812,19560,21942
890,random,deepspeed,10,2,20082,10194,10764,16038,19470,21756
891,random,deepspeed,11,2,20412,9642,10086,17076,19554,21534
892,random,deepspeed,12,2,20208,10086,9708,16452,19782,22068
893,random,deepspeed,13,2,20712,10278,10092,16656,19560,21006
894,random,deepspeed,14,2,20298,10098,10374,16080,20220,21234
895,random,deepspeed,15,2,20802,9966,10224,15960,20358,20994
896,random,deepspeed,16,2,20412,10326,10176,15768,20010,21612
897,random,deepspeed,17,2,20106,10056,10212,16566,20010,21354
898,random,deepspeed,18,2,20526,10122,9654,15960,20088,21954
899,random,deepspeed,19,2,20742,10134,10776,16194,19398,21060
900,random,deepspeed,0,3,17616,13572,18942,18642,12492,17040
901,random,deepspeed,1,3,16986,12894,20388,18006,12954,17076
902,random,deepspeed,2,3,17874,12996,19326,17994,12624,17490
903,random,deepspeed,3,3,17082,13536,19740,17964,12564,17418
904,random,deepspeed,4,3,17304,13242,19416,17646,13584,17112
905,random,deepspeed,5,3,17574,13122,18570,18822,13080,17136
906,random,deepspeed,6,3,16968,13530,20016,17976,13008,16806
907,random,deepspeed,7,3,16842,12804,20622,18240,12984,16812
908,random,deepspeed,8,3,16602,13092,19398,18564,13554,17094
909,random,deepspeed,9,3,17424,12708,19902,17904,13068,17298
910,random,deepspeed,10,3,16962,13350,18444,18342,13464,17742
911,random,deepspeed,11,3,17034,13548,18516,18732,12852,17622
912,random,deepspeed,12,3,17082,13404,20124,17676,13014,17004
913,random,deepspeed,13,3,15954,13566,20028,19272,12786,16698
914,random,deepspeed,14,3,17586,12828,19932,18036,12972,16950
915,random,deepspeed,15,3,16992,13338,19458,18648,13044,16824
916,random,deepspeed,16,3,16824,13698,19218,19158,12282,17124
917,random,deepspeed,17,3,17808,13248,18972,17676,13686,16914
918,random,deepspeed,18,3,17064,13110,19590,18720,12402,17418
919,random,deepspeed,19,3,16272,13032,19830,18720,13026,17424
920,random,deepspeed,0,4,12450,16422,28014,8700,9486,23232
921,random,deepspeed,1,4,12924,16620,27414,9708,9198,22440
922,random,deepspeed,2,4,12792,16314,27258,7764,9516,24660
923,random,deepspeed,3,4,13680,18174,27990,9144,9240,20076
924,random,deepspeed,4,4,12582,17082,28254,9030,8670,22686
925,random,deepspeed,5,4,13278,16902,28290,8076,9306,22452
926,random,deepspeed,6,4,13422,17124,28056,8742,8880,22080
927,random,deepspeed,7,4,13182,16482,27792,9594,8838,22416
928,random,deepspeed,8,4,12366,16656,28794,9084,8850,22554
929,random,deepspeed,9,4,12726,16842,28440,8040,8892,23364
930,random,deepspeed,10,4,12834,15678,29094,8052,8604,24042
931,random,deepspeed,11,4,12348,16674,28464,8358,9102,23358
932,random,deepspeed,12,4,12750,16674,27870,9012,9318,22680
933,random,deepspeed,13,4,13122,16176,27312,9108,9120,23466
934,random,deepspeed,14,4,13470,16770,28584,8364,8790,22326
935,random,deepspeed,15,4,12738,17418,28770,8496,8898,21984
936,random,deepspeed,16,4,13002,15894,29124,8790,8394,23100
937,random,deepspeed,17,4,14250,16644,26430,9894,8742,22344
938,random,deepspeed,18,4,13260,16830,28686,8934,8814,21780
939,random,deepspeed,19,4,13146,16512,28668,9054,8388,22536
940,random,deepspeed,0,5,25236,20136,18996,11136,7890,14910
941,random,deepspeed,1,5,23868,20094,18822,11238,8718,15564
942,random,deepspeed,2,5,24618,21954,17232,11766,8184,14550
943,random,deepspeed,3,5,24978,20034,19146,11562,8184,14400
944,random,deepspeed,4,5,25326,20592,18498,11250,8196,14442
945,random,deepspeed,5,5,26556,22248,17424,10092,7728,14256
946,random,deepspeed,6,5,24162,21678,18042,11694,8466,14262
947,random,deepspeed,7,5,24132,20268,18996,10584,8406,15918
948,random,deepspeed,8,5,24384,22230,18804,10272,8094,14520
949,random,deepspeed,9,5,24816,21210,18198,11058,8100,14922
950,random,deepspeed,10,5,26190,21816,17748,11622,7650,13278
951,random,deepspeed,11,5,27390,21366,16992,11910,7650,12996
952,random,deepspeed,12,5,25452,20040,18324,11526,8370,14592
953,random,deepspeed,13,5,25584,20556,18348,11220,7908,14688
954,random,deepspeed,14,5,24636,18450,19866,11448,8406,15498
955,random,deepspeed,15,5,26214,19740,18678,10746,7620,15306
956,random,deepspeed,16,5,24930,21948,18426,11502,7710,13788
957,random,deepspeed,17,5,24378,19452,18090,11862,7986,16536
958,random,deepspeed,18,5,26406,19176,18546,11382,8220,14574
959,random,deepspeed,19,5,25032,19692,19716,10650,8496,14718
960,random,deepspeed,0,6,19668,24474,13758,9162,20136,11106
961,random,deepspeed,1,6,19758,24786,13458,9018,19956,11328
962,random,deepspeed,2,6,16986,29910,13068,8664,17352,12324
963,random,deepspeed,3,6,18762,28332,12864,8856,17880,11610
964,random,deepspeed,4,6,19134,26556,14214,8334,18132,11934
965,random,deepspeed,5,6,19212,27036,14268,8436,18366,10986
966,random,deepspeed,6,6,18570,27024,13458,8760,18690,11802
967,random,deepspeed,7,6,18858,25968,14340,9210,18012,11916
968,random,deepspeed,8,6,19062,25746,13446,8472,20118,11460
969,random,deepspeed,9,6,19086,27390,14190,7602,19476,10560
970,random,deepspeed,10,6,19098,29232,11838,7950,19122,11064
971,random,deepspeed,11,6,16662,30762,13188,8010,19338,10344
972,random,deepspeed,12,6,18108,27054,13632,8964,17718,12828
973,random,deepspeed,13,6,18642,26778,13272,9498,18888,11226
974,random,deepspeed,14,6,18054,27240,13032,8352,20286,11340
975,random,deepspeed,15,6,18300,25644,13260,8736,20628,11736
976,random,deepspeed,16,6,18324,27900,13764,8166,18912,11238
977,random,deepspeed,17,6,17988,28740,14202,7710,18366,11298
978,random,deepspeed,18,6,18114,28404,13224,8322,18042,12198
979,random,deepspeed,19,6,19008,28266,12726,8454,19050,10800
980,random,deepspeed,0,7,12876,12588,5706,52806,8688,5640
981,random,deepspeed,1,7,11910,13656,5652,51954,8724,6408
982,random,deepspeed,2,7,13176,13560,7320,47898,10578,5772
983,random,deepspeed,3,7,13866,13518,6696,49164,8706,6354
984,random,deepspeed,4,7,12516,14232,5970,49602,9738,6246
985,random,deepspeed,5,7,14334,14964,6474,46692,10206,5634
986,random,deepspeed,6,7,14220,14382,6540,47580,9264,6318
987,random,deepspeed,7,7,13884,13236,5550,50598,8730,6306
988,random,deepspeed,8,7,13110,14280,5916,48864,9402,6732
989,random,deepspeed,9,7,13002,15342,5982,48336,9366,6276
990,random,deepspeed,10,7,13356,15030,6840,47424,9540,6114
991,random,deepspeed,11,7,14328,16158,6924,43764,11010,6120
992,random,deepspeed,12,7,13686,15162,7230,45774,10080,6372
993,random,deepspeed,13,7,11124,14346,6282,51594,9024,5934
994,random,deepspeed,14,7,13548,14832,5700,48054,9402,6768
995,random,deepspeed,15,7,12648,15144,6114,49560,8790,6048
996,random,deepspeed,16,7,14394,14124,6648,47538,9624,5976
997,random,deepspeed,17,7,13680,13074,5292,51342,9024,5892
998,random,deepspeed,18,7,13422,14100,6330,49518,8880,6054
999,random,deepspeed,19,7,15114,13380,7128,46332,10104,6246
1000,random,deepspeed,0,8,27468,18228,7614,4236,15024,25734
1001,random,deepspeed,1,8,27456,17796,9198,3942,16008,23904
1002,random,deepspeed,2,8,27246,17406,9198,3894,15132,25428
1003,random,deepspeed,3,8,27594,16338,8400,4398,17694,23880
1004,random,deepspeed,4,8,27708,17220,8184,4182,16842,24168
1005,random,deepspeed,5,8,28134,16476,8208,5028,14634,25824
1006,random,deepspeed,6,8,27762,15426,7410,5298,18366,24042
1007,random,deepspeed,7,8,27048,17466,9318,3600,15594,25278
1008,random,deepspeed,8,8,27834,18240,7938,4698,15318,24276
1009,random,deepspeed,9,8,27810,15504,8070,3336,17064,26520
1010,random,deepspeed,10,8,29304,14436,6630,5274,17712,24948
1011,random,deepspeed,11,8,26016,16470,8382,5424,17658,24354
1012,random,deepspeed,12,8,28698,16782,8382,4236,16290,23916
1013,random,deepspeed,13,8,26790,17070,9108,3882,15684,25770
1014,random,deepspeed,14,8,26790,16062,8976,4716,16494,25266
1015,random,deepspeed,15,8,28104,16776,8064,3936,17976,23448
1016,random,deepspeed,16,8,27366,15750,9798,4224,17382,23784
1017,random,deepspeed,17,8,30492,15642,7230,4248,16380,24312
1018,random,deepspeed,18,8,27102,17256,9120,4128,16626,24072
1019,random,deepspeed,19,8,26322,16896,8028,3720,16524,26814
1020,random,deepspeed,0,9,8610,13602,7746,23730,40236,4380
1021,random,deepspeed,1,9,8652,9414,9762,20844,46002,3630
1022,random,deepspeed,2,9,10692,13188,10236,21660,38748,3780
1023,random,deepspeed,3,9,8922,12012,6054,18714,48888,3714
1024,random,deepspeed,4,9,8778,11646,8970,22056,43206,3648
1025,random,deepspeed,5,9,10680,12180,5832,22818,42750,4044
1026,random,deepspeed,6,9,8376,15348,5808,20274,43500,4998
1027,random,deepspeed,7,9,7440,11130,5664,23070,46770,4230
1028,random,deepspeed,8,9,9360,10632,11370,19998,42948,3996
1029,random,deepspeed,9,9,7410,10752,5640,23628,47532,3342
1030,random,deepspeed,10,9,9312,13986,9306,21504,40476,3720
1031,random,deepspeed,11,9,8664,9972,9516,20562,45606,3984
1032,random,deepspeed,12,9,9546,11634,9024,19590,44046,4464
1033,random,deepspeed,13,9,7098,11538,5874,20904,47712,5178
1034,random,deepspeed,14,9,7818,11988,9108,21018,44268,4104
1035,random,deepspeed,15,9,7266,10446,7428,22824,45858,4482
1036,random,deepspeed,16,9,10176,12084,8538,20154,42924,4428
1037,random,deepspeed,17,9,8694,11028,8280,20814,45708,3780
1038,random,deepspeed,18,9,8376,9582,9750,20070,46284,4242
1039,random,deepspeed,19,9,8700,10800,10572,21072,42474,4686
1040,random,deepspeed,0,10,23562,47304,4878,5178,10836,6546
1041,random,deepspeed,1,10,19368,54630,4350,4998,8952,6006
1042,random,deepspeed,2,10,26754,43494,4722,5064,9516,8754
1043,random,deepspeed,3,10,19494,46560,4422,6282,11598,9948
1044,random,deepspeed,4,10,27564,42786,3210,3984,10158,10602
1045,random,deepspeed,5,10,19872,46740,6426,5280,10290,9696
1046,random,deepspeed,6,10,26562,43980,4470,4020,8790,10482
1047,random,deepspeed,7,10,23676,48066,5112,5712,7668,8070
1048,random,deepspeed,8,10,26628,42036,4218,5418,10842,9162
1049,random,deepspeed,9,10,21528,48114,5244,5766,8880,8772
1050,random,deepspeed,10,10,23820,43272,6324,4926,10806,9156
1051,random,deepspeed,11,10,28056,40812,6372,4914,7848,10302
1052,random,deepspeed,12,10,27078,44322,5232,4362,8160,9150
1053,random,deepspeed,13,10,19296,53214,3606,6498,7968,7722
1054,random,deepspeed,14,10,26670,40626,5160,6084,9636,10128
1055,random,deepspeed,15,10,23226,44838,4398,4938,12354,8550
1056,random,deepspeed,16,10,24720,43014,4170,6066,8406,11928
1057,random,deepspeed,17,10,23292,42540,5016,4458,11634,11364
1058,random,deepspeed,18,10,29154,42666,5028,5502,8268,7686
1059,random,deepspeed,19,10,28242,40812,5154,5766,8628,9702
1060,random,deepspeed,0,11,12924,2052,13296,21930,28110,19992
1061,random,deepspeed,1,11,16572,3558,17748,16062,24612,19752
1062,random,deepspeed,2,11,14118,2802,14298,17682,28062,21342
1063,random,deepspeed,3,11,15594,2646,14898,14256,26400,24510
1064,random,deepspeed,4,11,14970,2244,14922,15606,24336,26226
1065,random,deepspeed,5,11,13026,2424,18564,13026,26088,25176
1066,random,deepspeed,6,11,15384,2796,15756,15318,26892,22158
1067,random,deepspeed,7,11,14364,1128,14646,19398,24486,24282
1068,random,deepspeed,8,11,12198,3510,16476,12768,26742,26610
1069,random,deepspeed,9,11,14610,2712,13416,20610,25032,21924
1070,random,deepspeed,10,11,12828,3474,16782,13512,26988,24720
1071,random,deepspeed,11,11,14952,2616,15594,14124,28740,22278
1072,random,deepspeed,12,11,13098,2802,20538,13080,25692,23094
1073,random,deepspeed,13,11,15972,2508,11370,20748,21432,26274
1074,random,deepspeed,14,11,14880,2226,13338,14094,27516,26250
1075,random,deepspeed,15,11,13590,3000,21792,16938,26382,16602
1076,random,deepspeed,16,11,17136,2574,15876,12942,27540,22236
1077,random,deepspeed,17,11,14928,3516,18204,12846,24234,24576
1078,random,deepspeed,18,11,14352,2118,17592,18504,22950,22788
1079,random,deepspeed,19,11,15870,2670,16440,18522,20202,24600
1080,random,drop,0,0,32768,28476,32768,32768,24510,22446
1081,random,drop,1,0,32768,28242,32768,32768,24276,22266
1082,random,drop,2,0,32768,28326,32768,32768,23946,22968
1083,random,drop,3,0,32768,27948,32768,32768,24600,22632
1084,random,drop,4,0,32768,27594,32768,32768,23862,23004
1085,random,drop,5,0,32768,28398,32768,32768,24240,22800
1086,random,drop,6,0,32768,27906,32768,32768,24354,22590
1087,random,drop,7,0,32768,28488,32768,32768,24048,22608
1088,random,drop,8,0,32768,28422,32768,32768,23148,22956
1089,random,drop,9,0,32768,27822,32768,32768,23976,22716
1090,random,drop,0,1,27882,32388,31194,32768,28002,28632
1091,random,drop,1,1,27816,32190,30876,32768,28578,28092
1092,random,drop,2,1,28014,32346,31200,32768,27666,28554
1093,random,drop,3,1,27474,31980,31182,32768,28650,28446
1094,random,drop,4,1,28320,31650,31062,32768,28032,28698
1095,random,drop,5,1,27546,32748,31254,32768,27924,28206
1096,random,drop,6,1,27954,32340,30846,32768,28848,27960
1097,random,drop,7,1,27456,32160,31788,32768,28032,28848
1098,random,drop,8,1,28182,32520,30564,32768,28170,28422
1099,random,drop,9,1,27690,32358,30972,32768,28242,28620
1100,random,drop,0,2,32768,20538,20454,32768,32768,32768
1101,random,drop,1,2,32768,20232,20346,32768,32768,32768
1102,random,drop,2,2,32768,19254,20802,32760,32768,32768
1103,random,drop,3,2,32768,20418,20682,32768,32768,32768
1104,random,drop,4,2,32768,19728,19794,32768,32768,32768
1105,random,drop,5,2,32768,20376,20466,32736,32768,32768
1106,random,drop,6,2,32768,20292,20400,31728,32768,32768
1107,random,drop,7,2,32768,20178,19866,32526,32768,32768
1108,random,drop,8,2,32768,20280,20634,32742,32768,32768
1109,random,drop,9,2,32768,19986,20322,32768,32768,32768
1110,random,drop,0,3,32768,26778,32768,32768,26148,32768
1111,random,drop,1,3,32768,26652,32768,32768,26088,32768
1112,random,drop,2,3,32768,25896,32768,32768,26538,32768
1113,random,drop,3,3,32768,26058,32768,32768,26532,32768
1114,random,drop,4,3,32768,26952,32768,32768,25866,32768
1115,random,drop,5,3,32768,26394,32768,32768,25758,32768
1116,random,drop,6,3,32768,27036,32768,32768,25326,32768
1117,random,drop,7,3,32768,26358,32768,32768,26088,32768
1118,random,drop,8,3,32768,25962,32768,32768,25362,32768
1119,random,drop,9,3,32768,26730,32768,32768,24798,32768
1120,random,drop,0,4,26262,32768,32768,18174,17910,32768
1121,random,drop,1,4,26700,32768,32768,16818,18186,32768
1122,random,drop,2,4,25548,32768,32768,18678,17688,32768
1123,random,drop,3,4,25560,32520,32768,16092,17496,32768
1124,random,drop,4,4,25098,32768,32768,17370,18420,32768
1125,random,drop,5,4,26592,32768,32768,17472,17910,32768
1126,random,drop,6,4,25740,32768,32768,17286,17292,32768
1127,random,drop,7,4,27510,32768,32768,18828,17556,32768
1128,random,drop,8,4,26850,32768,32768,17376,17568,32768
1129,random,drop,9,4,25656,32768,32768,17538,17604,32768
1130,random,drop,0,5,32768,32768,32768,22812,16380,28842
1131,random,drop,1,5,32768,32768,32768,21786,16194,28518
1132,random,drop,2,5,32768,32768,32768,20856,16500,30438
1133,random,drop,3,5,32768,32768,32768,22680,15750,28200
1134,random,drop,4,5,32768,32768,32768,23436,16020,27588
1135,random,drop,5,5,32768,32768,32768,22668,16314,30186
1136,random,drop,6,5,32768,32768,32768,22248,15330,29094
1137,random,drop,7,5,32768,32768,32768,23244,16206,31110
1138,random,drop,8,5,32768,32768,32768,21750,16254,28164
1139,random,drop,9,5,32768,32768,32768,22308,17928,30840
1140,random,drop,0,6,32768,32768,27078,17190,32768,23544
1141,random,drop,1,6,32768,32768,27726,17196,32768,22788
1142,random,drop,2,6,32768,32768,27786,17682,32768,23376
1143,random,drop,3,6,32768,32768,26028,15552,32768,21624
1144,random,drop,4,6,32768,32768,26820,16974,32768,23172
1145,random,drop,5,6,32768,32768,26304,17850,32768,22566
1146,random,drop,6,6,32768,32768,27024,16902,32768,22974
1147,random,drop,7,6,32768,32768,27426,16032,32768,23496
1148,random,drop,8,6,32768,32768,25950,17436,32768,21972
1149,random,drop,9,6,32768,32768,26784,16554,32768,22002
1150,random,drop,0,7,26382,27750,12666,32768,18444,12600
1151,random,drop,1,7,28554,29346,13014,32768,19470,11952
1152,random,drop,2,7,26994,27516,11466,32768,18132,13038
1153,random,drop,3,7,26358,30372,12822,32768,18906,12390
1154,random,drop,4,7,28014,31320,14154,32768,21090,12492
1155,random,drop,5,7,24672,29178,11982,32768,18426,12702
1156,random,drop,6,7,27042,29268,12762,32768,18414,12024
1157,random,drop,7,7,27102,27174,11622,32768,17904,11946
1158,random,drop,8,7,28986,27120,13350,32768,19146,11310
1159,random,drop,9,7,26142,30426,13158,32768,18786,12420
1160,random,drop,0,8,32768,32768,16584,8580,32768,32768
1161,random,drop,1,8,32768,31902,15618,10326,32768,32768
1162,random,drop,2,8,32768,32768,17256,8298,30912,32768
1163,random,drop,3,8,32768,29940,14700,8610,32768,32768
1164,random,drop,4,8,32768,32768,16764,9660,32768,32768
1165,random,drop,5,8,32768,32768,18084,8598,32178,32768
1166,random,drop,6,8,32768,32526,17862,8160,32768,32768
1167,random,drop,7,8,32768,32768,16350,8376,32768,32768
1168,random,drop,8,8,32768,31770,16086,7158,32768,32768
1169,random,drop,9,8,32768,32768,17034,7770,32768,32768
1170,random,drop,0,9,17700,23658,15024,32768,32768,7362
1171,random,drop,1,9,19056,27528,11640,32768,32768,9042
1172,random,drop,2,9,16800,21762,17034,32768,32768,8226
1173,random,drop,3,9,16722,24738,14946,32768,32768,7062
1174,random,drop,4,9,18210,21606,18540,32768,32768,8448
1175,random,drop,5,9,14916,23526,14982,32768,32768,9282
1176,random,drop,6,9,17442,22530,15966,32768,32768,8910
1177,random,drop,7,9,17070,20610,18030,32768,32768,8022
1178,random,drop,8,9,17238,21984,19758,32768,32768,9672
1179,random,drop,9,9,16596,20190,14544,32768,32768,8778
1180,random,drop,0,10,32768,32768,7632,10266,21756,20550
1181,random,drop,1,10,32768,32768,10896,9300,19080,20178
1182,random,drop,2,10,32768,32768,9330,11130,18510,17232
1183,random,drop,3,10,32768,32768,11568,10692,19686,17928
1184,random,drop,4,10,32768,32768,11604,9276,16008,19452
1185,random,drop,5,10,32768,32768,8766,12582,17604,17850
1186,random,drop,6,10,32768,32768,8568,11004,20760,20478
1187,random,drop,7,10,32768,32768,10044,9960,19902,19050
1188,random,drop,8,10,32768,32768,9546,10134,19794,20868
1189,random,drop,9,10,32768,32768,8682,10596,16914,17244
1190,random,drop,0,11,30564,4890,29820,29862,32768,32768
1191,random,drop,1,11,28410,5220,32768,28344,32768,32768
1192,random,drop,2,11,26562,4638,31122,32166,32768,32768
1193,random,drop,3,11,27438,6186,30198,32768,32768,32768
1194,random,drop,4,11,28050,5418,32768,27204,32768,32768
1195,random,drop,5,11,30852,4734,24708,32768,32768,32768
1196,random,drop,6,11,30726,5574,32768,29880,32768,32768
1197,random,drop,7,11,29280,5634,32768,31350,32768,32768
1198,random,drop,8,11,29754,5730,32768,32700,32768,32768
1199,random,drop,9,11,32604,5064,28626,32768,32768,32768
1200,random,even_split,0,0,32928,32856,32790,32730,32682,32622
1201,random,even_split,1,0,32922,32844,32814,32730,32682,32616
1202,random,even_split,2,0,32910,32862,32820,32760,32664,32592
1203,random,even_split,3,0,32922,32850,32796,32742,32682,32616
1204,random,even_split,4,0,32916,32856,32802,32742,32688,32604
1205,random,even_split,5,0,32910,32850,32820,32754,32670,32604
1206,random,even_split,6,0,32952,32862,32784,32724,32658,32628
1207,random,even_split,7,0,32934,32886,32784,32718,32670,32616
1208,random,even_split,8,0,32916,32850,32802,32742,32682,32616
1209,random,even_split,9,0,32928,32874,32802,32736,32664,32604
1210,random,even_split,0,1,32898,32862,32820,32754,32670,32604
1211,random,even_split,1,1,32910,32862,32814,32748,32670,32604
1212,random,even_split,2,1,32892,32838,32820,32766,32688,32604
1213,random,even_split,3,1,32940,32880,32778,32730,32658,32622
1214,random,even_split,4,1,32916,32862,32778,32742,32694,32616
1215,random,even_split,5,1,32928,32844,32814,32742,32664,32616
1216,random,even_split,6,1,32904,32856,32790,32736,32694,32628
1217,random,even_split,7,1,32910,32868,32790,32736,32682,32622
1218,random,even_split,8,1,32904,32880,32790,32754,32676,32604
1219,random,even_split,9,1,32928,32844,32778,32730,32682,32646
1220,random,even_split,0,2,32910,32856,32814,32748,32664,32616
1221,random,even_split,1,2,32928,32832,32778,32742,32700,32628
1222,random,even_split,2,2,32922,32874,32796,32736,32664,32616
1223,random,even_split,3,2,32904,32856,32808,32754,32682,32604
1224,random,even_split,4,2,32916,32868,32808,32724,32676,32616
1225,random,even_split,5,2,32874,32838,32826,32778,32694,32598
1226,random,even_split,6,2,32922,32862,32796,32736,32670,32622
1227,random,even_split,7,2,32916,32844,32802,32772,32670,32604
1228,random,even_split,8,2,32922,32868,32814,32736,32658,32610
1229,random,even_split,9,2,32874,32844,32808,32754,32694,32634
1230,random,even_split,0,3,32886,32850,32802,32742,32706,32622
1231,random,even_split,1,3,32898,32832,32790,32760,32706,32622
1232,random,even_split,2,3,32916,32862,32802,32754,32670,32604
1233,random,even_split,3,3,32910,32874,32796,32724,32682,32622
1234,random,even_split,4,3,32910,32862,32802,32748,32682,32604
1235,random,even_split,5,3,32922,32856,32802,32730,32676,32622
1236,random,even_split,6,3,32898,32844,32814,32754,32682,32616
1237,random,even_split,7,3,32922,32844,32778,32754,32688,32622
1238,random,even_split,8,3,32892,32862,32832,32754,32688,32580
1239,random,even_split,9,3,32916,32862,32796,32724,32670,32640
1240,random,even_split,0,4,32928,32838,32802,32760,32658,32622
1241,random,even_split,1,4,32928,32850,32790,32718,32682,32640
1242,random,even_split,2,4,32928,32868,32790,32742,32676,32604
1243,random,even_split,3,4,32892,32844,32802,32760,32688,32622
1244,random,even_split,4,4,32928,32880,32808,32718,32670,32604
1245,random,even_split,5,4,32916,32844,32820,32742,32682,32604
1246,random,even_split,6,4,32898,32850,32808,32736,32682,32634
1247,random,even_split,7,4,32928,32856,32820,32736,32664,32604
1248,random,even_split,8,4,32910,32850,32784,32736,32688,32640
1249,random,even_split,9,4,32928,32886,32826,32724,32640,32604
1250,random,even_split,0,5,32934,32838,32796,32742,32676,32622
1251,random,even_split,1,5,32910,32862,32802,32742,32676,32616
1252,random,even_split,2,5,32916,32826,32808,32742,32700,32616
1253,random,even_split,3,5,32910,32856,32802,32736,32688,32616
1254,random,even_split,4,5,32910,32850,32808,32736,32688,32616
1255,random,even_split,5,5,32928,32838,32790,32748,32682,32622
1256,random,even_split,6,5,32934,32868,32802,32736,32670,32598
1257,random,even_split,7,5,32922,32862,32796,32736,32682,32610
1258,random,even_split,8,5,32934,32868,32802,32718,32676,32610
1259,random,even_split,9,5,32898,32868,32820,32754,32676,32592
1260,random,even_split,0,6,32922,32868,32808,32724,32664,32622
1261,random,even_split,1,6,32892,32850,32808,32748,32682,32628
1262,random,even_split,2,6,32904,32844,32808,32748,32688,32616
