,dataset,scheduling_policy,iteration,layer_idx,0,1,2,3,4,5
2546,wmt19,deepspeed,6,1,10832,18918,18041,18379,18896,13238
2547,wmt19,deepspeed,7,1,10812,18817,17189,18631,18604,14251
2548,wmt19,deepspeed,8,1,11251,17280,19391,18845,18468,13069
2549,wmt19,deepspeed,9,1,10992,18708,19111,19256,16460,13777
2550,wmt19,deepspeed,10,1,11504,18129,18952,17285,18509,13925
2551,wmt19,deepspeed,11,1,11222,18922,18757,18290,17682,13431
2552,wmt19,deepspeed,12,1,11611,18582,18802,18562,17188,13559
2553,wmt19,deepspeed,13,1,11045,18467,18712,18291,19000,12789
2554,wmt19,deepspeed,14,1,11556,19304,18513,17877,16784,14270
2555,wmt19,deepspeed,15,1,10107,17498,18406,20307,18501,13485
2556,wmt19,deepspeed,16,1,11093,19058,17893,18270,18489,13501
2557,wmt19,deepspeed,17,1,11120,19350,18605,18389,17410,13430
2558,wmt19,deepspeed,18,1,11396,18063,18688,19633,17513,13011
2559,wmt19,deepspeed,19,1,11468,18772,19156,18630,16749,13529
2560,wmt19,deepspeed,0,2,18493,15158,19474,11046,9071,25062
2561,wmt19,deepspeed,1,2,18392,14762,19614,10544,8005,26987
2562,wmt19,deepspeed,2,2,18655,15204,20126,10110,8453,25756
2563,wmt19,deepspeed,3,2,17490,15163,19318,11755,8659,25919
2564,wmt19,deepspeed,4,2,18398,15104,19865,10861,8756,25320
2565,wmt19,deepspeed,5,2,19035,14680,19941,11118,8496,25034
2566,wmt19,deepspeed,6,2,18474,15887,20148,10545,8331,24919
2567,wmt19,deepspeed,7,2,18085,15010,19398,11469,8478,25864
2568,wmt19,deepspeed,8,2,17568,15147,19783,11810,8435,25561
2569,wmt19,deepspeed,9,2,18507,14674,19920,10855,8212,26136
2570,wmt19,deepspeed,10,2,17610,13954,20172,11787,8709,26072
2571,wmt19,deepspeed,11,2,19000,14453,20170,10780,8085,25816
2572,wmt19,deepspeed,12,2,18482,13679,20731,11238,8117,26057
2573,wmt19,deepspeed,13,2,18649,15659,19688,10827,8371,25110
2574,wmt19,deepspeed,14,2,17480,15039,20350,10199,7953,27283
2575,wmt19,deepspeed,15,2,17605,15392,19983,11216,8736,25372
2576,wmt19,deepspeed,16,2,18413,14751,19315,10624,8411,26790
2577,wmt19,deepspeed,17,2,17015,15737,20761,11601,8348,24842
2578,wmt19,deepspeed,18,2,18143,15777,20554,10735,7762,25333
2579,wmt19,deepspeed,19,2,17593,14216,21240,10694,8618,25943
2580,wmt19,deepspeed,0,3,19961,18316,10455,18203,19838,11531
2581,wmt19,deepspeed,1,3,20788,18371,11055,18223,17842,12025
2582,wmt19,deepspeed,2,3,20856,19097,10586,18327,18302,11136
2583,wmt19,deepspeed,3,3,18531,18611,12088,18229,18801,12044
2584,wmt19,deepspeed,4,3,19354,18667,12187,18178,18425,11493
2585,wmt19,deepspeed,5,3,19924,17720,11602,18258,18970,11830
2586,wmt19,deepspeed,6,3,19379,18481,10827,17981,19762,11874
2587,wmt19,deepspeed,7,3,18831,19720,10996,16889,19233,12635
2588,wmt19,deepspeed,8,3,19508,18875,10756,18656,18568,11941
2589,wmt19,deepspeed,9,3,18579,18770,10893,18748,18958,12356
2590,wmt19,deepspeed,10,3,19791,19348,9850,19017,19137,11161
2591,wmt19,deepspeed,11,3,20466,18876,10422,18124,19050,11366
2592,wmt19,deepspeed,12,3,19221,20214,10427,18983,17891,11568
2593,wmt19,deepspeed,13,3,19942,19004,11685,17618,18816,11239
2594,wmt19,deepspeed,14,3,19308,18171,10352,17840,20828,11805
2595,wmt19,deepspeed,15,3,19487,19091,10617,18828,18439,11842
2596,wmt19,deepspeed,16,3,19520,20337,10461,17142,19240,11604
2597,wmt19,deepspeed,17,3,19778,19663,10610,18754,19023,10476
2598,wmt19,deepspeed,18,3,20743,18819,11211,18350,17852,11329
2599,wmt19,deepspeed,19,3,19113,19092,10804,18426,19232,11637
2600,wmt19,deepspeed,0,4,9857,21191,14111,14006,18005,21134
2601,wmt19,deepspeed,1,4,10097,22915,13507,13000,17225,21560
2602,wmt19,deepspeed,2,4,10998,22040,13035,14226,17280,20725
2603,wmt19,deepspeed,3,4,10088,22010,13901,13931,17355,21019
2604,wmt19,deepspeed,4,4,10206,21177,14235,13796,16554,22336
2605,wmt19,deepspeed,5,4,10340,21124,14593,13563,17921,20763
2606,wmt19,deepspeed,6,4,10053,21951,14755,14517,16501,20527
2607,wmt19,deepspeed,7,4,10895,21673,13629,13964,17009,21134
2608,wmt19,deepspeed,8,4,9222,21357,14721,14448,16437,22119
2609,wmt19,deepspeed,9,4,10078,22778,13845,13207,18219,20177
2610,wmt19,deepspeed,10,4,10061,22720,13968,15202,17055,19298
2611,wmt19,deepspeed,11,4,10712,22745,13704,14175,16839,20129
2612,wmt19,deepspeed,12,4,9011,21888,14838,15044,17595,19928
2613,wmt19,deepspeed,13,4,10053,22914,13813,15317,16699,19508
2614,wmt19,deepspeed,14,4,10014,22446,13567,13975,17301,21001
2615,wmt19,deepspeed,15,4,10192,22045,13436,15013,17191,20427
2616,wmt19,deepspeed,16,4,11706,21375,13546,14746,16444,20487
2617,wmt19,deepspeed,17,4,10109,22055,13434,14602,17700,20404
2618,wmt19,deepspeed,18,4,9476,23524,14058,15609,15959,19678
2619,wmt19,deepspeed,19,4,10105,21405,14795,13179,17788,21032
2620,wmt19,deepspeed,0,5,35305,16120,7587,10520,13871,14901
2621,wmt19,deepspeed,1,5,33221,15827,7951,12824,13252,15229
2622,wmt19,deepspeed,2,5,34112,16454,7651,11284,12904,15899
2623,wmt19,deepspeed,3,5,32205,16768,7271,11955,14430,15675
2624,wmt19,deepspeed,4,5,35481,16853,7291,10788,14529,13362
2625,wmt19,deepspeed,5,5,35665,16443,6476,11679,12964,15077
2626,wmt19,deepspeed,6,5,37063,16206,7169,9963,13240,14663
2627,wmt19,deepspeed,7,5,34752,15960,7315,11089,13651,15537
2628,wmt19,deepspeed,8,5,35901,15273,8564,10973,12294,15299
2629,wmt19,deepspeed,9,5,32371,16219,7264,11836,14126,16488
2630,wmt19,deepspeed,10,5,33862,17229,7847,12513,13138,13715
2631,wmt19,deepspeed,11,5,35087,16327,7178,11452,13488,14772
2632,wmt19,deepspeed,12,5,34614,17181,6856,10977,13453,15223
2633,wmt19,deepspeed,13,5,35688,16478,7728,11091,14563,12756
2634,wmt19,deepspeed,14,5,34977,16898,7164,9907,13508,15850
2635,wmt19,deepspeed,15,5,34174,16247,6863,12408,14047,14565
2636,wmt19,deepspeed,16,5,37671,15911,7391,11387,12050,13894
2637,wmt19,deepspeed,17,5,33471,16441,7394,12507,13142,15349
2638,wmt19,deepspeed,18,5,32723,16738,8372,12428,13781,14262
2639,wmt19,deepspeed,19,5,34394,16531,6841,10732,13716,16090
2640,wmt19,deepspeed,0,6,7691,34748,18464,4212,24150,9039
2641,wmt19,deepspeed,1,6,8460,32750,19919,4830,23556,8789
2642,wmt19,deepspeed,2,6,8944,32103,19083,5569,23858,8747
2643,wmt19,deepspeed,3,6,8426,31491,20110,5729,24119,8429
2644,wmt19,deepspeed,4,6,6873,34136,19882,5335,24162,7916
2645,wmt19,deepspeed,5,6,8059,36381,19123,4477,22396,7868
2646,wmt19,deepspeed,6,6,8616,34181,20453,4537,23444,7073
2647,wmt19,deepspeed,7,6,8193,34755,20173,4335,22819,8029
2648,wmt19,deepspeed,8,6,7770,37263,18311,3973,22547,8440
2649,wmt19,deepspeed,9,6,8441,32882,20715,4891,22920,8455
2650,wmt19,deepspeed,10,6,7575,35472,19809,4323,22232,8893
2651,wmt19,deepspeed,11,6,8809,34177,19380,4181,22043,9714
2652,wmt19,deepspeed,12,6,8179,33197,19564,4968,24298,8098
2653,wmt19,deepspeed,13,6,8175,36310,18359,4625,22672,8163
2654,wmt19,deepspeed,14,6,7641,32854,20258,5411,23516,8624
2655,wmt19,deepspeed,15,6,7797,35011,18930,4287,23323,8956
2656,wmt19,deepspeed,16,6,9073,34543,19035,3829,22395,9429
2657,wmt19,deepspeed,17,6,7740,34331,20334,5142,22471,8286
2658,wmt19,deepspeed,18,6,8704,31658,20821,5356,23516,8249
2659,wmt19,deepspeed,19,6,8219,32421,19458,5475,23122,9609
2660,wmt19,deepspeed,0,7,18657,9515,22566,8481,15193,23892
2661,wmt19,deepspeed,1,7,18095,9471,21276,9046,15814,24602
2662,wmt19,deepspeed,2,7,17056,10176,22840,8654,15281,24297
2663,wmt19,deepspeed,3,7,19085,10238,22545,8550,14803,23083
2664,wmt19,deepspeed,4,7,17644,10580,22087,7866,15331,24796
2665,wmt19,deepspeed,5,7,17887,9964,22974,8060,15035,24384
2666,wmt19,deepspeed,6,7,17918,10443,22895,7733,15443,23872
2667,wmt19,deepspeed,7,7,18330,10321,20521,8604,14965,25563
2668,wmt19,deepspeed,8,7,18808,10111,21480,9176,14818,23911
2669,wmt19,deepspeed,9,7,18623,8946,20918,8618,16850,24349
2670,wmt19,deepspeed,10,7,18006,9639,22087,8790,15216,24566
2671,wmt19,deepspeed,11,7,17914,9101,23012,8914,14785,24578
2672,wmt19,deepspeed,12,7,18213,9170,21418,8226,15794,25483
2673,wmt19,deepspeed,13,7,17663,9419,22308,8116,15708,25090
2674,wmt19,deepspeed,14,7,17352,9534,21701,8419,17749,23549
2675,wmt19,deepspeed,15,7,18785,9666,21360,9082,14343,25068
2676,wmt19,deepspeed,16,7,18803,10372,21474,8405,15438,23812
2677,wmt19,deepspeed,17,7,17861,8734,21206,8180,15976,26347
2678,wmt19,deepspeed,18,7,18351,8474,23223,8630,15186,24440
2679,wmt19,deepspeed,19,7,18700,9974,20360,8893,16660,23717
2680,wmt19,deepspeed,0,8,9794,16032,28109,9628,25966,8775
2681,wmt19,deepspeed,1,8,9521,13989,29330,9642,27174,8648
2682,wmt19,deepspeed,2,8,10343,14042,29864,9320,26656,8079
2683,wmt19,deepspeed,3,8,10772,13923,28338,10200,26562,8509
2684,wmt19,deepspeed,4,8,9294,13232,29486,10548,26510,9234
2685,wmt19,deepspeed,5,8,9861,14084,28548,10534,26813,8464
2686,wmt19,deepspeed,6,8,9012,14114,30712,9859,26070,8537
2687,wmt19,deepspeed,7,8,10126,12508,28009,10809,27549,9303
2688,wmt19,deepspeed,8,8,10082,14138,29490,9230,26372,8992
2689,wmt19,deepspeed,9,8,9830,12031,29472,10503,28357,8111
2690,wmt19,deepspeed,10,8,10528,13979,29866,10380,25390,8161
2691,wmt19,deepspeed,11,8,9516,12825,28970,9751,28437,8805
2692,wmt19,deepspeed,12,8,10000,13266,29776,9715,27012,8535
2693,wmt19,deepspeed,13,8,9360,14321,29450,10140,26114,8919
2694,wmt19,deepspeed,14,8,9630,12603,26572,11424,29912,8163
2695,wmt19,deepspeed,15,8,9309,14317,29468,9709,26253,9248
2696,wmt19,deepspeed,16,8,9608,13281,28726,10180,28350,8159
2697,wmt19,deepspeed,17,8,8460,12855,30505,9666,28406,8412
2698,wmt19,deepspeed,18,8,10191,13397,30613,8559,27006,8538
2699,wmt19,deepspeed,19,8,8407,12309,28204,9168,31362,8854
2700,wmt19,deepspeed,0,9,28343,29466,3008,14892,12280,10315
2701,wmt19,deepspeed,1,9,28725,28661,3297,14013,13781,9827
2702,wmt19,deepspeed,2,9,27922,27772,3102,15507,14008,9993
2703,wmt19,deepspeed,3,9,28077,30214,3680,13048,13149,10136
2704,wmt19,deepspeed,4,9,28772,29207,3278,14766,12917,9364
2705,wmt19,deepspeed,5,9,29029,29647,3368,15005,12542,8713
2706,wmt19,deepspeed,6,9,28470,30810,3122,16282,10903,8717
2707,wmt19,deepspeed,7,9,25369,30441,3131,16537,13567,9259
2708,wmt19,deepspeed,8,9,28495,28542,3382,15078,13220,9587
2709,wmt19,deepspeed,9,9,25112,30194,3039,15184,14335,10440
2710,wmt19,deepspeed,10,9,28757,28962,3059,14688,13236,9602
2711,wmt19,deepspeed,11,9,28759,28591,3488,14261,13448,9757
2712,wmt19,deepspeed,12,9,28184,29441,3089,13776,14028,9786
2713,wmt19,deepspeed,13,9,29416,29635,3635,14685,11885,9048
2714,wmt19,deepspeed,14,9,24650,32325,3175,13233,14313,10608
2715,wmt19,deepspeed,15,9,26703,29968,3298,17094,12166,9075
2716,wmt19,deepspeed,16,9,27898,29586,3189,15760,12894,8977
2717,wmt19,deepspeed,17,9,28216,30769,2900,13336,12927,10156
2718,wmt19,deepspeed,18,9,29495,29759,2803,13825,12885,9537
2719,wmt19,deepspeed,19,9,25138,31638,3165,14607,13757,9999
2720,wmt19,deepspeed,0,10,16607,7808,16349,35461,12448,9631
2721,wmt19,deepspeed,1,10,17179,7741,16110,36735,11979,8560
2722,wmt19,deepspeed,2,10,16502,7867,15458,36552,12280,9645
2723,wmt19,deepspeed,3,10,18221,8588,14420,36268,11774,9033
2724,wmt19,deepspeed,4,10,17973,7848,15063,35112,13032,9276
2725,wmt19,deepspeed,5,10,16569,6742,14706,37244,13779,9264
2726,wmt19,deepspeed,6,10,18186,6909,14457,37924,11403,9425
2727,wmt19,deepspeed,7,10,18151,6981,16425,36404,11805,8538
2728,wmt19,deepspeed,8,10,17221,6237,15983,38457,12251,8155
2729,wmt19,deepspeed,9,10,19591,7489,15527,35105,12493,8099
2730,wmt19,deepspeed,10,10,16585,6611,14997,38567,11870,9674
2731,wmt19,deepspeed,11,10,16785,6994,16028,35559,13518,9420
2732,wmt19,deepspeed,12,10,20137,7154,15864,33848,11788,9513
2733,wmt19,deepspeed,13,10,16109,6591,14341,37410,14590,9263
2734,wmt19,deepspeed,14,10,20135,7998,15974,34703,11647,7847
2735,wmt19,deepspeed,15,10,17031,6144,16375,36858,12893,9003
2736,wmt19,deepspeed,16,10,18295,7380,16566,35437,11781,8845
2737,wmt19,deepspeed,17,10,18231,6610,15448,37950,11675,8390
2738,wmt19,deepspeed,18,10,15996,7564,15522,38067,12677,8478
2739,wmt19,deepspeed,19,10,17656,7060,15719,37886,11933,8050
2740,wmt19,deepspeed,0,11,2133,10154,9308,28842,28487,19380
2741,wmt19,deepspeed,1,11,1909,12555,8710,28484,27493,19153
2742,wmt19,deepspeed,2,11,1887,11606,10270,28727,25166,20648
2743,wmt19,deepspeed,3,11,2405,11170,8066,29692,27596,19375
2744,wmt19,deepspeed,4,11,1930,12540,8702,28940,27827,18365
2745,wmt19,deepspeed,5,11,2622,12377,7727,28965,27771,18842
2746,wmt19,deepspeed,6,11,2239,11569,8058,29119,27304,20015
2747,wmt19,deepspeed,7,11,2366,12585,8456,25765,28396,20736
2748,wmt19,deepspeed,8,11,1627,11014,7814,31114,28419,18316
2749,wmt19,deepspeed,9,11,1610,11496,8291,27312,27586,22009
2750,wmt19,deepspeed,10,11,1737,10934,7909,29339,26951,21434
2751,wmt19,deepspeed,11,11,1728,13355,10088,25760,26639,20734
2752,wmt19,deepspeed,12,11,1862,11895,8513,25611,28385,22038
2753,wmt19,deepspeed,13,11,2059,11202,9426,27509,28359,19749
2754,wmt19,deepspeed,14,11,1884,11907,8508,27810,27740,20455
2755,wmt19,deepspeed,15,11,2199,11658,8775,27871,26510,21291
2756,wmt19,deepspeed,16,11,1892,12307,9081,30618,27626,16780
2757,wmt19,deepspeed,17,11,1795,12427,7895,26540,29782,19865
2758,wmt19,deepspeed,18,11,2462,11922,8879,28661,26029,20351
2759,wmt19,deepspeed,19,11,2006,12974,7610,27336,29735,18643
2760,wmt19,drop,0,0,32768,28637,32183,32768,28331,32768
2761,wmt19,drop,1,0,32768,27419,32397,32768,28214,32768
2762,wmt19,drop,2,0,32768,27937,32768,32768,27030,32768
2763,wmt19,drop,3,0,32768,28655,32768,32768,27981,32768
2764,wmt19,drop,4,0,32768,26890,32141,32768,27788,32768
2765,wmt19,drop,5,0,32768,27296,31762,32768,28337,32768
2766,wmt19,drop,6,0,32768,27034,32539,32768,28285,32768
2767,wmt19,drop,7,0,32343,28067,32768,32768,28014,32768
2768,wmt19,drop,8,0,32768,27145,32768,32768,29185,32768
2769,wmt19,drop,9,0,32768,27929,31588,32768,28339,32768
2770,wmt19,drop,0,1,21334,32768,32768,32768,32768,27577
2771,wmt19,drop,1,1,21304,32768,32768,32768,32768,26797
2772,wmt19,drop,2,1,22380,32768,32768,32768,32768,26569
2773,wmt19,drop,3,1,21638,32768,32768,32768,32768,27218
2774,wmt19,drop,4,1,22339,32768,32768,32768,32768,26962
2775,wmt19,drop,5,1,22658,32768,32768,32768,32768,27151
2776,wmt19,drop,6,1,22814,32768,32768,32768,32768,26411
2777,wmt19,drop,7,1,21714,32768,32768,32768,32768,27557
2778,wmt19,drop,8,1,22110,32768,32768,32768,32768,27201
2779,wmt19,drop,9,1,23116,32768,32768,32768,32768,26346
2780,wmt19,drop,0,2,32768,30107,32768,21598,17155,32768
2781,wmt19,drop,1,2,32768,30370,32768,21828,17124,32768
2782,wmt19,drop,2,2,32768,30135,32768,21674,17041,32768
2783,wmt19,drop,3,2,32768,30603,32768,22138,17036,32768
2784,wmt19,drop,4,2,32768,30025,32768,22772,16619,32768
2785,wmt19,drop,5,2,32768,28495,32768,22306,16723,32768
2786,wmt19,drop,6,2,32768,29296,32768,22060,16425,32768
2787,wmt19,drop,7,2,32768,30788,32768,21237,16577,32768
2788,wmt19,drop,8,2,32768,30417,32768,22413,16836,32768
2789,wmt19,drop,9,2,32768,30237,32768,21790,16506,32768
2790,wmt19,drop,0,3,32768,32768,21596,32768,32768,23823
2791,wmt19,drop,1,3,32768,32768,22822,32768,32768,23042
2792,wmt19,drop,2,3,32768,32768,23968,32768,32768,23411
2793,wmt19,drop,3,3,32768,32768,21985,32768,32768,25002
2794,wmt19,drop,4,3,32768,32768,21660,32768,32768,24217
2795,wmt19,drop,5,3,32768,32768,20300,32768,32768,22595
2796,wmt19,drop,6,3,32768,32768,21923,32768,32768,22749
2797,wmt19,drop,7,3,32768,32768,21002,32768,32768,23304
2798,wmt19,drop,8,3,32768,32768,21266,32768,32768,22568
2799,wmt19,drop,9,3,32768,32768,22070,32768,32768,22919
2800,wmt19,drop,0,4,20130,32768,27543,27018,32768,32768
2801,wmt19,drop,1,4,21035,32768,27000,28149,32768,32768
2802,wmt19,drop,2,4,20632,32768,28676,27821,32768,32768
2803,wmt19,drop,3,4,21251,32768,28429,28032,32768,32768
2804,wmt19,drop,4,4,19472,32768,28001,28365,32768,32768
2805,wmt19,drop,5,4,20791,32768,27515,29481,32768,32768
2806,wmt19,drop,6,4,19135,32768,28435,30877,32768,32768
2807,wmt19,drop,7,4,20230,32768,27216,28832,32768,32768
2808,wmt19,drop,8,4,21840,32768,27341,28216,32768,32768
2809,wmt19,drop,9,4,19827,32768,28598,29677,32768,32768
2810,wmt19,drop,0,5,32768,31501,15112,23776,27369,30010
2811,wmt19,drop,1,5,32768,32768,15037,22687,27248,31541
2812,wmt19,drop,2,5,32768,32768,14110,22438,27666,28506
2813,wmt19,drop,3,5,32768,31690,14308,21169,26750,29532
2814,wmt19,drop,4,5,32768,31674,15699,22400,26579,31451
2815,wmt19,drop,5,5,32768,32768,15098,23410,26521,28453
2816,wmt19,drop,6,5,32768,32768,14667,22497,28127,27558
2817,wmt19,drop,7,5,32768,32768,14542,21495,27650,30121
2818,wmt19,drop,8,5,32768,32517,14482,23441,25914,29222
2819,wmt19,drop,9,5,32768,32768,15558,24417,27466,30097
2820,wmt19,drop,0,6,15797,32768,32768,9084,32768,18191
2821,wmt19,drop,1,6,17304,32768,32768,11446,32768,17329
2822,wmt19,drop,2,6,15118,32768,32768,9604,32768,15724
2823,wmt19,drop,3,6,16908,32768,32768,8980,32768,15098
2824,wmt19,drop,4,6,16447,32768,32768,8766,32768,16633
2825,wmt19,drop,5,6,15931,32768,32768,8688,32768,18791
2826,wmt19,drop,6,6,16406,32768,32768,9588,32768,16349
2827,wmt19,drop,7,6,16062,32768,32768,9697,32768,17095
2828,wmt19,drop,8,6,16562,32768,32768,8840,32768,17573
2829,wmt19,drop,9,6,16726,32768,32768,10900,32768,17709
2830,wmt19,drop,0,7,32768,19123,32768,17434,30996,32768
2831,wmt19,drop,1,7,32768,19959,32768,17441,30234,32768
2832,wmt19,drop,2,7,32768,20424,32768,16035,30437,32768
2833,wmt19,drop,3,7,32768,21031,32768,16438,30591,32768
2834,wmt19,drop,4,7,32768,19030,32768,17521,31439,32768
2835,wmt19,drop,5,7,32768,18433,32768,17550,29987,32768
2836,wmt19,drop,6,7,32768,18863,32768,16313,30871,32768
2837,wmt19,drop,7,7,32768,19315,32768,17041,31811,32768
2838,wmt19,drop,8,7,32768,19736,32768,16665,31611,32768
2839,wmt19,drop,9,7,32768,18436,32768,17189,31509,32768
2840,wmt19,drop,0,8,19194,29840,32768,19163,32768,17550
2841,wmt19,drop,1,8,20742,28179,32768,19415,32768,16448
2842,wmt19,drop,2,8,19408,27533,32768,21261,32768,17648
2843,wmt19,drop,3,8,19315,27290,32768,20511,32768,18375
2844,wmt19,drop,4,8,19514,25638,32768,20152,32768,17238
2845,wmt19,drop,5,8,19522,27010,32768,20333,32768,17011
2846,wmt19,drop,6,8,19426,27224,32768,19950,32768,17613
2847,wmt19,drop,7,8,18797,27442,32768,20929,32768,17314
2848,wmt19,drop,8,8,18317,25774,32768,19568,32768,16879
2849,wmt19,drop,9,8,18612,25571,32768,17961,32768,17777
2850,wmt19,drop,0,9,32768,32768,6487,29442,26452,20125
2851,wmt19,drop,1,9,32768,32768,6481,28401,27653,20052
2852,wmt19,drop,2,9,32768,32768,6419,29820,25718,17875
2853,wmt19,drop,3,9,32768,32768,6227,32762,24631,17853
2854,wmt19,drop,4,9,32768,32768,6552,30135,27030,19917
2855,wmt19,drop,5,9,32768,32768,6568,28861,26188,18867
2856,wmt19,drop,6,9,32768,32768,6547,28255,26547,18620
2857,wmt19,drop,7,9,32768,32768,6211,30079,26507,19720
2858,wmt19,drop,8,9,32768,32768,6029,28688,26086,19196
2859,wmt19,drop,9,9,32768,32768,5827,28106,27062,19367
2860,wmt19,drop,0,10,32768,16111,31980,32768,24018,17771
2861,wmt19,drop,1,10,32768,16195,30513,32768,24331,18361
2862,wmt19,drop,2,10,32768,14632,29604,32768,27039,18908
2863,wmt19,drop,3,10,32768,14930,30274,32768,22853,18380
2864,wmt19,drop,4,10,32768,13450,31324,32768,25159,15844
2865,wmt19,drop,5,10,32640,13801,30941,32768,26081,18928
2866,wmt19,drop,6,10,32768,13799,30150,32768,26016,19089
2867,wmt19,drop,7,10,32768,13547,32768,32768,24874,16827
2868,wmt19,drop,8,10,32768,14411,32096,32768,23371,17259
2869,wmt19,drop,9,10,32768,14715,31106,32768,25164,16956
2870,wmt19,drop,0,11,3875,23625,17980,32768,32768,32768
2871,wmt19,drop,1,11,4228,23319,18427,32768,32768,32768
2872,wmt19,drop,2,11,4602,24553,16703,32768,32768,32768
2873,wmt19,drop,3,11,4385,23703,16794,32768,32768,32768
2874,wmt19,drop,4,11,3298,23339,16286,32768,32768,32768
2875,wmt19,drop,5,11,3298,24488,18007,32768,32768,32768
2876,wmt19,drop,6,11,4203,23620,17873,32768,32768,32768
2877,wmt19,drop,7,11,4175,22990,17735,32768,32768,32768
2878,wmt19,drop,8,11,3631,24470,17329,32768,32768,32768
2879,wmt19,drop,9,11,4393,24536,16470,32768,32768,32768
2880,wmt19,even_split,0,0,32932,32848,32803,32737,32673,32615
2881,wmt19,even_split,1,0,32912,32857,32799,32744,32685,32611
2882,wmt19,even_split,2,0,32926,32849,32800,32736,32672,32625
2883,wmt19,even_split,3,0,32919,32858,32797,32736,32681,32617
2884,wmt19,even_split,4,0,32927,32864,32798,32732,32676,32611
2885,wmt19,even_split,5,0,32921,32865,32816,32731,32669,32606
2886,wmt19,even_split,6,0,32918,32864,32803,32735,32675,32613
2887,wmt19,even_split,7,0,32922,32869,32796,32739,32674,32608
2888,wmt19,even_split,8,0,32916,32861,32797,32739,32678,32617
2889,wmt19,even_split,9,0,32914,32853,32798,32738,32673,32632
2890,wmt19,even_split,0,1,32914,32853,32798,32739,32687,32617
2891,wmt19,even_split,1,1,32918,32851,32797,32738,32681,32623
2892,wmt19,even_split,2,1,32921,32855,32791,32741,32673,32627
2893,wmt19,even_split,3,1,32925,32872,32795,32732,32673,32611
2894,wmt19,even_split,4,1,32922,32862,32788,32732,32681,32623
2895,wmt19,even_split,5,1,32927,32858,32799,32723,32675,32626
2896,wmt19,even_split,6,1,32926,32856,32793,32737,32681,32615
2897,wmt19,even_split,7,1,32923,32859,32799,32731,32675,32621
2898,wmt19,even_split,8,1,32922,32862,32799,32734,32678,32613
2899,wmt19,even_split,9,1,32926,32847,32787,32738,32692,32618
2900,wmt19,even_split,0,2,32922,32860,32805,32736,32666,32619
2901,wmt19,even_split,1,2,32921,32862,32794,32737,32676,32618
2902,wmt19,even_split,2,2,32912,32860,32811,32739,32680,32606
2903,wmt19,even_split,3,2,32909,32858,32801,32748,32680,32612
2904,wmt19,even_split,4,2,32914,32861,32795,32730,32684,32624
2905,wmt19,even_split,5,2,32923,32859,32792,32737,32680,32617
2906,wmt19,even_split,6,2,32920,32855,32798,32736,32673,32626
2907,wmt19,even_split,7,2,32915,32866,32812,32737,32669,32609
2908,wmt19,even_split,8,2,32920,32857,32794,32731,32682,32624
2909,wmt19,even_split,9,2,32916,32857,32815,32734,32668,32618
2910,wmt19,even_split,0,3,32926,32854,32795,32737,32678,32618
2911,wmt19,even_split,1,3,32915,32858,32805,32738,32678,32614
2912,wmt19,even_split,2,3,32926,32861,32793,32729,32677,32622
2913,wmt19,even_split,3,3,32924,32861,32802,32741,32673,32607
2914,wmt19,even_split,4,3,32915,32863,32798,32733,32682,32617
2915,wmt19,even_split,5,3,32920,32862,32800,32739,32673,32614
2916,wmt19,even_split,6,3,32911,32856,32797,32736,32687,32621
2917,wmt19,even_split,7,3,32926,32867,32798,32730,32669,32618
2918,wmt19,even_split,8,3,32915,32857,32806,32741,32676,32613
2919,wmt19,even_split,9,3,32931,32868,32792,32733,32665,32619
2920,wmt19,even_split,0,4,32912,32850,32797,32740,32685,32624
2921,wmt19,even_split,1,4,32930,32857,32784,32729,32681,32627
2922,wmt19,even_split,2,4,32916,32854,32802,32734,32681,32621
2923,wmt19,even_split,3,4,32919,32861,32797,32733,32677,32621
2924,wmt19,even_split,4,4,32923,32863,32798,32730,32673,32621
2925,wmt19,even_split,5,4,32924,32867,32792,32728,32670,32627
2926,wmt19,even_split,6,4,32920,32856,32795,32731,32680,32626
2927,wmt19,even_split,7,4,32916,32856,32806,32742,32675,32613
2928,wmt19,even_split,8,4,32922,32873,32791,32729,32680,32613
2929,wmt19,even_split,9,4,32917,32873,32803,32738,32672,32605
2930,wmt19,even_split,0,5,32917,32867,32804,32744,32671,32605
2931,wmt19,even_split,1,5,32915,32870,32797,32734,32675,32617
2932,wmt19,even_split,2,5,32924,32864,32795,32730,32670,32625
2933,wmt19,even_split,3,5,32917,32863,32792,32732,32681,32623
2934,wmt19,even_split,4,5,32910,32849,32807,32741,32684,32617
2935,wmt19,even_split,5,5,32923,32844,32793,32741,32685,32622
2936,wmt19,even_split,6,5,32913,32851,32805,32742,32684,32613
2937,wmt19,even_split,7,5,32924,32859,32798,32739,32672,32616
2938,wmt19,even_split,8,5,32927,32865,32795,32736,32670,32615
2939,wmt19,even_split,9,5,32927,32855,32787,32742,32681,32616
2940,wmt19,even_split,0,6,32927,32846,32783,32734,32687,32631
2941,wmt19,even_split,1,6,32914,32858,32799,32732,32675,32630
2942,wmt19,even_split,2,6,32914,32854,32792,32735,32686,32627
2943,wmt19,even_split,3,6,32920,32846,32791,32740,32679,32632
2944,wmt19,even_split,4,6,32924,32851,32787,32733,32684,32629
2945,wmt19,even_split,5,6,32922,32855,32790,32741,32676,32624
2946,wmt19,even_split,6,6,32918,32854,32790,32739,32681,32626
