,router_skew,iteration,layer_idx,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
379,0.5,29,1,131624,936,976,1088,824,1160,992,1032,1064,1096,1008,1008,1256,1272,1112,1160,992,1168,992,960,1032,1008,1200,1080,896,1048,984,1200,888,1096,912,1024,1096,944,952,912,944,904,1016,936,992,1192,1064,1120,1096,1024,1016,920,928,968,1128,1056,824,992,992,864,992,1088,952,1048,1104,1136,1064,912,1032,1048,1040,1096,1088,976,968,1008,1152,1064,920,944,1096,1184,1072,984,904,968,1184,1208,1000,936,1000,944,936,1088,1032,944,1048,1064,1104,1072,1040,920,1024,1000,1128,1192,1032,960,992,936,1056,1000,1072,1088,968,1080,1088,880,872,888,1008,1040,960,1040,1136,952,1152,960,1200,1064,1056,992
380,0.5,30,1,131688,928,1120,1200,1080,1160,896,1096,968,1056,1136,1096,968,1160,1088,1136,1080,960,1296,1064,1064,1016,944,960,952,896,880,1064,896,984,1096,920,1136,1080,992,1040,1008,960,952,944,1096,1184,944,1232,896,976,1072,1120,1184,1112,1056,1048,992,816,1112,1032,1032,1096,968,1000,1072,1080,1032,848,1032,1104,1008,904,992,1080,976,1064,1032,928,1080,904,1064,1112,904,984,1000,1064,1048,1040,1096,1024,1016,1184,1096,1000,1008,864,976,976,904,920,1024,968,920,992,1160,1168,968,1016,984,1072,1024,1072,1096,1072,960,928,1056,1088,1032,936,1112,928,1024,1016,1144,976,1168,864,992,1016,1008,1016
381,0.5,31,1,130536,992,976,1008,1264,1112,984,936,1080,1016,848,1152,1064,1056,1000,1144,1008,952,976,1200,1040,1104,1208,1128,840,1032,992,1072,1160,976,1016,816,1320,1072,1104,1008,920,1040,816,976,1008,1064,1000,984,976,1048,1136,1024,904,1176,976,1016,1040,1120,1144,1048,928,1024,1064,984,1088,960,968,1064,1136,1160,944,960,1128,1136,1040,936,1072,1064,944,784,984,1168,1000,1000,1136,1104,1032,1128,888,1016,1016,1112,1032,1104,1080,1040,976,968,1008,1104,1000,976,880,1000,1048,1016,968,984,1000,1048,1296,1040,1104,904,936,1056,1016,1120,984,1120,1136,1016,1064,1096,904,1008,1136,968,1264,1160,936,1072
382,0.5,32,1,131424,1024,928,1072,920,1048,1040,1064,912,1144,1064,976,1120,904,1016,944,904,920,920,1104,1032,1144,968,896,992,1080,1112,1072,1128,1024,928,936,1176,1072,1064,1096,1176,1056,1048,992,1080,1168,1064,1024,1000,992,984,1048,1200,1016,1056,992,1216,1152,1088,1016,984,968,1056,1008,1000,1112,1120,1216,1128,1024,1104,1032,944,976,904,1016,944,1144,1016,1056,1008,1072,872,1048,944,1016,952,1184,1056,1128,968,1024,1000,1072,1048,1072,1000,1048,1048,1032,992,1024,1024,1160,856,936,1040,1024,960,1016,1080,976,944,904,952,1136,976,840,1040,1000,1104,1056,1008,1000,1064,1192,960,1080,952,872,1120,976
383,0.5,33,1,130528,928,1240,1064,1144,1024,1040,1080,952,1032,1008,1024,1040,1080,960,928,1168,1112,1000,1040,896,1016,848,1184,888,968,1232,1112,888,1120,1104,1032,1080,1088,1160,1136,1072,952,1032,944,944,992,1080,1128,1112,976,1048,1072,784,992,1144,1072,1040,1112,1256,1184,1008,1120,912,1192,1128,1120,952,960,848,880,1032,888,1160,1240,1120,992,1064,968,1024,960,984,936,984,1056,1200,944,1080,960,920,1136,1088,856,1104,960,1000,872,1160,944,1080,1104,952,816,1000,944,1168,920,1016,1104,896,1096,984,928,1112,1032,952,1136,1040,1136,1112,1152,1088,1152,952,984,1048,1072,1128,1168,1056,1040,960,984
384,0.5,34,1,130184,1032,896,1000,960,1104,1096,1136,896,944,984,1088,1000,832,1416,968,1248,1160,928,1160,968,1104,912,1144,1024,1024,920,1152,1168,1056,856,1104,968,1000,848,1032,1016,1088,1104,952,984,1144,1136,912,1112,1168,1048,1096,1168,1176,984,1112,928,1024,1000,920,1168,1008,1032,1088,984,1088,976,1040,1176,968,1088,1056,1088,1184,1072,1088,1096,952,1056,960,1056,960,1288,1128,1072,1136,960,928,1000,1240,1160,1112,944,1096,944,912,1200,888,1160,1200,976,1024,1048,992,952,1008,1032,920,1152,1136,960,1224,936,1056,1072,1120,968,952,840,912,1008,944,1000,1088,928,1008,1056,944,952,936,1024,1040
385,0.5,35,1,130976,1000,1000,936,1016,896,952,944,1176,1032,1072,1008,960,1072,1112,1000,1056,992,1056,1048,984,1064,1040,968,1048,1048,1024,1104,1064,1016,1216,1016,1112,1024,1144,1032,1064,1008,1104,1024,1000,1200,920,1008,1104,1112,1072,944,896,1032,1128,1096,1096,1080,1168,1088,984,1056,1016,1152,912,1072,928,1120,1040,944,1112,1032,1040,968,1128,984,1184,1048,1024,1064,896,1088,1136,1000,936,936,1056,1192,1024,1048,1056,1000,1144,984,1056,984,1112,1072,952,848,904,1056,960,1016,1136,1072,1000,1168,944,904,1136,944,1080,968,1024,976,1072,912,1040,920,1000,992,1104,1088,928,1056,1024,1176,936,920,984,1024
386,0.5,36,1,131248,1096,1184,1048,1032,1096,920,1016,888,1008,1024,896,1064,1120,1008,1096,976,944,864,1024,1072,1040,936,1128,1152,984,1040,1064,1128,1096,968,920,984,1016,1080,912,1080,1032,1048,1128,936,1056,1024,1000,968,1040,1056,984,1000,856,1032,944,1040,1056,1008,928,1040,1024,1192,952,904,1136,1040,1184,960,1096,1016,1040,960,1208,1040,1152,1056,1016,1008,1072,912,1088,1096,984,1016,1144,968,1072,1240,1112,976,1104,992,1072,968,920,992,1024,992,904,1112,1072,1104,1192,920,1088,984,1056,1104,896,1048,1032,1080,1008,992,928,1016,1032,992,1016,872,904,1040,1088,968,1256,1136,1024,1048,960,1120,1096
387,0.5,37,1,130624,1064,1088,1080,984,1128,1120,1088,800,1080,912,1072,1208,984,904,1064,1048,960,928,1040,1064,1192,1032,1032,1016,984,992,976,808,952,920,1136,984,1136,1048,1048,952,1072,1032,928,992,1128,1248,1000,992,816,1064,1216,1056,856,1024,1056,1072,1080,1104,1000,1192,888,984,1128,1080,1016,888,1000,936,896,1008,1176,1128,928,912,1032,1008,1056,1224,1008,936,1008,1112,984,1000,1080,1160,1000,1000,1096,1096,1136,1112,984,1056,1128,960,936,1008,1088,1032,1064,1072,936,1064,992,1120,1168,944,1160,1072,1064,1096,1080,888,1096,920,1280,1008,984,1152,1216,1104,896,1192,944,976,1104,1040,880,1016,1032
388,0.5,38,1,131216,1120,1080,1000,1016,1032,1072,1208,1016,1024,944,1104,1000,1072,944,880,1048,1000,1088,976,984,1096,1000,808,968,1096,936,1112,928,896,1184,1024,1000,976,1040,944,1048,856,912,1160,1192,1080,1160,984,968,760,856,1088,1072,936,976,1112,1112,1024,992,1024,1040,1064,880,984,1056,984,1024,1016,1000,1088,920,1064,1000,848,1072,896,1032,1016,1152,1032,864,1176,1072,984,1168,1120,1128,960,1112,1128,1160,1224,984,1088,1088,1080,1016,1064,1048,960,1104,944,1040,1088,1032,1048,1160,1024,1016,1104,1040,984,1040,1024,1064,1184,1040,920,992,968,1088,928,1176,1104,976,1024,1064,1016,1128,1088,992,1008
389,0.5,39,1,131120,936,1168,1112,1040,968,984,976,1176,1008,888,944,960,1136,1208,1064,1088,1096,992,1104,1168,984,920,1120,1128,1112,1096,1064,936,952,1112,1128,1096,1136,1032,1080,984,944,1056,1032,976,1144,1016,1072,1072,1008,1008,992,1048,968,1008,936,1016,1136,1000,1096,992,1008,1008,1080,1096,976,984,1096,1128,976,1056,928,864,960,912,1064,1128,864,1040,968,1040,1104,1064,1024,944,1040,1120,1024,944,1024,1008,968,1032,1168,968,1064,872,1112,968,1056,1096,1104,1120,1032,1000,888,992,944,840,1040,984,1016,976,1168,960,1120,1160,992,1056,1048,992,1088,1120,920,1000,1312,944,1008,952,952,920,1184
390,0.5,40,1,131648,1048,1072,1040,1040,1056,1104,904,1224,864,1032,1064,1104,1144,1232,976,1000,1000,1104,1096,1016,984,1144,1024,1136,1064,1056,1064,920,848,976,1184,952,936,1080,1176,1064,952,888,1040,976,904,1008,1064,1000,912,1152,840,960,888,1048,1024,1120,896,872,1128,944,1144,984,1000,936,928,1192,904,872,1072,960,992,1040,1096,1072,1136,952,1056,1072,1024,904,928,1064,1160,1048,1024,1080,976,1032,984,1232,1016,1240,1016,1072,1064,1248,1064,1056,976,1232,1104,928,1112,1048,1016,968,1040,944,952,960,936,1080,1080,920,760,1112,1072,1032,1088,1064,1112,1024,1056,992,1048,912,952,848,1000,1056,1088
391,0.5,41,1,130736,1040,944,960,920,1008,936,1120,888,1088,1056,1032,1088,968,1168,1112,1112,944,1104,1056,968,1008,1128,1016,1072,976,1112,960,1184,1016,912,1016,1064,1008,1112,1072,1064,1152,944,1152,1120,936,1000,1080,1056,1160,1240,1120,1144,984,1280,1016,1048,960,1008,1072,952,968,984,944,976,872,1072,952,1080,1024,928,1008,1096,832,920,1072,984,1032,1104,1160,1152,1104,1096,992,992,1000,1040,984,992,1168,1176,984,1056,848,1032,1064,920,1032,1064,864,1112,936,1176,1168,1008,1024,976,1040,1000,984,920,888,960,1224,1024,1152,1032,1080,952,1064,872,1096,1032,1032,936,1240,888,1072,1040,1176,992,1088
392,0.5,42,1,131080,1048,976,1128,984,896,1024,1048,920,1016,1120,1096,904,1112,976,976,1208,1064,984,936,840,960,1088,1112,1040,1008,1056,944,952,1080,1040,952,1096,1080,1064,1080,1128,968,1032,1040,920,896,1072,904,1144,1016,1128,992,1040,1120,1224,1056,984,984,992,968,1152,1136,1128,1072,1128,936,944,1104,1000,1280,920,1096,1032,1120,992,944,1016,1008,1048,1208,800,1128,1064,1112,1136,1152,992,888,1080,912,968,976,1112,1088,864,960,1064,1152,1024,1008,1200,968,944,976,1024,1080,1112,840,1144,904,1176,1024,1232,968,1088,1040,840,1048,904,896,952,992,1064,872,1200,1000,1128,1128,936,984,1064,1176
393,0.5,43,1,130232,1128,1112,1016,1160,1136,976,1080,952,1136,1200,1088,968,984,1152,1056,1008,1072,1040,1016,1000,1040,1056,1152,904,824,1032,1112,1064,1032,920,1232,976,1000,928,1016,1000,1064,1048,808,1032,952,1040,1072,1088,1136,1160,1080,1096,936,1040,1144,928,960,1120,1112,808,1128,936,1120,912,984,1104,952,1128,1008,1152,1104,1016,1048,1008,1072,1088,1120,944,1016,1064,960,1136,1072,984,1000,1120,960,1120,1064,904,984,936,968,1024,1056,1072,1024,992,984,1160,1136,1240,1152,1304,1088,992,952,944,1104,984,992,976,872,1024,912,1056,976,1016,1000,1112,1056,928,1208,936,1088,984,1128,1008,1144,992,992
394,0.5,44,1,129888,968,936,1096,1032,1016,808,992,984,1000,1176,1056,1016,1040,1008,1064,912,1008,1032,1104,1016,1056,1160,1040,896,888,1128,1136,1016,1024,1104,1032,992,960,896,1048,1080,984,840,1096,1248,944,1032,1104,1096,992,1016,1008,1136,1056,1088,1128,1040,1120,904,1144,992,1056,992,1032,1064,1008,1032,1136,944,952,880,1080,1040,1120,1072,1152,1104,944,952,1096,1120,960,1240,1120,1184,1112,1104,1168,1152,1040,1152,992,872,1176,1064,992,1096,904,992,968,1024,1016,1008,1032,1128,1056,1120,1144,888,1008,976,1112,840,904,1072,1088,1112,1296,1072,1080,944,1064,1136,1072,824,976,1048,1040,1112,1152,1016,1144
395,0.5,45,1,130520,1040,1120,1152,952,1024,872,1080,1000,1168,1064,1048,1088,1024,952,960,896,1240,1128,1096,1008,968,920,1104,1016,1088,992,1168,1040,1080,920,1104,1032,992,1136,864,1208,976,920,1128,1040,1000,1088,1008,992,984,1048,1040,1048,1000,1064,992,1008,1008,1048,1072,872,1032,1024,1040,1208,864,1064,944,936,1008,920,1112,1072,1144,1000,1000,1000,984,1056,896,1152,928,1088,1120,1072,992,1104,992,1104,1128,928,920,1176,992,1232,1000,1008,1096,992,952,1160,1256,992,1016,1120,888,896,920,952,1080,1112,1024,1048,928,1008,1248,1024,1008,1112,1160,1072,1032,1040,872,1000,1112,920,1144,1120,1144,1016,1040
396,0.5,46,1,132000,1048,1032,1032,1160,1136,936,1056,968,1088,888,992,1096,1056,1272,936,1096,1136,1104,976,888,976,936,1080,808,936,1048,984,1048,1248,880,1112,1240,1168,1216,904,1088,1072,920,1064,944,968,1016,1000,1232,984,992,1160,1136,824,1032,1064,1008,1056,1040,1056,840,992,1112,816,936,1016,1032,944,968,1104,1232,1096,1128,1024,1064,1088,1040,1096,944,944,1024,928,904,1072,1072,952,984,952,1136,1064,1008,1088,1016,984,1008,1056,992,1152,960,928,1000,1056,1112,984,936,1040,1184,1064,1040,1088,944,864,1064,872,1016,1064,1000,1016,1048,1080,912,1176,1008,1016,936,1024,824,1008,960,1056,952,968
397,0.5,47,1,132232,1000,1016,1160,1264,1096,1200,1008,848,976,928,1016,872,1040,968,1128,1136,1072,920,944,1128,1040,1088,1096,1176,984,1000,1000,960,1056,992,1120,936,976,1016,1040,1024,952,968,1080,984,944,1008,1008,1032,1128,976,1048,904,1088,1072,920,1008,1096,1040,1128,1032,1096,1040,936,1064,1056,952,1144,1024,1072,1144,888,936,1136,1144,1048,1024,1088,1056,1192,872,1040,1072,920,1008,1152,1080,936,808,968,1024,1000,872,1144,872,1136,976,952,944,832,904,1008,944,1008,1040,864,1120,1000,1104,1088,816,848,1072,1088,1240,848,944,1000,1008,1040,1064,1136,1104,1104,1016,1048,1048,984,1000,912,1128,1096
398,0.5,48,1,130432,1064,896,1056,1024,1056,1056,944,936,1056,1064,976,1120,1016,1056,1016,856,1032,1056,936,1032,928,968,1160,1032,1112,976,1056,1264,1152,1376,1064,1024,992,1008,1040,960,1072,1056,904,968,1032,968,1000,1056,1008,1000,1232,1096,1072,1056,952,1024,1152,1048,968,1112,992,912,1040,928,1104,1136,944,952,968,1072,1136,984,880,992,912,1104,1072,944,1160,1008,976,1040,952,1008,1216,1024,920,1152,936,1120,968,1000,1048,944,1032,1056,968,1024,960,952,1072,928,1120,976,1272,1072,1152,1128,936,1064,1152,1048,1176,1136,968,1160,952,1000,1080,1032,888,920,1088,1040,1264,1024,1104,1024,1128,984,1152
399,0.5,49,1,131840,976,1088,1040,1040,1064,1288,1048,1136,880,1224,920,1008,1016,1072,984,1120,1000,1000,984,904,928,1000,1008,920,1024,1120,1032,1064,816,1120,1032,1064,1144,1024,1104,992,944,1016,1016,1096,1120,1000,1072,792,1136,1064,1016,1088,888,1168,928,960,952,976,1096,1080,1000,1008,848,1096,872,1064,920,960,936,944,1144,1064,976,824,1264,1200,1032,936,1008,1016,960,944,888,1224,976,1080,888,1104,1008,1056,1080,1192,1336,1016,960,1064,1008,992,1192,880,1184,1016,1056,1120,1128,1056,1088,1024,1104,1032,1048,968,1088,952,1080,1024,1184,1016,1152,816,944,1024,1008,952,1152,1016,976,904,848,888,904
400,0.5,0,2,131496,992,984,1080,1032,856,1072,1064,944,912,976,1088,960,1040,1088,960,1048,1024,928,960,976,1040,1040,1040,1000,1072,1032,992,968,1168,1112,1016,984,1048,952,1000,1024,896,1152,984,960,1096,1120,1176,1152,1216,1152,928,968,1040,1072,1144,928,1024,960,952,1104,1048,1192,936,1080,952,992,912,1072,1008,1096,1160,1064,1144,968,1040,1080,936,904,1080,992,1136,1032,1032,936,1208,1088,832,992,912,1232,960,952,872,1192,1048,1104,952,920,992,984,976,1160,1000,976,1064,1056,1192,1088,1120,1296,984,1024,968,1008,984,1016,984,1008,1056,976,1192,1024,1032,1040,976,1184,1008,848,976,912,992
401,0.5,1,2,131280,1032,960,1056,888,976,952,992,920,1112,984,968,1032,1048,1056,1032,896,920,1080,1144,1048,1016,1000,984,1168,1024,1000,984,1040,1000,960,1032,1008,1096,1096,1064,872,1056,976,968,1128,1048,1128,1056,1040,1112,1080,976,1064,1024,1016,1032,1016,888,1200,1152,1064,1048,904,1056,824,1032,1048,1048,1224,1176,1048,968,1152,1080,1056,1064,1016,1144,1184,936,960,992,1112,1016,1024,1048,960,1088,1056,1064,1120,1072,1056,968,1040,1024,968,960,1032,1112,1112,952,1016,1184,1112,1032,1088,872,968,960,864,1096,1136,1104,952,928,912,936,1176,1104,848,1096,1008,1088,968,1032,968,1136,992,1032,1000,1048
402,0.5,2,2,132496,952,1048,1016,1120,960,1024,1056,1072,1120,1016,1032,840,984,1056,960,1008,984,1000,928,1016,888,1024,1144,1032,952,1136,1008,992,1016,1064,944,1000,1088,1056,968,1032,1064,936,1032,952,1160,1016,1104,904,1016,1032,1024,1056,1080,984,1016,1072,1016,1136,848,1032,920,1136,1072,992,1112,1064,1136,1032,824,1000,888,1024,976,960,1056,1136,1000,1184,976,856,1104,1032,928,896,912,1128,1032,1088,1144,1104,936,928,952,952,1072,928,1040,864,1136,1080,904,912,1024,1120,1080,1112,1016,1160,952,1032,1000,864,1144,1024,1200,1120,1080,1080,1080,936,792,1128,984,1080,936,1080,1128,1024,944,1040,1056
403,0.5,3,2,131576,1040,1096,1072,1064,912,944,936,944,896,1184,1000,864,904,976,1120,984,936,944,872,1184,984,1144,1064,936,1112,1008,968,1064,1088,1088,1000,1112,1120,1040,1016,1096,1088,920,1208,1096,1104,952,984,1016,1032,1120,880,1016,896,1088,1104,936,1152,848,976,872,1048,1104,1080,1136,1000,1168,984,936,1016,1040,1208,1040,968,920,1040,1008,1000,976,984,1120,1008,1048,920,976,1032,1008,1040,1048,904,1104,936,1088,1128,1040,960,968,976,1080,1000,952,920,1152,1112,1120,864,1016,912,1072,1104,984,992,1168,984,960,1008,1008,1048,1032,1120,976,1032,1176,1200,1088,1016,1152,1176,1144,1032,1000,1008
404,0.5,4,2,130576,944,968,816,1008,944,1096,1024,1016,1144,1032,1080,904,1152,1112,1104,976,896,848,1088,1192,1184,1128,976,1032,1072,1128,1032,864,1136,1176,1072,1128,1080,992,960,1080,1088,1064,1040,992,992,1016,1120,992,1080,976,1160,1120,1024,1056,1008,1120,1168,1168,1120,1000,936,1016,1056,1072,880,896,840,968,984,992,992,1136,864,864,880,1040,936,1112,1120,1016,1040,960,1072,952,1088,1032,1032,1096,864,864,912,944,1048,1184,1096,944,1160,1224,1088,1072,1096,1040,1184,856,872,864,1096,984,1112,1200,1128,1192,976,1128,1096,1072,952,1064,888,1032,952,1064,928,1104,1088,952,1048,1144,1048,1232,1216
405,0.5,5,2,131072,1040,976,912,1304,1064,1016,920,888,1016,1104,1048,968,936,1040,1032,1080,976,1000,1032,888,984,992,1016,936,1008,1208,1104,968,1136,1208,1088,1208,1000,1176,1128,1120,1000,1024,904,1056,1096,952,992,1064,1056,1008,1184,1136,1072,1088,840,992,960,1192,1000,1032,1048,1088,840,944,1160,1152,984,1112,1008,1032,1088,1152,1144,896,904,976,1032,880,1064,920,920,904,936,1136,1072,864,1040,1096,1000,960,792,1008,968,1288,1096,952,1144,1000,896,1048,1080,1144,1128,976,1080,960,880,936,1112,920,992,1000,984,1088,976,968,920,1120,1200,1168,1184,1056,1208,1248,1104,936,928,1032,1008,1080,944
406,0.5,6,2,131352,952,1032,1048,888,968,1040,1152,1000,1064,1032,832,984,1040,1080,1120,976,1000,984,904,1120,1016,1176,992,1104,936,952,1200,952,1040,1040,960,904,1144,1064,952,936,1000,1128,952,1064,1144,1016,1016,928,1056,1224,1016,1120,1072,1008,1048,1048,888,1064,1088,1160,968,1096,1120,1104,1088,1040,1064,1256,1032,840,1040,1104,1104,952,896,1040,936,1008,1040,1008,944,1056,1032,880,1048,1056,1064,1008,840,1040,880,1120,1272,1040,984,1104,1136,1104,1176,1000,1032,1080,984,1016,920,888,1032,936,1072,1224,1088,1000,992,896,1056,1008,976,1160,1024,1024,1120,928,1080,1176,1056,1032,808,1032,1096,968,944
407,0.5,7,2,132320,1024,952,1048,1296,936,1072,1120,960,1128,936,912,992,1040,984,1072,928,1136,952,1040,1200,1040,1024,848,1064,1088,1072,1176,1016,1040,888,1040,1000,952,1024,976,888,1192,968,1176,1056,1128,1112,1048,1096,1160,1024,1016,1016,1040,920,1024,1024,864,1016,1024,1056,1024,1048,1000,976,896,976,1120,952,856,936,1168,1016,944,1160,1008,968,1144,880,1104,984,1064,1152,936,912,1016,1104,984,952,1032,904,1024,1024,1008,1128,1008,1008,760,1072,1064,896,936,912,952,1048,920,928,1120,1112,1064,1104,1104,1040,1032,1072,1112,888,1000,1008,1072,960,1144,1024,928,1064,1176,1160,952,1040,952,1024,944
408,0.5,8,2,131272,968,1136,864,1056,1104,1112,1064,1072,992,1072,944,1104,1104,1032,992,952,1136,1040,1120,1104,1056,1048,1024,912,1128,1088,936,1176,1040,1048,1296,944,1064,1088,936,1136,1080,960,904,976,1136,992,1248,1024,976,1048,1296,856,1000,904,1048,872,1056,968,1048,1016,1120,1104,1040,1128,1144,968,1008,1104,968,912,936,752,1072,1072,928,1112,944,1008,1112,1064,968,1080,920,1136,1112,1216,1040,1064,1072,1016,928,840,1128,1032,1040,1056,960,928,1112,944,936,1080,968,976,1000,984,1040,992,1032,960,936,1040,984,1080,1032,1008,1096,920,888,1040,1056,1096,1088,848,1144,992,896,1032,944,1272,1128
409,0.5,9,2,129184,904,1016,1016,1000,944,1008,1032,976,1016,1088,1024,1072,1000,1104,1120,1024,1048,1112,1072,1040,1152,976,1024,1000,1160,1000,1112,912,1032,1272,968,1064,1032,1096,976,1072,1208,992,1048,1096,1056,1016,1112,1000,880,1216,1080,1000,1088,1080,1000,1096,1072,896,976,1064,1200,1032,920,968,1048,952,1152,1072,992,976,1120,1088,1024,1112,888,960,904,1136,984,1160,1080,1160,1016,1120,952,1056,1080,1024,992,1016,1136,1080,928,1288,1000,1096,992,1032,968,1032,1136,1032,1040,1032,1096,1112,1112,1160,1144,1016,1016,1160,1008,1024,960,1136,880,1056,1104,1048,1080,1024,912,968,992,1216,1104,1176,968,1064,1008
410,0.5,10,2,130264,1024,1264,992,984,1080,1104,1064,1160,1032,976,936,952,1216,1064,1160,1056,984,1136,1152,1064,992,1000,976,1152,848,1032,1032,1088,1040,1168,1104,992,1024,920,968,936,1208,960,1096,944,1072,960,1112,1200,1032,1056,1160,1104,968,1080,968,1072,1176,1112,1160,976,904,1144,1112,1176,1016,888,1064,944,904,936,1048,912,928,1072,1152,1104,864,1104,968,856,896,1048,960,880,872,1104,1168,944,1192,1024,984,1032,1096,1120,1032,1160,1056,1072,1048,952,1000,1104,1088,904,1016,968,968,1008,944,1048,1040,904,1104,1024,1136,968,1200,976,1096,1032,1088,960,1208,1048,1048,1072,1000,1192,984,976,952
411,0.5,11,2,130936,1128,1168,1008,1040,1024,1040,1072,1000,1032,992,1088,1128,880,928,1144,856,1192,928,1096,1120,976,1064,896,968,1080,1080,1008,928,1240,928,944,1024,848,1040,1056,1080,1104,984,1008,1040,888,1008,904,1048,1064,1064,992,984,1128,1080,1232,1136,984,992,992,1232,1120,1248,1024,968,976,1112,1224,1032,1072,1000,1024,1160,984,1176,1072,1072,936,1136,1088,1016,992,968,1016,984,1080,1024,928,1016,1096,968,888,1064,1000,1024,1080,952,1168,952,1136,1168,952,912,1056,1048,1056,1176,1008,1168,1040,1000,928,1032,1016,1024,1048,920,1048,976,904,920,1144,1040,1016,1032,1136,1072,1024,904,856,920,1000
412,0.5,12,2,131624,944,960,1056,1160,1072,1032,976,1120,1008,776,1024,1000,1112,1040,1064,968,992,1032,984,1056,1040,840,1184,1056,888,1064,960,1104,1032,1080,984,1048,944,1040,1056,1000,1128,1008,1032,1088,1024,968,824,1208,1000,944,1072,1040,1040,1008,1032,1072,1152,992,928,888,1144,832,1184,1104,904,856,928,992,1096,1040,960,1032,968,992,1176,1040,848,1112,984,1104,1296,1008,992,952,1104,1000,1056,960,1152,976,784,1040,1008,1064,1056,792,1016,904,1000,1056,1096,1152,1016,984,1088,1152,1032,976,1136,1040,880,1040,1176,896,1040,1096,1000,1064,1176,880,1144,1136,1072,1120,1096,1160,1160,984,984,1072,1016
413,0.5,13,2,132064,1232,1120,936,1032,1128,1008,1016,1120,1064,1024,1136,1048,1192,952,1080,952,960,1072,1000,1072,1088,1064,1192,968,1016,888,888,984,896,912,720,1144,1008,1112,1008,1008,1016,1040,1008,1064,944,928,936,936,1120,1024,952,1152,976,944,1024,1144,1048,952,1008,1000,976,984,1056,1032,1056,968,992,1032,1024,1128,1096,1048,904,992,872,1176,1136,1032,1088,1080,1016,896,1096,1104,1072,1016,1008,984,1072,1008,1128,944,1056,896,1032,968,976,1120,1112,1080,1176,976,1208,744,816,968,824,1232,1064,1032,1080,1144,848,976,1104,856,1032,1024,864,1184,1024,912,1152,968,1040,1136,928,1016,1032,1192,1016
414,0.5,14,2,130656,1000,1048,960,936,1056,992,1136,936,1040,1136,1080,1080,960,1096,1048,1128,1072,1192,1120,944,1120,1032,1072,984,944,952,864,1024,1096,1136,920,1000,1136,904,1120,1232,944,1168,1096,976,904,1080,1112,1096,1120,1008,1056,968,992,904,1168,920,896,1024,1128,920,1000,864,1192,1016,1008,888,1056,936,984,968,920,936,952,1312,1072,1000,1104,1080,1104,784,1128,1048,952,968,1032,896,1024,960,1064,1096,912,880,1008,968,1184,1072,1256,984,1136,984,1088,1096,992,1152,1016,1088,1032,1072,984,968,1176,1000,920,1312,1096,968,1024,1008,960,1032,1096,1016,976,1128,984,1184,1016,1000,1104,1160,1136
415,0.5,15,2,131264,1256,1104,944,1008,1016,1240,1008,1080,976,1008,864,944,920,1040,1024,944,936,1184,1080,1072,888,1104,1088,1040,968,1208,1072,1152,1088,1072,1040,904,968,1080,1040,1072,904,1136,968,1064,1064,1016,976,832,1016,1112,952,848,1072,888,1048,1088,1032,984,856,872,1016,1080,968,1024,1120,1000,1000,976,928,920,1088,1088,1024,864,1040,1008,1120,1064,1064,1104,1056,1112,1224,1208,1128,1144,1072,968,1112,1032,1136,1160,1000,1048,856,1016,976,1096,992,1080,984,968,960,928,1072,1120,1032,1064,1072,888,1016,888,1040,1152,888,936,1160,1200,992,968,1104,912,1048,1168,1024,944,1192,1104,896,1048,1040
416,0.5,16,2,131072,1096,1016,1112,1184,1192,1096,1048,992,1000,1160,992,1040,848,1032,1192,920,1064,976,1056,1048,1104,1112,1024,944,1024,1088,984,1024,1104,960,1048,1160,848,1032,1016,848,912,1072,1048,1192,912,992,1136,1000,904,1040,1192,1088,960,1112,904,1192,1056,1096,1072,1128,1072,1104,848,1024,1104,960,888,808,1072,1016,1096,896,992,952,984,1208,1048,1080,1112,1040,944,1080,1040,1072,960,960,1080,1000,1072,992,920,1112,1080,1024,1040,1168,1112,952,1104,968,1056,1040,944,1056,1032,968,960,960,976,1088,776,1176,1032,968,960,1024,968,1088,1064,984,1152,1184,1120,1056,1032,1160,968,808,1016,1080,1000
417,0.5,17,2,131128,1048,968,1040,1040,1040,976,1136,1064,888,952,880,1064,992,968,936,1032,1288,1008,912,1008,1032,1016,928,1080,1032,976,1120,1088,1088,1264,992,1008,984,1048,1152,1200,1064,1168,1128,1032,968,1096,864,1080,1024,1008,1088,856,1176,1016,1016,904,1112,960,992,1128,1088,960,1016,1064,968,1176,992,960,1056,856,1032,1112,1104,1160,992,1072,1040,1016,896,904,1152,1032,1152,1056,1104,1000,1152,1032,960,1056,1120,1056,968,832,912,984,1048,848,1000,1240,1016,920,992,944,1120,1016,1096,1072,1008,1112,1056,1136,1136,880,1024,1032,880,968,1120,1008,976,1192,1016,1120,1008,976,1096,1136,1000,920,944
