Expert,Node
0,7
1,7
2,5
3,7
4,7
5,6
6,6
7,6
8,6
9,5
10,5
11,5
12,4
13,4
14,4
15,2
16,2
17,2
18,2
19,3
20,3
21,3
22,1
23,3
24,1
25,1
26,4
27,1
28,0
29,0
30,0
31,0
32,7
33,7
34,7
35,6
36,6
37,6
38,6
39,5
40,5
41,5
42,5
43,4
44,4
45,4
46,4
47,2
48,2
49,2
50,2
51,3
52,3
53,3
54,1
55,1
56,1
57,1
58,0
59,3
60,0
61,7
62,0
63,0
64,7
65,7
66,6
67,6
68,6
69,7
70,6
71,5
72,5
73,5
74,5
75,4
76,4
77,4
78,3
79,2
80,3
81,2
82,2
83,2
84,3
85,7
86,4
87,3
88,0
89,0
90,1
91,1
92,1
93,1
94,0
95,0
96,7
97,6
98,7
99,7
100,6
101,6
102,6
103,7
104,5
105,5
106,5
107,4
108,5
109,4
110,4
111,4
112,2
113,2
114,2
115,2
116,1
117,3
118,1
119,1
120,3
121,3
122,3
123,1
124,0
125,0
126,0
127,0
128,7
129,6
130,6
131,6
132,6
133,7
134,7
135,7
136,5
137,5
138,5
139,1
140,5
141,1
142,4
143,4
144,4
145,3
146,4
147,3
148,3
149,0
150,3
151,2
152,2
153,2
154,2
155,1
156,1
157,0
158,0
159,0
160,7
161,6
162,6
163,6
164,2
165,6
166,7
167,3
168,3
169,7
170,5
171,4
172,5
173,5
174,5
175,4
176,4
177,7
178,4
179,2
180,1
181,0
182,3
183,1
184,1
185,1
186,2
187,3
188,2
189,0
190,0
191,0
