iteration,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),total number of tokens sent,total number of tokens recv,expert distribution
0,66.14323425292969,2.6316800117492676,0.14761599898338318,5.596640110015869,39.530399322509766,8.979071617126465,16384,5261,"[0, 338, 71, 24, 2, 79, 313, 394, 867, 171, 676, 609, 180, 1, 271, 2406, 324, 528, 21, 493, 411, 112, 295, 0, 889, 420, 169, 6, 17, 91, 137, 266, 1, 67, 13, 2, 36, 15, 222, 280, 0, 1538, 96, 389, 120, 319, 108, 615, 114, 592, 50, 63, 18, 494, 8, 145, 85, 223, 80, 110]"
1,67.54918670654297,1.3824000358581543,0.15558399260044098,6.1836161613464355,41.35638427734375,9.189056396484375,16384,5899,"[1, 356, 365, 122, 3, 89, 608, 117, 559, 296, 1368, 743, 236, 0, 124, 1266, 320, 1190, 32, 803, 286, 82, 260, 0, 958, 406, 172, 21, 68, 42, 310, 259, 0, 105, 1, 2, 42, 9, 32, 82, 0, 1053, 25, 151, 47, 295, 50, 445, 161, 742, 130, 51, 15, 957, 12, 75, 198, 132, 73, 37]"
2,68.85785675048828,3.600383996963501,0.14044800400733948,6.0465922355651855,40.089759826660156,10.040191650390625,16384,6137,"[3, 1040, 160, 27, 0, 8, 294, 436, 886, 218, 1175, 214, 108, 0, 117, 1614, 286, 791, 0, 843, 265, 7, 162, 0, 689, 561, 157, 11, 39, 83, 221, 199, 0, 125, 5, 43, 8, 12, 12, 135, 0, 1348, 4, 612, 1, 303, 129, 338, 52, 763, 105, 49, 17, 629, 12, 82, 377, 259, 327, 23]"
3,69.45279693603516,0.20070399343967438,0.2165440022945404,7.202239990234375,41.96985626220703,9.21615982055664,16384,5729,"[4, 537, 240, 47, 0, 41, 745, 180, 521, 185, 1177, 416, 79, 3, 171, 1722, 439, 961, 15, 736, 263, 113, 171, 0, 868, 349, 105, 22, 80, 84, 299, 233, 0, 95, 1, 39, 39, 19, 112, 186, 0, 1680, 19, 206, 23, 238, 28, 810, 40, 650, 21, 84, 13, 394, 18, 59, 295, 197, 125, 187]"
4,67.94035339355469,3.4754559993743896,0.1968960016965866,5.020287990570068,39.218177795410156,11.65225601196289,16384,6385,"[0, 553, 280, 6, 7, 64, 516, 364, 1166, 320, 1578, 535, 34, 0, 76, 783, 350, 917, 8, 536, 311, 56, 142, 4, 1011, 520, 296, 18, 159, 132, 487, 261, 0, 12, 2, 27, 8, 51, 19, 85, 0, 1932, 27, 37, 19, 287, 47, 482, 55, 568, 12, 98, 4, 607, 8, 49, 222, 128, 7, 101]"
5,65.74899291992188,0.17919999361038208,0.23398399353027344,4.890719890594482,39.76755142211914,10.650079727172852,16384,6579,"[1, 946, 182, 42, 0, 195, 146, 403, 622, 344, 1417, 221, 107, 0, 305, 1227, 438, 512, 1, 826, 264, 60, 364, 0, 733, 502, 189, 19, 4, 16, 335, 635, 2, 26, 1, 160, 15, 81, 9, 17, 0, 1585, 177, 248, 10, 382, 92, 530, 73, 673, 84, 38, 16, 569, 7, 213, 142, 147, 20, 11]"
6,67.4488296508789,0.4126720130443573,0.14374400675296783,5.867775917053223,40.6591682434082,11.153280258178711,16384,7009,"[8, 658, 149, 16, 3, 44, 284, 468, 358, 236, 1733, 383, 308, 0, 146, 1265, 328, 865, 17, 839, 323, 138, 391, 0, 1235, 323, 177, 8, 26, 71, 318, 311, 0, 52, 0, 9, 38, 25, 3, 191, 0, 1107, 27, 124, 7, 239, 145, 555, 30, 911, 172, 143, 27, 530, 14, 165, 189, 134, 24, 94]"
7,72.55244445800781,2.604032039642334,0.1329600065946579,5.140672206878662,45.33776092529297,10.389951705932617,16384,6121,"[4, 579, 254, 15, 21, 109, 306, 219, 956, 463, 1415, 136, 530, 2, 50, 1156, 381, 592, 5, 667, 247, 57, 231, 0, 911, 381, 158, 7, 44, 33, 372, 197, 0, 22, 3, 9, 42, 5, 3, 151, 0, 1498, 19, 152, 1, 377, 97, 700, 41, 916, 74, 88, 7, 1023, 22, 56, 50, 166, 297, 67]"
8,72.4869155883789,2.978816032409668,0.14860799908638,6.1440958976745605,44.39904022216797,9.490464210510254,16384,5973,"[1, 755, 147, 73, 8, 70, 260, 102, 875, 49, 2076, 487, 211, 0, 62, 1036, 461, 1012, 7, 748, 271, 27, 239, 2, 873, 506, 474, 14, 70, 69, 401, 619, 0, 54, 0, 97, 26, 29, 41, 118, 0, 1182, 127, 93, 10, 312, 50, 309, 27, 437, 43, 90, 31, 690, 11, 54, 248, 142, 73, 85]"
9,72.21862030029297,1.8431999683380127,0.1629440039396286,8.390815734863281,42.780574798583984,10.510944366455078,16384,6502,"[8, 588, 58, 39, 6, 163, 161, 651, 567, 175, 1433, 320, 482, 0, 104, 2697, 317, 802, 2, 735, 269, 36, 228, 10, 813, 571, 128, 4, 10, 139, 413, 98, 0, 65, 1, 33, 25, 1, 80, 165, 0, 1109, 43, 117, 9, 333, 73, 510, 80, 522, 41, 81, 14, 462, 34, 90, 160, 128, 95, 86]"
10,71.66361236572266,2.421760082244873,0.18057599663734436,5.942431926727295,45.557151794433594,9.28758430480957,16384,6044,"[12, 330, 332, 36, 6, 87, 605, 293, 428, 106, 1356, 581, 321, 0, 100, 1366, 523, 535, 44, 968, 315, 33, 190, 0, 1000, 424, 310, 4, 101, 87, 201, 353, 1, 60, 1, 48, 88, 43, 44, 183, 0, 917, 6, 278, 32, 215, 102, 586, 87, 603, 136, 68, 23, 895, 9, 70, 294, 225, 223, 100]"
11,65.36089324951172,0.12083200365304947,0.20636799931526184,5.60595178604126,41.229888916015625,9.719200134277344,16384,5951,"[5, 578, 301, 64, 28, 139, 143, 361, 760, 317, 1955, 250, 311, 0, 3, 641, 407, 846, 3, 1074, 261, 75, 207, 7, 907, 459, 129, 18, 22, 43, 394, 257, 1, 37, 0, 90, 15, 63, 103, 318, 0, 1253, 30, 133, 7, 264, 123, 365, 75, 1119, 185, 98, 22, 925, 8, 7, 64, 74, 12, 28]"
12,61.78303909301758,1.3271039724349976,0.14828799664974213,5.098720073699951,37.026241302490234,9.812992095947266,16384,6142,"[17, 1248, 288, 9, 11, 147, 415, 284, 428, 178, 1611, 325, 211, 0, 84, 892, 370, 834, 18, 530, 359, 32, 126, 2, 565, 454, 366, 3, 102, 290, 233, 155, 0, 133, 3, 165, 23, 2, 2, 128, 0, 2017, 68, 124, 7, 389, 182, 342, 189, 527, 9, 66, 15, 388, 13, 195, 415, 154, 83, 158]"
13,67.19078063964844,0.4546560049057007,0.13689599931240082,5.835264205932617,41.79878234863281,10.294848442077637,16384,6376,"[8, 778, 245, 74, 9, 263, 881, 67, 574, 266, 1789, 438, 137, 1, 45, 1058, 363, 1275, 5, 745, 375, 50, 268, 0, 845, 414, 235, 9, 50, 5, 342, 131, 0, 53, 2, 75, 37, 1, 88, 277, 0, 519, 78, 228, 96, 284, 108, 756, 52, 684, 46, 101, 7, 729, 20, 56, 89, 87, 77, 89]"
14,67.5041275024414,0.2099200040102005,0.31273600459098816,5.255936145782471,36.48329544067383,15.582271575927734,16384,7582,"[10, 595, 273, 50, 17, 86, 237, 352, 910, 293, 1300, 390, 154, 0, 39, 1404, 482, 780, 11, 986, 279, 55, 210, 5, 1028, 363, 313, 17, 23, 112, 344, 180, 0, 70, 4, 147, 34, 0, 59, 69, 0, 1432, 46, 49, 6, 205, 166, 467, 41, 549, 146, 93, 1, 1078, 15, 65, 179, 96, 29, 40]"
15,70.50035095214844,2.1227519512176514,0.16438399255275726,6.517568111419678,44.913185119628906,8.486783981323242,16384,5392,"[5, 460, 240, 67, 2, 74, 169, 152, 653, 269, 1943, 495, 126, 0, 109, 1977, 302, 549, 4, 1004, 215, 37, 116, 2, 838, 447, 53, 14, 9, 56, 254, 79, 0, 24, 3, 67, 49, 0, 76, 267, 0, 1333, 167, 74, 53, 305, 116, 638, 114, 1127, 55, 67, 6, 747, 22, 65, 43, 64, 31, 151]"
