iteration,latency (ms),metadata latency (ms),schedule latency (ms),first transfer latency (ms),second transfer latency (ms),comp latency (ms),total number of tokens sent,total number of tokens recv,expert distribution
0,67.97926330566406,0.11366400122642517,0.20262399315834045,7.338687896728516,7.272319793701172,43.82060623168945,16384,31556,"[205, 62, 31, 246, 0, 5, 327, 3, 51, 0, 18, 0, 10, 279, 9, 16, 23, 10, 0, 140, 168, 18, 257, 143, 0, 0, 265, 3321, 0, 316, 0, 4554, 153, 235, 13, 131, 44, 0, 10, 76, 2, 88, 52, 11, 7, 0, 19, 27, 22, 15, 104, 2669, 2094, 0, 3, 69, 0, 0, 9, 54]"
1,73.51808166503906,0.2099200040102005,0.13286399841308594,8.395999908447266,7.248223781585693,49.24342346191406,16384,36654,"[109, 37, 317, 941, 0, 3, 1159, 1, 190, 0, 11, 3, 1, 268, 57, 23, 58, 1, 7, 259, 209, 9, 365, 111, 0, 83, 73, 1475, 0, 770, 0, 4908, 3, 182, 12, 15, 79, 1, 0, 70, 1, 190, 84, 1, 3, 0, 46, 0, 38, 1, 0, 3057, 630, 0, 0, 506, 0, 9, 3, 5]"
2,66.5344009399414,0.2744320034980774,0.49462398886680603,6.43177604675293,5.793312072753906,42.85808181762695,16384,31383,"[105, 62, 346, 171, 0, 4, 429, 3, 258, 0, 25, 0, 1, 267, 0, 34, 84, 2, 3, 216, 170, 19, 380, 50, 0, 384, 184, 3715, 0, 754, 0, 4372, 194, 434, 22, 43, 12, 0, 0, 82, 0, 527, 34, 271, 52, 0, 27, 0, 2, 6, 4, 1898, 633, 0, 4, 96, 0, 3, 2, 0]"
3,60.384254455566406,0.12083200365304947,0.21251200139522552,6.3654398918151855,5.676000118255615,39.91334533691406,16384,29958,"[59, 82, 119, 401, 0, 2, 294, 1, 301, 0, 20, 8, 15, 563, 32, 20, 92, 18, 16, 257, 295, 8, 359, 82, 0, 211, 144, 2930, 0, 854, 0, 4547, 69, 190, 67, 185, 42, 0, 1, 41, 3, 87, 48, 0, 0, 1, 32, 2, 8, 6, 13, 2281, 1065, 0, 0, 473, 0, 1, 32, 7]"
4,67.16825866699219,0.11673600226640701,0.21456000208854675,7.017055988311768,6.498559951782227,44.10051345825195,16384,33504,"[42, 55, 153, 426, 0, 28, 268, 0, 159, 0, 10, 52, 19, 582, 0, 22, 84, 21, 16, 150, 101, 12, 345, 4, 0, 89, 74, 4153, 1, 770, 0, 3515, 333, 76, 20, 35, 21, 9, 0, 71, 3, 566, 95, 6, 0, 1, 28, 0, 80, 1, 0, 2759, 369, 0, 2, 726, 0, 0, 14, 18]"
5,62.04006576538086,0.45158401131629944,0.1303039938211441,6.204319953918457,6.852640151977539,39.26521682739258,16384,29526,"[89, 43, 869, 426, 0, 53, 340, 4, 267, 0, 50, 0, 8, 531, 32, 24, 348, 21, 3, 55, 99, 37, 377, 125, 0, 3, 152, 2021, 3, 1352, 0, 4706, 102, 53, 3, 34, 29, 0, 0, 43, 10, 125, 61, 48, 26, 0, 32, 0, 87, 18, 1, 2132, 1063, 0, 12, 339, 0, 0, 32, 96]"
6,62.51929473876953,0.7137280106544495,0.1305920034646988,7.536575794219971,5.555808067321777,40.366336822509766,16384,30082,"[89, 45, 247, 698, 0, 14, 980, 0, 102, 0, 9, 0, 22, 542, 77, 19, 50, 33, 2, 240, 316, 0, 493, 266, 0, 19, 91, 2161, 0, 595, 0, 5626, 48, 85, 3, 22, 7, 0, 0, 132, 13, 78, 131, 7, 20, 0, 33, 0, 52, 16, 0, 1637, 1217, 0, 2, 121, 0, 1, 19, 4]"
7,62.437374114990234,0.886784017086029,0.17926399409770966,6.787007808685303,5.477856159210205,40.73833465576172,16384,31050,"[149, 31, 382, 781, 0, 7, 641, 1, 208, 0, 10, 0, 1, 299, 16, 27, 37, 26, 16, 237, 195, 9, 284, 53, 0, 1021, 364, 3136, 0, 782, 0, 3502, 258, 84, 2, 80, 22, 0, 0, 49, 6, 232, 80, 18, 1, 0, 43, 0, 9, 0, 1, 2510, 502, 1, 0, 224, 0, 3, 26, 18]"
8,62.820350646972656,0.2887679934501648,0.1393280029296875,6.593311786651611,6.0391998291015625,40.65641784667969,16384,30705,"[94, 31, 50, 286, 0, 19, 330, 0, 171, 0, 11, 27, 2, 488, 8, 17, 61, 0, 17, 155, 145, 78, 385, 55, 2, 321, 19, 3874, 0, 1132, 0, 2795, 640, 114, 43, 63, 23, 0, 0, 1, 1, 673, 71, 5, 1, 0, 68, 30, 99, 1, 2, 2326, 1212, 0, 1, 398, 0, 1, 5, 33]"
9,61.504512786865234,0.1228799968957901,0.23452800512313843,6.948639869689941,5.934368133544922,39.183040618896484,16384,29353,"[107, 22, 77, 136, 0, 20, 638, 4, 130, 1, 30, 0, 22, 227, 48, 30, 4, 0, 3, 255, 244, 2, 511, 121, 0, 9, 68, 3290, 0, 202, 0, 3745, 186, 67, 3, 72, 34, 1, 0, 3, 8, 987, 113, 21, 1, 0, 7, 130, 69, 1, 4, 2937, 1191, 1, 9, 489, 0, 2, 81, 21]"
10,61.251583099365234,0.10956799983978271,0.2266560047864914,6.204095840454102,5.662015914916992,40.80329513549805,16384,30026,"[127, 50, 1045, 215, 0, 33, 858, 0, 329, 0, 6, 43, 12, 248, 54, 21, 17, 1, 66, 208, 227, 4, 64, 11, 9, 731, 58, 2447, 1, 569, 0, 3865, 299, 254, 8, 118, 18, 9, 5, 2, 1, 108, 63, 16, 3, 0, 136, 10, 9, 1, 0, 1978, 1837, 0, 2, 159, 0, 2, 8, 19]"
11,61.58438491821289,0.78438401222229,0.13120000064373016,5.457791805267334,12.769856452941895,34.471073150634766,16384,25815,"[66, 47, 701, 1186, 0, 21, 468, 7, 188, 0, 45, 2, 5, 331, 8, 23, 140, 0, 9, 132, 211, 1, 1195, 29, 0, 1377, 17, 2197, 0, 285, 0, 4428, 39, 112, 0, 33, 18, 0, 0, 0, 2, 555, 58, 18, 8, 0, 53, 13, 17, 14, 0, 1783, 156, 0, 8, 328, 0, 0, 30, 20]"
12,63.93958282470703,0.10649599879980087,0.23846399784088135,7.469056129455566,7.660287857055664,40.260128021240234,16384,29791,"[71, 26, 45, 513, 0, 52, 625, 2, 144, 0, 6, 1, 8, 267, 6, 16, 15, 0, 0, 109, 253, 5, 183, 53, 0, 113, 7, 3951, 0, 742, 0, 2152, 85, 75, 14, 21, 22, 0, 5, 3, 2, 646, 31, 85, 5, 0, 4, 0, 4, 3, 12, 3420, 1973, 0, 8, 554, 0, 1, 7, 39]"
13,63.73068618774414,0.14233599603176117,0.21024000644683838,6.0292158126831055,6.018176078796387,43.222686767578125,16384,31556,"[63, 34, 70, 468, 0, 53, 456, 1, 319, 0, 24, 4, 22, 221, 23, 16, 53, 0, 4, 192, 245, 3, 422, 181, 0, 613, 246, 1802, 2, 94, 0, 5386, 28, 289, 22, 14, 22, 8, 0, 105, 1, 348, 35, 39, 1, 1, 50, 0, 49, 1, 1, 2149, 1775, 0, 0, 411, 0, 0, 10, 8]"
14,61.71955108642578,0.11059200018644333,0.21059200167655945,6.071680068969727,5.268703937530518,42.03897476196289,16384,31217,"[94, 26, 322, 1272, 0, 14, 663, 0, 87, 0, 30, 13, 2, 367, 16, 16, 29, 5, 2, 134, 276, 0, 330, 0, 0, 308, 27, 2507, 0, 162, 0, 5604, 203, 458, 9, 41, 20, 0, 3, 10, 9, 57, 19, 9, 1, 0, 39, 0, 72, 1, 1, 2319, 664, 0, 1, 126, 1, 0, 12, 3]"
15,57.75155258178711,0.131071999669075,0.2300799936056137,6.224703788757324,5.5095038414001465,37.31644821166992,16384,27183,"[187, 24, 184, 795, 0, 22, 423, 13, 374, 0, 71, 5, 6, 596, 95, 23, 18, 0, 5, 326, 163, 97, 162, 51, 0, 473, 81, 3059, 0, 1269, 0, 3116, 215, 130, 12, 26, 28, 25, 0, 19, 5, 28, 61, 34, 1, 1, 67, 1, 9, 6, 11, 1614, 2077, 0, 0, 337, 0, 0, 21, 18]"
16,57.49248123168945,0.10444799810647964,0.21139200031757355,6.3919358253479,6.3863677978515625,36.34320068359375,16384,26633,"[73, 46, 86, 251, 0, 9, 466, 4, 325, 0, 35, 0, 8, 555, 0, 25, 12, 1, 11, 310, 166, 19, 471, 153, 0, 7, 136, 3024, 0, 590, 0, 3324, 166, 247, 13, 75, 23, 0, 4, 8, 1, 478, 19, 102, 4, 0, 26, 0, 70, 15, 12, 1904, 2596, 0, 0, 450, 2, 0, 14, 48]"
17,63.82080078125,0.1157120019197464,0.22089600563049316,6.874720096588135,5.856544017791748,42.31907272338867,16384,31786,"[153, 63, 86, 750, 0, 7, 785, 1, 101, 0, 1, 36, 1, 150, 42, 20, 74, 1, 3, 295, 167, 4, 531, 49, 0, 261, 100, 2776, 2, 476, 0, 5959, 52, 254, 22, 33, 5, 0, 0, 45, 4, 11, 43, 3, 2, 0, 14, 96, 12, 9, 0, 1742, 500, 0, 0, 624, 2, 1, 10, 6]"
18,68.39705657958984,0.10649599879980087,0.20294399559497833,6.77180814743042,5.908544063568115,47.20102310180664,16384,35729,"[148, 57, 88, 584, 0, 20, 1023, 1, 324, 0, 26, 10, 25, 332, 4, 16, 168, 15, 3, 193, 305, 13, 278, 32, 1, 41, 399, 1568, 1, 516, 0, 5978, 339, 307, 39, 33, 19, 0, 0, 2, 5, 6, 34, 15, 2, 3, 9, 53, 26, 10, 1, 2554, 399, 0, 11, 305, 0, 0, 21, 22]"
19,59.094017028808594,0.11161600053310394,0.23129600286483765,6.1757121086120605,5.6736321449279785,38.778526306152344,16384,28457,"[81, 53, 246, 225, 1, 5, 149, 0, 254, 0, 8, 2, 1, 241, 336, 21, 49, 0, 4, 143, 201, 28, 443, 34, 0, 460, 274, 3633, 0, 331, 0, 4019, 122, 335, 6, 105, 47, 4, 2, 48, 0, 84, 87, 19, 2, 0, 32, 0, 64, 3, 2, 3426, 559, 0, 5, 160, 1, 0, 21, 8]"
