,num_toks,time
0,0,0.12678400178750357
1,1,0.21469866732756296
2,2,0.21435733139514923
3,3,0.20241066813468933
4,4,0.20036266247431436
5,5,0.21265066663424173
6,10,0.2348373383283615
7,20,0.22493866582711539
8,30,0.22084266444047293
9,40,0.20889600118001303
10,50,0.20753066738446554
11,60,0.22084266444047293
12,70,0.2218666672706604
13,80,0.22323200106620789
14,90,0.23927466571331024
15,100,0.2437119980653127
16,110,0.2413226713736852
17,120,0.2525866627693176
18,130,0.2563413381576538
19,140,0.2577066620190938
20,150,0.2658986647923787
21,160,0.2600960036118825
22,170,0.2969599962234497
23,180,0.28330667813618976
24,190,0.2863786617914836
25,200,0.3092480003833771
26,210,0.31402666370073956
27,220,0.32494934399922687
28,230,0.3341653247674306
29,240,0.3587413430213928
30,250,0.36522666613260907
31,260,0.35737599929173786
32,270,0.36078932881355286
33,280,0.35942399501800537
34,290,0.3744426667690277
35,300,0.36453333497047424
36,310,0.39935999115308124
37,320,0.3884373406569163
38,330,0.423935999472936
39,340,0.42154666781425476
40,350,0.43110400438308716
41,360,0.41915733615557355
42,370,0.424618661403656
43,380,0.4150613347689311
44,390,0.4379306634267171
45,400,0.4379306634267171
46,410,0.43827199935913086
47,420,0.5215573112169901
48,430,0.5348693331082662
49,440,0.5273600021998087
50,450,0.5577386816342672
51,460,0.5580800175666809
52,470,0.5570559899012247
53,480,0.5488639871279398
54,490,0.5331626534461975
55,500,0.5430613358815511
56,510,0.547157347202301
57,520,0.5696853200594584
58,530,0.5690026680628458
59,540,0.5737813313802084
60,550,0.6000639994939169
61,560,0.6038186550140381
62,570,0.6027946472167969
63,580,0.6017706592877706
64,590,0.6027946670850118
65,600,0.6024533112843832
66,610,0.6021119952201843
67,620,0.5963093241055807
68,630,0.572757343451182
69,640,0.5608106652895609
70,650,0.6505813399950663
71,660,0.6546773314476013
72,670,0.6539946794509888
73,680,0.65638401110967
74,690,0.6597973505655924
75,700,0.655018667380015
76,710,0.6690133213996887
77,720,0.6724266608556112
78,730,0.6594559748967489
79,740,0.6676480174064636
80,750,0.6676480174064636
81,760,0.6679893533388773
82,770,0.6693546573321024
83,780,0.6683306694030762
84,790,0.668671985467275
85,800,0.6679893334706625
86,810,0.6696959932645162
87,820,0.6693546573321024
88,830,0.6700373291969299
89,840,0.8011093338330587
90,850,0.8017920056978861
91,860,0.8079360127449036
92,870,0.8202240069707235
93,880,0.8178346753120422
94,890,0.819541354974111
95,900,0.8574293454488119
96,910,0.861525317033132
97,920,0.851968010266622
98,930,0.8779093225797018
99,940,0.8792746663093567
100,950,0.881663997968038
101,960,0.8847360014915466
102,970,0.8895146648089091
103,980,0.9195519884427389
104,990,0.9079466660817465
105,1000,0.8977066477139791
106,1010,0.9004373351732889
107,1020,0.9000959992408752
108,1030,0.9028266668319702
109,1040,0.9106773336728414
110,1050,0.9127253095308939
111,1060,0.9120426774024963
112,1070,0.9168213407198588
113,1080,0.9157973329226176
114,1090,0.9714346726735433
115,1100,0.9608533382415771
116,1110,0.9444693525632223
117,1120,0.9536853233973185
118,1130,0.9806506832440695
119,1140,0.984064002831777
120,1150,0.9857706626256307
121,1160,0.9768959879875183
122,1170,0.9809920191764832
123,1180,0.9844053387641907
124,1190,0.9898666540781657
125,1200,1.0100053548812866
126,1210,1.0024960041046143
127,1220,1.0147840181986492
128,1230,1.0035200119018555
129,1240,1.0072746475537617
130,1250,1.008298675219218
131,1260,1.0158080259958904
132,1270,1.0062506993611653
133,1280,1.020245353380839
134,1290,1.0728106498718262
135,1300,1.0748586257298787
136,1310,1.07315198580424
137,1320,1.0939733584721882
138,1330,1.0956799983978271
139,1340,1.0939733187357585
140,1350,1.0922666390736897
141,1360,1.0919253031412761
142,1370,1.0949973265329997
143,1380,1.1144533554712932
144,1390,1.112064003944397
145,1400,1.1137706836064656
146,1410,1.2066133419672649
147,1420,1.2127573490142822
148,1430,1.1683839956919353
149,1440,1.1721386512120564
150,1450,1.1649706363677979
151,1460,1.1830613215764363
152,1470,1.1878400246302288
153,1480,1.2455253601074219
154,1490,1.2465492884318035
155,1500,1.2462079922358196
156,1510,1.1956907113393147
157,1520,1.1956907113393147
158,1530,1.204906702041626
159,1540,1.2008106311162312
160,1550,1.1980799833933513
161,1560,1.1953493754069011
162,1570,1.1977386871973674
163,1580,1.199445327123006
164,1590,1.1980799833933513
165,1600,1.2008106311162312
166,1610,1.1991039514541626
167,1620,1.2001279592514038
168,1630,1.1987626552581787
169,1640,1.19978662331899
170,1650,1.201151967048645
171,1660,1.2001279592514038
172,1670,1.353386680285136
173,1680,1.3550933202107747
174,1690,1.354751984278361
175,1700,1.4353066682815552
176,1710,1.435648004213969
177,1720,1.421994686126709
178,1730,1.4568106730779011
179,1740,1.4592000246047974
180,1750,1.4533973534901936
181,1760,1.4537386894226074
182,1770,1.4807040294011433
183,1780,1.4875306685765584
184,1790,1.493333339691162
185,1800,1.4981120030085247
186,1810,1.4929920037587483
187,1820,1.4970879952112834
188,1830,1.485482652982076
189,1840,1.5066453218460083
190,1850,1.5001599788665771
