iteration,total number of tokens sent,total number of tokens recv,latency (ms),comp latency (ms),expert distribution
0,5100,4818,182.0641326904297,4.728831768035889,"[33, 12, 7, 19, 28, 23, 16, 22, 3, 12, 31, 61, 229, 46, 141, 14, 23, 5, 2, 75, 1, 91, 20, 4, 34, 32, 68, 15, 101, 20, 41, 203, 18, 17, 4, 30, 79, 29, 71, 14, 25, 134, 33, 32, 10, 7, 59, 37, 16, 0, 26, 262, 30, 6, 6, 0, 18, 0, 0, 18, 23, 19, 35, 81, 15, 1, 301, 26, 64, 0, 112, 84, 0, 12, 1, 76, 41, 7, 38, 27, 0, 56, 19, 2, 92, 16, 11, 8, 14, 7, 28, 8, 36, 25, 5, 42, 32, 1, 122, 4, 59, 25, 16, 50, 28, 115, 0, 6, 23, 15, 42, 13, 16, 31, 532, 19, 9, 6, 0, 0, 42, 82, 0, 9, 10, 11, 30, 7]"
1,5100,4698,104.26777648925781,4.487167835235596,"[22, 10, 11, 22, 27, 22, 13, 22, 9, 11, 27, 58, 255, 51, 129, 14, 19, 8, 7, 85, 1, 96, 25, 9, 41, 25, 39, 16, 100, 18, 45, 215, 19, 21, 8, 28, 67, 21, 68, 16, 27, 127, 36, 31, 12, 7, 64, 29, 13, 0, 13, 287, 24, 6, 8, 0, 18, 0, 0, 15, 31, 17, 36, 86, 13, 0, 317, 29, 66, 0, 107, 77, 0, 16, 2, 90, 53, 6, 36, 34, 0, 76, 22, 2, 79, 13, 3, 8, 18, 6, 23, 9, 28, 20, 4, 40, 41, 1, 102, 4, 55, 26, 16, 50, 22, 140, 0, 5, 24, 10, 41, 11, 13, 18, 489, 24, 10, 3, 0, 0, 56, 89, 0, 4, 9, 16, 34, 3]"
